,dates,usa_CA_0004-0000,usa_CA_0004-0001,usa_CA_0004-0002,usa_CA_0004-0003,usa_CA_0004-0004,usa_CA_0004-0005,usa_CA_0004-0006,usa_CA_0004-0007,usa_CA_0004-0008,usa_CA_0004-0009,usa_CA_0004-0010,usa_CA_0004-0011,usa_CA_0004-0012,usa_CA_0004-0013,usa_CA_0004-0014,usa_CA_0004-0015,usa_CA_0004-0016,usa_CA_0004-0017,usa_CA_0004-0018,usa_CA_0004-0019,usa_CA_0004-0020,usa_CA_0004-0021,usa_CA_0004-0022,usa_CA_0004-0023,usa_CA_0004-0024,usa_CA_0004-0025,usa_CA_0004-0026,usa_CA_0004-0027,usa_CA_0004-0028,usa_CA_0004-0029,usa_CA_0004-0030,usa_CA_0004-0031,usa_CA_0004-0032,usa_CA_0004-0033,usa_CA_0004-0034,usa_CA_0004-0035,usa_CA_0004-0036,usa_CA_0004-0037,usa_CA_0004-0038,usa_CA_0004-0039,usa_CA_0004-0040
0,1984-03-23 17:50:13+00:00,195.57985705439066,191.08486970443266,197.73417069276675,207.14795404637292,204.05415871355908,204.94294359678025,207.48243172889534,223.2337631419004,216.00101379305426,201.59311982773283,216.63861282653943,209.38268270914386,209.4246122074069,204.7347880590533,194.11206981735532,190.34878176414767,188.9545261952248,182.2158144144306,188.31120340130525,190.67375790355055,188.09081156111193,195.63679446975908,191.29371602341706,183.13864857706068,191.280285462886,189.00460392391273,185.73164199029725,191.53629663363503,195.31540997412912,180.47427554871254,183.56756777099503,183.35758831168982,179.8065747192419,189.1091597786051,199.84618103967392,190.64868094895257,180.97360197426715,184.2870192963658,190.48768946338123,197.28356622072408,205.30178046730438
1,1984-05-06 17:49:52+00:00,193.7421412832547,201.45741606087248,209.0486172314944,196.87789548220852,203.68883969507576,205.6624981264107,214.60397362862392,205.4914773799958,210.24003620538682,212.60301891520967,213.02524300715504,213.42129332737724,207.36676640960863,206.3027705656863,194.896180250024,188.03630581267925,186.5637720764415,183.4205086771336,184.48864688536787,184.73205607246817,180.20179416651973,188.25870923718887,192.7761702312172,187.21380916236964,180.00880949671927,187.08716457868314,194.5335449786322,191.7931898460247,189.95194549446214,181.85416807387105,180.53148511085922,185.5978192162611,186.4306690371833,197.79349046830703,184.39619684359195,187.88097012282623,194.4201470789248,175.9623701957189,185.90533955194218,197.8902586623239,201.83021738654676
2,1984-06-23 17:50:58+00:00,220.42697682351076,219.59776182629872,213.7806275044222,213.8777068256566,221.69328481764285,225.33912767780959,234.10176180588206,231.1261031612857,228.27193500937105,227.7910156291134,225.3180385095005,223.7542714910818,224.62694358894967,219.6877839054535,213.7991102519123,212.1612869609479,205.88968604613183,204.13701725596366,204.55567528406752,204.0014572626298,203.8371259948406,205.80147364117866,203.38753611402154,205.61472018275774,204.5707801259416,206.0355780945516,212.37774933838446,207.83982910445252,208.2777460679462,209.3995437597374,209.48584046576647,211.73085496493442,211.58270826258038,214.60717843598798,209.6130509933418,203.50275748635818,207.4064499244804,197.83979978551386,202.2032006487849,217.16254473135632,219.15375365916094
3,1985-04-23 17:52:47+00:00,236.60308139357423,237.17649824683616,241.8262522453498,234.12793630225207,234.26013977204212,225.24079948754343,236.00291739864588,222.3870879483834,222.33532525778654,220.98157893057152,217.38844296325465,209.48390375949793,211.95036808632426,213.59429564146322,207.08598603541876,208.6193645312293,205.84665028466665,207.91290183182537,212.71375738212785,211.22038240309064,210.862904041803,213.05225856393284,209.33389398904208,204.24636392594957,207.5748381855794,208.62142078666832,209.6152652582964,211.46013099430508,204.41007245082628,205.2218972875585,206.35955752159302,202.00038594488362,211.62026326505216,212.07251468084283,205.6526364534257,210.31400180362223,211.239596859221,204.90093648738875,205.8255919129738,210.42853808839746,212.8831577351926
4,1985-07-28 17:52:22+00:00,258.8560496506892,243.75302776856122,238.6172407478514,234.65227780809013,234.40875756931155,238.6767212300974,236.43610918976233,232.2730662929619,227.8770242697416,224.7602583967303,227.0284471993707,221.39451662909553,223.10677964434163,224.81783292524491,222.75987200505537,219.6469505377779,220.0006597929347,215.8184780757261,214.29794214103725,217.02135300363622,211.68865848833818,216.38559630943985,212.415129313273,212.73070048516493,211.85409498393273,212.455114010751,215.5722366689789,216.68580143999858,213.76049533778323,213.49632422164493,213.27001004653061,206.22850621058632,215.545761132875,218.14574151140164,218.002984272426,222.1232190668,220.1638059202741,217.88158787326145,214.6091228129965,216.91298535865397,218.07943369198895
5,1985-08-13 17:52:13+00:00,268.07888520892055,257.21495788029426,249.94311573026684,244.54897631599354,239.60132911591157,239.5251715853153,238.7347880319588,240.23630079568784,234.40056683357113,232.28580280775162,229.76611651078497,233.42887417539066,222.77209465361713,226.3502289226753,219.2773149370718,219.28939573901252,218.72373500341743,222.64743371156428,222.32731263685142,224.02336678111425,221.37517611941826,227.48041619103023,224.7755710245549,220.726730517805,218.60533829323273,216.38031445477975,225.58828085048742,225.91010614692775,224.49791758915418,219.70891312818821,218.93255713233486,219.20499107653015,223.58888682506364,227.142194421936,225.70370218079003,232.07235628997688,220.00756930736785,225.68047025727978,227.93787378944833,232.77597173139264,226.92591207924724
6,1985-09-14 17:51:50+00:00,278.0765315319361,257.7258829813531,247.2500590861718,242.47862186758744,241.6566860890469,238.42858816848923,240.19640566346243,235.29028029745,230.7267162209161,227.836947403392,232.07818793403783,226.23480454508336,223.27427894099634,221.06587242591257,219.807066991797,216.5542324522213,214.91461839223325,214.18453043249247,209.3234579207214,219.32915617501203,220.14589620363253,219.9959574737377,220.0205459570463,220.35166721780323,212.93279095504076,216.7006010573136,224.6970106935279,223.4331559572722,221.62510575909943,214.97566502806092,218.77258471653232,217.54938310599604,219.42085710255407,223.54456954260954,226.93247026941577,224.5007771113094,224.6438667199717,223.6927089366479,226.29422119409213,225.57447562216282,227.69199353174446
7,1985-11-01 17:51:17+00:00,246.70651515772656,250.12573738931138,245.73322807138425,240.95892628914675,233.6434787139072,233.4594348719804,234.6653131072657,228.2804845810174,227.95818281130929,222.1903520731287,222.52710916194542,219.7221572851656,223.65719335849676,220.09647636708954,213.40523927475292,213.52897918419572,212.10264401561753,211.12263831835628,212.79978087995715,218.1147243285425,213.07491347473345,217.19762116119045,217.7039895389474,210.29098703872003,212.7242143380412,217.54386273390534,218.26310621150438,219.303647614676,217.39454201374613,213.28651598162185,212.2045308980245,209.4460092227668,216.968623124715,218.2256318099122,217.86098115479297,223.4905665321256,219.60040917569455,215.85255803270294,220.40054522537798,226.31418105767304,223.4887022669359
8,1985-11-17 17:51:01+00:00,,,232.35948290346826,233.24381762774433,225.95208694179848,225.38544954617274,227.5339619710099,221.38640301803892,219.1452856083936,215.17329517199408,218.10442211573204,214.16524682988054,214.23781664200644,210.73709898736865,207.45115568260022,210.14500630776647,204.75778569872782,205.1401882659799,208.4465140616488,207.21794054951167,213.4103824366641,213.7352656576453,210.83502907832238,204.99225788699013,205.8682269056894,210.6655938814616,211.50047337609195,210.043978494538,208.8691341960664,206.07776258005055,207.23358012130151,204.5194795637106,210.61385922392913,210.08383892245456,212.1399601499548,217.62554226716549,213.26428819423055,212.27667562868425,214.22701247639012,215.34693090912512,217.9342198042833
9,1986-02-05 17:49:27+00:00,176.14635812658884,181.83210143074567,189.75506327336532,189.31100605478215,193.46581416428887,196.0134519957225,198.04542697450407,188.19311228372692,188.60215933762882,182.21715601852648,181.9537684582892,182.44612160886211,179.3231397144142,175.27991726306263,172.64226903680446,173.31686828579376,172.3323274810073,173.73608312370627,170.7485993161341,173.32340024576325,173.13559115387463,175.05500666995965,171.8528840734285,162.39747870583395,161.34018008653175,159.1274775800831,164.08326698550687,168.05584497409933,162.3347907573409,165.6805509343623,156.48157216951887,164.7880773412319,163.3313750165837,170.68312722856692,163.43549538499155,167.61976893428945,170.52451400981766,155.59814840070317,162.99150662496714,167.20059967627964,168.1907837250127
