,dates,aus0129-0000,aus0129-0001,aus0129-0002,aus0129-0003,aus0129-0004,aus0129-0005,aus0129-0006,aus0129-0007,aus0129-0008,aus0129-0009,aus0129-0010,aus0129-0011,aus0129-0012,aus0129-0013,aus0129-0014,aus0129-0015,aus0129-0016,aus0129-0017,aus0129-0018,aus0129-0019,aus0129-0020,aus0129-0021,aus0129-0022,aus0129-0023,aus0129-0024,aus0129-0025,aus0129-0026,aus0129-0027,aus0129-0028,aus0129-0029,aus0129-0030
0,1987-05-22 23:06:56+00:00,258.76871682492333,182.93733093897484,154.94103417845957,157.14055995224697,153.79226701058374,156.5995470477034,153.68847765905207,154.46581680159676,156.29226384812083,157.0146214795734,157.41039083166018,158.0558251366336,169.46408953408778,170.39917282043723,175.35913932204195,185.18909958389077,185.4927207776342,183.10151449905496,180.9055157132141,170.8894932085199,176.38550083569567,178.31515446017198,187.3899840400625,179.58771098649382,172.01795255441917,176.6546085221861,189.67604898806476,214.83590940617876,213.2743895097481,228.12203630048643,227.58676496943772
1,1987-09-11 23:09:41+00:00,254.77598354442438,183.51764099257753,164.51684439684476,170.49764203480896,174.66872901261354,169.52064565741185,171.55908568717484,170.87620694011824,169.0987116808426,171.35491186457435,169.69593484996378,171.8902927107974,178.21446412527814,180.23086656469644,182.6269869717515,188.6451853228434,185.76924993788066,180.83874848982921,183.29313564488615,176.75835411284473,174.36892895607983,182.55907473406694,190.4231402029909,183.4177268877881,178.09381673538937,179.80826736907326,196.4058072500126,211.95472714992036,223.7400707365926,227.99138347685465,238.76744545199853
2,1987-09-27 23:10:03+00:00,255.39096166772146,181.69064765365883,160.9183460208902,155.9167651768578,165.05236760860436,164.17134816743211,165.43827623870303,169.4746473219208,169.21695255371822,173.4009777394826,169.13383320938814,174.31361812668874,177.03683057379968,181.4477924443633,183.7546506748927,190.28308128090245,185.72177110537055,178.83615728868182,176.41407730657662,172.49258427270854,176.10777192267676,184.2291236924297,190.09935756066383,188.1347538760824,180.07658348042304,178.22867355484695,195.0814405048128,213.99680867454236,224.50843220434345,222.37688407964998,240.7094513142994
3,1987-10-06 23:04:03+00:00,233.03420345950764,180.86518687880405,159.81510205167817,157.59356462773547,167.4332438511206,175.8697064917288,182.88070848170668,168.5446686446206,172.34036677696218,165.48100131032106,167.60009789000011,168.43740802979477,174.95769413243121,177.961801683681,181.8418316590233,190.11066556688297,191.15763067536918,194.26760100498979,178.34303893821507,174.15254241263332,183.48032661505252,185.7789273901417,197.3062455586559,188.72610451098976,182.36624619744123,185.9499345559034,203.05400115849486,217.5024710306495,228.45662656031254,227.49121264484128,245.1370207198186
4,1987-10-22 23:04:43+00:00,258.8269149816512,177.570508445652,152.09833072620512,154.08887307850057,158.52746514227886,156.31766480341415,156.03445567941623,149.2583532819593,149.9585474568527,151.1535098390491,150.97423592864894,154.56677209647748,160.96170937563653,160.15252497010763,163.56148330660113,173.07482317838836,171.0604791587102,168.59638204329735,170.22365038831884,162.10444501544112,164.99154661982922,169.92133309688748,178.217063325504,172.63906566788393,166.13880784927974,172.8575542695675,191.7809869343253,210.91859885228672,221.41494091657984,219.08658205967606,239.2507504261427
5,1987-12-16 23:11:29+00:00,223.5671755854948,175.2803502798058,153.4438273313844,146.03297719333477,155.60654233097378,147.3866074323132,153.9384884812549,148.3698588430972,156.2185734781723,150.3721319371489,154.62610082365603,156.66770101548764,165.72971383140492,164.6874229891157,163.99012341054672,176.99151059903693,171.30077025877443,172.19203963856714,170.23080526350446,167.0477686640385,168.36973000850483,177.8028137672374,187.7230644126378,175.67272882966353,166.28067694314086,169.58900852321156,187.35970285748542,205.20665035760462,213.21831547008566,,
6,1988-01-17 23:12:02+00:00,232.621220250857,142.76885651965327,120.97755963592988,125.09691877104204,135.40191915289836,127.38085575674486,,,,,,128.39763109495408,138.15570748930116,129.8216683617314,111.311107455888,,,,,,,,173.6217414430487,165.21803530966324,168.26989250432356,159.7917813256721,182.79675759754593,202.6569826678635,217.38712770989764,231.48294282907733,234.62414565290115
7,1988-02-18 23:12:35+00:00,249.29146330543745,164.67804373229333,143.6911606841016,141.91623156884867,150.19541489876656,146.69434203223796,147.07758114430126,148.37981988707563,153.7061681279889,151.25743917958846,145.96625206381563,148.23962321418497,147.55480058219084,153.14021800751811,153.59910652366068,165.60855530916157,166.7170372579477,171.41160329088524,169.16107932569264,164.5163099554738,168.4872191106623,173.95277694829886,180.28247610447642,173.92331184746797,164.16334034373943,167.10763731857028,190.64059156080114,212.58976982289767,228.3906289680887,227.2048740226184,240.66878861996477
8,1988-04-15 23:07:14+00:00,256.4425318749512,143.43991438252712,133.7059095455831,129.05692328384134,135.97095388697974,136.21929922704498,149.62647702597891,148.3962849511343,149.8280244540736,150.33302677623698,149.25648381619897,150.09912709947733,159.68376405753938,155.63289713967754,161.38539969609755,167.52066518820533,170.69637127500292,160.08968050213056,155.16041298199025,149.25989164812975,161.06180753353388,170.32661680717763,183.51439327819156,170.86940389946986,160.45149348080759,157.0100617061224,182.26810127610258,216.65656844217222,232.57705913337287,241.63166553473354,249.31754918888487
9,1988-05-08 23:13:14+00:00,271.9909377030301,144.6267776065618,145.8671430178417,138.56086175127743,151.5414379098341,156.46449034548894,149.33024315409705,151.77292665833792,153.0021638834672,155.2268680120282,148.8636711861564,153.74284525353866,159.46066715704254,164.83602489705586,166.03961741092672,171.00081070095152,170.98254779923877,168.01275451038424,180.40479729380468,179.6717414472977,184.02610423519351,187.20072851942498,194.9528213501273,188.951613548815,173.61598967624468,171.49940429280315,185.16606271568625,216.07227031767292,229.93700500302742,245.23732715378108,284.7791474415
