,dates,nzd0144-0000,nzd0144-0001,nzd0144-0002,nzd0144-0003,nzd0144-0004,nzd0144-0005,nzd0144-0006,nzd0144-0007,nzd0144-0008
0,1999-08-19 21:58:28+00:00,188.927921100599,187.3671205579044,194.78547715338004,192.46066162149,192.30358033721652,197.06005502999278,199.1130786227747,194.25716518167377,181.1232399721707
1,1999-08-26 22:04:44+00:00,196.63395100306857,193.2622654901859,196.60400185064864,197.67643369969474,200.4979279180604,199.075949426036,206.90006521688318,196.906176341212,183.9502855694296
2,1999-09-20 21:58:56+00:00,171.8022079714064,162.1506021024026,167.5545380060745,161.77939417378357,164.83483949588154,162.94483314624523,163.9418938471249,152.1150980295647,144.01925719319036
3,1999-09-27 22:04:48+00:00,194.19569406999497,185.2249660903473,186.06266381921213,189.17339406011715,189.25400912633407,191.82351415228098,198.18338027037822,198.22607198709863,200.62365712753257
4,1999-10-13 22:04:48+00:00,,,,,,185.78730464579868,190.57455745781644,182.16332516630143,185.87849595331818
5,1999-11-14 22:04:42+00:00,197.59342635270082,188.11383862611277,195.39360447680497,191.24632495841144,195.1260917453211,203.37290739644772,206.93718685714674,203.91708730007414,200.42442773802094
6,1999-12-09 21:58:57+00:00,,165.01018413159065,167.82369863347068,160.6916674949276,163.55516543695438,166.68280615780188,173.1817074187117,172.75685376018575,
7,2000-01-01 22:04:37+00:00,194.10559455859013,185.43838644499814,158.27665492690093,158.48901318416145,161.37937947586124,164.18870669685916,200.57845503504714,188.58243849131074,194.4980356601329
8,2000-02-18 22:04:29+00:00,177.0220827902056,175.53193412760714,181.8678926497273,182.54171134690202,185.24954945299467,189.81805265547442,192.96024525263923,187.2268494827721,183.85661109559797
9,2000-03-30 21:58:33+00:00,181.43514633052612,177.91456380088556,179.94804664227283,172.92673138933435,175.2050538304049,178.46702206366405,175.40694465183233,172.3550840578618,171.091995348306
10,2000-05-24 22:03:46+00:00,205.0530825078027,196.24148091389367,205.4946275044078,201.56278893085863,200.38060741702628,202.64296983182868,210.4449590073873,201.45422182312564,195.2242299293337
11,2000-07-11 22:03:17+00:00,202.5357102540121,195.98866668393072,198.03424517320602,194.80406391100104,196.8115039514422,199.75038085653884,196.6560352135348,193.08537180084244,175.47407901056266
12,2000-07-20 21:56:59+00:00,,,,,,179.95407888810405,203.1506159046458,242.0533807484443,187.0161227896887
