dates,nzd0095-0000,nzd0095-0001,nzd0095-0002,nzd0095-0003,nzd0095-0004,nzd0095-0005,nzd0095-0006,nzd0095-0007,nzd0095-0008,nzd0095-0009,nzd0095-0010,nzd0095-0011,nzd0095-0012,nzd0095-0013,nzd0095-0014,nzd0095-0015,nzd0095-0016,nzd0095-0017,nzd0095-0018,satname
1999-08-26 22:04:44+00:00,383.71,392.42,387.35,391.21,385.18,373.47,380.28,378.94,385.67,380.59,374.07,362.89,360.54,361.64,363.30,364.96,373.05,378.68,378.86,L7
1999-09-27 22:04:48+00:00,381.46,387.38,384.36,388.43,380.28,377.87,381.40,379.72,385.78,386.12,375.22,363.26,360.67,365.08,366.06,365.14,375.94,380.99,382.10,L7
1999-11-14 22:04:42+00:00,379.05,384.27,381.42,383.72,380.64,378.91,383.16,382.13,387.60,388.21,374.80,362.07,358.47,365.68,367.89,364.82,376.46,382.63,383.65,L7
1999-11-30 22:04:35+00:00,377.68,381.32,380.55,380.06,376.77,377.06,381.34,380.38,386.64,387.52,374.80,360.15,356.51,362.31,365.02,363.74,371.50,382.63,383.65,L7
2000-01-17 22:04:35+00:00,377.53,381.24,380.38,379.88,376.84,376.25,379.86,381.17,387.04,393.09,374.80,358.52,356.32,361.63,363.49,363.83,370.72,380.47,382.98,L7
2001-01-03 22:02:12+00:00,387.83,386.10,382.88,380.57,379.56,378.92,377.87,376.25,384.16,378.87,386.33,366.21,373.51,374.19,369.94,368.08,370.65,373.27,374.63,L7
2001-03-24 22:01:59+00:00,378.75,379.12,380.52,377.50,371.62,371.99,368.70,371.91,379.62,377.03,374.16,361.28,368.54,365.82,362.00,363.77,367.44,370.11,375.81,L7
2001-06-28 22:01:09+00:00,376.04,378.03,380.96,375.62,373.18,372.09,371.53,372.88,381.23,386.80,374.16,363.45,370.64,367.17,364.60,364.96,368.28,372.64,377.41,L7
2001-08-15 22:00:38+00:00,372.33,376.55,380.35,377.96,372.78,372.20,368.09,373.28,381.82,399.30,362.00,362.55,367.85,363.81,362.25,363.43,368.24,371.66,378.34,L7
2001-10-02 22:00:04+00:00,368.31,374.27,376.37,376.61,373.60,373.15,369.78,371.94,381.03,397.63,365.47,363.11,367.31,363.15,361.06,360.85,364.47,370.68,375.88,L7
2002-01-22 22:00:40+00:00,372.93,377.10,377.69,380.97,375.64,374.16,370.31,374.67,382.89,389.04,365.47,360.41,364.14,360.33,359.39,359.82,365.51,371.23,378.09,L7
2002-03-27 22:00:37+00:00,369.13,371.44,375.28,375.01,370.75,366.88,369.67,372.30,380.79,371.58,361.22,355.07,359.03,353.96,355.03,357.46,362.61,367.12,374.90,L7
