dates,satname,nzd0095-0000,nzd0095-0001,nzd0095-0002,nzd0095-0003,nzd0095-0004,nzd0095-0005,nzd0095-0006,nzd0095-0007,nzd0095-0008,nzd0095-0009,nzd0095-0010,nzd0095-0011,nzd0095-0012,nzd0095-0013,nzd0095-0014,nzd0095-0015,nzd0095-0016,nzd0095-0017,nzd0095-0018
2005-02-23 21:58:31+00:00,L5,378.28,373.42,374.07,373.48,370.02,369.23,371.43,369.23,380.80,376.85,366.22,364.11,364.59,357.70,351.74,359.37,359.19,366.62,380.17
2005-03-03 22:01:30+00:00,L7,381.75,,,393.86,384.09,385.28,385.37,384.35,385.98,374.67,380.39,365.98,373.27,364.02,367.28,,,379.95,381.09
2005-03-11 21:58:44+00:00,L5,371.82,370.81,379.01,375.75,373.82,371.98,374.18,375.37,380.10,368.89,362.84,356.18,354.34,355.50,351.51,360.30,364.63,366.65,381.88
2005-04-28 21:58:59+00:00,L5,384.87,383.98,390.46,384.74,384.08,380.35,383.69,381.05,391.85,377.71,380.70,370.55,375.01,367.80,363.23,367.04,372.24,373.02,382.70
2005-05-22 22:01:24+00:00,L7,,,,,,,,,,,,,,,,,373.77,371.10,378.68
2005-07-09 22:01:14+00:00,L7,371.53,375.66,384.08,377.93,385.09,378.38,,,387.90,385.24,369.56,359.02,363.99,362.67,368.71,369.60,374.92,379.62,383.09
2005-07-17 21:59:35+00:00,L5,394.19,392.62,385.19,380.52,383.29,381.06,384.10,382.05,397.80,423.80,,364.87,376.97,368.93,372.43,361.84,372.11,382.80,388.34
2005-08-10 22:01:10+00:00,L7,370.32,374.43,383.31,372.14,370.95,368.76,,,363.40,359.91,352.16,346.23,349.04,343.63,344.89,353.17,352.73,352.78,365.92
2005-10-13 22:00:54+00:00,L7,,,,387.20,385.08,381.92,385.66,387.04,388.73,431.92,,365.18,375.05,,,382.12,377.13,383.74,387.45
2005-11-14 22:01:17+00:00,L7,387.27,393.09,391.36,,,,,,,,,,,363.84,364.42,366.50,375.39,378.37,
2006-02-26 22:02:35+00:00,L5,394.29,393.54,388.02,375.23,375.78,363.43,370.64,383.87,395.96,389.17,398.04,384.15,384.02,381.79,367.79,367.69,373.38,375.84,384.11
2006-05-17 22:03:57+00:00,L5,383.83,388.00,388.52,381.98,383.10,378.70,370.65,373.72,384.96,374.16,376.69,366.32,373.32,368.67,370.39,364.89,374.02,379.80,387.07
2006-06-10 22:01:49+00:00,L7,386.87,391.50,391.81,387.69,,,373.89,372.71,384.54,385.78,390.88,363.97,370.42,369.71,373.69,376.16,377.29,,
2006-06-26 22:01:44+00:00,L7,,,,229.08,,,239.97,,,358.94,351.01,352.14,342.88,339.75,339.42,351.11,352.28,351.26,363.09
2006-07-28 22:01:30+00:00,L7,377.02,374.30,376.81,370.64,373.68,,,361.62,366.91,365.02,363.58,355.84,359.18,356.25,351.48,357.07,353.57,356.15,373.77
2006-11-25 22:06:19+00:00,L5,302.21,312.86,324.96,326.18,316.30,320.81,328.99,332.86,342.46,351.03,319.79,309.59,315.63,310.94,311.09,317.92,323.66,333.10,349.90
2006-12-03 22:01:55+00:00,L7,382.78,,,,381.84,373.07,379.10,377.60,386.69,386.06,373.44,360.13,368.94,371.41,,,,388.40,392.94
2006-12-11 22:06:28+00:00,L5,271.11,270.63,264.88,266.24,263.35,256.16,258.50,264.52,291.16,297.90,244.19,263.92,262.06,262.35,257.62,254.56,269.94,293.11,326.68
2007-01-04 22:02:01+00:00,L7,371.55,374.64,,,373.42,359.11,362.68,364.67,374.07,368.33,359.77,354.27,362.03,361.12,357.73,,,,406.31
2007-05-12 22:02:11+00:00,L7,381.22,385.45,387.07,386.12,387.74,385.77,386.66,392.62,396.76,393.48,,,377.28,372.30,371.41,374.72,377.19,389.28,394.41
2007-05-28 22:02:04+00:00,L7,382.72,390.15,390.31,,,383.56,382.40,383.86,390.38,379.78,,372.87,378.27,375.87,375.26,381.93,,,
2007-08-16 22:01:50+00:00,L7,,,,,354.27,341.55,347.57,361.54,342.66,340.12,345.88,,,317.05,335.64,347.38,334.20,328.28,356.04
2007-09-09 22:04:57+00:00,L5,378.06,385.19,388.00,369.09,359.79,342.83,342.09,359.02,367.77,367.03,,357.99,361.16,355.47,356.32,362.17,364.31,372.74,388.30
2007-11-20 22:01:58+00:00,L7,384.62,389.63,388.22,383.29,377.88,,,377.88,384.24,389.61,386.84,365.27,368.36,371.29,366.75,365.95,371.16,378.66,381.25
2008-01-23 22:02:09+00:00,L7,351.91,358.95,361.40,356.80,348.50,350.69,349.57,359.41,361.07,357.06,,,344.03,334.61,338.66,349.62,344.98,340.96,359.80
2008-02-24 22:02:02+00:00,L7,338.31,344.82,352.22,342.07,341.80,340.94,342.33,340.65,347.61,,,313.61,307.33,281.82,,297.89,307.30,335.11,359.35
2008-04-28 22:01:53+00:00,L7,,,372.62,,,362.68,359.95,363.35,372.41,366.81,359.44,347.40,354.66,356.48,353.56,,,,369.50
2008-05-14 22:01:48+00:00,L7,405.52,402.61,404.34,404.19,396.02,389.77,389.27,387.58,390.07,,,389.96,386.04,379.44,375.46,381.43,380.84,383.92,394.57
2008-05-30 22:01:41+00:00,L7,402.50,394.93,398.26,395.81,387.53,389.79,,,387.77,415.10,396.57,378.12,375.86,369.44,371.91,367.90,369.91,375.73,381.65
2008-09-19 22:00:40+00:00,L7,,,,,,,382.69,378.54,386.75,371.48,,358.95,370.04,353.47,355.33,370.25,379.31,,
2008-11-06 22:00:51+00:00,L7,,,406.05,399.33,390.64,395.86,387.86,398.06,397.35,435.44,,360.87,357.42,,,373.25,379.03,384.00,385.85
2009-01-01 21:56:31+00:00,L5,379.04,386.39,387.54,388.03,,,,,,,,,363.84,360.50,357.87,360.58,368.23,372.31,377.67
2009-02-02 21:57:22+00:00,L5,375.90,383.39,385.88,380.07,377.17,374.87,374.35,369.47,378.05,370.03,365.60,358.64,363.76,355.81,352.09,357.20,363.24,368.22,379.05
2009-06-02 22:02:15+00:00,L7,407.99,409.28,400.77,399.51,,,385.52,376.20,384.67,432.13,405.93,379.27,377.98,374.36,373.38,368.96,,,
2009-06-18 22:02:13+00:00,L7,406.17,402.36,401.57,397.16,,,387.37,383.53,389.60,431.61,391.73,381.47,372.49,369.04,364.58,366.45,373.96,,
2009-07-04 22:02:11+00:00,L7,404.87,402.59,394.92,395.02,384.89,,,381.29,386.39,379.50,389.32,377.91,373.79,369.55,363.42,366.14,370.89,368.85,373.33
2009-07-20 22:02:06+00:00,L7,407.40,411.85,404.68,403.95,391.70,394.44,385.96,377.31,388.61,,,370.81,378.05,375.21,372.42,369.18,375.91,380.78,386.14
2009-08-05 22:02:01+00:00,L7,404.34,399.89,399.55,,394.92,393.73,384.23,375.10,384.32,373.17,,371.48,378.22,363.91,357.66,,,,378.69
2009-09-06 22:01:59+00:00,L7,363.42,368.71,,,355.78,353.42,347.28,338.92,348.15,356.65,358.88,343.90,347.02,337.86,339.47,,,345.87,356.32
2009-11-25 22:02:33+00:00,L7,388.45,392.02,386.28,386.10,381.24,,,362.43,369.68,369.24,384.16,356.96,360.20,347.98,345.55,357.12,355.33,365.69,
2010-01-20 22:02:37+00:00,L5,,,376.00,370.23,370.06,361.20,357.28,354.80,365.09,365.04,354.14,350.61,350.06,347.94,341.47,352.56,357.17,361.53,364.79
2010-02-21 22:02:44+00:00,L5,396.18,386.50,381.33,378.23,375.97,365.73,365.21,370.62,382.82,384.40,,362.70,364.07,380.95,,,,,
2010-03-17 22:03:57+00:00,L7,,,358.81,357.95,354.79,349.20,348.81,355.74,357.45,351.33,353.88,,,,,,,,355.79
2010-06-21 22:03:58+00:00,L7,400.00,398.19,399.57,,,397.15,399.06,401.49,399.24,433.97,,371.28,368.69,373.36,373.77,375.28,,,401.28
2010-07-23 22:04:02+00:00,L7,393.78,397.61,401.73,397.91,388.93,381.42,371.81,373.57,384.99,413.47,,,,368.58,368.82,365.98,373.39,377.24,379.29
2010-11-12 22:04:30+00:00,L7,369.14,,,369.05,364.34,360.95,353.83,354.03,359.44,358.68,350.48,341.10,340.51,341.21,,,346.86,351.75,360.84
2011-01-07 22:01:44+00:00,L5,377.51,376.72,378.96,376.19,370.58,358.04,364.47,364.59,372.43,365.20,358.75,352.84,355.15,354.59,348.74,359.40,362.67,368.55,373.12
2011-01-15 22:05:06+00:00,L7,391.12,389.91,388.45,387.10,385.66,377.56,378.86,375.28,381.72,389.61,373.81,,,369.54,358.69,365.37,370.79,374.51,375.57
2011-02-16 22:05:15+00:00,L7,,373.95,376.44,366.60,363.22,,,,,,,,,,346.06,347.43,354.06,357.38,370.40
2011-03-12 22:01:43+00:00,L5,386.28,390.25,383.98,382.11,377.88,379.86,365.04,367.70,372.93,367.64,367.65,357.89,362.00,365.24,363.16,361.27,368.58,370.38,369.69
2011-04-05 22:05:26+00:00,L7,393.40,,,380.00,383.75,375.02,378.41,369.60,380.86,375.30,376.87,361.58,372.03,366.08,,,371.45,374.94,376.97
2011-04-13 22:01:34+00:00,L5,393.53,392.52,392.61,389.70,387.82,387.52,379.91,385.71,389.49,383.38,,362.46,374.42,366.73,366.81,365.56,373.69,378.96,386.06
2011-05-07 22:05:25+00:00,L7,363.75,361.36,363.63,357.78,350.84,349.55,350.22,353.78,353.62,350.24,,,341.53,341.49,346.93,348.93,348.80,349.62,360.56
2011-05-23 22:05:23+00:00,L7,395.16,395.44,393.76,399.97,390.72,377.14,374.98,,,374.56,376.75,364.95,369.01,372.95,372.30,365.31,375.17,373.77,378.17
2011-07-26 22:05:18+00:00,L7,378.87,384.62,386.15,,,402.68,395.77,399.29,403.96,400.00,403.99,361.21,362.67,363.44,367.28,364.60,,,
2011-08-11 22:05:13+00:00,L7,380.04,389.18,391.17,388.89,,,389.28,387.59,388.46,375.53,374.23,358.58,352.60,359.95,355.58,365.14,370.86,376.17,
2011-08-27 22:05:11+00:00,L7,390.03,393.20,401.04,,,391.69,389.92,392.75,393.10,389.28,392.64,373.06,370.83,367.48,367.40,371.20,,,
2011-09-12 22:05:05+00:00,L7,377.28,385.83,387.36,385.92,385.87,,,389.21,389.86,379.40,375.90,358.16,362.72,361.05,352.46,356.24,367.48,373.50,379.82
2011-10-14 22:05:04+00:00,L7,352.22,354.68,356.88,361.83,359.81,363.18,,,,,,,,,,,,,341.66
2012-04-07 22:05:52+00:00,L7,350.17,359.40,359.46,348.31,352.97,349.92,344.54,343.42,351.88,339.18,,,338.24,328.73,336.59,346.03,338.35,338.62,360.68
2012-05-09 22:06:27+00:00,L7,352.81,356.11,357.24,354.92,348.43,333.01,342.03,336.81,343.60,339.68,349.15,,,325.25,333.04,329.83,326.95,332.01,343.64
2012-05-18 22:00:20+00:00,L7,399.72,,,,,,,389.17,394.95,416.72,,377.28,376.95,375.53,,,,,
2012-07-12 22:06:34+00:00,L7,393.41,393.70,,,387.07,,,380.14,387.84,375.07,383.49,367.94,370.78,361.17,362.31,,,372.36,377.56
2012-08-13 22:06:56+00:00,L7,405.10,,,394.28,392.19,387.76,381.85,377.56,392.03,381.84,398.43,374.76,379.77,378.81,,,367.68,372.65,381.32
2012-11-17 22:07:47+00:00,L7,368.10,389.14,386.97,382.09,383.75,377.29,366.35,368.97,374.42,364.02,362.94,357.64,,,364.81,365.31,370.60,371.89,371.13
2013-01-04 22:07:58+00:00,L7,,,,,,,367.35,373.90,378.35,376.99,358.87,332.52,340.28,347.08,347.16,359.45,368.69,,
2013-02-05 22:08:01+00:00,L7,374.19,370.25,377.90,381.65,383.48,371.20,379.80,384.29,387.74,,,349.80,354.23,355.31,354.19,355.62,370.83,377.87,379.30
2013-03-09 22:07:57+00:00,L7,367.86,,,358.25,353.33,,,365.36,371.69,362.81,359.37,354.42,351.53,348.84,,,355.14,354.62,360.86
2013-05-12 22:07:41+00:00,L7,373.66,,,371.22,360.78,359.33,355.14,357.42,373.50,365.56,364.32,359.55,358.67,350.53,,,349.77,351.99,369.39
2013-05-20 22:13:50+00:00,L8,396.88,396.57,400.24,399.11,391.34,387.79,386.38,381.75,389.72,435.16,,365.64,373.92,375.82,375.51,382.48,376.31,383.14,392.47
2013-05-28 22:07:35+00:00,L7,,,394.48,393.53,386.09,387.02,379.10,372.82,384.04,377.51,366.89,359.77,354.23,,,374.50,374.92,378.21,379.36
2013-06-05 22:13:51+00:00,L8,387.27,385.93,390.04,381.85,381.22,375.93,379.01,376.22,386.04,416.11,,360.10,351.96,356.68,360.47,368.08,373.88,378.74,384.80
2013-06-21 22:13:43+00:00,L8,389.96,397.32,399.35,399.85,393.30,391.93,390.52,387.87,392.01,438.62,,368.67,375.26,371.18,377.97,383.06,382.04,386.38,397.34
2013-06-29 22:07:21+00:00,L7,,383.92,387.34,374.45,375.76,368.48,,,386.40,369.93,361.56,360.59,358.01,358.43,356.20,361.26,364.57,368.41,378.98
2013-07-07 22:13:48+00:00,L8,382.25,390.84,389.24,380.48,386.82,377.54,385.36,376.24,386.03,377.42,,362.96,359.83,363.04,365.03,367.60,371.79,372.16,389.03
2013-07-15 22:07:11+00:00,L7,374.41,,,377.09,370.51,369.70,363.49,364.54,377.34,369.47,366.74,352.00,352.31,358.79,,,364.97,361.93,377.00
2013-08-16 22:07:07+00:00,L7,400.46,397.57,398.33,398.39,,,385.82,386.44,391.93,435.47,,367.83,373.32,378.38,374.09,372.59,378.18,,
2013-09-17 22:07:29+00:00,L7,375.94,387.47,386.71,380.80,375.96,371.50,369.41,364.57,371.27,,,359.41,354.17,351.00,350.74,349.10,353.65,357.71,369.37
2013-10-11 22:13:41+00:00,L8,378.13,389.60,386.49,380.02,383.34,375.02,381.18,370.35,382.78,368.43,380.48,363.55,375.88,360.63,362.21,358.30,369.33,370.25,374.59
2013-10-19 22:07:51+00:00,L7,376.42,380.92,386.26,,,372.52,376.02,371.88,377.45,368.88,374.33,360.87,362.02,359.78,352.82,356.77,,,373.85
2013-10-27 22:13:31+00:00,L8,390.43,399.57,391.98,398.31,391.46,383.59,384.51,377.71,389.53,433.19,401.33,369.65,381.02,369.23,375.28,367.08,377.48,382.31,394.00
2013-11-12 22:13:32+00:00,L8,393.70,394.35,393.87,390.61,389.00,378.34,384.25,375.34,384.75,432.78,,365.94,366.25,366.30,366.05,365.88,374.11,376.25,379.80
2013-11-28 22:13:25+00:00,L8,,,,,,,385.63,375.43,388.60,433.11,393.55,360.63,374.20,368.27,375.09,,,,
2013-12-14 22:13:21+00:00,L8,382.08,393.82,391.43,397.09,387.01,382.11,382.63,374.67,384.96,390.64,,357.10,362.33,364.49,367.07,364.15,374.37,376.37,382.95
2014-01-31 22:12:52+00:00,L8,367.88,367.64,367.93,369.34,356.71,356.60,345.70,347.94,357.61,356.58,344.91,341.54,338.72,332.47,331.80,343.95,338.68,342.37,351.91
2014-03-12 22:08:38+00:00,L7,386.05,383.38,,,373.79,371.17,370.68,370.62,371.05,369.01,372.34,359.56,361.96,364.23,357.17,358.35,,365.54,370.15
2014-03-28 22:08:46+00:00,L7,,392.27,391.96,383.67,,,373.78,378.22,383.72,370.10,385.15,366.69,365.19,362.59,356.07,359.38,368.85,,
2014-04-05 22:11:58+00:00,L8,369.94,368.59,365.25,361.53,360.05,362.45,359.65,357.18,356.09,347.76,351.55,342.91,348.59,342.63,341.31,352.90,349.42,350.81,359.25
2014-04-29 22:09:01+00:00,L7,383.47,393.11,390.93,382.28,,,385.04,384.47,386.15,374.96,388.77,365.08,372.98,368.60,371.28,369.35,373.05,,
2014-05-15 22:09:08+00:00,L7,385.23,388.90,386.24,382.42,385.62,,,379.89,384.79,373.96,374.34,371.22,372.68,364.21,368.24,365.16,371.30,374.82,376.24
2014-05-31 22:09:12+00:00,L7,,362.91,367.78,366.99,356.53,351.32,354.30,356.37,361.06,354.59,343.33,337.46,,339.29,347.13,354.02,350.66,351.73,362.44
2014-06-16 22:09:12+00:00,L7,359.93,360.56,363.61,364.95,354.32,351.64,347.60,350.76,354.61,,,349.31,347.76,338.94,343.84,355.74,348.39,346.05,361.00
2014-07-02 22:09:19+00:00,L7,385.96,393.24,387.20,386.39,381.48,377.76,379.70,,,379.93,377.28,359.49,359.06,363.16,372.53,369.19,380.33,381.81,379.83
2014-07-26 22:11:43+00:00,L8,382.54,386.70,387.75,380.15,383.36,379.62,384.42,374.37,380.04,371.81,376.35,370.17,371.56,365.28,357.27,365.03,370.72,380.89,378.67
2014-10-06 22:09:44+00:00,L7,375.60,385.01,,,,,,,,,,,,,361.03,360.76,367.23,369.95,381.28
2014-10-30 22:11:58+00:00,L8,,393.40,390.14,381.83,387.33,374.86,384.37,373.55,385.44,375.08,,371.87,378.50,371.96,373.06,369.84,372.98,383.56,384.08
2014-12-01 22:12:00+00:00,L8,401.56,398.02,396.20,398.16,389.10,382.15,385.17,378.82,388.36,438.46,404.31,366.23,375.23,372.62,373.44,374.94,378.83,385.44,395.56
2015-01-26 22:10:26+00:00,L7,361.26,363.12,,,349.94,350.56,349.69,354.63,357.92,357.41,351.57,341.74,339.68,341.57,334.57,,,346.23,349.84
2015-02-27 22:10:40+00:00,L7,384.29,,,385.53,378.35,370.23,374.00,374.74,380.08,373.94,,366.17,364.15,362.28,,,367.97,372.41,381.16
2015-04-24 22:11:08+00:00,L8,362.92,365.49,363.66,362.86,355.97,360.93,354.47,362.96,359.08,349.56,349.05,343.00,342.68,343.78,346.18,349.48,348.85,353.18,364.70
2015-05-02 22:11:08+00:00,L7,380.41,381.99,387.64,375.17,,,372.59,370.11,383.09,373.95,373.76,359.60,358.62,361.99,362.15,362.49,369.02,375.82,
2015-05-10 22:10:52+00:00,L8,376.29,372.60,381.30,374.44,359.90,361.10,363.65,370.70,370.20,368.55,360.99,347.54,345.43,346.25,348.14,356.76,367.47,369.11,373.45
2015-05-18 22:11:16+00:00,L7,385.87,386.65,382.70,378.00,373.79,369.42,381.58,375.60,387.76,385.40,,,357.96,361.01,366.15,366.47,374.90,382.64,387.97
2015-06-03 22:11:21+00:00,L7,367.07,367.45,375.83,361.21,,,,355.58,367.55,366.61,,,339.33,347.58,354.88,353.67,364.41,366.36,374.70
2015-06-11 22:11:04+00:00,L8,402.31,395.85,395.69,395.70,388.89,385.91,387.07,393.04,390.68,433.55,398.17,366.37,372.12,369.46,373.33,377.56,381.58,387.03,395.26
2015-07-05 22:11:30+00:00,L7,366.45,365.45,364.12,366.70,359.88,368.26,368.03,366.45,366.95,365.21,359.71,,,345.12,347.06,357.75,364.34,361.60,373.71
2015-07-21 22:11:34+00:00,L7,,,388.34,380.36,384.73,379.31,380.53,378.97,387.59,382.75,369.89,360.37,,,370.49,369.22,375.69,380.74,386.59
2015-07-29 22:11:25+00:00,L8,400.55,397.21,396.06,396.18,391.05,391.74,389.86,395.59,397.18,440.51,397.49,371.10,378.43,371.76,371.33,377.37,381.48,389.57,397.25
2015-08-22 22:11:39+00:00,L7,382.36,381.73,383.80,375.68,374.59,374.61,372.20,,,371.84,370.10,355.90,357.23,357.12,350.83,359.39,368.30,369.96,375.72
2015-12-20 22:11:57+00:00,L8,399.17,394.21,390.83,389.22,384.10,380.53,387.02,390.67,393.09,445.28,,365.58,377.54,369.07,371.71,378.26,377.27,383.22,385.79
2016-02-22 22:11:42+00:00,L8,374.38,367.49,377.53,373.47,369.31,374.52,364.75,371.67,376.16,370.54,361.20,342.77,345.81,353.43,348.63,354.12,364.36,363.54,371.17
2016-03-09 22:11:40+00:00,L8,368.39,369.67,379.02,373.65,382.62,374.15,376.60,372.35,384.82,375.82,365.97,355.83,347.47,356.82,354.96,362.24,369.60,370.81,379.08
2016-05-12 22:11:20+00:00,L8,377.74,391.55,390.70,383.33,388.09,382.54,384.79,378.45,390.10,382.99,,363.11,354.27,365.95,373.71,377.20,382.05,385.08,394.47
2016-05-20 22:14:14+00:00,L7,378.47,389.50,392.48,389.18,,,392.43,395.78,396.33,388.13,,362.29,360.20,368.22,373.06,380.73,384.88,388.46,
2016-06-29 22:11:39+00:00,L8,,409.50,,391.75,389.08,395.53,393.75,394.21,396.61,390.05,379.81,358.60,346.73,,,,,,
2016-07-23 22:14:24+00:00,L7,379.77,376.81,,385.35,374.84,371.79,380.43,373.88,382.66,372.09,360.49,361.76,359.70,362.52,361.63,,380.74,373.83,388.13
2016-08-16 22:11:53+00:00,L8,378.92,390.79,390.49,378.37,385.61,384.45,386.62,379.84,388.48,415.62,,363.80,372.35,365.63,365.25,363.66,367.20,377.32,379.03
2016-09-01 22:12:00+00:00,L8,378.10,376.50,387.36,378.91,384.28,377.46,379.27,377.06,384.91,384.46,,363.56,362.46,363.90,355.54,360.19,367.48,372.36,375.57
2016-09-09 22:14:31+00:00,L7,370.65,370.13,379.24,377.30,376.40,372.85,368.54,,,371.15,360.88,355.68,359.12,354.42,351.68,359.62,353.07,361.81,369.54
2016-11-20 22:12:09+00:00,L8,399.46,393.99,394.46,390.06,386.67,377.71,383.83,377.38,389.17,385.88,,363.95,373.73,367.79,366.98,361.71,372.89,377.97,382.68
2016-12-14 22:14:15+00:00,L7,,371.92,380.45,370.38,366.93,368.22,364.68,370.29,379.17,370.20,360.11,352.76,,,353.64,351.78,364.52,359.12,362.77
2016-12-30 22:14:08+00:00,L7,362.22,355.25,361.49,359.52,,,354.74,359.28,368.97,362.62,,336.91,344.37,344.09,335.39,341.76,348.60,,
2017-01-31 22:13:49+00:00,L7,382.45,376.63,380.67,374.58,361.19,367.86,,,,,,,,,,,,,
2017-04-05 22:14:04+00:00,L7,373.51,,,390.51,385.24,382.09,379.67,380.74,379.68,370.36,367.17,352.22,354.48,,,364.92,371.91,374.16,382.58
2017-04-29 22:11:06+00:00,L8,358.41,,,,,,,,496.42,470.35,342.19,,,,,,,,
2017-05-07 22:14:16+00:00,L7,397.00,394.68,391.50,394.89,385.13,384.97,385.39,377.41,387.70,390.41,390.20,,,377.20,371.21,369.98,375.87,381.07,379.04
2017-05-23 22:14:19+00:00,L7,,,389.09,390.74,385.24,379.98,385.83,375.86,386.55,415.93,,361.24,363.16,,368.32,370.27,378.96,381.99,385.81
2017-06-08 22:14:24+00:00,L7,,397.52,397.55,401.37,389.98,395.59,387.88,378.62,388.73,378.54,388.57,369.51,,,376.59,383.14,380.08,384.66,389.90
2017-06-16 22:11:31+00:00,L8,397.32,392.99,391.70,392.57,386.67,376.88,385.22,377.57,387.33,376.90,377.85,366.43,370.75,366.82,356.40,365.75,374.50,375.45,380.52
2017-07-02 22:11:35+00:00,L8,385.83,393.55,392.64,387.70,388.69,377.17,387.43,376.27,387.43,377.00,,360.79,364.00,372.70,367.58,368.07,374.64,380.95,379.64
2017-07-10 22:14:28+00:00,L7,387.48,394.58,,,387.56,392.14,387.65,377.94,385.66,371.00,369.80,361.57,359.24,361.33,362.95,,,377.47,377.38
