dates,nzd0095-0000,nzd0095-0001,nzd0095-0002,nzd0095-0003,nzd0095-0004,nzd0095-0005,nzd0095-0006,nzd0095-0007,nzd0095-0008,nzd0095-0009,nzd0095-0010,nzd0095-0011,nzd0095-0012,nzd0095-0013,nzd0095-0014,nzd0095-0015,nzd0095-0016,nzd0095-0017,nzd0095-0018,satname
1999-08-26 22:04:44+00:00,383.71,392.42,387.35,391.21,385.18,373.47,380.28,378.94,385.67,380.59,374.07,362.89,360.54,361.64,363.30,364.96,373.05,378.68,378.86,L7
1999-09-27 22:04:48+00:00,379.21,382.33,381.37,385.65,375.38,382.26,382.53,380.50,385.89,391.65,376.36,363.64,360.80,368.52,368.81,365.32,378.83,383.29,385.33,L7
1999-11-14 22:04:42+00:00,374.24,378.06,375.54,374.30,381.37,381.01,386.68,386.95,391.24,392.38,373.97,359.67,354.06,366.87,371.56,364.17,377.49,385.92,386.76,L7
1999-11-30 22:04:35+00:00,373.55,372.47,377.95,369.06,365.15,371.50,375.88,375.14,383.78,385.48,,354.39,350.65,352.21,356.40,360.50,356.61,,,L7
2000-01-17 22:04:35+00:00,376.93,380.94,379.70,379.18,377.10,373.02,373.92,384.32,388.63,415.37,,352.00,355.54,358.92,357.39,364.19,367.61,373.99,380.98,L7
2001-01-03 22:02:12+00:00,387.83,386.10,382.88,380.57,379.56,378.92,377.87,376.25,384.16,378.87,386.33,366.21,373.51,374.19,369.94,368.08,370.65,373.27,374.63,L7
2001-03-24 22:01:59+00:00,369.66,372.13,378.16,374.44,363.67,365.06,359.53,367.57,375.08,375.20,362.00,356.36,363.58,357.45,354.05,359.47,364.22,366.94,376.99,L7
2001-06-28 22:01:09+00:00,370.64,375.85,381.84,371.84,376.32,372.28,377.18,374.83,384.45,406.32,,367.78,374.84,369.88,369.82,367.33,369.96,377.72,380.61,L7
2001-08-15 22:00:38+00:00,376.69,381.68,381.04,387.59,378.36,379.27,367.56,377.44,385.93,416.37,,363.51,365.13,364.10,362.89,363.49,370.54,370.31,377.41,L7
2001-10-02 22:00:04+00:00,357.59,365.27,366.22,370.40,366.11,367.91,364.59,363.54,372.72,370.19,365.47,358.03,361.96,355.48,350.48,351.73,352.91,364.00,369.61,L7
