dates,satname,nzd0455-0000,nzd0455-0001,nzd0455-0002,nzd0455-0003,nzd0455-0004,nzd0455-0005,nzd0455-0006,nzd0455-0007,nzd0455-0008,nzd0455-0009,nzd0455-0010,nzd0455-0011,nzd0455-0012,nzd0455-0013,nzd0455-0014,nzd0455-0015,nzd0455-0016,nzd0455-0017,nzd0455-0018,nzd0455-0019,nzd0455-0020
1999-08-08 22:19:28+00:00,L7,354.05,328.47,325.20,327.71,327.45,337.14,340.92,335.81,344.11,347.52,343.30,332.49,328.64,,,,,,,,
1999-09-25 22:19:33+00:00,L7,347.34,334.21,325.92,329.18,342.54,346.00,343.39,339.72,342.92,343.38,334.52,329.69,320.88,318.10,316.52,327.46,314.17,306.85,307.66,321.25,312.10
1999-11-12 22:19:27+00:00,L7,367.09,342.96,345.28,350.44,356.62,362.03,361.20,354.31,350.18,349.36,347.61,340.64,325.44,320.28,324.96,319.14,311.00,308.11,319.97,320.83,316.56
1999-12-14 22:19:31+00:00,L7,373.56,352.75,354.31,362.13,376.01,381.19,363.32,362.90,366.06,370.72,376.61,355.05,344.65,352.40,352.05,342.31,,,,,
2000-01-31 22:19:21+00:00,L7,349.12,336.32,329.38,335.47,338.13,346.40,343.92,339.69,341.37,341.86,340.37,329.66,321.64,320.93,322.65,319.40,309.49,302.69,299.12,312.70,315.43
2000-05-22 22:18:33+00:00,L7,399.54,344.02,336.92,346.20,350.10,359.11,363.01,352.59,350.59,352.04,350.05,347.59,330.73,319.31,327.83,335.28,315.88,311.24,308.74,321.56,333.40
2000-06-07 22:18:24+00:00,L7,488.12,362.78,359.02,367.27,369.74,372.72,391.58,382.36,379.85,384.91,372.78,357.35,354.85,354.96,359.37,362.08,349.44,335.85,342.15,351.48,339.47
2000-11-14 22:16:54+00:00,L7,343.13,336.23,329.99,340.32,347.18,354.46,349.73,344.02,336.57,338.27,343.27,347.03,333.23,324.18,321.91,324.67,310.50,305.62,317.27,320.33,318.88
2000-12-16 22:16:59+00:00,L7,450.46,349.19,349.31,353.62,359.92,372.80,363.56,357.36,358.92,364.39,367.64,359.82,352.97,341.10,348.84,341.18,327.43,330.07,340.32,341.80,343.76
2001-01-01 22:16:57+00:00,L7,368.77,345.52,344.19,352.71,356.40,370.96,365.67,360.04,360.76,362.29,356.21,346.38,347.12,344.48,340.22,346.33,333.49,320.64,330.02,338.13,336.69
2001-01-17 22:17:03+00:00,L7,373.15,338.13,338.74,348.31,351.74,368.83,360.71,349.16,356.64,357.04,347.83,338.95,333.44,330.74,332.56,334.48,322.88,312.82,325.06,330.54,319.98
2001-04-07 22:16:37+00:00,L7,346.74,328.23,327.54,334.16,336.77,341.59,341.06,335.05,333.15,335.33,334.15,328.52,325.21,321.24,321.94,322.25,317.92,310.28,306.52,321.08,314.06
2001-08-13 22:15:25+00:00,L7,373.36,339.64,336.34,346.72,344.05,355.74,363.54,350.24,348.27,351.25,348.35,345.90,338.15,327.32,342.71,335.18,327.07,323.02,309.67,337.78,341.08
2001-08-29 22:15:16+00:00,L7,352.86,333.30,329.35,332.69,341.50,345.32,342.60,335.92,333.46,340.71,344.91,340.54,336.37,327.56,324.32,320.99,313.57,312.95,322.82,327.67,328.49
2002-01-20 22:15:25+00:00,L7,372.98,350.42,352.72,356.38,368.77,376.14,377.26,376.38,370.96,367.99,366.27,357.51,355.87,356.12,353.13,353.96,344.43,336.26,336.75,340.78,346.23
2002-02-05 22:15:25+00:00,L7,371.71,336.68,336.28,349.10,354.24,368.56,364.01,358.73,357.56,357.61,354.07,346.57,346.53,348.62,344.29,341.88,333.64,327.32,322.11,339.02,339.39
2002-03-09 22:15:29+00:00,L7,352.08,335.35,335.68,343.13,337.22,346.33,346.29,344.48,344.07,342.01,340.54,342.45,341.25,337.96,339.99,337.01,335.01,323.93,326.35,332.17,328.32
2002-07-31 22:14:47+00:00,L7,487.01,,353.79,359.50,356.54,376.02,380.92,367.89,369.93,378.04,372.95,348.16,347.69,356.61,336.16,334.93,338.50,341.56,340.24,347.78,342.00
2002-10-03 22:14:17+00:00,L7,345.08,335.47,329.23,334.26,349.22,350.18,343.33,339.81,341.43,350.24,340.91,337.63,335.44,326.33,329.19,326.31,319.54,314.28,318.57,320.26,326.80
2002-12-06 22:14:49+00:00,L7,332.21,320.73,310.52,319.86,325.17,335.05,333.51,332.26,338.79,340.52,334.11,321.62,313.36,311.97,309.09,313.30,309.73,303.62,301.91,314.31,309.13
2003-01-07 22:14:52+00:00,L7,433.52,343.62,351.37,355.80,357.94,379.49,371.48,364.06,370.92,371.54,362.39,354.60,350.97,351.59,350.15,349.24,346.05,337.73,338.74,354.11,346.76
2003-02-24 22:15:13+00:00,L7,415.98,346.01,343.21,352.54,351.02,363.11,365.53,359.42,355.65,364.26,363.10,353.82,355.78,351.31,350.96,347.98,340.26,332.22,336.35,355.31,346.21
2003-03-12 22:15:18+00:00,L7,382.39,343.08,340.26,343.22,347.67,356.77,366.20,354.62,354.98,360.10,358.61,352.19,353.46,349.99,348.71,340.55,333.16,325.05,334.28,346.25,340.67
2003-04-13 22:15:19+00:00,L7,372.16,341.06,339.53,335.37,340.86,346.32,348.69,,,,,,,,,,,,332.83,336.96,339.66
2003-08-03 22:14:58+00:00,L7,483.77,363.89,364.46,371.34,376.30,389.24,,,,383.98,379.01,368.66,356.59,352.61,343.59,347.17,345.01,340.13,352.16,354.75,351.03
2003-08-11 22:03:27+00:00,L5,373.58,347.15,330.20,332.23,342.49,343.74,352.59,349.84,353.89,359.84,358.55,349.14,347.08,344.18,339.37,343.25,337.04,331.86,324.91,332.35,330.08
2003-08-27 22:03:45+00:00,L5,352.33,325.21,319.36,321.56,336.72,339.29,336.02,332.10,329.48,334.89,326.97,323.35,314.14,312.35,313.23,317.74,307.22,304.69,311.96,319.86,307.41
2003-09-20 22:14:46+00:00,L7,349.61,325.58,316.28,330.14,341.31,358.38,342.70,349.96,356.81,355.39,339.23,333.27,321.16,322.64,324.53,,,319.65,313.79,325.36,312.58
2003-12-01 22:05:04+00:00,L5,375.81,325.65,323.12,327.61,330.56,344.32,339.45,329.55,335.64,345.79,338.30,334.18,325.20,330.41,338.29,337.98,315.43,299.67,310.76,315.50,311.62
2003-12-17 22:05:10+00:00,L5,382.70,354.80,336.86,339.55,344.30,360.63,367.15,354.78,355.49,352.98,352.98,348.26,349.66,346.22,349.70,345.61,338.72,333.94,332.08,336.30,337.66
2004-01-18 22:05:21+00:00,L5,325.53,296.51,294.55,305.54,321.36,328.32,323.32,319.71,320.44,317.97,315.25,323.01,300.31,305.07,302.69,295.04,292.68,298.72,299.87,320.61,309.46
2004-01-26 22:15:37+00:00,L7,432.80,353.04,352.46,356.62,358.10,374.68,372.48,365.10,366.05,367.43,,,355.53,357.25,347.37,345.26,336.12,346.51,349.19,344.74,345.01
2004-03-30 22:15:50+00:00,L7,474.49,467.65,,549.93,518.81,,,,,,,,,,,,,,339.61,,
2004-04-23 22:06:29+00:00,L5,426.62,345.50,339.15,348.70,350.80,362.71,371.10,359.32,364.82,365.39,365.37,362.90,364.52,346.50,338.61,339.94,346.75,337.85,336.62,338.72,334.94
2004-05-17 22:15:45+00:00,L7,,,,,,,344.20,330.08,,,,,,,,,,,,,
