dates,nzd0455-0000,nzd0455-0001,nzd0455-0002,nzd0455-0003,nzd0455-0004,nzd0455-0005,nzd0455-0006,nzd0455-0007,nzd0455-0008,nzd0455-0009,nzd0455-0010,nzd0455-0011,nzd0455-0012,nzd0455-0013,nzd0455-0014,nzd0455-0015,nzd0455-0016,nzd0455-0017,nzd0455-0018,nzd0455-0019,nzd0455-0020,satname
1999-08-08 22:19:28+00:00,380.38,338.35,337.35,340.88,339.60,356.89,353.07,347.96,355.40,359.67,356.47,344.64,336.54,,,,,,,,,L7
1999-09-25 22:19:33+00:00,380.19,342.40,339.18,343.19,348.61,363.69,355.77,351.38,356.16,359.06,353.66,344.70,333.61,327.43,331.60,338.99,325.06,318.38,319.19,332.14,322.42,L7
1999-11-12 22:19:27+00:00,372.83,341.46,339.83,344.11,349.90,360.89,356.20,350.97,352.88,354.45,350.14,341.97,329.99,322.57,326.21,327.48,316.53,311.65,317.99,324.99,318.07,L7
1999-12-14 22:19:31+00:00,367.93,342.38,341.10,346.07,354.08,362.15,355.63,351.61,354.00,356.17,354.22,342.89,332.13,330.58,331.69,330.03,316.53,311.65,317.99,324.99,318.07,L7
2000-01-31 22:19:21+00:00,366.23,341.94,339.71,344.99,351.84,360.55,354.24,350.18,352.36,354.26,352.48,341.20,330.65,328.90,330.62,328.28,315.33,309.88,312.92,322.04,318.28,L7
2000-05-22 22:18:33+00:00,366.85,341.65,336.87,344.32,351.42,356.82,353.42,348.40,349.58,351.54,352.07,340.77,330.17,328.82,330.85,329.78,312.46,306.73,303.69,316.90,324.21,L7
2000-06-07 22:18:24+00:00,366.85,344.15,338.99,346.35,352.57,355.23,359.54,353.46,353.97,356.46,353.54,341.49,334.12,333.23,334.56,335.24,321.49,312.95,313.02,325.13,326.17,L7
2000-11-14 22:16:54+00:00,387.87,342.51,335.62,344.38,349.32,351.76,361.75,353.30,349.77,352.05,348.48,344.30,335.47,328.88,330.01,335.81,320.68,312.71,317.86,326.53,326.23,L7
2000-12-16 22:16:59+00:00,422.13,337.39,333.11,339.88,347.01,353.00,350.11,344.15,341.67,344.79,348.37,346.88,338.85,328.59,328.84,327.93,314.25,312.85,323.79,326.35,326.85,L7
2001-01-01 22:16:57+00:00,385.62,337.64,333.78,340.88,347.11,354.07,352.27,346.42,345.23,347.60,347.71,343.69,339.64,332.01,329.60,331.75,318.47,313.13,323.56,328.09,328.06,L7
2001-01-17 22:17:03+00:00,377.79,336.73,333.75,341.37,347.00,355.70,353.11,345.83,346.90,348.69,346.36,341.24,337.26,330.91,329.07,331.46,318.66,312.08,322.96,327.78,325.17,L7
2001-04-07 22:16:37+00:00,379.11,337.76,335.86,343.56,348.31,358.33,354.05,347.03,347.27,349.37,347.55,342.05,337.03,331.05,331.00,332.18,320.93,314.29,322.24,328.86,325.24,L7
2001-08-13 22:15:25+00:00,373.05,338.81,337.94,346.94,346.41,358.41,358.30,348.64,346.28,349.29,347.75,343.21,335.58,328.00,338.32,333.30,326.83,321.24,312.68,333.76,331.67,L7
2001-08-29 22:15:16+00:00,371.65,338.97,337.54,344.86,347.23,358.05,355.53,346.86,344.29,348.89,349.47,344.78,337.44,329.37,336.12,331.08,324.19,320.36,317.94,333.51,332.30,L7
2002-01-20 22:15:25+00:00,361.96,339.45,337.42,343.04,349.39,355.73,359.08,352.13,348.99,351.26,350.95,345.93,342.13,335.73,338.00,335.14,326.88,322.51,321.51,333.93,337.20,L7
2002-02-05 22:15:25+00:00,361.48,337.67,335.79,343.10,349.25,356.75,358.97,352.43,349.88,351.50,350.28,344.75,342.36,338.12,338.23,335.80,327.60,322.68,320.63,334.23,336.82,L7
2002-03-09 22:15:29+00:00,360.81,339.03,339.36,347.15,351.21,360.09,360.32,357.66,355.48,353.67,351.24,346.64,346.45,346.20,343.60,342.59,336.10,327.48,326.71,335.73,336.47,L7
2002-07-31 22:14:47+00:00,364.23,336.90,339.76,348.25,347.18,360.14,361.59,354.88,355.19,357.07,353.52,343.57,343.76,346.40,337.99,336.29,334.16,329.29,327.92,338.10,335.10,L7
2002-10-03 22:14:17+00:00,372.75,345.85,343.59,349.13,354.96,366.48,364.20,355.92,357.61,366.22,359.18,344.97,342.91,342.75,334.75,332.20,330.52,329.50,330.99,335.52,335.83,L7
2002-12-06 22:14:49+00:00,353.14,333.54,332.77,339.60,345.23,356.33,354.18,348.24,351.53,357.86,351.05,337.39,333.20,332.62,326.40,326.06,323.74,321.03,321.45,328.60,327.07,L7
2003-01-07 22:14:52+00:00,373.05,334.32,335.03,341.06,346.02,358.25,356.12,349.81,354.16,358.89,351.30,339.31,336.09,335.89,329.95,330.03,327.59,323.38,323.95,333.25,330.36,L7
2003-02-24 22:15:13+00:00,380.70,336.08,333.12,340.12,345.38,356.21,353.00,348.43,351.27,356.18,349.63,341.46,338.59,335.01,334.39,333.86,328.56,321.61,323.54,335.66,331.91,L7
2003-03-12 22:15:18+00:00,379.90,337.06,334.03,340.17,345.31,355.47,355.12,349.14,351.52,356.44,350.86,343.08,341.22,337.69,336.73,334.79,329.10,321.90,325.29,337.40,333.30,L7
2003-04-13 22:15:19+00:00,384.72,337.95,335.81,340.09,343.36,354.25,355.91,348.28,351.08,354.80,349.89,341.25,340.59,338.55,335.42,334.48,329.19,321.36,327.93,340.54,335.69,L7
2003-08-03 22:14:58+00:00,392.40,346.51,344.40,347.95,351.50,359.86,361.16,352.87,351.45,362.37,359.24,351.15,350.68,346.92,340.68,339.82,334.37,327.06,337.02,346.54,342.71,L7
2003-08-11 22:03:27+00:00,394.69,348.74,344.15,347.61,352.28,360.84,362.25,356.16,356.27,364.97,362.57,353.88,351.88,348.24,343.58,343.15,337.37,330.73,336.58,345.57,341.95,L5
2003-08-27 22:03:45+00:00,388.53,347.50,342.98,345.31,353.02,361.92,359.37,353.06,353.12,362.12,358.41,350.76,344.39,341.28,338.65,339.03,332.36,327.28,334.45,341.08,336.65,L5
2003-09-20 22:14:46+00:00,381.75,344.43,338.70,343.26,352.27,363.09,354.15,352.38,354.54,361.60,354.27,346.68,336.74,334.85,333.26,339.19,332.72,326.44,330.75,337.28,331.39,L7
2003-12-01 22:05:04+00:00,374.17,338.80,332.28,338.31,347.08,357.59,347.92,345.59,348.81,357.58,350.14,343.32,333.87,333.43,333.40,338.06,327.62,320.42,323.94,330.72,323.64,L5
2003-12-17 22:05:10+00:00,373.27,340.65,332.05,337.43,345.61,356.47,350.57,346.23,349.03,355.81,349.53,343.14,335.85,334.94,335.12,338.66,328.97,321.91,324.53,330.93,325.29,L5
