,dates,mex0144-0000,mex0144-0001,mex0144-0002,mex0144-0003,mex0144-0004,mex0144-0005,mex0144-0006,mex0144-0007,mex0144-0008,mex0144-0009,mex0144-0010,mex0144-0011,mex0144-0012,mex0144-0013,mex0144-0014,mex0144-0015,mex0144-0016,mex0144-0017,mex0144-0018,mex0144-0019,mex0144-0020,mex0144-0021,mex0144-0022,mex0144-0023,mex0144-0024,mex0144-0025,mex0144-0026,mex0144-0027,mex0144-0028,mex0144-0029,mex0144-0030,mex0144-0031,mex0144-0032,mex0144-0033,mex0144-0034,mex0144-0035,mex0144-0036,mex0144-0037,mex0144-0038,mex0144-0039,mex0144-0040,mex0144-0041,mex0144-0042
0,1986-01-25 16:33:44+00:00,262.6802688135238,252.76655079134,257.94840970420324,267.848919065568,279.7093633857663,284.19740753561695,277.72345888726807,277.96316106840055,277.98673197425717,279.1298635134641,272.46438747985616,274.2112954679265,275.7705021742825,274.8945099016173,268.67282146161733,261.8211205481332,261.16616490429294,254.52904248923934,258.0379728264995,261.9544297839108,263.2554874205939,262.3942995975648,260.52426499100835,268.59208373897104,273.8820500121062,284.29370525298134,278.39144183348077,273.1912478300028,270.3859213644615,267.5159409009208,263.474246010485,262.16515906683696,264.4201243304043,260.74982256394344,258.7101847356925,263.11082657988993,261.20605239553856,257.9896289305677,248.38888119635027,243.8429302110111,233.96163214496636,236.9895076360128,239.29616231877353
1,1986-03-14 16:32:40+00:00,289.45295556418233,289.3278299586084,293.04230855967,301.4996321393949,304.0181903697241,298.49437066986764,290.84908664286104,282.128279379942,277.6068391341153,279.7327485666873,274.97560366777753,279.3094184628817,287.864295436413,282.28389971275476,281.7771584839183,271.6699010529782,266.4054941215376,267.7743023029311,263.7865070480146,267.34500936066996,262.66198186811687,264.9667764468441,263.50673683950725,266.83493241591896,273.3812273091883,285.1220702197274,282.84886671181766,275.8733039696735,271.552203433512,266.04839331468287,271.81429904837194,263.39935126649794,271.6028091232296,270.05813099402536,260.1982950288496,261.5904642805177,268.4157019926144,260.6916759842447,259.23378309664,241.61990405287563,225.29186984836954,225.56785514196952,228.51934827532492
2,1986-04-15 16:32:00+00:00,287.52901535633043,290.9355823161758,317.39433117698536,317.70653549624086,310.39428179688167,297.7441156536941,292.60385807492804,286.28591821937266,292.5580731496658,291.25281645563194,288.5388338960976,286.05965925783914,290.9185386841395,277.5657831157213,276.06694257150195,267.64622091639563,265.255480538618,258.11830975256163,255.17898091786853,255.81859677604658,256.9591282892766,253.7024360757191,258.22284967071323,264.0195679757654,271.8253676340891,276.7058601719154,273.94720687105684,268.1696067967203,263.7392365304651,254.52793096267698,254.9578454078766,252.91615687949695,258.27886304843247,252.49476926909662,252.63660064923545,248.3291817311481,250.7551653295519,241.10101267771716,235.64062698362886,231.2918299979464,225.70783482981702,229.5476455456497,227.66379060506577
3,1986-05-01 16:31:37+00:00,242.1096688784819,257.56767757018264,278.7189732891166,300.8304173131391,296.2237551666581,274.2336276719092,269.5187504428156,267.00815813970456,271.1919091308103,274.2321395070257,277.4658627063606,276.9906079379597,274.1224616899708,265.97667442048856,257.2580375793915,247.12573697255033,248.7088331371076,242.52365350299198,243.35772573146352,238.9198861727821,242.8420623432122,241.54800988533074,248.0113401599711,247.9158048800517,255.17687764777304,260.04181063271625,254.91242215500648,247.28331710377094,242.60642010129087,240.79875981795186,235.5106611965868,233.69025934894933,227.60975024398525,222.23528835512587,225.63750896127624,229.22766460574283,229.04457902071928,218.8692975016494,213.6575425092014,215.98542320250624,210.19773278110713,210.17344448192148,209.1767292374608
4,1986-10-08 16:26:23+00:00,212.3096219864856,204.35596255652098,223.23564005712697,,247.27522422104653,252.8763427590846,246.84206608590367,240.78693923283805,257.6359003351325,254.02019695257619,241.0630129535819,243.14404234648617,251.5355191317639,245.84218071902168,249.69118912303173,240.8938316834132,232.4508232452645,224.45014954423613,227.18722719684644,221.34748771356976,229.8624409538548,237.09458672581613,232.5312490219682,227.41653789993632,236.55029847446315,242.02758248470695,241.45692065992907,226.05460316143103,225.3993228093719,219.14230578190504,217.65558116895096,219.0345511050375,216.89771475754662,210.06292690648462,214.42130011746653,216.530357714306,223.65911440962822,212.77050796781694,215.74019624643665,218.04254775840823,213.22890168760296,219.2197415170715,217.75374024824
5,1990-03-25 16:26:48+00:00,236.82152423162105,233.85783240993675,253.92192788019818,285.22361513267504,279.00926200638077,272.4364337406063,266.3543486390329,264.3521215491381,264.75360858242226,273.44932580866384,279.2084181856473,272.44636535650284,275.769323545542,274.2872727511249,261.8736855813638,251.38083364682598,249.61705781659745,251.65080432552344,249.03724746788413,246.85219839771935,250.23998082124456,246.9704578083246,255.52273288879874,258.7173612525665,260.27056409145274,267.4820759974676,263.07739240530566,257.2129158865342,252.99660132603992,247.25075348648423,239.16230441590412,242.40723518796997,242.00282394103837,237.0389725022091,236.4260501543111,236.5618737673428,240.4760268841339,235.00166707420138,221.42667069960882,225.38683795749586,219.0455395224173,227.79877456001108,224.2452666668981
6,1993-01-12 16:28:11+00:00,219.8069043329913,213.31410096590096,227.5202639313487,242.83495596877043,253.39897209308688,261.06520958331447,249.82573945732707,235.1044034903574,226.93798236888304,241.27655847192875,241.8052398579741,241.15783343742484,248.44955689775927,262.22909901614753,255.24741686430085,245.39527032905264,237.3555724172287,236.1906633911046,224.42460577690903,226.8101792797059,226.74345314982682,234.8705344823383,236.47388498006222,234.1580099769545,246.2769616021454,250.1906256051591,245.31866733765082,252.2791647978094,249.51806098648277,246.83786051666485,239.47798535686303,234.91332978656877,249.92806768603478,247.04672434753718,251.74680029241037,259.91655134782457,271.24236410824045,268.3103712862087,270.0832909112358,280.70241801535764,284.9060307269147,283.9404178056079,287.0502992980829
7,1993-01-28 16:28:21+00:00,226.21181652750923,221.0121375568392,238.99535524935658,256.93080162618514,265.5435845652723,259.94511699484923,252.5981764632566,248.95233733524745,249.7902793322028,252.7841134138916,251.41673237737092,249.83289205457902,256.80671323657344,259.73809331657566,253.83644096318898,248.5728261295667,246.3537264036433,241.07073245644992,238.3105721009205,234.12960276957503,238.81834117228442,238.24508628634183,245.11412157761777,245.2398039145081,253.18740496334772,259.98981094436203,259.4656860031795,251.40564947012462,250.7079746878668,245.9815607133863,245.42018913589803,248.67409911994918,251.87704063211663,253.0431051493363,260.91166417305743,266.54490423737457,270.7883852508869,270.1621222707148,266.1693017827918,273.79949718848565,271.57063114892145,271.6242123628042,273.17156035485954
8,1993-02-13 16:28:31+00:00,236.64434166108438,228.99840310641096,241.53119844816456,244.62477189527598,254.2507032242514,250.70095713108634,248.44221585033713,246.60385087002612,247.15757683364097,252.81694626873485,250.17229068873382,250.9442239113063,249.49785991295926,250.2829501393789,243.77397243534594,241.59204235426515,232.10820673641504,235.82400972209652,231.48375916014172,238.11729032793326,236.02005094218714,239.0865403462418,244.67640084801533,250.83199254601973,254.1562507522522,264.8319115449873,265.14683406327373,261.8246080798476,254.6512019156519,252.5125552926936,248.82189109507004,255.61420549837825,252.8078245960861,255.2360979934612,259.8519507239803,267.3388154774329,276.97599211201515,265.89894411310763,269.6537679738263,276.8532028550548,268.91557567830193,266.5215757730057,266.0218124239215
9,1993-03-17 16:28:45+00:00,227.4518088983279,223.98100141363773,241.11863110170512,248.26093515947787,257.52166989417316,254.0398796781623,239.36740612515487,238.60773368488347,243.88608105797726,235.82825436580504,245.38646090577782,253.75272985661792,253.66066180223163,249.37715147127483,240.06815490073572,234.1719396627779,230.82023526660026,232.22004838502792,228.8512838093031,221.89625771242308,232.16929305131043,230.05817486636587,229.54980683614423,240.17961396900725,247.24880907591822,251.0968876900247,261.41741248748394,247.95833804103964,247.8988617912062,248.1783471658374,245.66393762218047,245.49928373702892,245.86090705790164,248.9610665487653,253.1816242532375,249.99131838130987,261.6391467674644,257.28983167654536,258.9311227285617,260.81775112188797,255.0595416066648,257.0577295429991,250.14063357861545
