,dates,nzd0421-0000,nzd0421-0001,nzd0421-0002,nzd0421-0003,nzd0421-0004,nzd0421-0005,nzd0421-0006,nzd0421-0007,nzd0421-0008,nzd0421-0009,nzd0421-0010,nzd0421-0011,nzd0421-0012,nzd0421-0013,nzd0421-0014,nzd0421-0015,nzd0421-0016,nzd0421-0017,nzd0421-0018,nzd0421-0019,nzd0421-0020,nzd0421-0021,nzd0421-0022,nzd0421-0023,nzd0421-0024,nzd0421-0025,nzd0421-0026,nzd0421-0027,nzd0421-0028,nzd0421-0029,nzd0421-0030,nzd0421-0031,nzd0421-0032,nzd0421-0033,nzd0421-0034,nzd0421-0035,nzd0421-0036,nzd0421-0037,nzd0421-0038,nzd0421-0039,nzd0421-0040,nzd0421-0041,nzd0421-0042,nzd0421-0043,nzd0421-0044,nzd0421-0045,nzd0421-0046,nzd0421-0047,nzd0421-0048,nzd0421-0049,nzd0421-0050,nzd0421-0051
0,1999-08-26 22:06:44+00:00,29.41605366778193,41.01344624792823,75.10764164181349,108.81447648346739,104.46999461358782,,,96.67798706231575,97.65920408693961,96.09873962592832,100.0111072287944,100.11991708229066,106.4482142571868,110.60010643395,102.61024936392805,110.55354072099182,109.45242942463406,110.04430959538934,113.58373838999815,117.35827265547302,124.69082741640962,125.3586661877345,131.95071557546896,133.7660731325569,125.2933101187,121.74950828854536,118.38625255160777,110.27264741905911,107.63007602128638,101.07453189551259,96.32597775512939,106.36080979129969,97.53005458971379,87.32232768928104,85.16494286519983,87.12149512389783,82.73170332202014,85.07374354914404,83.61514569798781,82.14971957269587,81.73218015273626,76.4609631316608,77.63222525177282,77.77980439981101,72.6516060026381,79.23444924635324,91.32355341200054,94.72672346815615,144.55876763994908,146.4648392308175,121.16729276980602,108.60797522757463
1,1999-09-04 22:00:33+00:00,59.33827762897734,67.16889730205699,102.26043290702042,110.8221996886371,89.81971519369927,,103.17190453784983,106.72652747834334,108.63374243390817,107.97418133584708,111.07173944045337,112.90128925283867,117.76955397788953,120.23850214865817,118.56938413880341,121.56114886142296,121.47823550023045,127.96379141388982,125.39257964126038,131.81411170256817,135.6013319863205,139.16587562836523,132.62261701762378,145.41346296876523,138.47102003694064,133.03242574011873,131.291623337173,126.7093571471747,122.37632761074008,109.87493328134816,115.02548836885514,118.90656482481928,110.94373589968482,102.29104898666358,99.6703316322445,95.13877188868442,91.84234091318183,85.97638979685587,89.97203917550367,84.93824663753091,80.94886936307212,87.62140586080737,79.787432128541,82.79534033379205,85.15501145379035,90.7910251559701,96.95623523265377,101.38260509362341,150.91058256165763,156.75355248154278,127.51070549993656,119.42164888732286
2,1999-09-27 22:06:48+00:00,,84.99921218973242,92.90397473985632,112.41625037051405,106.146400333411,108.88497496167716,98.51378079187948,101.05569591436974,105.04173792975723,109.19003269221099,107.78177544560378,109.1070102151308,113.52925808246383,114.66808231882825,112.90164652069234,121.96216908852568,121.11717674041984,126.17909791475,130.08207468502414,127.83447979611091,134.14203846546826,139.09669710349024,141.40614818362906,136.83665702801088,133.6455205989266,130.45070734316394,121.45115435433078,120.59420610140565,115.58302404615696,114.83171942583304,111.01550415052591,109.22713243852557,105.71879834396319,97.88247515830713,89.32608474522031,88.22843448481845,84.9228764604027,82.04768724795187,82.92820100428779,79.28069114526126,78.01653467146068,76.23730494889186,76.59994143039943,77.10556389066598,73.52959445882233,83.6578070696066,91.35326746183155,91.86915172783031,143.3694930415129,145.52097615945266,125.00854113279487,112.26596749705045
3,1999-10-22 22:00:28+00:00,,110.1362008012935,100.35089311230399,125.56866637842882,125.12313027159524,128.0692141976422,125.21353370884802,121.4152295731689,115.17780312497075,119.6460976692021,118.0180144013413,118.10347189145863,117.94829520623568,116.63569350821878,119.0377614222537,123.65772896308276,120.3212808775445,123.59319825581821,129.34143566108364,131.75243134313422,137.00531573547656,142.5768494512583,147.86650285850348,148.1736001252035,141.94237441769673,132.51239027521555,126.28194602063346,118.00063930507633,118.97179873228617,113.32073533998057,118.73105504028972,112.51265052049128,104.47231366194288,100.89915301626222,99.80444058106015,93.6260266840603,91.63489719549189,91.6571752136317,92.86157932977214,89.52919804723611,84.83226345369975,80.68975701093729,80.346655319471,80.44755591887973,82.15637200901375,86.9200777326487,90.79362293007195,100.02685879588594,148.30963549822167,156.22828975728564,131.94592518046386,120.83571711238359
4,1999-11-30 22:06:35+00:00,98.11298267537515,89.25428848691284,87.37465271649364,107.1998223440391,93.05078780201198,101.14127612333708,99.91462880847297,102.03873541032057,104.25535771247301,104.3190727741088,103.52885474110167,111.18213471380831,107.24963035724,109.97419637515559,109.92103103568185,107.68154602439701,111.29269407748336,112.64967618403065,120.66733424956085,124.61288042411212,129.40450572328845,133.87107671720048,126.84526135107092,131.66560907699488,132.03902153287714,125.47811831283713,120.38983172206973,113.05262539395123,114.5599891044329,112.8528331994106,107.97040247869965,103.96738795917092,104.84148047299223,93.3100470197014,88.51520149780772,84.9920804502893,84.8119972886891,86.4786198684496,85.88286807935313,82.14551606344081,76.08095202977742,76.92498481165185,73.50174819726823,78.81879448249543,78.31485568771544,84.65621473414338,89.7199485371336,100.53617985824306,149.90544507950273,146.3214464309052,127.29108246665051,126.5379629385894
5,1999-12-09 22:00:33+00:00,104.00945359130655,93.10421350581471,85.21744337329596,104.44272679403215,100.42390009498186,110.17210987950793,107.66960373173563,107.21611569262839,106.88985385492246,103.07505128468513,105.33129052949707,107.66802500270568,111.44601622499742,111.50695228461801,110.07824786610232,113.91776368033386,112.49010471304034,118.22423314540853,120.80253170459271,126.80747156287782,129.71428616928048,138.3369649463843,137.97053405765826,138.54502776833615,134.3882148600192,126.96126962421963,120.49253832501134,118.31572211076039,117.29987841794508,119.39156935606098,117.76959875783251,111.35265096345375,100.88635148751591,96.48031663127165,90.81480519846856,86.95897023298892,82.82007881009393,84.00945420394046,86.85982554676782,81.48119124546511,76.53063447542746,75.8992394129212,72.30347412911405,74.1524366059782,78.7563025171604,82.18612548617048,87.95807424182541,92.02725831496812,131.94917361437368,148.36048771979563,122.14360526560394,114.06359520834386
6,1999-12-16 22:06:45+00:00,96.43256526001122,91.71886899807997,85.15177786718915,104.63391768504182,94.28633190739161,99.7528630410371,100.25402793151211,99.33534159066328,102.58431654015702,101.1671365287252,101.8464906213243,111.14954181780278,111.49702215792738,108.09449045287866,107.07283369100992,106.94543391890976,111.84894841868939,113.54898929325864,120.87972206030278,122.93718853399696,129.67777852994203,131.0156191347632,124.05560392713956,129.4420088236177,129.836525286574,125.39859143836256,123.275280689971,113.34758271790184,114.12015285572603,107.12628365415566,104.3428235533323,105.63147497426746,98.67198203775956,93.31360703993542,89.99273449963235,84.46724251908981,80.43027274422585,80.8914339590441,80.87271554717366,81.29792985348551,78.8956633073912,78.16035244929773,75.34388661796339,72.13644129970865,74.64155785241218,81.21980046874745,85.68820173476084,92.54193331775792,140.11939938324196,146.8585441202136,118.98780302662922,114.52974339117472
7,1999-12-25 22:00:28+00:00,90.80537935832524,86.46050591656167,83.79853036190445,102.28865880316265,91.57397240183272,102.45113165540093,102.42561637992841,101.64143181260091,100.89129840235853,100.69848855970679,100.4590986341486,107.89448444390888,107.68986368850284,109.86976850435275,107.75152339880827,109.32896315879668,112.18985803529537,115.87643547647684,120.20507098241698,123.47771429485161,132.5236900363956,135.76963947958785,130.70793523156075,132.18262680523745,127.66376727460845,123.1342074239748,119.74963847695409,111.80372447923338,112.03186576217644,110.00518530695052,108.60031396721645,107.1656639619961,102.2289628099984,94.83129170206595,87.14395900537927,86.63725877027362,83.21263453355748,85.47085366096346,81.9065627522105,79.21678978256739,76.49833908634676,73.18702610186352,72.4804249923836,74.08412984901548,70.94113630708192,76.91094159736977,85.43404784859256,94.60844451254344,145.7160344211537,153.40526647607717,125.7044546584321,118.10992025477769
8,2000-01-26 22:00:26+00:00,97.36121135098179,88.53514025877604,65.00950176654598,,,,95.58808288772468,92.6235223840538,86.17226382197035,100.17078249611808,107.35972468206563,107.96469163586703,109.46717976795841,109.83663446082589,109.71025683305555,112.91901522364687,114.7268149478999,118.46802961708966,122.65939735439868,124.7110326553285,129.8288815409594,129.88696963000265,128.6644240851657,128.94758491298697,128.48296419825394,128.64800517381923,120.5948409982515,116.33153980775475,112.02124345568964,111.36763200750198,109.32493962843587,105.74616999083749,99.40217531551605,93.13853393370192,85.13967963798795,82.03037514075527,82.93776961817892,81.88576521521833,79.23466309816749,77.93250490509507,77.40018269284101,72.61115161592583,72.03326080025933,71.57364294120161,70.3163064572906,77.21051917550926,83.88627989792893,99.4051209412002,134.42153934879306,146.4258183616554,121.26416136705706,118.94028295115943
9,2000-02-11 22:00:21+00:00,100.31812524941347,94.29180112022839,91.47616882094013,111.63646883998007,100.87875183542025,111.15073674678541,111.46504902740332,109.86369190126122,112.58572397218214,112.4165185599927,114.44183236528092,113.36224999504516,115.61419522812949,112.24488128957866,117.22853757839137,116.94962315602166,119.33580697706343,123.47966386484676,126.11482981971243,129.13100334138636,132.28673999960506,135.8828651529805,131.43954428177875,132.135613523858,132.46831443455838,130.52920977862414,128.67323545884597,119.87590437168363,112.72616341969977,113.77597212091511,115.26595850217089,106.31695842189608,105.23879866512736,97.06213930038092,89.36251848007775,84.97680752538402,84.86628331097391,83.75664427829687,,,,,,,,,,,,,,
