,dates,mex0267-0000,mex0267-0001,mex0267-0002,mex0267-0003,mex0267-0004,mex0267-0005,mex0267-0006,mex0267-0007,mex0267-0008,mex0267-0009,mex0267-0010,mex0267-0011,mex0267-0012,mex0267-0013,mex0267-0014,mex0267-0015,mex0267-0016,mex0267-0017,mex0267-0018,mex0267-0019,mex0267-0020,mex0267-0021,mex0267-0022,mex0267-0023,mex0267-0024,mex0267-0025,mex0267-0026,mex0267-0027,mex0267-0028,mex0267-0029,mex0267-0030,mex0267-0031,mex0267-0032,mex0267-0033,mex0267-0034,mex0267-0035,mex0267-0036,mex0267-0037,mex0267-0038,mex0267-0039,mex0267-0040,mex0267-0041,mex0267-0042,mex0267-0043,mex0267-0044,mex0267-0045,mex0267-0046,mex0267-0047,mex0267-0048,mex0267-0049,mex0267-0050,mex0267-0051,mex0267-0052,mex0267-0053,mex0267-0054,mex0267-0055,mex0267-0056,mex0267-0057
0,1985-01-04 16:48:49+00:00,192.58624725031632,203.07631945024588,194.7990288853125,194.8223848729521,191.83719359387544,192.8571754541776,196.23876570946285,195.10870903865543,195.34072236181055,202.99757764798932,208.56547911027934,203.76004446266506,206.02411585194596,199.1932989493405,207.5409366262675,205.73951963372016,214.30982810308177,214.52570113678536,219.1682033720634,213.7658446253485,213.73368299920182,210.53560339398334,211.74873189992718,200.7702885297459,201.68063456091932,194.50041452063996,198.9809371526015,190.35838043234085,183.18649959507007,186.45932290513338,186.3392145131503,196.4026668277333,192.60036073808132,194.02312100958443,190.5605062860217,195.53032019613988,200.61039247484888,197.51180188635013,200.88867823806316,202.86246305648154,208.85025254728419,216.3364242491341,214.35672811225064,206.22557432257278,202.1883910135063,204.81626941131066,208.19820867071533,202.59108805872438,202.76642988476385,205.450316626499,203.28458663129433,196.79182269683355,,,206.19338123066925,195.17079887127738,182.50070176454358,191.5481773371542
1,1985-01-20 16:48:54+00:00,202.46765403873252,196.12127705504838,194.49144809589833,188.70951475872795,193.78586023648165,190.35873334621124,191.43205727999566,196.4737628312805,198.5132272386003,200.23355164021265,203.8367189298712,204.1413080067245,199.72214908094912,203.69350783838865,207.34822104929782,205.44144910316797,205.53839529373377,215.8676334204068,217.062478780633,220.91966227966677,214.91245508152258,216.41118793802445,205.6441762162864,208.7809435567296,200.91106042566182,203.20186808414527,201.18477727022162,194.04628917844195,183.84109612638088,187.16168618937547,188.91527200882572,185.291600181856,190.14785305714219,190.74420292655032,196.29885108168435,196.16064832397143,202.56368252809338,198.22684732446447,198.01349468342607,199.04619284268364,202.70489980874595,210.45045815559075,207.52641671388,210.36268808664894,206.99289176426436,203.41101061600597,210.39319719662248,204.31627097075975,200.83100443858376,192.8683584264041,188.489730083607,185.87750072306926,,,201.94128787787776,193.33469104728007,181.55993414641486,190.5629615771887
2,1985-09-24 16:53:54+00:00,181.4198283792766,173.75493307737716,172.28399545001287,173.27947445487496,171.95167415005258,176.06026785491565,178.7193798302431,179.3952830814062,183.25420434315436,188.46043275870073,183.63539228791657,186.09990902597747,188.3861180803442,185.93239838414843,183.74825000477904,181.72512068320896,189.1025164108965,180.0772272508135,191.44744908159336,194.34738330312894,186.02626557668876,191.83819066640916,186.62343981833823,183.7557973555862,178.10176616438923,176.07353854553375,168.85404924707856,163.93783018592595,152.12654896324182,155.32438620504905,151.91128922111335,159.99695493160527,159.30021159430527,162.72588188784334,159.2456030043082,162.93007243998346,162.79672974247967,164.13675281262678,168.10560423434532,167.26277899937833,175.5816135626677,179.17354629193844,177.38115202179463,180.68431961249996,177.92483538800806,179.69040162890914,185.9989317539701,180.93177979702364,176.06648476139614,176.42060984999162,172.79752125935295,171.5366640151552,,,189.10002708130781,180.09704898540718,176.54264687925263,174.41653488937857
3,1986-01-07 16:46:05+00:00,200.37721268797964,191.44419587581686,195.12614854983212,193.92420197259318,193.76443648485196,193.7190741386479,190.750394983006,196.02627563971743,198.7873199884743,201.3628669654815,199.99124721313757,202.67111460439696,197.61240309479876,205.56737615099996,205.30008747643365,205.5617438438119,204.30237901423027,211.85432805505863,211.68392648422108,214.77296583824472,211.16817902096108,211.78360188274868,205.13529554713386,192.8531539491551,193.71353557174177,188.0200560587806,194.11248609580363,183.29082065776896,178.49065328650082,177.1965672390107,182.8537810696811,184.6543730272885,189.25325945789353,191.52571775311299,196.3296371778821,200.01816623240717,201.44977445755634,197.80384205012157,196.19481696392424,200.31971510432825,203.0282340793721,208.8699697738502,207.98537896576923,211.50189616947478,209.6293673098672,205.3689525320883,208.72807794692676,205.63435689190817,207.9592956230149,207.58665921123594,204.51421594151327,209.3228813185882,,,215.29266337764574,209.79138372681078,203.79881554994608,203.92997695718518
4,1986-03-12 16:44:40+00:00,195.6840806749097,196.73921634893344,193.95745353490335,193.57454714590858,193.94602172520558,209.04198749865003,201.0549006622165,199.9076065373603,203.9056472352586,205.97179231945077,211.6950636691052,205.86322521192943,209.92106460934156,213.50198705604095,213.24756133432152,217.2445971372157,221.56236314271797,219.78462724434252,222.98218804629352,219.721728733794,222.47688563161955,219.60446353206694,217.02415811793125,203.55794872966956,206.35273357958653,198.68403430114006,202.2576653782138,191.2260818661652,184.48523956123034,186.73081251783105,186.686277071803,196.66525369546196,196.958566632663,202.1805069646352,201.4264603498537,208.40900923646836,209.74782904742364,207.6352706439277,211.85636301724003,212.06019837487585,217.4196590326062,214.683950828294,209.12665978745358,207.54880236654753,208.89439507419758,206.51461554224736,208.48571897337237,207.72354708635132,208.93070011794418,210.55791435015942,201.46112652749946,204.53662669844348,,,204.73877108572484,206.68335888714037,196.3020765545351,205.05590055366994
5,1986-03-19 16:50:43+00:00,,,,,,,,,,,,,,,,219.41737268510306,224.26740031592252,220.92208470768517,220.36170233966823,214.67126543359277,219.06702442404324,215.99602207626685,213.2922166956157,203.60789093092197,205.940649962402,200.25939883852246,202.5313667524966,193.48655620500375,189.95700459353267,186.4698783621347,189.21015264854927,193.7629735174453,196.64863082790805,199.00421281867975,197.18409486009716,197.258017086565,200.53287271632166,197.4429797651096,200.69703786004914,199.80690500857412,202.4870742841602,210.72421627935648,209.9329219993966,210.17986212773667,209.18819398606516,207.2677713785905,213.18791101918958,210.33781872918115,214.06199743037791,212.9509125422749,203.69101753696145,201.3065327033242,,,215.64135212685827,215.88857445636077,207.05405693896395,225.32981946180314
6,1990-02-03 16:40:25+00:00,196.57538865595126,192.5744246946063,198.11902370575058,199.20921090618387,191.04239224192344,192.74771903808067,188.82413360173078,193.48569400594835,193.2865912026395,200.37771561012687,198.76773570576194,199.39943783258744,200.4219204204781,208.24350466824404,209.38712594008715,208.30833110430552,213.2450116960741,211.84697477419397,216.32179744260736,211.02646837555386,217.53180290486884,216.018408499406,212.87960154064936,201.32040303869022,203.98504047271865,196.09532749053253,201.20960411831172,192.92367272425713,188.83588747576397,187.316892423806,187.13636946093425,194.368367882808,192.5202573383523,190.18587675909845,195.37633081882086,200.60998590116543,202.3670324830426,198.60321346176175,203.9389586643739,202.041563989309,207.5098032382472,210.1731215144044,209.56680155686217,205.90508799204122,203.92573505959209,206.92190843460037,211.6171297092784,207.40221994704802,207.6612949963726,204.5501965031544,197.48442862179218,195.83330205107563,207.32021189350357,206.6193688781946,212.5032530631403,206.39074896465615,205.76436265572883,204.50590046558352
7,1990-02-19 16:39:55+00:00,198.81026912495417,195.98427651576816,196.0432258433761,192.12621584848029,195.11666547750264,187.24180821646485,187.17096848078486,195.0436320759796,195.7277496711827,195.24161055773658,202.66154421922457,196.79524677790772,200.9674018741925,206.75166475042272,217.02761164730236,223.489420769483,223.09240233318496,223.8687974201833,225.60420300171225,223.85917565083452,218.93854692406882,211.04504197789458,203.25792954732782,198.5211602013681,193.63170507997197,200.28175993605285,194.52201579711416,187.394108538057,184.86263740373641,185.53485946805444,189.22552077279747,196.4037572597656,197.3703402461812,199.68305114025839,203.0235711878434,202.00879200872646,207.5216490373829,205.3505194081792,205.81431120706765,202.00888940488386,203.91774534361406,209.10977730771265,209.83701514564424,209.8807839361496,209.7717730812538,209.17538698089106,211.1002591737905,209.11210115616416,208.31045401372938,209.65616847840874,205.4137623281834,207.01040253411773,207.42153703458018,210.0770900216612,209.3131889305376,206.42710708458355,201.62513020633702,211.53221734646525
8,1990-03-07 16:39:20+00:00,183.30933847114102,181.96586442886024,180.89228416424538,192.46674681380117,193.13408324199244,179.88408507813807,186.9183353210551,189.19266166977604,188.04200672875498,191.89052067251808,192.94600519419322,196.55629881599407,196.29381436312343,205.71227987955805,208.19000258492528,205.95007514220055,203.31187601193992,207.84689163132236,206.9517356000915,201.61527518624553,203.69791651489808,202.21690875040707,200.52810727644274,190.81138896933484,189.3933754758003,189.25240101148506,190.85054102269842,183.93365805813912,175.7365740824714,172.04042159670064,178.89818566101314,181.3557009104151,176.97753065964832,177.44147875670072,176.7234280180768,182.32271189401558,184.01809220127296,186.54041794031872,185.55812769979627,193.72558518456697,197.79191473189735,202.85113561994035,196.99068067178396,199.32489918740055,193.07351381218047,188.04481664705094,200.61385791381127,197.22203004205454,199.10291779097497,199.91423025712365,191.61632208957553,197.4780273135362,199.3518836764202,203.8693314809624,207.0326016140363,200.3241738730713,193.377123686916,196.98025385962129
9,1990-04-15 16:44:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,189.11754149727548,188.9770328153106,184.5327869212511,186.31450218194502,179.53334853476343,169.76173393635406,169.43839416494185,174.82690900349536,181.04227248291414,181.01223005428105,184.37003246644394,185.60670638989208,189.25122371819174,180.26407193456646,181.39275200756697,180.3920533361365,181.52056224164428,190.00477155162636,192.06193878219813,194.12585024256524,194.61526309900907,191.4203463620388,192.23866884014427,198.55719800530042,191.82109945915278,198.3220948496412,200.34392178132651,195.46119076840736,187.63204790364307,198.78254533755222,199.91063742764658,205.36428203798312,203.74189852384882,208.3754119723077,204.90801904505986
