,dates,chi0491-0000,chi0491-0001,chi0491-0002,chi0491-0003,chi0491-0004,chi0491-0005,chi0491-0006
0,1985-01-25 14:06:03+00:00,188.64059676211207,186.5085698962037,184.96633681550708,,176.2269687721747,180.46330145892313,180.37268152482181
1,1986-01-12 14:03:06+00:00,181.2251827809229,,174.68918778594096,154.42673428458005,177.12777135481082,171.64331972249562,176.0463781423301
2,1986-02-04 14:08:47+00:00,197.37683112581897,195.92499944096033,192.27644539507068,191.49842286150763,184.68414867226755,181.49075954506463,181.51152262294002
3,1986-08-15 14:03:29+00:00,160.64743271495297,151.6488383808752,169.18109180234944,164.22131139083425,164.50855870597357,167.0969480186006,161.2028878783154
4,1986-08-24 13:56:58+00:00,146.18170621642744,128.71681774752057,134.2960975581828,132.96976204427864,144.92224328446125,150.73902431583477,151.15002490163297
5,1986-08-31 14:02:52+00:00,146.3340035401716,137.69570276024794,132.59177425410977,133.62401969745866,151.12900542723952,161.1080761374017,155.36141540103526
6,1986-09-16 14:02:21+00:00,160.6626488054967,147.72367220807536,155.1701374896569,152.7821610360632,162.11880607553485,168.49952689361612,166.49371698655375
7,1986-09-25 13:55:54+00:00,175.16004427607223,175.16229605590803,180.16175049392137,170.6603032350106,180.32950525454177,185.94819731981133,177.56981673733952
8,1986-10-02 14:01:51+00:00,,,,120.15263485967321,138.48064148132556,136.16457883320413,134.38600652796396
9,1986-10-18 14:01:19+00:00,169.46189874533135,163.83022815307004,160.75770229713044,159.79636218677928,171.54342963927888,169.1524492576397,165.50929827848498
10,1986-10-27 13:54:50+00:00,174.9629471850535,144.94880402965083,135.80597147221098,162.5860049051783,185.0402841024409,176.41416237531593,173.1426300244737
11,1986-12-21 14:00:49+00:00,205.00356334324735,194.00550820716538,193.19307021127645,188.54329222196594,192.14227022729602,188.93610221416833,189.9388406941487
12,1987-01-06 14:01:18+00:00,205.68896680609168,194.53254891062113,195.3908484596872,192.93388690780597,195.45392709029917,190.1646209381583,194.15720787649147
13,1987-01-22 14:01:45+00:00,204.77086311267735,204.3190466449564,196.80898901600523,192.59342853175266,195.77014272563258,192.81477178841143,199.74617198623662
14,1987-02-07 14:02:20+00:00,205.55109205962978,200.75077893884503,200.2647109816156,192.87932188103238,196.4113597150142,186.95714318748438,194.14038556397105
15,1998-02-14 14:11:47+00:00,174.9103054162174,177.94933399415896,177.28792538851482,186.96510144110653,184.818947099958,187.5507645268414,184.04728500098577
16,1998-03-25 14:18:35+00:00,195.23013145783628,194.52665760260902,195.14382566342653,197.04275050973305,193.69142473123975,187.58188058207838,189.3415610659905
17,1998-08-25 14:14:16+00:00,175.10310028336153,166.0173155985689,150.41743980722546,154.31157428161418,166.66997770330602,160.7614529262674,157.1560376029246
18,1998-09-01 14:20:31+00:00,183.22939088673905,180.7672105453947,175.42381669256594,169.13837389989123,172.34772387655119,164.54191761872994,163.67077997833456
19,1998-09-10 14:14:22+00:00,161.05345191520362,182.57492440664944,192.80185164765527,,,,
20,1998-09-17 14:20:38+00:00,187.8964847843302,191.43652324614672,189.1302504798892,181.56906208116015,186.74644719002927,177.56564100989357,169.9177737895667
21,1998-10-03 14:20:40+00:00,164.54247575699637,162.08813238030757,158.50028449497015,151.15424483997825,162.178805236664,165.33896780286472,163.0433550241495
22,1998-11-29 14:14:40+00:00,210.29008261633834,201.33610002375315,193.48582550712408,187.9917713968733,187.28970531307266,186.40650547375265,191.99359818368873
23,1998-12-22 14:20:53+00:00,200.48274991253885,197.23458542886135,196.84030115993727,195.6009978551292,195.52814338174593,191.14491391291307,193.24008843430823
24,1998-12-31 14:14:46+00:00,198.50671693581745,195.0378024600482,191.6846476171563,191.18493324903082,183.45109074640965,182.10165278055103,182.4843429640448
25,1999-05-24 14:13:53+00:00,190.88440617135223,190.72538738805554,,,189.06812678347737,189.03206812462494,190.3715471036582
