dates,satname,nzd0114-0000,nzd0114-0001,nzd0114-0002,nzd0114-0003,nzd0114-0004,nzd0114-0005,nzd0114-0006,nzd0114-0007,nzd0114-0008,nzd0114-0009,nzd0114-0010,nzd0114-0011,nzd0114-0012,nzd0114-0013,nzd0114-0014,nzd0114-0015,nzd0114-0016,nzd0114-0017,nzd0114-0018,nzd0114-0019,nzd0114-0020,nzd0114-0021,nzd0114-0022,nzd0114-0023,nzd0114-0024,nzd0114-0025,nzd0114-0026,nzd0114-0027,nzd0114-0028,nzd0114-0029,nzd0114-0030,nzd0114-0031,nzd0114-0032,nzd0114-0033,nzd0114-0034,nzd0114-0035,nzd0114-0036,nzd0114-0037
2003-08-06 21:42:27+00:00,L5,283.17,266.88,272.09,277.11,282.09,287.75,268.48,280.95,288.69,297.09,302.85,318.92,340.74,342.32,315.08,323.04,331.73,312.82,308.99,309.92,317.92,329.77,344.98,364.75,356.17,344.37,341.64,330.41,327.85,321.25,320.04,318.29,303.64,294.03,303.29,315.94,328.96,351.70
2003-10-17 21:53:51+00:00,L7,268.97,260.68,268.77,270.73,274.82,274.66,267.02,263.12,,,288.59,302.52,314.78,313.16,302.26,295.76,303.06,302.84,304.91,316.24,318.47,,,362.86,350.38,347.68,341.06,332.63,326.98,316.99,301.99,294.67,291.56,293.90,294.71,284.48,278.05,87.21
2003-10-25 21:43:40+00:00,L5,269.91,265.20,265.34,260.37,266.89,261.57,251.26,256.04,274.27,279.05,286.15,297.01,312.28,308.53,292.12,288.36,287.74,285.43,284.82,294.31,303.11,318.47,335.78,349.13,338.62,331.17,326.51,322.28,307.74,301.02,290.72,278.99,277.89,283.40,281.34,284.29,284.14,255.31
2004-02-06 21:54:44+00:00,L7,,,,,,,,,,,,,,,,,,,,325.76,334.56,339.84,353.52,,,358.63,343.86,338.31,329.62,324.04,316.78,319.87,316.13,310.25,310.28,310.24,303.72,287.32
2004-02-14 21:44:33+00:00,L5,277.22,277.17,287.72,291.16,297.70,305.89,300.98,296.57,302.04,311.61,321.89,337.22,361.25,355.65,346.91,343.15,,,,,,,,,,,,,,,,344.50,337.68,332.42,330.39,341.28,354.60,365.98
2004-02-22 21:54:43+00:00,L7,247.16,,,264.36,277.26,269.74,258.05,264.78,271.87,282.24,291.90,311.92,329.65,,,319.95,312.69,313.81,320.72,323.54,336.61,352.59,365.07,376.08,366.80,361.03,354.84,,,327.61,324.01,316.76,312.03,300.05,296.34,289.82,286.96,243.46
2004-03-01 21:44:38+00:00,L5,291.96,288.23,291.16,294.84,,,,,,313.89,324.60,339.20,350.93,341.56,335.45,333.38,329.80,325.11,323.75,336.17,341.71,353.58,366.27,375.75,362.66,349.89,338.33,335.95,339.25,337.35,338.71,335.52,324.63,328.53,325.30,323.53,326.21,340.71
2004-03-25 21:54:54+00:00,L7,262.45,261.60,,,277.78,271.45,263.19,265.82,271.25,277.95,286.18,298.61,312.79,315.89,,308.79,300.66,301.75,300.61,305.94,313.35,326.94,340.48,351.57,340.93,329.91,319.92,,,316.35,318.92,317.97,307.54,303.47,300.62,295.85,292.92,273.06
2004-04-18 21:45:25+00:00,L5,277.49,274.31,279.27,297.62,310.75,293.78,274.75,267.12,266.42,268.94,276.66,278.98,301.70,318.24,304.75,308.89,289.50,303.39,297.95,306.94,310.14,310.49,326.01,334.40,322.41,311.92,315.48,312.82,317.99,316.16,311.96,311.76,311.27,307.18,302.96,298.52,302.09,283.36
2004-07-23 21:48:09+00:00,L5,271.33,261.25,262.24,269.50,269.63,248.91,263.80,266.11,270.26,278.43,287.70,295.41,306.75,314.59,309.13,303.40,,,,,,,,,,,,,,,326.11,323.00,317.28,326.23,328.44,326.57,328.59,327.12
2004-08-16 21:54:26+00:00,L7,265.25,258.82,257.86,265.79,266.78,247.87,254.33,,,265.56,275.39,278.84,303.71,303.47,298.77,292.92,295.73,293.94,297.14,,,329.44,340.33,354.07,344.01,330.64,325.18,327.36,329.93,323.79,324.88,322.58,316.84,320.83,,158.54,164.95,326.32
2004-09-09 21:49:19+00:00,L5,280.81,298.01,280.59,266.07,277.40,286.95,315.74,284.35,292.38,294.29,299.60,312.75,333.22,336.32,329.32,328.60,324.75,326.80,340.90,352.35,369.37,376.40,381.79,391.03,387.45,377.63,380.34,374.78,371.43,364.22,361.13,362.18,354.51,357.97,327.35,344.35,400.99,434.62
2004-09-25 21:49:43+00:00,L5,300.10,298.58,293.01,291.72,296.43,295.11,284.28,290.51,292.58,303.31,308.11,320.14,338.82,342.25,342.34,335.57,325.63,329.02,332.17,335.54,347.20,364.94,378.66,388.18,382.57,373.30,363.95,359.87,361.71,361.98,359.17,365.36,367.36,355.10,334.37,345.92,357.50,351.97
2005-01-15 21:51:45+00:00,L5,293.74,287.49,289.33,296.37,303.90,302.45,290.10,286.20,286.22,290.56,300.42,312.50,340.32,341.42,335.91,330.00,327.63,328.71,331.30,332.27,339.21,349.41,364.25,381.61,375.33,370.05,378.63,373.11,371.84,366.41,364.80,357.81,357.58,353.20,350.57,361.26,364.74,365.18
2005-02-08 21:55:11+00:00,L7,264.99,251.42,,,262.64,255.74,253.71,256.46,258.70,258.02,267.80,276.08,290.23,294.61,,,284.41,289.03,295.38,302.48,310.55,324.45,341.18,353.24,337.25,335.69,335.25,329.59,,,330.88,328.45,,,,,,
2005-04-21 21:52:46+00:00,L5,287.38,280.26,281.84,287.82,303.60,311.26,307.51,293.61,293.82,299.37,301.95,325.73,339.55,320.95,326.07,333.15,339.69,329.08,326.45,334.40,340.26,364.18,378.16,393.51,390.89,386.11,383.12,382.66,369.94,375.99,367.06,363.62,370.55,369.80,355.45,355.61,352.75,395.71
2005-11-15 21:54:02+00:00,L5,266.67,262.11,262.57,278.09,286.47,284.45,279.97,286.66,283.70,267.62,279.21,298.74,313.96,320.32,308.58,327.55,329.60,326.66,326.08,333.60,339.89,351.16,347.64,364.55,365.19,348.63,337.50,333.23,,,,,,,,,,
2006-01-10 21:55:28+00:00,L7,,,,,,,,,,,,,339.07,339.14,332.38,326.53,,,331.19,337.82,345.69,361.10,377.45,383.74,371.82,370.98,368.59,367.00,361.50,354.77,356.47,,,338.41,337.41,345.00,364.09,404.30
2006-02-11 21:55:41+00:00,L7,,266.03,272.98,272.95,272.62,276.29,267.37,276.16,288.79,294.91,288.22,,,312.61,307.12,316.64,308.61,311.32,314.05,316.56,327.56,342.33,362.92,371.70,358.86,,,347.48,342.27,337.71,334.65,324.29,317.10,319.68,327.83,328.27,324.72,321.52
2006-03-15 21:55:44+00:00,L7,,249.89,250.72,254.66,258.90,249.43,248.02,255.74,262.88,257.74,262.64,,,295.33,283.34,292.52,288.82,282.77,288.54,301.21,310.40,327.33,340.89,351.96,,,,335.89,326.87,321.59,321.85,316.96,312.16,311.17,313.65,314.95,316.00,300.38
2006-03-31 21:55:42+00:00,L7,,,247.95,254.16,253.53,245.15,249.34,253.23,268.24,256.67,260.35,271.29,,,284.01,289.20,281.78,286.94,291.25,298.72,302.12,325.04,337.76,340.46,333.34,,,,323.71,,319.90,315.32,312.98,313.39,313.36,316.62,311.89,298.93
2006-04-08 21:57:12+00:00,L5,,,,304.88,303.75,295.67,307.18,306.85,303.91,308.65,310.74,318.92,344.33,346.92,345.31,346.50,336.53,341.47,342.06,336.01,346.86,372.25,382.56,386.63,373.88,381.96,381.19,369.39,355.25,353.34,347.31,341.22,332.97,336.32,339.45,339.22,349.10,348.62
2006-05-02 21:55:41+00:00,L7,247.97,240.58,232.75,245.86,,230.89,239.12,245.05,247.07,248.16,259.20,264.48,275.99,278.94,272.32,270.79,,,285.43,294.80,310.50,320.97,319.44,325.07,322.20,321.82,317.32,310.22,304.59,300.99,,81.90,297.66,291.81,289.90,290.48,282.55,270.73
2006-05-26 21:57:54+00:00,L5,583.79,464.80,,,,,,,,,,,,303.88,275.32,295.09,296.52,296.53,303.11,316.97,326.33,339.24,354.42,353.26,347.14,350.52,344.53,331.58,323.05,318.51,321.69,326.23,331.25,320.76,611.90,564.32,574.42,581.39
2006-06-27 21:58:24+00:00,L5,269.15,255.77,261.02,261.96,265.79,268.10,258.04,264.11,267.98,268.97,282.14,286.52,302.04,299.44,288.60,282.81,278.73,291.89,297.87,306.74,317.78,331.04,340.49,352.36,341.16,336.73,336.83,328.28,315.45,314.30,313.50,318.01,310.35,302.18,300.92,301.69,306.47,297.35
2006-07-05 21:55:30+00:00,L7,281.18,273.93,275.76,,,294.37,280.80,279.90,281.56,290.36,300.99,311.11,327.45,322.97,323.27,,,318.86,326.19,332.32,332.98,340.48,353.74,366.31,357.95,347.09,344.81,337.37,334.50,339.56,,,332.53,321.82,322.75,322.06,326.73,335.62
2006-07-13 21:58:38+00:00,L5,261.19,262.52,253.99,262.94,268.39,257.91,255.38,261.77,268.04,,,,,,,,,,,,,,,,346.11,342.73,332.22,328.83,324.47,326.04,327.43,324.07,316.99,317.54,318.00,312.39,315.74,286.36
2006-07-21 21:55:21+00:00,L7,275.85,270.28,270.28,267.89,273.25,288.39,277.84,263.01,270.29,,,317.15,330.46,314.52,322.88,316.51,314.31,315.30,325.42,334.65,342.34,,,,,,,,,,,,,,,,325.27,
2006-09-07 21:55:13+00:00,L7,276.41,270.30,266.58,268.84,281.67,272.06,259.26,,,276.83,287.95,299.21,313.21,311.13,305.09,299.95,302.71,304.75,313.83,318.82,,,353.47,365.15,358.24,347.93,341.63,343.31,338.32,330.71,325.39,320.43,308.12,303.79,307.88,,191.66,316.15
2007-03-02 21:56:07+00:00,L7,279.60,274.95,,,281.31,283.57,279.89,283.83,278.51,287.29,297.77,309.22,319.97,326.24,313.11,,313.40,324.26,336.60,341.40,343.49,355.58,369.26,383.92,376.68,366.66,356.69,351.51,350.08,,,368.86,348.23,335.23,343.80,342.48,332.74,344.91
2007-05-05 21:56:03+00:00,L7,274.92,277.57,275.71,274.49,,,293.51,290.38,294.33,299.95,312.07,326.52,337.82,331.58,330.53,323.95,,,334.17,347.26,359.51,363.63,,,,,,,,,,,,,,,,
2007-09-18 21:58:42+00:00,L5,265.57,261.68,259.48,272.03,278.08,273.41,264.59,269.26,275.03,273.52,273.23,285.56,297.59,303.68,298.34,291.78,303.44,303.83,304.54,307.70,321.41,335.38,338.87,348.98,345.73,336.90,334.64,338.08,338.72,335.87,316.62,307.82,298.70,281.05,262.77,175.43,,
2007-10-28 21:55:34+00:00,L7,247.61,238.00,240.44,248.74,254.82,240.97,234.67,,244.07,251.41,255.76,264.33,275.50,286.96,277.22,266.02,261.24,268.04,277.87,,,320.56,331.09,339.67,331.36,327.06,318.35,315.97,311.18,299.40,287.02,283.84,275.75,,,,,
2008-01-16 21:55:59+00:00,L7,263.30,250.86,252.83,257.57,264.27,249.07,,258.94,258.26,262.98,275.41,272.84,290.54,296.54,283.72,286.99,294.39,288.45,,301.81,313.14,324.44,332.71,341.97,339.25,331.52,324.97,322.66,325.86,,,,,,279.69,245.67,,258.69
2008-04-21 21:55:44+00:00,L7,,,,,,,,,,253.81,,269.59,,,306.09,280.90,269.80,266.60,274.33,286.29,307.62,307.55,317.05,343.19,338.64,,,324.71,316.60,311.62,302.71,294.93,288.75,278.59,255.31,226.93,166.43,
2009-03-23 21:55:51+00:00,L7,289.43,290.95,294.74,301.66,,323.11,297.14,305.24,302.74,305.37,318.56,336.06,348.69,344.61,332.93,,,323.26,325.28,333.38,342.26,347.93,353.77,366.52,363.35,357.18,,,339.34,,,,318.52,309.37,,,,
2009-05-10 21:56:03+00:00,L7,251.76,246.70,252.83,263.03,,248.32,258.08,257.14,260.17,257.50,263.71,287.36,304.45,301.14,294.48,291.27,,297.52,293.52,303.08,317.77,326.96,336.92,348.10,332.55,319.34,314.60,317.37,314.73,311.56,79.57,303.55,294.85,294.66,294.70,292.63,274.91,256.88
2009-12-12 21:56:13+00:00,L5,,,,,,,333.74,321.88,327.96,335.00,349.09,362.32,370.38,360.97,352.08,347.13,336.76,345.92,358.09,364.55,370.25,377.85,385.44,393.16,383.91,366.76,354.38,345.66,346.63,341.34,340.49,346.01,347.15,333.07,318.30,325.29,337.27,394.88
2010-01-05 21:57:00+00:00,L7,275.75,276.34,281.11,283.47,289.46,278.63,,280.17,275.81,282.28,296.56,327.89,362.84,358.35,343.63,345.65,331.66,341.52,,,348.84,358.47,371.18,382.10,375.72,356.45,347.09,340.80,335.99,338.25,334.25,325.31,327.27,121.27,322.27,317.14,310.38,302.43
2010-03-26 21:57:49+00:00,L7,314.24,296.27,302.38,307.09,315.53,312.29,308.75,305.58,329.30,326.12,341.30,,350.85,357.10,348.54,346.81,342.46,342.28,346.65,352.21,350.95,360.21,375.83,382.35,,,349.14,346.93,356.67,355.07,355.36,365.23,346.84,342.42,333.66,334.04,365.32,402.72
2010-05-13 21:57:45+00:00,L7,288.80,277.55,,,294.45,293.33,288.82,289.22,295.15,301.95,308.80,325.73,343.28,,,326.71,321.49,319.33,324.37,315.92,320.99,333.93,345.44,358.37,345.25,332.24,322.98,,,324.82,321.10,328.23,320.50,304.75,298.38,316.10,323.97,315.91
2010-05-29 21:57:45+00:00,L7,,,267.10,271.04,284.46,279.46,282.22,286.79,289.46,300.56,307.62,326.41,,,322.25,317.35,313.82,,,,,,,,,,,,,,,,,,,,,295.30
2010-07-16 21:57:51+00:00,L7,243.06,239.71,,,269.16,257.45,269.55,264.85,267.64,279.22,288.48,298.98,324.88,327.41,,,295.18,291.28,294.82,299.48,297.35,309.45,324.60,332.76,322.33,319.48,320.16,,,304.39,304.77,300.51,297.42,286.21,278.39,283.53,292.55,283.14
2010-12-31 21:55:32+00:00,L5,326.08,334.51,344.15,341.11,353.46,356.85,346.39,345.58,339.19,350.71,355.29,363.91,377.43,375.03,365.47,352.52,352.77,352.93,356.19,364.18,368.27,375.04,388.89,397.20,386.99,377.20,373.36,368.82,353.78,,,,,362.16,365.65,370.94,380.70,392.88
2011-02-17 21:55:37+00:00,L5,287.58,282.34,286.63,293.87,294.20,297.51,286.24,288.35,293.37,294.76,308.06,324.70,339.87,330.81,317.37,319.94,319.46,,,,,,,,,,,,,,,319.34,323.07,326.33,329.65,331.42,330.45,326.62
2011-02-25 21:59:08+00:00,L7,288.42,283.40,,,303.55,298.66,292.52,302.64,307.54,303.02,315.59,330.55,342.47,335.99,,,320.75,325.15,341.04,345.04,347.34,340.37,355.60,367.40,348.54,337.01,337.52,,,317.03,319.85,326.63,327.40,329.73,328.33,330.81,333.82,316.59
2011-03-13 21:59:11+00:00,L7,290.90,294.70,299.52,304.61,327.48,316.28,309.72,310.98,314.82,,,332.79,348.20,335.59,325.93,325.71,331.47,337.78,340.37,345.33,353.01,,,,363.74,353.27,345.34,345.28,332.45,337.08,347.42,343.10,338.30,337.16,334.34,334.04,339.34,98.14
2011-05-16 21:59:11+00:00,L7,287.08,294.18,307.39,294.40,,304.23,294.90,286.08,289.08,304.03,324.24,362.85,349.49,325.57,328.07,324.66,,,348.45,348.22,322.30,330.15,339.01,353.45,351.02,343.22,343.81,,,,,,,,,,,
2011-08-20 21:59:02+00:00,L7,283.68,280.49,283.04,,,290.69,287.96,291.12,279.53,286.61,296.07,301.53,321.16,307.83,306.23,,,299.30,304.28,309.88,312.80,311.12,319.18,331.21,326.08,320.78,318.88,319.62,323.77,,,319.13,303.91,288.03,270.35,263.94,286.34,269.94
2011-09-05 21:58:58+00:00,L7,295.77,305.92,306.98,317.36,331.01,323.98,,,304.02,298.84,314.38,326.22,342.36,333.98,327.52,321.15,319.06,317.57,329.70,,,326.92,336.60,348.59,342.36,336.57,333.33,340.66,345.26,349.72,349.69,337.93,327.36,88.82,120.08,124.68,340.17,370.45
2012-01-27 21:59:39+00:00,L7,282.54,282.36,283.80,294.18,303.28,283.92,291.10,,,290.85,302.02,321.94,334.24,318.41,311.48,308.16,305.07,311.32,309.06,,,319.61,337.44,346.44,334.73,315.16,313.82,313.02,314.13,312.64,305.87,296.83,290.12,281.27,156.93,267.25,246.34,
2012-05-02 22:00:07+00:00,L7,307.19,326.96,326.58,296.59,343.44,,334.23,321.81,297.22,308.40,313.77,338.66,345.16,344.87,338.56,333.19,326.80,329.85,317.23,334.72,341.51,348.31,349.29,375.06,369.98,363.34,349.10,337.20,353.89,344.46,327.67,347.75,347.60,352.21,345.00,337.62,352.83,355.08
2012-06-19 22:00:05+00:00,L7,,224.20,271.90,281.75,292.83,270.57,,,273.31,280.81,,,,,,,279.06,279.00,,,291.39,298.64,311.18,323.62,323.77,323.62,317.18,310.93,315.14,301.85,299.15,295.16,297.71,120.85,129.78,299.25,301.22,293.09
2012-08-22 22:00:50+00:00,L7,270.85,270.47,272.90,277.47,279.78,,,280.13,280.84,280.54,285.58,292.28,298.44,303.45,291.60,287.70,274.81,,,283.64,295.40,305.78,315.78,330.56,325.86,320.65,316.40,317.38,309.88,306.20,303.76,,,,,,,
2012-11-26 22:01:37+00:00,L7,309.44,304.81,307.93,317.36,325.04,315.32,312.10,298.80,303.50,302.13,,,351.52,344.37,324.13,333.68,327.80,330.60,333.37,334.60,333.46,339.64,345.59,,,349.14,343.87,341.49,334.86,333.42,336.93,328.65,327.95,328.86,328.55,344.41,337.40,338.12
2013-03-18 22:01:44+00:00,L7,287.09,282.14,285.96,290.63,304.13,,,291.45,285.46,293.58,303.43,304.42,314.26,316.59,310.32,307.28,303.70,314.22,,326.58,327.37,337.24,353.20,356.05,344.42,339.97,330.79,329.69,333.89,340.10,339.82,332.58,,88.96,319.98,313.96,310.78,296.26
2013-10-20 22:07:26+00:00,L8,278.09,270.81,272.54,280.25,284.56,276.93,265.88,270.76,275.24,278.92,280.76,295.33,308.74,306.20,304.85,297.02,298.37,293.15,300.24,313.23,322.90,334.82,344.00,354.35,342.55,340.73,337.44,329.36,328.12,329.91,328.35,315.73,313.43,308.42,310.78,302.11,289.25,285.37
2013-11-05 22:07:22+00:00,L8,,,,,,,256.07,264.66,266.64,267.73,268.68,281.13,295.21,297.48,283.41,285.44,272.09,279.78,284.37,293.92,296.75,317.09,321.71,339.41,330.64,327.73,318.40,309.08,312.48,311.51,310.62,280.36,211.73,,,,,
2013-12-15 22:01:57+00:00,L7,295.31,287.99,285.58,291.35,292.67,284.12,281.78,,,285.17,292.75,303.89,321.25,323.25,312.15,308.03,302.24,290.92,305.04,,,339.14,348.47,366.36,353.92,346.85,336.86,333.89,335.01,330.27,322.56,311.82,301.75,297.80,108.95,130.46,293.69,283.39
2014-02-01 22:02:30+00:00,L7,261.13,244.30,248.50,251.83,253.60,229.39,245.80,256.24,256.33,256.64,262.06,268.33,278.90,284.82,276.85,263.72,252.80,264.48,265.75,259.25,,289.74,301.88,,,,,,,,288.98,,273.30,275.02,274.07,273.50,,
2014-02-09 22:06:33+00:00,L8,301.88,300.47,305.96,305.79,312.58,311.08,310.83,296.64,295.77,305.16,313.19,328.78,349.01,337.00,339.44,341.96,337.98,334.07,327.68,331.33,347.24,365.99,373.93,381.07,373.15,363.09,355.54,347.74,344.58,339.05,338.09,331.66,329.62,329.33,327.41,332.49,342.79,360.52
2014-03-05 22:02:25+00:00,L7,265.72,264.41,266.13,275.94,276.90,262.01,263.63,270.56,,281.24,286.81,290.77,305.80,303.80,304.42,292.14,290.74,288.72,292.83,298.15,,,339.34,352.20,341.91,338.97,332.37,329.32,320.84,317.12,319.39,320.31,312.41,298.43,300.24,,178.58,256.62
2014-03-29 22:05:52+00:00,L8,303.91,294.55,297.25,290.44,304.88,315.37,298.90,283.86,284.21,290.13,294.05,313.52,336.39,321.12,315.17,316.74,319.54,309.20,304.80,315.70,327.09,334.84,344.49,355.43,344.46,342.51,339.81,336.49,328.28,326.04,323.16,320.04,316.55,309.28,318.36,330.84,311.71,235.22
2014-04-30 22:05:22+00:00,L8,277.19,270.44,274.24,274.69,282.77,278.17,273.53,270.27,273.72,282.96,290.27,297.14,309.34,303.95,295.39,292.72,296.19,288.81,291.75,303.22,317.36,327.49,332.97,345.35,341.71,333.72,331.76,315.78,315.47,313.95,313.64,315.60,306.52,297.82,291.75,284.42,247.62,
2014-05-16 22:05:09+00:00,L8,270.01,271.30,270.91,278.73,285.78,286.08,277.97,269.14,274.38,280.67,291.65,299.14,309.53,308.20,288.58,295.97,298.66,290.77,294.91,302.00,,,,,,,,,,,,,,,,,,
2014-07-27 22:03:14+00:00,L7,264.85,266.38,268.19,272.85,280.21,269.30,271.68,,,267.96,269.88,285.17,301.05,298.04,290.33,287.43,286.01,284.53,291.53,,,306.13,317.57,338.99,332.31,323.77,315.27,313.37,312.00,308.49,300.12,287.38,279.30,274.77,93.53,241.01,201.05,
2014-10-07 22:05:49+00:00,L8,301.09,298.65,293.34,300.37,307.18,313.94,297.67,287.44,285.03,293.73,296.40,316.47,334.04,329.91,320.15,313.00,312.01,311.13,316.02,326.91,325.51,338.19,353.25,359.31,349.51,340.58,329.38,325.86,319.72,318.46,319.27,311.59,299.28,290.81,287.09,290.93,308.52,285.68
2014-11-08 22:05:52+00:00,L8,268.92,259.49,258.64,269.67,272.91,270.73,258.23,266.52,269.72,270.40,280.96,280.70,300.22,303.14,296.38,286.84,278.49,285.42,293.46,293.42,297.49,324.51,331.04,345.22,340.48,331.48,319.25,315.09,318.87,314.75,306.85,300.71,287.13,279.52,264.61,272.94,221.86,
2015-02-28 22:05:24+00:00,L8,308.52,301.26,302.04,305.90,314.12,328.82,311.26,297.97,293.06,290.84,306.61,329.88,364.10,371.73,340.60,317.84,322.18,329.70,329.26,330.50,336.42,332.68,342.66,364.60,363.14,340.49,327.27,333.33,333.21,330.99,323.92,301.36,301.73,313.67,314.51,313.41,325.11,333.56
2015-03-16 22:05:13+00:00,L8,275.31,266.47,271.39,280.97,285.85,295.34,281.18,273.69,277.09,282.19,288.16,298.39,323.48,319.60,309.30,295.97,300.31,297.97,299.63,312.72,316.26,313.32,321.72,343.98,338.52,325.91,313.85,312.77,314.58,308.71,299.82,288.41,289.05,290.50,284.78,277.58,275.49,273.55
2015-03-24 22:04:40+00:00,L7,,247.20,250.63,,343.81,242.65,245.55,258.32,255.48,255.53,266.35,,,290.25,279.02,263.62,257.68,259.90,264.25,259.16,255.60,279.23,291.82,311.39,,,276.87,279.76,286.57,281.23,268.93,253.61,261.01,264.98,263.27,249.96,208.77,
2015-05-19 22:04:40+00:00,L8,261.66,260.56,256.72,273.32,280.89,274.33,275.22,267.16,274.09,275.37,279.41,296.19,309.30,307.22,298.52,289.82,294.26,289.99,296.40,298.33,300.02,316.34,317.58,338.27,336.56,326.77,305.08,306.72,305.99,298.56,286.30,293.78,,,,,,
2015-07-22 22:05:13+00:00,L8,290.30,282.46,289.14,292.95,299.61,302.07,294.39,297.59,302.65,292.62,307.63,312.34,338.40,333.09,317.43,318.73,310.96,315.90,322.18,321.62,330.63,340.06,351.58,364.06,347.75,347.03,337.42,333.72,327.18,315.23,317.33,325.73,312.58,294.48,300.01,297.12,303.06,293.61
2015-08-07 22:05:16+00:00,L8,284.09,280.13,285.43,295.31,302.26,301.74,293.15,299.49,300.39,302.72,306.33,313.43,335.23,329.88,314.35,311.74,307.21,311.44,320.80,318.90,329.32,339.19,350.33,359.76,,,,,,,,,,,,,,294.05
