dates,nzd0114-0000,nzd0114-0001,nzd0114-0002,nzd0114-0003,nzd0114-0004,nzd0114-0005,nzd0114-0006,nzd0114-0007,nzd0114-0008,nzd0114-0009,nzd0114-0010,nzd0114-0011,nzd0114-0012,nzd0114-0013,nzd0114-0014,nzd0114-0015,nzd0114-0016,nzd0114-0017,nzd0114-0018,nzd0114-0019,nzd0114-0020,nzd0114-0021,nzd0114-0022,nzd0114-0023,nzd0114-0024,nzd0114-0025,nzd0114-0026,nzd0114-0027,nzd0114-0028,nzd0114-0029,nzd0114-0030,nzd0114-0031,nzd0114-0032,nzd0114-0033,nzd0114-0034,nzd0114-0035,nzd0114-0036,nzd0114-0037,satname
1999-09-20 21:58:32+00:00,290.75,286.89,288.05,286.34,297.21,,269.68,285.14,,289.02,295.33,311.55,317.52,317.20,315.72,311.73,302.82,,,,,,,,,,,337.98,338.32,335.34,329.35,317.68,296.09,276.70,291.28,300.01,296.94,,L7
1999-10-06 21:58:40+00:00,294.61,289.98,290.90,292.41,305.19,307.63,280.90,296.58,321.15,296.52,303.09,318.13,322.80,323.35,315.08,315.40,307.06,301.05,296.73,300.78,321.33,346.88,350.10,360.04,350.26,358.19,360.59,343.44,339.12,339.66,331.52,322.61,308.85,284.53,299.13,300.78,303.68,370.19,L7
1999-10-22 21:58:28+00:00,294.38,290.06,292.77,296.08,307.87,301.43,284.03,294.81,304.13,297.56,303.57,315.72,324.87,323.13,318.37,314.77,310.01,302.13,299.66,307.70,327.55,339.04,346.51,358.77,346.98,356.31,354.05,344.53,341.09,342.30,332.39,321.72,313.61,289.52,300.13,303.30,313.49,370.62,L7
2001-03-01 21:55:57+00:00,271.95,257.46,254.49,,,,,,,,,,,,,,,,280.24,288.41,297.45,307.76,322.94,335.85,328.83,318.97,307.30,303.55,298.42,311.37,324.32,319.02,312.50,318.14,311.94,333.71,331.30,,L7
2001-06-05 21:55:16+00:00,271.78,259.36,255.50,261.80,270.50,267.80,263.94,254.75,262.95,263.23,268.75,269.44,284.85,286.18,295.74,303.14,299.89,278.19,282.56,289.59,301.15,311.24,328.15,336.63,318.10,315.94,312.14,306.66,303.71,311.25,316.79,310.82,306.75,306.50,310.02,319.31,316.00,,L7
2002-01-31 21:54:26+00:00,272.56,267.79,267.41,272.55,278.15,273.72,265.88,263.63,270.88,271.59,265.82,281.79,301.14,303.63,297.92,285.81,281.88,279.41,291.01,308.00,318.18,325.80,347.06,348.85,346.95,339.00,335.64,325.84,315.01,318.55,298.38,318.34,323.08,,,,,,L7
2002-04-05 21:54:25+00:00,277.15,271.23,273.57,278.81,287.62,278.10,275.31,274.10,276.90,278.25,278.57,293.05,310.79,312.47,303.31,297.19,292.27,290.42,299.01,309.46,321.36,330.35,343.95,355.64,352.61,346.07,334.36,328.83,324.06,323.39,308.73,314.16,321.10,311.23,303.82,295.63,287.18,,L7
2002-05-23 21:54:18+00:00,286.33,280.88,279.14,278.36,294.38,278.10,275.31,282.00,282.37,278.25,278.57,305.09,323.24,324.63,303.31,297.19,292.27,290.42,299.01,309.46,321.36,330.35,343.95,355.64,352.61,346.07,334.36,328.83,324.06,323.39,308.73,314.16,321.10,311.23,303.82,307.52,305.44,352.72,L7
2002-08-27 21:53:36+00:00,283.94,280.08,278.19,278.07,291.77,273.22,274.80,284.02,280.96,273.90,279.95,305.69,323.70,324.65,303.41,302.12,299.36,299.05,306.82,314.70,321.15,330.42,339.19,361.00,355.25,348.13,339.46,336.76,333.48,338.18,330.78,325.59,327.08,328.43,323.45,324.73,319.61,352.72,L7
2002-09-28 21:53:22+00:00,279.88,276.26,274.14,279.86,293.71,274.67,277.09,281.51,279.17,272.69,281.81,305.17,320.57,319.31,300.81,296.65,296.15,292.78,303.23,313.42,319.17,329.78,341.38,360.62,354.26,348.21,342.87,338.54,336.50,341.09,335.38,330.30,327.08,328.43,323.45,324.73,319.61,352.72,L7
2002-10-14 21:53:19+00:00,280.71,277.48,274.79,279.26,291.60,274.15,277.23,280.97,276.55,272.85,282.89,306.84,322.20,324.79,309.48,304.93,304.18,298.86,311.00,319.34,323.72,333.88,347.89,365.13,359.47,353.05,354.00,347.26,343.45,350.44,350.00,342.66,335.77,334.94,328.38,327.27,325.94,350.43,L7
2003-07-21 21:42:09+00:00,280.70,269.24,270.61,283.47,288.83,286.46,285.05,276.04,278.72,283.94,298.07,312.37,337.06,326.93,326.76,320.76,328.14,331.17,324.30,325.96,332.27,335.46,337.94,365.70,359.93,356.94,344.32,336.55,326.55,327.61,,,,,,,,,L5
2003-08-06 21:42:27+00:00,275.49,261.62,264.90,274.49,279.66,278.82,270.32,272.70,276.46,284.72,296.00,309.20,332.46,328.83,315.12,316.10,323.49,315.55,310.20,310.69,317.85,326.17,335.01,359.95,353.22,345.82,338.14,329.02,322.74,319.15,312.79,303.79,289.14,265.03,274.29,277.27,290.29,322.70,L5
2003-10-17 21:53:51+00:00,274.95,262.93,267.82,274.70,279.51,279.53,270.85,270.97,276.46,284.72,294.66,308.60,328.19,325.07,312.30,310.79,318.31,312.94,310.07,314.37,319.89,326.17,335.01,362.25,353.49,347.66,340.34,331.35,325.28,319.77,308.76,301.98,293.10,284.96,290.00,288.21,291.50,322.70,L7
2003-10-25 21:43:40+00:00,274.91,264.72,268.43,272.22,277.46,276.61,267.18,268.34,277.56,284.29,293.38,306.93,325.44,322.04,308.36,306.28,311.89,307.29,304.98,310.73,317.07,325.23,336.90,359.97,350.69,344.46,337.80,329.93,321.74,316.08,303.67,296.15,289.86,288.11,290.78,291.79,293.94,322.70,L5
2004-02-06 21:54:44+00:00,274.33,267.83,271.95,269.95,275.25,274.41,264.03,263.98,279.77,283.45,290.75,304.66,318.42,315.25,301.59,296.46,300.29,299.03,299.75,319.77,326.38,336.94,352.43,359.99,348.17,350.94,342.26,335.79,326.16,319.59,307.00,305.51,302.86,311.18,310.78,313.45,309.08,311.32,L7
2004-02-14 21:44:33+00:00,272.70,268.35,274.61,274.69,280.40,281.57,273.75,272.51,286.53,294.03,299.34,312.92,330.10,326.38,314.36,309.69,300.29,299.03,299.75,319.77,326.38,336.94,352.43,359.99,348.17,350.94,342.26,335.79,326.16,319.59,307.00,313.07,309.38,312.12,311.31,314.57,314.63,329.90,L5
2004-02-22 21:54:43+00:00,271.65,268.35,274.61,276.90,284.42,285.47,275.16,275.38,289.64,296.50,301.17,318.00,335.32,326.38,314.36,317.05,311.53,311.06,313.85,326.71,334.94,349.26,363.75,371.17,359.71,357.46,349.40,335.79,326.16,325.96,314.25,318.61,314.71,319.30,317.91,322.42,321.90,317.09,L7
2004-03-01 21:44:38+00:00,273.98,271.15,276.58,278.93,284.42,285.47,275.16,275.38,289.64,298.90,304.66,320.51,336.71,328.22,317.69,318.76,313.93,312.41,314.16,326.65,334.34,348.18,362.22,370.55,358.82,354.65,345.89,334.33,327.93,326.82,318.17,319.80,314.74,317.59,315.89,322.42,318.28,318.12,L5
2004-03-25 21:54:54+00:00,274.57,272.26,276.58,278.93,285.81,286.55,275.79,276.19,289.30,297.43,303.32,319.38,335.24,328.48,317.69,319.36,314.30,313.30,314.47,326.04,333.68,346.95,360.89,369.22,357.51,352.41,343.45,334.33,327.93,327.13,319.71,321.97,316.14,320.43,318.57,325.55,321.13,315.91,L7
