,dates,usa_CA_0141-0000,usa_CA_0141-0001,usa_CA_0141-0002,usa_CA_0141-0003,usa_CA_0141-0004,usa_CA_0141-0005,usa_CA_0141-0006,usa_CA_0141-0007,usa_CA_0141-0008,usa_CA_0141-0009,usa_CA_0141-0010,usa_CA_0141-0011,usa_CA_0141-0012,usa_CA_0141-0013
0,1984-05-11 18:07:47+00:00,185.09708136518518,165.79046415104196,183.51653881073088,158.7668460730998,202.0389444240807,192.25680581915893,169.4211789210236,168.63323312199768,194.20179676650093,206.40536934578887,180.5788516404211,188.67433493659553,201.08015929180056,200.0856520208463
1,1984-05-27 18:08:14+00:00,172.89110726849876,165.38644360900014,184.76787732107644,160.41387864009414,184.9733050262363,194.27311864611949,172.73124621469321,167.6143932221629,187.9623074954521,202.04361641148733,171.8996288453081,182.8666406670341,192.63326332023385,201.20973677412053
2,1984-06-12 18:08:33+00:00,176.24651295942897,175.34718025458318,194.96523547806075,170.71223232181458,202.64982047239008,200.99663027186048,172.47776072276042,170.08878209895974,197.56009797281317,199.9201899186763,181.19927469169588,195.21347341485924,200.01613238014943,207.76430818015933
3,1984-06-28 18:08:46+00:00,176.71982803382357,171.41086761689652,191.02607644467133,166.46676391355078,197.90035368697292,199.49000451262998,168.6442978579132,163.82875490512876,190.82244507012626,197.72068603613118,172.7424772932537,178.8753604186027,192.63143207451546,196.78222272393623
4,1984-09-16 18:10:24+00:00,183.32020104034189,175.33228748805465,189.97578468050372,182.4492562482848,197.02994415413195,197.17886056825753,175.49741440151925,167.55605155690088,195.6874979140752,197.87148743227363,171.39872541745785,182.79979172571825,192.78832973996657,202.1188340567078
5,1984-10-02 18:10:24+00:00,171.738278412039,176.62809705006342,187.96361095514558,177.96802213203733,193.57829669915276,194.97460167940162,167.0346684846955,170.92841712937692,197.97753650165944,198.23124999877598,174.39215274883367,180.72444099115788,193.74682590773298,202.37623366207586
6,1984-10-18 18:10:21+00:00,174.81004208552287,177.93654221050255,190.05012370462677,177.60344977205844,205.40297010468325,198.69876835835012,174.90787406522364,173.69426919320213,200.7978783897538,201.364772278508,175.69420173677534,185.3449593997876,197.18528571722842,204.5353364347959
7,1984-11-19 18:10:10+00:00,171.32780341756927,171.0462327854814,184.9477036905768,170.1156805732915,,195.13576689731886,175.08340855369016,171.70926938578484,198.69458915820096,203.1829056405771,178.7064506574942,183.77401508192722,196.4002473551775,204.00240383577977
8,1985-01-22 18:10:40+00:00,172.14660042827907,171.50571402834223,190.65902687517766,170.67888308180463,196.90299380517118,192.54906514008943,175.36931732077795,175.17614802408187,202.05826313869287,206.63744937434612,182.11151196615998,186.28410850208184,197.91416786761974,205.62939700986252
9,1985-06-15 18:10:23+00:00,186.0908558773846,187.6737973145404,196.66560382114324,189.6757375858612,189.25508533180914,201.30703560465665,176.21323753658035,172.21215536870352,198.55117943169677,204.31141182504967,175.13566419704466,186.7599500595647,199.66427052249185,208.94213685355453
10,1985-08-02 18:10:04+00:00,191.1806300841597,191.3365054116261,200.24744879117236,198.9907477631494,199.05524755682688,202.30278498391127,178.91501770666576,177.52170114934614,201.87009591493114,201.96606890744494,175.75285803664966,186.6867972795426,196.32270904263953,204.90194168682362
11,1985-08-18 18:09:54+00:00,199.43342683200177,196.1094869980759,207.09573136378873,205.73586325857113,205.46740092794425,202.37529020430736,176.60515971877015,176.3469988852131,200.9056954746099,204.63849887601057,177.50628493457322,193.00436756899452,199.54744165954088,209.1864270103555
12,1985-10-05 18:09:21+00:00,187.27707699870305,174.94334250000463,194.4646532016538,194.42844785502822,200.3557951934786,200.11401235228965,177.33729102813268,177.79117436347448,193.17859101671726,197.18889655215338,173.37320168365025,177.75737297781404,187.63913230656846,193.31753806623882
13,1985-10-21 18:09:10+00:00,180.3105723930177,191.6290501378465,204.09684841288654,195.8141036521901,203.58581721608638,196.96011630863148,178.5706654327694,178.45098440249998,192.70312831803957,195.17820414482108,172.74915253390037,177.5217735187442,186.02189333192692,192.25674830091202
14,1985-12-08 18:08:22+00:00,167.68514380026426,178.7982791306234,184.9388088215961,179.34094257008485,204.75553874806334,193.1552111275795,180.88813430775107,179.3938209557891,203.5634805006522,205.2800509129136,182.70774559667737,190.32747260864102,203.0868048257335,207.78117933452202
15,1986-01-09 18:07:47+00:00,169.70055700590171,177.93088974361814,197.26467888230184,179.16652188924243,202.87827427736227,195.10001860408516,182.7742763850522,184.9896177438839,208.7748751162306,209.80844645074188,185.95945100574082,194.53662833914453,204.48163518005035,213.61481030140462
16,1986-01-25 18:07:27+00:00,171.54761095115452,171.82415888040603,191.06757240880415,175.13409203374943,196.7529967579443,193.6698683398437,183.31652294571012,176.28524273903025,200.6713515163139,204.85350963694916,176.48630271358272,187.03411497243602,197.39155679729947,204.5551192744404
17,1986-02-26 18:06:42+00:00,167.44734343261106,161.91015309037743,181.47506978008946,157.35595129060508,189.80822595124826,186.6371501767866,168.87834497169408,164.18829267061975,190.22015706759993,199.34364878685625,174.1676117500253,181.6334041036926,192.26586421840386,197.93939869621468
18,1986-03-14 18:06:23+00:00,167.27074299375482,167.9919510770294,179.51105715890483,165.05609081446173,188.0271757451436,186.82972809998216,164.63073318051272,159.62096635422256,186.13838796353664,191.21441418118465,164.72353297227625,178.21519041852184,191.8113814974086,194.35493896707968
19,1986-04-15 18:05:42+00:00,185.77275368417207,169.48716701929797,180.50069150764847,164.79456584542274,195.05367199050107,191.1137842099652,174.87003224981748,167.5860376338345,188.30621092413645,196.20426875380716,166.5264250392687,179.0498894607623,189.24625325218346,194.38047640599763
20,1986-05-01 18:05:19+00:00,185.54754636645168,165.6839350991928,181.80982064728366,165.07208467429328,198.61917884362657,193.70299772381742,170.4932116555216,159.2473215677012,173.77721647944992,196.47490028426188,166.42844434886726,176.93324669388193,192.83173450904212,191.4132079057378
21,1986-05-17 18:04:53+00:00,187.09838226545668,175.9166953788225,185.79540943557583,166.71115609350778,200.95315623432026,197.65034502445593,173.24763182636354,166.55322382509036,190.88083492516932,200.41453652894134,181.09670794341866,185.5499630492048,198.23105204969093,204.14121077940618
