,dates,chi0377-0000,chi0377-0001,chi0377-0002,chi0377-0003,chi0377-0004,chi0377-0005,chi0377-0006,chi0377-0007,chi0377-0008,chi0377-0009,chi0377-0010,chi0377-0011,chi0377-0012,chi0377-0013,chi0377-0014,chi0377-0015,chi0377-0016,chi0377-0017,chi0377-0018,chi0377-0019,chi0377-0020,chi0377-0021,chi0377-0022,chi0377-0023,chi0377-0024,chi0377-0025,chi0377-0026,chi0377-0027,chi0377-0028,chi0377-0029,chi0377-0030,chi0377-0031,chi0377-0032,chi0377-0033,chi0377-0034,chi0377-0035,chi0377-0036,chi0377-0037,chi0377-0038,chi0377-0039,chi0377-0040,chi0377-0041,chi0377-0042,chi0377-0043,chi0377-0044,chi0377-0045,chi0377-0046,chi0377-0047,chi0377-0048,chi0377-0049,chi0377-0050,chi0377-0051,chi0377-0052,chi0377-0053,chi0377-0054,chi0377-0055,chi0377-0056,chi0377-0057,chi0377-0058,chi0377-0059,chi0377-0060,chi0377-0061,chi0377-0062,chi0377-0063,chi0377-0064,chi0377-0065,chi0377-0066,chi0377-0067,chi0377-0068,chi0377-0069,chi0377-0070,chi0377-0071,chi0377-0072,chi0377-0073,chi0377-0074,chi0377-0075,chi0377-0076,chi0377-0077,chi0377-0078,chi0377-0079,chi0377-0080,chi0377-0081,chi0377-0082,chi0377-0083,chi0377-0084,chi0377-0085,chi0377-0086,chi0377-0087
0,1986-08-15 14:01:53+00:00,201.8567027941181,171.11998722687034,179.62506765107798,191.4306888103173,235.58131392288942,236.34918090110855,191.70261878645533,199.17089599841188,234.2942584726468,250.69170340067694,251.4449450855602,254.56617649120727,264.29433247817957,241.45160276402308,226.99470430302617,218.98735439374872,242.764873694105,235.93812054362118,145.1633520267659,211.53852094806632,174.49600256523007,164.95684062262995,221.6562619753431,202.4453247487346,211.4375693882674,236.11307016690725,239.00075722929714,237.59651796111092,244.2245695233281,249.41287515278935,243.41767457699672,236.2613495454014,243.30362555253794,248.15920867204636,237.76711701313292,229.25159355418515,232.4956693596649,239.79778633839945,235.02704451847737,235.3780992775168,226.96540290731969,214.97718913301412,212.08865613493026,221.20879314738792,216.81426592632977,216.98317881740593,230.60292113781142,222.0602738479296,217.32569171816056,206.79981335780843,192.932645511207,206.60470357106385,205.39005519012758,212.84561650655922,224.54952053350104,220.14450314520448,216.18750727124825,219.1289473521178,223.27971955243925,222.23667359836944,213.08108233257303,212.29367367614054,216.06394912529416,222.94878552029377,192.41607887588967,174.2413668650688,112.54863132030361,31.020588582522812,,189.3934328131427,191.36765157393927,193.543732864631,184.279727048276,195.55999201097194,198.64758373786057,200.76216730861194,206.61277920602157,201.93822333482217,197.094678881036,190.8709553029454,171.77724084117432,178.8590967925862,190.10489566180524,189.80548257971128,182.629026194618,168.87529294116996,188.56099594627617,182.81746385645363
1,1986-09-16 14:01:09+00:00,,,,,,,,,,,,,,,,,,235.93063085707038,146.2598456919144,195.1346850159088,189.75766344550655,194.43138459445547,212.1658205673927,,,,218.58945053326389,230.87555639892207,225.71355119973305,231.15394868317725,232.71018403820352,235.475040188014,240.0231093729132,232.46852933951968,220.06524760147707,,,,,,,209.10454710468179,221.50043469769835,222.51471230488497,209.80777522847706,215.26919828217802,218.9076129902806,229.51707017810776,204.9589976193041,196.608898968281,200.53715712852392,208.6554395318408,205.01938740706635,213.57486914031034,218.03095658159663,211.17856960908233,208.4655993429797,220.07215182946658,217.57043022673366,221.81399082307365,214.14412912278587,233.640334404237,229.12201888495701,215.98544327618933,170.1687797410906,166.85694126394446,90.72887838979248,29.39843480658566,173.2488809825737,193.5729987736262,191.73718909564647,180.48312828682242,186.47666009421155,191.27281913811927,193.62897515745962,197.92720316930456,188.88256984241013,197.25950234958458,192.07171924849825,188.932632419219,174.2913858841235,185.10498513332044,175.4866105154309,172.3878961819624,176.32535204383896,164.7772353673297,177.07383172084104,170.23788964626397
2,1986-11-03 13:59:34+00:00,203.21755186713062,181.0834377714417,185.91776319540406,195.19879208066544,225.4929509824599,218.8257758583348,188.22199278224883,205.52035034077466,243.1157152851816,241.8678559051077,249.52490894968,249.94364903067412,257.66911970492333,232.39440559062734,223.98978209434915,224.50820303133145,245.3941384637296,211.29325590647275,153.18121855233827,193.81203329470725,186.63083511035393,177.62952252178383,225.14187273200517,214.76808523340884,224.566748306157,236.73082601449042,229.03456323812242,234.728508751586,241.22130384881874,242.78274887182448,241.4089323210442,241.13277862829995,242.28261102750372,241.70174488287049,240.1721699914293,233.34514028577848,232.610578481615,247.0609948683792,243.9882184658988,228.85427814873458,226.06327590019828,220.4685712831165,222.65651630557807,225.3855989546958,233.74523898291508,223.90934005533995,221.72627563572203,225.22128584695656,221.37927529933884,212.2963661025927,209.70906067935977,213.7488711213436,213.9779177496303,219.32984265210067,224.5238482227689,217.11968630857118,217.94017958312384,219.1838504343044,220.02780140989609,220.87989911666386,218.46128631521302,236.2442376287699,237.04032424609994,226.82079236819737,185.54210248844134,191.612189768013,112.81365943824792,37.54177367575264,203.88842546688235,200.66749980945173,193.62161389080467,190.05699654990673,201.2510896232024,210.14562616898846,203.89327537119448,206.17502061152862,211.45760011773217,203.35474385196073,205.65187873327628,194.09278688747258,175.9965782342019,190.06152262611,195.00175680034823,192.73156503813894,187.2728543633059,188.83302974743714,197.54414784371377,182.78857713014997
3,1986-12-21 13:59:37+00:00,210.00417276231846,195.3666514856584,196.1349949298956,207.95198877280805,226.81249597082729,231.30871766346348,216.97710886752367,236.3552907485234,259.27815184449486,258.9585687641594,264.1909329715642,265.9154220840037,265.9062135507104,248.15536980696163,230.68187227849222,225.11968422151986,244.78377530163579,222.12731415199573,155.94959564258318,207.49136909656633,207.460281495117,213.6413916195,231.99394526429614,229.21786225173224,239.821610846574,242.68983068539603,249.11950567224682,248.8365976257987,245.4005660489834,254.82710765659152,255.3264184000098,239.4735287451841,245.67522722931835,243.5025827618914,248.8547205432164,247.3284953390661,234.0190264803524,248.12412878378373,251.20954724279454,241.3443146616317,232.55310292069902,228.90912645832924,228.66713758904075,223.6091517541011,239.83220178868535,232.7616734309872,231.35589188886993,241.51074218731551,232.5159614566598,224.1774519960215,219.54542776481202,221.084438760987,226.68497574189183,219.29080384649683,232.60597597634631,225.13040996745943,231.76139304949032,235.46396901895437,229.64709408265276,228.83317305390165,230.62825353091557,231.9707047949919,238.6828605356753,229.87529013550628,197.65648340154684,203.7782719360384,102.46855132244765,39.141469316048074,214.7529876184256,202.92473079086596,204.56459681047983,196.27615416541101,194.51221789494045,209.2410552768403,204.17522901208332,207.76589730132275,212.65485701296032,207.75265512905148,202.90661424056225,210.7988792589444,203.02034980222678,198.09202396197668,201.30375869446868,194.76855896190997,203.8119960251542,198.7078850278794,213.28102789051525,203.91332993830963
4,1987-01-06 14:00:06+00:00,217.1865267989896,198.67829890345268,203.25385290470894,208.91322669861273,227.01975996696348,234.80853315888703,212.09618887494696,221.4175112609184,259.2950589966697,252.65586739346102,246.3034830505516,259.54574758531754,266.78665745854227,253.15587720707222,239.83857640762105,225.67118618900773,235.37494104298088,210.22588848859357,149.8404783858419,193.32988298985188,177.48490545832385,,237.94944601434514,228.33652055390394,227.59706869795107,249.1908824267665,250.95958464959295,242.77100147992135,251.32292088393584,246.17603898987488,247.97579118281993,238.83214192754937,239.2622545828737,243.80875277035926,245.4678698611295,249.32724033869772,248.1606299962878,238.72603390427074,232.66280590364264,235.9584300845049,231.37623621338213,222.76699152618292,220.3212900130016,225.69915584392407,226.15079898835367,228.7850657622916,238.77592128783064,222.70243232329406,224.46976851323333,218.13817149397707,213.40694128872616,221.34975051629297,226.3802317222731,232.16350156852957,230.50468668846915,231.4906195530516,228.9396790530713,235.45008185256793,234.1477553137711,230.47683985043022,232.02730547581803,241.16231809168778,,,164.28276644248578,165.42500390005029,97.18592916988405,36.681772820388204,206.61221100916623,202.48282930297225,201.91111818246242,197.664766772689,196.05698859934944,198.36931016461946,206.22268947546786,201.69455883974763,204.2280607262247,204.7424034637914,207.11224982788048,200.09186229566959,188.33242969395366,192.50054810031224,204.52239416084632,202.18677112660635,202.22175580875654,196.67769775890017,201.68014522301917,202.3644202905065
5,1987-02-07 14:01:09+00:00,215.15556518060413,202.55441661039907,208.74122827968358,226.82253029541693,236.50807829771662,235.42400647553464,223.58709126630043,236.47377581343062,282.8373050691612,288.74733630291496,297.8889218995049,273.9307696905032,268.43897730231475,257.0265794535886,276.1518877503689,256.5568714071237,237.64998508152144,225.26850335395793,155.0772373630261,203.12014844497057,,246.09311401435966,250.60598186803853,241.80814928822502,238.19117859237772,251.41689950356033,267.1903097617064,265.545214766478,265.0759303438004,260.02201438856576,247.12663281070553,252.35540805949563,267.30555555812884,261.15373357840997,255.89200231794504,246.6395407284977,269.50523179266986,262.94049737380834,235.4477530401156,246.22504881090416,245.98592365686042,250.7077438402763,238.65967806692788,231.93770409148908,239.9167264314257,243.23963929127723,235.38234184810372,231.84975242650063,234.51101577595082,233.84696775675053,227.0609920636448,226.81395720538669,240.8975043492943,233.55816613713336,230.6594388586514,237.49018083305856,234.77424060034969,240.98989910876395,238.47760615927862,237.46316583421526,248.78447526646622,229.30235817276312,245.4812825277127,235.90509699726658,170.43887132795703,176.2971398325271,99.0511857362086,,222.407026900665,223.43284440216985,205.32012518574447,210.29803445881055,197.88370312069435,214.68393985495857,208.59585169948787,206.78131560006264,214.45609280280408,221.66879832162985,217.95450517285565,204.06028934759235,207.34441556319703,211.2482991724623,210.07047092254473,207.480437274937,216.2900288647015,212.41415358526172,216.0591832210197,218.10527234590992
6,1987-12-08 14:08:41+00:00,218.15475315734307,194.9754711034389,205.29636821953335,208.7646725732863,240.23581870045138,241.619414489113,221.50328241872683,,261.96948657535546,259.1878538113492,258.76566871234917,269.4386431649016,263.9251363455769,262.070420295591,254.3527308609582,251.38416449107953,245.11228171308954,190.57096204084883,157.87571939033205,192.51204954125942,182.43678348817082,179.3634530351426,245.54516229155647,229.91665922505098,226.29017310685492,250.57990699746304,249.58702015584134,251.7770507363691,256.1152132045305,249.4663213534526,249.8748403068059,251.9266311897591,245.96767709237798,240.9890230663803,249.51350134407727,241.70587882745008,232.701191544194,240.60113931678535,233.62201351631688,234.89587396858678,222.91064391265948,223.5219277627989,229.80176205203873,226.06035158188791,233.56591100158525,227.36680109117725,223.12131995792492,224.57851194273175,214.91382496350485,214.88540458534524,205.79922281349,204.28685054995037,211.90375237713846,224.78007529945836,221.01868349321106,222.10183058898994,218.19461436844693,235.20366939948727,221.58920749562037,218.98915766067586,184.45767670297727,165.50324670976215,,,152.4946434622774,162.45880858695165,92.19093989635432,4.674868052680825,,189.57935607505223,194.3671234681463,192.6405890903382,191.06709734293239,193.43971395572774,183.87631604155763,191.95177910294802,198.72137220931938,204.78682567026507,192.6432891196552,187.60169785940639,172.11258541120293,179.33578281594546,179.6984422923141,179.14203878491776,178.75897068364895,171.32699615444582,192.23566058290314,186.05479964206023
7,1988-06-01 14:10:45+00:00,,,194.03535271394776,196.6156625736587,210.68883303786157,216.7072873223596,202.9511124051497,,248.16506684723697,252.70958228728188,254.62397956052794,263.55952566359093,259.8886109376417,249.19580840838677,257.82212556701813,244.90864302031565,249.01804198430173,175.56267479161104,148.8222846557332,197.92997782252982,190.57819606629127,208.92420216517561,241.45866553471717,227.1339572902357,226.00288540840808,237.33432051247138,242.5937870378429,242.08460375693764,241.01483075696683,243.63394760787628,240.24262960351396,236.38015624115457,234.6238423290593,240.07693887440962,239.71588105659268,237.88745905636836,232.2264809736678,246.95138433293164,225.171084831238,228.61316756404756,225.153262846267,237.55106606151782,218.26202635133924,222.83143472982948,223.85959339003887,219.3696409381979,223.5477591524123,215.07949836408892,209.09942848152133,197.79598053593034,202.99496005642845,201.242477318974,193.22292075460098,213.4896495576817,216.5318879068749,218.2687823763198,225.3634357156049,222.4124157342563,223.1497840902503,214.37303252193243,188.29685854808463,167.93183307212294,,,153.059955898003,159.40195730713594,92.84106373249753,28.446379341754156,,181.75444214352595,183.2005799920206,182.00970259349913,175.80901845899385,193.36892030137966,194.20920025302723,187.59963888006862,196.74163899829622,194.96166366689573,199.9028208250903,190.53371554023408,168.8685457393159,189.79151145894917,192.0819649535072,194.35505088771592,184.85610729637182,174.62960703630108,191.00798092367162,184.10425673924743
8,1988-07-03 14:10:55+00:00,201.40226923665497,172.47596777916215,181.2687468962072,189.28675191446263,214.55342811711964,229.3017914392634,202.0062191351941,212.7890252107164,257.07710036437845,268.50504466733486,268.3873621833327,263.2518965532801,267.3674669019735,273.36155999629494,266.96312048843276,256.22970057344753,257.77346505711137,,,192.50607341771988,,225.14194856422338,247.5893504148926,247.7224475838176,240.8344412569203,239.21512532757487,250.15893108289393,256.9233386697149,256.2122820224447,259.1313102586772,260.9575202388023,244.49947436289096,234.40271201987414,229.54426916935887,239.13408951577577,255.15628633120235,246.46196407146482,247.45681657176277,228.96709506349544,226.53700110104919,226.1670984072992,214.10040621228086,214.05073296728338,223.84045516189187,226.9401345599549,221.80235599481728,234.7037908354614,218.36752184975825,204.40249765783605,208.39112503054403,200.99621331082272,211.4732508972602,218.67695259231562,208.4509826183664,208.64787366212718,226.28398644460714,226.33809463236358,233.09662564694858,230.0694570853383,204.22049300743362,184.84705518126626,,,,158.07903609962722,162.62896876942514,86.98167298230638,,201.75074080017308,184.46044174794216,190.1982794778698,181.53433670087838,179.60271836722157,185.14848663540226,200.7340362775596,201.27504660014324,202.88958690883624,195.9025810757347,202.37120988327638,194.33329688906161,184.21365057151857,192.06649618352927,195.88708054238185,190.32405064167824,187.69923264674864,189.20777309996743,186.94403647017097,190.8114542064495
9,1988-08-04 14:10:58+00:00,,188.05872188282677,199.92098326406358,,249.89834221968596,253.82054690222196,225.86314789763634,236.75933952147108,283.06086083054817,282.00825749639057,267.12348277488496,277.82942416288756,292.62546736916784,301.0689612051548,,,284.17917842168333,,,,,262.9353871275515,263.9849309964179,246.45623532147476,252.63269732753264,251.19887440688444,250.93932588043694,243.2614230615473,254.87882703074004,251.5308595023389,243.7561367642496,243.1240541999255,252.5327925526597,250.61555905065165,248.25751102376614,248.87821281129453,245.97679200606703,247.96009577037773,249.04659718144268,233.74816798401167,222.41822562035367,224.19233172752647,230.50842838786969,227.64077565657868,239.335191322058,230.76059765835197,225.93208481123204,222.6331103053929,220.69985830849666,215.88693145041518,215.2665742267206,211.39636194345664,221.41031213894894,225.2193377329323,231.6733382056657,236.53594879079185,236.5200139602595,224.65167612092756,225.8380785855583,201.60964479150277,173.93679503549282,,222.87813440181984,237.9024354953932,214.9960707165701,181.01821361491326,116.54129169490464,,202.90879132797716,206.0296884099262,199.74942267696713,197.86294760964202,194.65714656581955,199.54953078236235,205.75388057084916,192.31562743870052,203.41700900874346,218.77857608573683,205.6964749676282,199.40910458158547,200.08312398036108,194.97569972549852,208.3173747445094,206.43462424468137,198.1942655424037,178.11728696233777,196.4582369325308,198.63845282466355
