,dates,mex0509-0000,mex0509-0001,mex0509-0002,mex0509-0003,mex0509-0004,mex0509-0005,mex0509-0006,mex0509-0007,mex0509-0008,mex0509-0009,mex0509-0010,mex0509-0011,mex0509-0012,mex0509-0013,mex0509-0014,mex0509-0015,mex0509-0016,mex0509-0017,mex0509-0018,mex0509-0019,mex0509-0020,mex0509-0021,mex0509-0022,mex0509-0023,mex0509-0024,mex0509-0025,mex0509-0026,mex0509-0027,mex0509-0028,mex0509-0029,mex0509-0030,mex0509-0031,mex0509-0032,mex0509-0033,mex0509-0034,mex0509-0035
0,1986-05-07 17:30:05+00:00,,240.5851646849251,237.747381011116,235.844372154139,239.42068077814156,247.3908448134578,243.17703320403368,252.7644793606825,258.96458299273024,273.30565975270713,277.3846143888276,287.9969327470362,297.3714875649318,300.56886971154285,290.2539215085564,288.00581214982077,281.30688364951743,272.33411515094383,268.46788257739377,270.7975550173261,277.1308042765512,274.91068472362474,289.77130572914336,296.87420070276494,287.9378609814804,280.6665749185139,282.75256304879224,294.06862996820644,298.0854874016667,305.89101200914354,311.5784094684939,308.01505327442567,298.87810284172383,285.9449855875008,266.21885003610146,254.0511331407215
1,1986-09-12 17:25:50+00:00,277.1060915113157,264.73807972294117,257.9621636972394,254.0087054993618,250.738474702428,252.0956584330924,258.62861585241626,258.17085390020117,267.9428581709399,282.407799082439,288.2190889538508,297.2557097700288,307.1172708217511,311.7419079359019,296.61488581262915,290.1706580347665,283.98747988068266,280.74368487794356,276.3141284069143,288.8811997261629,297.7108636137828,305.45914955034704,309.62618707246503,315.94886845908735,309.1998263329944,304.01923464803167,299.9636588496849,304.92599916725527,307.0128261528584,308.8036631400336,315.36153927381406,305.1275076459468,300.469110046944,287.37640434320815,275.49511637823406,268.8241186944052
2,1987-06-11 17:29:41+00:00,253.77384349051954,251.3610283319665,250.45504275070823,252.01154445049917,256.7192960414028,264.507796217066,260.17914164151114,271.10646543842233,273.5699228126017,287.0844633858446,292.57464608998885,301.7796150019534,311.01037712860074,310.2995876016166,302.0166986022369,299.3891116513974,287.7701930784004,274.79132062922423,274.86938736168986,283.41370970241627,283.31318458915786,287.0885157740742,295.38037122736495,300.5729302305015,289.21156996415965,288.00993784257895,292.2695034594253,295.2766306157084,304.3148981431572,312.11763314598556,317.0713423702307,309.10920949843205,303.520991735011,292.0137069444215,275.85661741444716,257.7366068974056
3,1987-07-13 17:30:20+00:00,264.4202445527766,254.8954942328094,250.63475319671232,256.12710117627256,249.64268118805018,257.7499644760913,262.8839414291583,271.385298138302,272.7204282200501,282.0524512720281,291.8293854925291,295.45590230456713,304.7759062099891,305.272825346374,298.9202644866147,291.43117384166686,285.3412812498538,275.9212015117226,275.4159760827334,284.2614372686583,288.4790438699362,288.91663889632576,296.3305876629926,296.99074197855185,289.84973751564655,287.4852410928321,283.9607807339747,292.72282922874507,303.6073742915263,310.6208646377813,314.3464389378565,310.2064283157401,303.7400116453746,289.26730881433724,271.83106788338165,257.48985491380074
4,1987-07-20 17:36:38+00:00,276.3380087949488,271.3483318871455,266.12350444387323,262.7800991380595,257.57674756113676,262.773483367699,262.9542368858743,279.1173843878514,287.1269907667287,286.989836758961,298.2307299897014,306.3109559948075,314.2956467375984,314.9492461229153,308.9689531250623,304.5742214606261,284.138068694012,286.3862331672266,289.567094164349,294.98046864661535,302.8402967349936,301.52768462026825,312.1766030120778,310.64321760892733,304.4871225316565,306.53580755961804,305.28019987932646,305.0072756910571,315.4845806022237,325.3739591828244,332.7382793341745,329.57124964140166,319.6306091123078,305.95924995199255,290.6972030007934,277.2225056070058
5,1987-09-22 17:38:24+00:00,271.5599953501931,274.08403161743786,261.7717631202533,263.6539157116376,264.73214960964026,267.66986514310594,263.4703942146947,274.3699085781487,273.34684791953885,281.31352682571116,293.2200324904104,301.2418640014124,313.8612339984683,313.3570015279717,307.61166499330596,305.07089056762067,295.1894646909587,281.75528636687665,288.4907717568098,297.633567078586,302.5637053130046,304.82373119587686,313.88902135144417,312.26196948656195,305.26504770360054,303.2525766898854,302.73552136765625,306.4435711614386,315.3401893706111,318.68210904411853,324.1597852069918,319.8802599552168,309.56105662971123,298.1663146335548,287.2943488411684,279.5604920550572
6,1989-09-11 17:37:23+00:00,286.96250585166877,283.5475922847625,280.05261938653723,275.5483419481271,277.6306841364679,270.2136798692195,278.0149565237166,281.0571056933975,278.7994553894124,283.42703830513835,292.7410566464859,302.4017583505928,311.0767715734314,312.46323142411023,306.25806943890814,298.73178884866064,287.45204103057705,285.48654894631653,286.7600835604152,293.053917788458,298.88770884174374,304.4663081014543,315.12253763121726,317.23044042366143,311.4075496044467,303.5944082974914,301.8636136688083,301.74777772629005,306.70317973360545,311.63648646343415,316.51364170994793,306.1694442037889,289.11698194415237,275.51658735068514,261.8045066605243,255.88999417501506
7,1989-10-13 17:36:37+00:00,287.2881846459606,282.83045785429596,273.61578611424596,276.60245618960965,273.9536437199388,266.3383024078919,270.9109781101966,273.90105206658853,274.1808269140727,287.74091102761776,294.33249354507035,301.441779166675,307.4149894093568,312.34360895067766,308.37332568271836,295.4036372740715,287.2114211596898,280.66692743357765,276.75310539982394,283.50013273165763,294.215981976922,302.98052298647923,311.78025494739745,310.2801137561924,303.61960742742895,300.51011168988174,300.0575237422812,297.442433359331,299.23751384632254,309.7591460260209,308.62547921567545,301.5238161992541,290.56701711372153,277.74835345141,264.9566534570742,254.49011294291228
8,1990-03-31 17:25:16+00:00,255.88473036885574,263.3612636049547,260.86089871755007,256.95346569423134,258.6741158084023,263.5193080803848,273.3170505264914,280.0996889961959,279.8923146182557,286.67189510396634,291.42457111754203,301.2950022886955,310.0270962359199,308.77768670420625,306.0834431018388,294.4828306366619,281.3765054744986,272.84519403922184,270.2519203510195,266.640451664378,275.917016275156,292.3840282884276,308.00570523871323,305.7405133289025,297.185857072109,289.64485904435935,287.501064776405,290.45732976057155,295.758615703148,303.24319184947944,309.2704665380081,302.4341487099511,290.14265180714517,277.9688705416862,265.4405240113971,255.88765675676046
9,1990-05-09 17:31:36+00:00,270.1510257250837,270.7600690788991,264.01252689443066,255.34485749925298,252.6830222789256,268.1026983690008,282.5851957430482,281.88760295126764,293.8712686566515,294.23857540614154,297.94694545818663,307.11216330777125,316.3863590619132,316.61274524050856,306.9433384895879,298.3954431712115,281.1636937324224,280.2760197981894,272.6056387669497,277.2683891786081,284.61459757792153,295.2576498367681,301.19663006172124,308.70067066506107,299.76684316570993,291.54172154293354,290.2317461381831,294.20272197578106,301.50178509120053,307.5959383675289,311.499978278988,304.8893626727154,301.0816340956603,287.0218953238376,272.1546770069209,255.17630483801997
