dates,nzd0143-0000,nzd0143-0001,nzd0143-0002,nzd0143-0003,nzd0143-0004,nzd0143-0005,nzd0143-0006,nzd0143-0007,nzd0143-0008,nzd0143-0009,nzd0143-0010,nzd0143-0011,nzd0143-0012,satname
1999-08-26 22:04:44+00:00,,,,365.96,356.31,359.87,368.50,362.61,357.93,355.59,358.73,354.68,372.86,L7
1999-09-20 21:58:56+00:00,,,343.27,349.95,349.30,354.15,365.35,354.29,345.84,351.67,353.15,356.16,372.05,L7
1999-09-27 22:04:48+00:00,,,374.43,383.09,367.10,373.69,382.05,359.17,357.04,352.93,355.47,359.58,371.40,L7
1999-10-22 21:58:52+00:00,,,,,,336.67,337.28,337.51,324.61,332.05,336.18,333.38,,L7
1999-11-14 22:04:42+00:00,,376.83,372.71,375.58,366.04,365.21,375.98,356.99,363.29,356.46,353.29,355.42,369.39,L7
1999-12-25 21:58:28+00:00,,401.19,388.09,383.95,377.84,372.92,372.79,363.75,360.74,363.01,364.35,360.21,370.20,L7
2000-01-01 22:04:37+00:00,,,,,,,,,323.37,,,,,L7
2000-02-11 21:58:22+00:00,,376.88,367.91,371.47,354.40,364.15,363.31,359.59,354.54,355.53,352.99,351.15,359.36,L7
2000-02-18 22:04:29+00:00,335.90,325.03,332.12,349.85,345.48,349.22,361.54,347.28,348.14,346.97,340.47,347.65,362.13,L7
2000-03-30 21:58:33+00:00,358.43,348.62,346.65,350.96,346.13,353.00,361.00,358.59,348.69,353.41,356.45,353.47,361.66,L7
2000-05-24 22:03:46+00:00,377.44,373.54,364.55,367.90,356.50,364.65,375.13,,,,,341.97,367.04,L7
2000-07-11 22:03:17+00:00,378.28,,338.59,,336.38,352.35,352.91,352.87,342.50,338.92,349.23,352.55,365.98,L7
2000-07-20 21:56:59+00:00,389.83,375.06,360.46,,356.81,367.55,373.24,354.69,344.41,338.94,346.76,355.46,363.13,L7
2000-09-13 22:02:26+00:00,363.86,355.86,352.23,357.75,351.19,355.76,355.04,353.94,344.50,345.41,346.33,349.39,362.96,L7
2000-09-22 21:56:29+00:00,,328.21,337.00,345.35,341.53,348.61,354.58,354.55,344.81,347.05,,,,L7
2000-10-15 22:01:56+00:00,,383.73,370.69,368.46,367.36,364.16,366.72,354.19,341.36,339.49,347.72,353.49,363.66,L7
2000-11-25 21:56:23+00:00,362.77,356.94,346.62,356.33,343.82,354.84,352.93,344.24,339.64,334.96,344.76,349.10,357.73,L7
2001-01-03 22:02:12+00:00,373.21,357.58,350.27,355.18,348.31,357.69,360.18,357.75,345.53,346.16,355.73,353.64,361.24,L7
2001-02-04 22:02:14+00:00,,,,,332.62,341.58,349.19,346.14,331.35,335.46,330.83,337.10,351.02,L7
2001-02-13 21:56:27+00:00,399.65,378.65,372.05,362.26,365.88,367.93,376.12,362.93,348.09,354.12,352.31,358.33,376.22,L7
2001-03-01 21:56:21+00:00,400.34,377.71,370.77,,332.51,350.94,366.79,369.75,361.89,359.81,366.51,363.16,375.03,L7
2001-03-17 21:56:16+00:00,362.70,352.08,352.19,358.80,348.93,362.58,364.45,361.65,352.71,350.91,361.06,363.31,371.28,L7
2001-06-05 21:55:40+00:00,354.30,351.43,349.17,,356.21,362.32,366.75,360.23,346.26,347.81,361.96,355.52,370.50,L7
2001-08-08 21:54:37+00:00,392.11,374.94,365.92,367.01,360.06,362.85,362.74,356.07,348.91,350.16,352.46,357.99,374.71,L7
2001-08-15 22:00:38+00:00,391.90,,353.73,346.44,348.46,350.74,353.77,351.25,339.92,347.35,348.63,355.09,,L7
2001-08-24 21:54:24+00:00,382.50,367.16,358.02,357.62,353.05,354.41,357.94,350.72,343.02,343.23,348.94,354.32,371.12,L7
2001-09-09 21:54:36+00:00,391.69,380.98,371.77,376.12,366.71,364.17,373.82,354.29,359.05,354.15,352.40,357.70,368.19,L7
2001-09-25 21:54:04+00:00,381.21,,349.75,356.60,353.14,360.82,362.21,364.76,351.88,356.55,361.15,363.30,368.93,L7
2001-10-11 21:54:09+00:00,372.71,371.71,342.15,355.27,348.21,361.61,359.41,360.66,350.92,356.47,359.32,363.90,371.99,L7
2001-10-18 22:00:06+00:00,411.25,382.18,373.76,369.80,368.21,367.98,364.75,357.09,351.79,346.81,351.83,356.44,365.29,L7
2002-01-06 22:00:31+00:00,374.18,359.27,350.12,357.92,351.44,353.87,364.90,357.76,354.16,351.02,355.54,359.76,369.57,L7
2002-01-15 21:54:47+00:00,415.26,390.01,373.34,378.82,363.92,371.90,369.93,360.10,363.57,353.61,355.87,357.25,364.90,L7
2002-01-22 22:00:40+00:00,377.09,360.44,351.62,356.24,348.17,351.09,361.00,354.24,345.79,348.42,360.52,357.18,366.21,L7
2002-01-31 21:54:50+00:00,,397.86,381.37,375.42,370.54,362.67,370.82,361.15,357.16,351.00,357.31,360.49,368.82,L7
2002-02-16 21:54:54+00:00,,398.09,388.47,384.81,377.65,375.92,376.36,371.17,356.36,360.82,357.08,361.32,374.32,L7
2002-02-23 22:00:43+00:00,374.27,,343.93,348.11,351.67,351.35,358.12,359.06,347.40,351.79,354.22,355.10,365.49,L7
2002-03-27 22:00:37+00:00,358.21,353.82,,,,,,,,340.03,312.73,,,L7
2002-04-28 22:00:38+00:00,,379.93,365.20,367.70,356.85,363.44,370.98,358.96,348.17,344.96,351.87,356.97,362.92,L7
2002-05-07 21:54:52+00:00,,,,,,345.12,350.86,341.42,326.93,326.89,330.98,346.10,371.30,L7
2002-05-30 22:00:25+00:00,,379.34,356.60,,351.73,363.49,369.62,353.29,346.81,342.77,353.09,355.59,362.09,L7
2002-06-24 21:54:04+00:00,359.18,362.54,353.33,,358.99,367.17,371.97,362.40,356.47,352.04,361.46,353.32,366.12,L7
2002-07-01 22:00:15+00:00,352.39,357.26,348.83,345.24,352.28,352.54,362.53,354.25,341.24,345.21,344.59,343.72,354.74,L7
2002-07-17 22:00:08+00:00,,355.87,355.43,360.49,350.43,367.66,366.15,362.64,353.74,349.31,359.41,364.11,369.59,L7
2002-08-18 21:59:57+00:00,,,358.33,361.96,345.79,354.12,351.65,355.26,341.00,342.59,349.55,348.75,,L7
2002-08-27 21:54:00+00:00,,389.51,374.42,376.23,361.42,366.44,367.17,354.26,347.15,342.31,348.74,354.36,361.53,L7
2002-09-12 21:53:55+00:00,,,,,361.26,364.03,373.49,356.59,359.66,354.85,355.58,362.24,370.00,L7
2002-09-19 21:59:35+00:00,362.14,348.37,345.83,353.73,344.59,346.98,358.32,351.99,348.94,344.71,344.58,351.57,363.74,L7
2002-10-05 21:59:31+00:00,352.48,343.24,348.75,354.26,344.47,355.25,359.14,357.14,349.52,344.50,355.64,353.27,361.42,L7
2002-10-14 21:53:43+00:00,378.38,357.03,354.83,354.64,354.85,360.93,364.58,366.78,353.36,367.11,358.16,361.63,367.76,L7
2002-10-30 21:53:25+00:00,,343.31,344.95,350.39,343.89,348.15,359.57,358.82,347.46,345.24,351.69,354.02,,L7
2002-12-01 21:54:16+00:00,359.11,355.36,336.76,347.23,340.89,345.43,352.99,349.37,340.21,338.97,348.56,347.22,,L7
2002-12-24 22:00:09+00:00,415.56,388.49,377.73,369.61,362.10,363.61,364.34,358.64,352.32,350.93,353.21,355.78,364.18,L7
2003-01-18 21:54:06+00:00,390.74,378.84,373.98,372.69,365.90,365.67,377.58,361.14,358.63,358.70,356.13,361.06,375.51,L7
2003-01-25 22:00:18+00:00,370.90,363.91,356.36,360.76,354.18,354.69,366.00,363.58,356.26,355.64,358.34,361.53,370.17,L7
2003-03-23 21:54:16+00:00,394.33,374.18,373.40,369.56,365.65,366.98,374.27,360.67,353.05,355.94,349.20,357.39,370.34,L7
2003-03-30 22:00:31+00:00,356.40,352.16,348.04,356.04,348.16,349.93,361.64,352.67,350.56,347.01,347.40,352.80,365.91,L7
2003-05-10 21:54:46+00:00,363.69,340.91,342.78,352.25,345.41,357.54,361.89,356.34,347.75,345.35,354.82,361.38,366.99,L7
2003-07-21 21:42:33+00:00,361.83,358.21,349.00,353.21,348.88,355.97,366.42,359.28,355.97,355.08,357.93,363.97,370.26,L5
2003-08-05 22:00:11+00:00,,364.61,376.95,,353.31,364.13,366.19,362.69,355.25,351.54,360.48,364.23,372.32,L7
2003-08-06 21:42:51+00:00,,346.49,350.13,351.02,347.47,351.19,363.80,358.02,352.82,356.03,349.99,357.06,365.72,L5
2003-08-13 21:48:45+00:00,393.20,378.90,368.53,367.68,357.35,360.65,364.33,354.64,343.76,344.70,348.13,353.46,366.10,L5
2003-08-29 21:49:02+00:00,399.65,379.23,366.20,362.83,357.60,355.43,362.72,350.91,346.08,347.13,349.68,354.20,365.67,L5
2003-08-30 21:54:22+00:00,422.64,391.70,,,,,,,,,,360.08,368.13,L7
2003-09-07 21:43:24+00:00,,344.11,340.96,350.14,350.78,358.91,366.75,359.42,352.44,356.11,351.27,356.52,360.21,L5
2003-09-14 21:49:18+00:00,404.44,382.43,365.50,367.68,357.30,381.85,374.63,358.23,353.13,348.67,354.19,358.31,376.02,L5
2003-09-30 21:49:30+00:00,411.56,384.24,375.16,367.73,365.73,361.08,364.74,354.93,352.24,353.89,353.31,354.12,363.35,L5
2003-10-24 22:00:10+00:00,372.30,367.01,362.91,370.32,360.97,371.54,372.38,362.17,357.20,358.49,360.42,365.47,367.10,L7
2003-10-25 21:43:40+00:00,387.43,371.10,366.56,372.96,363.97,368.83,368.31,364.05,356.46,357.83,365.62,358.41,363.57,L5
2003-11-09 22:00:18+00:00,388.09,372.68,365.49,366.59,361.46,362.48,361.31,357.02,349.23,355.64,356.92,356.85,,L7
2003-11-17 21:50:09+00:00,378.80,349.56,353.72,358.05,351.25,359.87,362.70,361.63,356.70,353.85,364.84,361.41,370.81,L5
2003-12-04 21:54:19+00:00,371.51,346.29,347.21,352.51,342.67,353.04,356.86,357.89,346.75,349.06,356.12,355.69,368.30,L7
2003-12-11 22:00:34+00:00,406.29,382.35,373.63,376.81,359.72,365.81,370.69,357.19,354.51,355.12,354.68,358.29,364.79,L7
2003-12-12 21:44:34+00:00,407.34,377.77,369.08,371.26,359.93,366.97,364.87,358.42,352.89,352.05,351.55,355.65,369.38,L5
2004-01-05 21:54:57+00:00,378.93,378.66,364.47,360.51,349.09,348.49,346.95,339.08,325.70,327.08,332.42,327.83,326.42,L7
2004-01-28 22:00:52+00:00,,360.23,357.72,360.23,354.35,357.16,358.30,360.67,344.22,349.34,354.52,,,L7
2004-02-13 22:00:55+00:00,366.53,360.13,358.24,362.89,354.33,354.90,367.42,364.17,358.61,355.72,358.01,357.90,361.89,L7
2004-02-14 21:44:33+00:00,358.66,348.68,350.80,354.26,349.30,352.92,362.43,362.56,350.93,357.29,355.77,363.33,366.74,L5
2004-02-21 21:50:47+00:00,,,,,325.76,326.79,348.62,348.99,338.32,341.41,352.24,359.55,369.90,L5
2004-03-09 21:54:51+00:00,,,387.64,389.55,362.02,364.62,365.33,356.55,362.93,363.03,363.06,364.99,372.94,L7
2004-03-17 21:44:44+00:00,367.42,349.79,348.06,352.81,342.87,354.92,355.28,354.58,342.43,346.53,352.40,353.81,362.08,L5
2004-04-02 21:44:54+00:00,365.08,357.16,352.17,354.78,345.56,354.03,361.73,357.65,354.82,348.62,355.28,354.58,359.93,L5
2004-04-18 21:45:25+00:00,359.99,356.77,354.14,352.56,351.94,359.93,365.22,357.98,349.06,351.56,353.18,357.15,364.03,L5
2004-04-25 21:51:47+00:00,371.47,364.21,359.61,360.24,351.74,358.14,366.19,353.88,351.05,352.03,352.17,354.69,366.95,L5
2004-05-03 22:00:59+00:00,352.42,345.14,346.65,347.72,345.54,352.79,357.89,356.87,346.02,347.13,,,,L7
2004-05-04 21:45:52+00:00,366.23,363.19,360.69,362.32,355.12,357.45,362.90,359.65,354.26,353.12,359.18,355.73,360.27,L5
2004-05-12 21:55:13+00:00,364.95,341.65,347.43,350.94,,,355.77,,347.59,350.69,358.60,356.76,362.86,L7
2004-05-20 21:46:20+00:00,379.48,370.12,376.01,353.97,354.99,359.49,365.97,360.92,352.18,363.22,343.12,350.58,357.42,L5
2004-05-28 21:55:11+00:00,,356.54,349.46,354.28,341.60,356.69,359.11,355.50,347.54,349.37,356.59,351.13,363.24,L7
2004-06-05 21:46:48+00:00,411.92,385.25,368.19,,351.25,353.21,364.03,353.32,347.26,342.59,348.89,353.97,359.02,L5
2004-06-12 21:53:11+00:00,,,,,351.64,363.17,368.75,359.83,346.97,346.65,350.79,350.33,,L5
2004-07-07 21:48:09+00:00,384.16,382.46,366.07,356.50,352.53,357.26,367.02,361.15,363.85,355.05,360.99,355.07,363.69,L5
2004-07-23 21:48:09+00:00,381.38,377.26,365.69,367.44,351.81,358.71,375.26,361.66,363.57,360.12,366.96,366.87,368.56,L5
2004-07-30 21:54:28+00:00,,342.37,344.74,352.20,345.75,355.84,364.03,355.22,350.30,357.55,358.29,358.94,371.08,L5
2004-08-07 22:00:37+00:00,366.64,362.50,362.42,367.76,360.09,354.09,366.97,363.48,358.52,359.69,359.49,356.79,365.21,L7
2004-09-16 21:55:41+00:00,402.40,385.26,368.16,376.31,361.91,366.90,375.01,356.25,353.62,353.82,351.58,358.46,364.09,L5
2004-09-25 21:50:07+00:00,,,346.71,352.40,347.70,358.53,358.91,357.96,349.41,349.57,348.23,343.02,359.85,L5
2004-10-02 21:56:02+00:00,424.30,397.31,381.30,379.75,368.66,368.21,377.54,360.64,355.09,356.40,356.27,358.16,369.26,L5
2004-10-19 21:54:19+00:00,400.85,,,,,,,,,,,345.26,356.93,L7
2004-11-03 21:56:42+00:00,390.51,377.10,367.44,364.32,360.65,359.84,363.85,356.44,341.05,350.19,343.70,343.57,348.77,L5
2004-11-04 21:54:55+00:00,379.02,363.75,364.72,365.90,359.76,362.65,370.36,366.39,358.03,354.33,351.88,352.96,,L7
2004-11-11 22:00:45+00:00,342.18,342.62,347.16,350.53,343.66,345.92,363.93,361.95,343.58,342.58,343.52,341.95,347.79,L7
2004-11-19 21:56:55+00:00,,370.23,363.81,370.49,357.91,371.80,373.47,368.75,369.56,361.24,363.41,373.77,349.23,L5
2005-01-15 21:52:09+00:00,,386.29,371.42,375.01,362.65,365.67,373.99,358.99,365.51,361.15,359.75,361.29,369.24,L5
2005-01-22 21:58:02+00:00,357.65,356.64,354.02,356.79,344.63,347.43,358.07,346.80,347.73,345.99,344.58,343.11,356.50,L5
2005-02-07 21:58:15+00:00,350.79,344.95,347.18,347.10,343.71,351.17,356.49,354.61,345.89,349.65,352.35,346.96,358.23,L5
2005-02-16 21:52:37+00:00,364.37,350.45,356.09,356.33,349.06,354.99,362.16,360.81,353.54,358.70,356.89,356.69,367.26,L5
2005-02-23 21:58:31+00:00,379.56,368.55,367.32,366.42,360.54,364.30,367.09,363.71,355.49,356.10,360.74,348.41,355.33,L5
2005-02-24 21:55:41+00:00,,380.24,377.92,375.97,366.23,365.90,367.36,366.00,357.65,358.58,359.66,,,L7
2005-03-19 22:01:30+00:00,368.10,348.52,,,,,,,,,,,,L7
2005-03-20 21:53:02+00:00,349.04,352.60,349.08,354.63,345.01,349.88,357.99,349.05,345.06,348.06,349.61,346.41,355.27,L5
2005-03-27 21:58:51+00:00,410.93,390.94,379.97,380.85,367.11,369.89,378.06,361.29,367.97,362.10,362.35,358.00,358.96,L5
2005-03-28 21:55:18+00:00,420.74,397.80,384.32,384.54,374.57,360.00,376.25,361.17,364.08,361.41,356.44,359.23,360.59,L7
