,dates,aus0329-0000,aus0329-0001,aus0329-0002,aus0329-0003,aus0329-0004,aus0329-0005,aus0329-0006,aus0329-0007,aus0329-0008,aus0329-0009,aus0329-0010,aus0329-0011
0,1987-05-22 23:08:32+00:00,205.67638178982102,203.88108810216926,216.49998107865522,218.10797140741104,220.66257381229215,237.59333179260892,237.36400356072824,241.2109129513933,236.082614344205,240.6921081631345,233.58171214158537,223.56754847716218
1,1987-05-29 23:14:53+00:00,202.65765004359005,207.81760320762552,212.96259856763285,217.28831803015282,224.55099887479304,232.20825191608682,232.1643128776503,231.64413007671175,240.21818144374143,241.38030130887532,233.5344367687815,226.14343480268704
2,1987-08-17 23:16:48+00:00,,,,,232.4535378887088,237.7293378141889,240.7174159433878,236.8171769066139,231.0021743509246,229.0182062224911,222.49232478995694,207.03852890211454
3,1987-09-18 23:17:38+00:00,248.16237595175667,247.25691860180552,245.02178414910043,244.12422725368415,245.29947914914862,245.13924739977924,243.5610306618794,238.8744008299875,238.29704353533464,236.06966150372935,230.07388327334104,215.5770870171193
4,1987-09-27 23:11:39+00:00,252.703220923221,251.64319669571805,257.295087681961,256.7826044616082,246.5811231439312,253.28478238787795,249.6847353904256,245.15821130571368,240.79645632319475,244.73548826912824,231.28452411215122,218.33029560448261
5,1987-10-04 23:17:58+00:00,237.1544201947045,237.52027781938094,237.27095040859564,234.4456464837395,240.37858967312832,241.39740900618696,239.35837357082065,234.95765881193176,229.91752487999662,234.35921826375005,221.84629832656728,214.92101185703504
6,1987-10-13 23:11:57+00:00,256.20103306234074,248.77620217335274,250.3068239737483,242.76262463589086,245.24493526852515,246.93638190447632,245.87978015788406,238.87178625922442,235.0529660118109,233.25776696814964,225.6148954589142,212.4239029636988
7,1987-10-29 23:12:37+00:00,240.1520009156231,236.56990834302502,244.00515583219655,237.97138896920129,235.09234597761844,244.18460932262883,240.86082667400447,241.78685214639933,246.01615421891356,238.5623621740583,219.6025561948841,217.01442890858138
8,1987-11-21 23:18:53+00:00,242.25709199794815,243.67888162329575,245.38690787510006,237.9304734318441,243.17788977801385,252.2277236020946,255.66996440613744,252.5496166282006,253.3428586054193,254.39853521453426,231.45413780182525,221.36387199361
9,1987-12-07 23:19:07+00:00,242.17840380893313,243.3498065734135,238.56016568763664,234.78938324609987,239.25048961200716,237.14641674642914,233.53789984983092,236.02911584192185,242.55757761411925,238.10747310695956,233.8060529406078,218.77960914152447
10,1987-12-23 23:19:22+00:00,230.55350147862427,228.27703081293612,231.76146629330873,216.53299001447215,226.60277254682535,227.9802517363503,222.53189531060545,222.66121966604177,220.63842440545454,228.38876331745178,218.74284118323618,201.2020435997305
11,1988-01-08 23:19:38+00:00,237.37374715146913,235.82136052213855,244.17601010555595,228.3756046349002,246.11768024363388,236.04754630069647,239.90804377057526,238.85569567012465,245.6122550158204,238.78011424849143,230.11552511449204,212.8878655073642
