dates,nzd0072-0000,nzd0072-0001,nzd0072-0002,nzd0072-0003,satname
1999-09-27 22:04:48+00:00,383.58,369.13,367.59,369.82,L7
1999-11-14 22:04:42+00:00,380.81,371.18,364.21,368.11,L7
2000-01-17 22:04:35+00:00,375.95,369.25,361.22,363.85,L7
2000-05-24 22:03:46+00:00,369.59,367.93,360.48,361.57,L7
2000-07-11 22:03:17+00:00,364.36,357.13,354.33,361.57,L7
2000-08-12 22:02:54+00:00,354.48,343.07,344.75,355.12,L7
2000-09-13 22:02:26+00:00,358.75,342.61,341.75,347.32,L7
2000-10-15 22:01:56+00:00,362.07,346.61,345.63,353.64,L7
2001-01-03 22:02:12+00:00,361.62,345.04,343.15,349.54,L7
2001-05-11 22:01:45+00:00,373.25,363.53,354.24,358.88,L7
2001-06-12 22:01:24+00:00,368.37,357.13,350.25,356.63,L7
2001-08-15 22:00:38+00:00,373.82,361.34,354.28,363.38,L7
2001-11-03 22:00:10+00:00,365.81,363.26,357.33,365.62,L7
2001-12-05 22:00:18+00:00,360.90,364.61,358.61,365.41,L7
2002-01-22 22:00:40+00:00,364.77,372.10,364.78,371.81,L7
2002-02-23 22:00:43+00:00,363.55,371.66,364.91,372.56,L7
2002-03-27 22:00:37+00:00,364.69,370.43,363.62,370.34,L7
2002-04-28 22:00:38+00:00,365.34,369.80,363.90,369.84,L7
2002-06-15 22:00:19+00:00,373.52,372.08,366.45,373.20,L7
2002-07-01 22:00:15+00:00,373.14,371.69,366.83,374.08,L7
2002-07-17 22:00:08+00:00,374.16,371.74,366.41,373.81,L7
2002-08-18 21:59:57+00:00,373.93,371.22,365.86,372.81,L7
2002-12-08 22:00:03+00:00,374.66,371.72,367.13,374.44,L7
2003-02-10 22:00:29+00:00,375.72,368.11,363.87,365.99,L7
2003-07-28 21:48:04+00:00,368.46,359.26,353.70,357.65,L5
2003-08-05 22:00:11+00:00,370.99,361.99,353.80,357.50,L7
2003-11-09 22:00:18+00:00,370.00,363.81,353.83,359.37,L7
2003-12-19 21:50:27+00:00,371.45,364.73,355.62,360.01,L5
2004-02-05 21:50:41+00:00,375.87,370.44,362.64,366.43,L5
2004-05-03 22:00:59+00:00,374.68,370.78,364.53,369.46,L7
2004-06-12 21:53:11+00:00,371.26,367.63,362.38,368.91,L5
2004-06-20 22:00:50+00:00,361.45,364.21,359.36,368.73,L7
2004-07-06 22:00:48+00:00,358.46,366.29,361.53,370.19,L7
2004-07-22 22:00:44+00:00,360.33,366.09,362.47,370.52,L7
2004-07-30 21:54:28+00:00,363.49,366.65,363.07,370.54,L5
2004-08-07 22:00:37+00:00,364.10,367.91,363.91,371.74,L7
2004-09-16 21:55:41+00:00,365.79,369.00,365.05,372.35,L5
2004-11-11 22:00:45+00:00,365.01,367.89,363.31,369.67,L7
2004-11-19 21:56:55+00:00,365.61,367.06,362.78,368.64,L5
2004-12-13 22:01:00+00:00,365.86,368.00,364.01,369.25,L7
