dates,nzd0391-0000,nzd0391-0001,nzd0391-0002,nzd0391-0003,nzd0391-0004,nzd0391-0005,nzd0391-0006,nzd0391-0007,nzd0391-0008,nzd0391-0009,nzd0391-0010,nzd0391-0011,nzd0391-0012,nzd0391-0013,nzd0391-0014,nzd0391-0015,nzd0391-0016,nzd0391-0017,nzd0391-0018,nzd0391-0019,nzd0391-0020,nzd0391-0021,satname
1999-08-03 22:00:08+00:00,335.35,337.35,344.22,349.69,351.41,347.35,348.91,351.05,349.78,352.37,352.78,361.10,355.83,366.09,366.22,358.57,360.03,363.74,376.34,364.67,368.06,377.39,L7
1999-09-04 22:00:09+00:00,368.24,349.35,354.35,359.05,354.47,350.76,353.99,354.18,357.65,361.75,363.66,371.72,367.84,370.65,378.50,370.10,363.38,365.61,371.48,373.71,373.02,380.41,L7
1999-10-22 22:00:28+00:00,361.84,345.94,354.13,361.23,356.55,350.67,350.48,354.12,355.33,360.41,361.78,372.63,370.00,371.26,377.30,370.47,365.73,368.31,368.06,371.69,368.82,375.34,L7
1999-12-09 22:00:33+00:00,351.18,346.63,348.51,352.88,346.19,346.75,349.83,352.97,354.63,357.40,357.60,367.73,364.90,368.97,372.73,364.92,366.30,367.69,369.71,369.30,367.77,379.53,L7
1999-12-25 22:00:28+00:00,358.06,351.11,353.63,358.55,357.93,353.12,353.06,354.18,358.54,363.40,364.25,371.08,366.79,370.16,375.75,369.43,366.43,367.06,368.55,370.87,367.03,377.76,L7
2000-01-26 22:00:26+00:00,360.62,341.38,353.34,355.91,353.47,351.18,349.65,356.33,357.38,362.81,363.86,373.57,369.00,367.77,378.28,371.25,368.60,369.95,373.07,370.08,374.35,379.81,L7
2000-02-11 22:00:21+00:00,346.15,342.63,344.84,353.83,351.24,347.61,348.68,353.14,354.25,357.63,361.39,369.74,365.93,365.87,375.54,367.20,369.67,370.05,368.41,367.10,373.05,380.48,L7
2000-02-27 22:00:16+00:00,356.87,344.22,351.58,354.24,351.43,350.47,349.16,352.33,356.90,357.17,361.46,367.16,363.95,366.04,371.37,367.71,364.26,366.25,365.20,369.62,363.18,382.09,L7
2000-03-30 22:00:09+00:00,362.44,351.56,354.01,360.83,361.30,355.73,355.81,355.64,358.76,362.96,361.93,373.09,372.68,368.79,379.73,372.13,367.80,368.42,369.91,368.61,366.04,370.67,L7
2000-04-15 21:59:55+00:00,359.68,350.19,352.22,357.04,351.17,352.27,350.12,349.40,353.87,363.02,362.02,372.30,368.56,368.44,376.94,370.26,368.03,370.30,369.65,373.27,365.74,372.59,L7
2000-05-01 21:59:54+00:00,362.09,357.25,356.46,358.60,358.16,352.87,355.12,357.29,357.78,365.83,364.35,374.10,376.68,374.79,382.60,373.82,371.24,375.20,373.48,380.58,370.91,380.78,L7
2000-06-18 21:59:27+00:00,366.60,347.99,355.95,363.52,361.81,359.13,362.96,359.72,370.40,368.53,366.86,378.79,373.68,376.05,375.28,372.52,370.23,372.89,380.81,379.30,375.11,379.75,L7
2000-07-04 21:59:14+00:00,347.56,348.99,343.46,350.20,352.45,357.72,352.50,363.69,353.12,366.44,371.39,387.91,373.38,372.44,383.40,376.20,374.74,372.90,369.67,364.12,365.45,367.18,L7
2000-08-05 21:58:44+00:00,363.45,350.35,357.78,362.15,363.25,361.15,359.23,360.81,368.99,369.39,368.66,375.82,369.72,370.80,377.37,377.46,375.71,370.15,375.88,380.36,376.22,378.14,L7
2000-09-06 21:58:22+00:00,363.23,353.75,355.65,358.80,356.66,355.17,353.56,354.99,358.96,360.74,363.70,372.14,368.27,366.68,377.07,373.55,364.80,369.48,369.94,370.07,369.54,375.13,L7
2000-10-08 21:58:00+00:00,351.22,347.84,353.41,360.58,354.29,350.64,350.79,355.96,358.96,362.68,361.95,372.23,365.78,364.72,371.60,364.72,364.48,370.34,371.91,372.39,368.82,376.99,L7
2000-11-25 21:57:34+00:00,345.09,335.39,342.80,346.35,341.41,340.85,340.24,344.53,350.92,356.63,356.21,364.76,360.47,363.92,368.65,366.38,366.07,365.05,366.32,370.37,363.63,371.68,L7
2000-12-11 21:58:00+00:00,330.15,340.11,351.50,349.14,353.42,344.94,347.83,343.70,353.60,360.72,357.58,367.09,365.98,361.28,363.06,363.58,365.33,362.57,364.44,360.77,356.04,365.20,L7
2001-02-13 21:57:39+00:00,347.27,336.99,345.50,353.76,352.49,346.88,347.19,355.51,356.39,366.32,365.60,375.32,370.45,369.19,377.07,369.76,364.00,367.73,371.73,367.17,371.13,380.61,L7
2001-03-17 21:57:28+00:00,369.57,346.49,353.57,352.51,350.55,348.60,348.60,355.92,357.52,361.09,361.41,372.45,368.13,366.65,378.22,372.09,365.34,369.30,370.64,377.78,369.23,379.40,L7
2001-05-20 21:57:04+00:00,364.56,356.16,358.35,369.53,363.48,358.37,357.75,364.83,365.66,370.35,367.34,382.82,375.50,382.12,384.66,384.88,379.68,380.20,380.61,381.22,369.69,371.82,L7
2001-06-05 21:57:16+00:00,361.44,352.40,354.82,366.09,364.07,356.89,356.51,358.31,365.47,367.53,365.56,379.24,378.11,379.28,385.62,375.67,369.94,379.61,375.04,379.02,370.78,375.74,L7
2001-07-07 21:56:36+00:00,366.46,357.27,363.06,368.69,366.60,358.33,360.98,363.91,370.25,370.62,368.10,384.82,378.10,376.19,384.93,379.43,373.38,372.80,377.87,381.91,377.41,380.93,L7
2001-08-24 21:56:00+00:00,346.92,341.28,348.88,355.35,351.39,346.61,345.26,349.60,354.34,358.77,364.05,374.08,368.55,370.62,373.75,366.24,361.23,361.21,367.04,363.45,363.09,372.92,L7
2001-09-25 21:55:40+00:00,355.71,351.04,356.95,358.94,354.20,352.09,351.21,354.19,358.34,358.04,361.20,372.33,368.38,368.71,375.94,370.31,364.29,367.91,374.06,375.24,372.77,384.58,L7
2001-12-30 21:56:13+00:00,357.07,345.85,351.04,355.23,351.17,349.57,348.50,349.04,355.94,361.35,359.74,370.80,365.69,369.16,371.31,368.01,363.57,366.62,367.87,369.68,364.48,370.29,L7
2002-02-16 21:56:30+00:00,357.24,349.15,352.49,357.03,354.48,350.09,346.54,351.35,357.50,358.99,359.89,368.44,363.79,366.07,373.76,368.24,363.62,365.24,369.62,365.62,366.42,374.79,L7
2002-03-04 21:56:09+00:00,361.63,350.40,353.93,360.94,359.98,357.00,356.71,357.20,360.32,366.96,365.96,375.87,371.00,369.10,377.82,368.78,365.30,366.38,373.81,372.98,368.12,374.21,L7
2002-03-20 21:56:00+00:00,353.32,343.47,339.47,347.65,348.11,344.67,345.49,350.84,349.99,354.89,360.45,368.27,362.37,363.17,371.69,363.55,356.35,358.40,363.20,368.22,359.86,374.22,L7
2002-05-07 21:56:27+00:00,364.23,353.93,355.78,360.35,361.75,358.88,355.35,356.54,361.96,364.55,363.72,373.77,370.68,372.13,372.67,370.91,363.01,370.51,372.58,372.50,368.30,374.76,L7
2002-09-12 21:55:07+00:00,350.04,342.66,355.02,358.48,355.45,355.35,355.94,357.19,359.38,364.72,365.39,374.20,368.26,368.56,379.02,371.76,360.20,363.25,369.48,374.53,367.37,376.64,L7
2002-10-14 21:54:55+00:00,365.93,350.57,359.17,365.20,362.06,358.76,357.55,359.11,361.40,365.65,365.82,375.97,372.69,371.86,379.80,369.94,368.18,371.10,373.43,377.02,375.15,382.14,L7
2002-10-30 21:55:25+00:00,356.85,338.21,345.30,355.13,347.22,348.53,347.19,349.81,352.68,360.00,361.31,367.64,364.96,365.80,373.52,365.95,364.47,363.56,368.30,370.72,370.64,370.68,L7
2003-01-18 21:56:06+00:00,344.46,331.50,333.48,341.93,343.72,344.48,343.87,344.44,350.02,349.06,348.29,357.55,355.21,362.80,362.76,358.97,355.91,361.00,360.97,365.64,367.28,378.51,L7
2003-03-23 21:56:16+00:00,355.39,341.40,352.89,355.08,358.02,353.48,352.89,359.69,363.70,363.61,363.63,369.86,364.88,367.59,373.69,368.65,364.02,364.08,365.85,372.17,374.86,379.41,L7
2003-04-08 21:55:59+00:00,340.97,340.72,351.74,361.17,357.63,353.59,351.78,353.72,356.21,362.39,357.04,366.08,362.15,363.76,373.66,363.81,363.55,364.86,364.54,361.12,363.52,365.72,L7
2003-05-10 21:56:22+00:00,372.66,367.00,370.42,372.13,367.53,365.76,364.85,370.64,372.45,371.71,371.08,380.97,378.32,374.70,380.46,382.20,374.01,375.82,373.98,381.24,375.82,377.61,L7
2003-07-21 21:44:09+00:00,361.16,344.73,354.23,366.79,364.25,353.60,355.58,361.93,363.12,370.22,367.66,372.88,370.93,369.67,378.18,370.35,360.77,367.47,372.01,378.48,375.02,380.93,L5
2003-07-29 21:55:41+00:00,358.23,347.25,350.25,361.37,358.98,355.98,356.45,357.68,365.80,362.49,363.77,373.28,374.49,378.05,377.73,369.85,367.18,372.03,371.74,374.98,368.94,373.71,L7
2003-08-30 21:55:58+00:00,351.11,350.72,351.33,355.81,353.81,349.62,351.84,353.66,357.60,362.81,362.50,365.97,363.03,364.60,372.93,367.21,360.48,359.30,365.35,369.22,364.86,372.85,L7
2003-10-17 21:55:51+00:00,358.79,354.90,355.70,357.11,354.34,351.80,351.23,357.97,358.46,362.02,362.92,371.10,365.57,366.60,374.75,369.62,360.74,363.23,368.94,374.36,380.31,388.12,L7
2003-11-18 21:56:15+00:00,351.57,346.19,351.65,356.79,352.92,350.74,349.40,353.98,356.45,360.26,359.84,367.91,365.78,369.57,374.57,370.76,364.74,368.65,369.99,373.14,372.68,385.85,L7
2003-12-12 21:46:09+00:00,353.12,354.00,357.85,361.55,359.36,359.27,356.58,361.07,365.63,362.11,361.02,366.37,365.46,369.64,374.17,364.96,365.81,365.91,374.27,370.98,369.65,379.29,L5
2003-12-28 21:45:57+00:00,362.45,347.97,350.91,363.59,367.79,370.06,367.34,372.29,373.10,375.74,376.25,384.44,370.75,371.26,382.40,370.99,370.88,370.65,376.45,373.57,375.79,387.32,L5
2004-03-09 21:56:51+00:00,350.45,336.67,344.20,347.92,351.83,349.24,348.31,351.23,356.04,353.46,355.87,366.51,356.81,357.66,366.41,366.13,355.96,355.00,361.26,369.78,367.76,372.51,L7
2004-04-02 21:46:30+00:00,368.31,350.75,350.41,356.86,352.85,352.75,350.29,355.21,358.03,360.49,369.55,378.69,371.78,369.58,378.70,376.65,369.18,370.74,370.39,373.06,369.64,373.91,L5
2004-04-10 21:56:50+00:00,355.58,348.07,353.52,356.83,358.64,353.42,354.72,360.03,363.30,365.40,364.10,371.00,365.14,365.11,376.42,368.58,365.30,368.49,368.89,373.39,364.62,375.50,L7
2004-06-21 21:49:16+00:00,360.42,361.85,,,,,,371.59,388.74,373.65,380.01,376.31,386.99,,,,,,,,,,L5
2004-07-07 21:49:21+00:00,366.91,357.76,362.51,377.03,376.38,368.04,363.03,369.42,368.81,375.14,372.90,382.07,374.67,372.71,384.48,376.79,372.10,380.91,377.02,381.56,383.00,385.40,L5
2004-07-31 21:56:03+00:00,359.62,353.13,345.20,347.46,349.11,350.23,349.29,349.38,352.52,355.99,357.66,371.25,362.32,362.84,377.38,372.95,362.59,362.19,361.39,362.20,359.45,364.08,L7
2004-09-09 21:51:19+00:00,,333.86,338.28,339.67,333.39,335.42,335.79,343.29,344.44,353.89,355.51,359.10,349.13,350.57,355.45,363.60,357.36,352.32,348.63,356.54,354.23,370.48,L5
2004-09-25 21:51:43+00:00,365.36,349.05,350.05,356.30,356.04,352.90,353.16,357.71,358.32,360.72,365.92,377.13,374.49,382.87,380.86,374.55,371.59,369.17,372.76,373.33,373.16,381.29,L5
2004-10-19 21:56:19+00:00,352.50,341.54,346.89,354.86,356.27,350.12,349.69,353.98,357.23,358.44,359.43,369.88,363.61,368.67,376.73,371.44,365.34,365.19,370.94,366.07,368.67,375.29,L7
2004-10-27 21:52:23+00:00,,357.44,355.07,362.45,353.94,351.93,346.86,352.33,354.39,351.40,351.80,361.95,352.77,357.98,370.45,360.29,355.53,353.52,356.69,365.11,363.70,373.15,L5
