dates,nzd0391-0000,nzd0391-0001,nzd0391-0002,nzd0391-0003,nzd0391-0004,nzd0391-0005,nzd0391-0006,nzd0391-0007,nzd0391-0008,nzd0391-0009,nzd0391-0010,nzd0391-0011,nzd0391-0012,nzd0391-0013,nzd0391-0014,nzd0391-0015,nzd0391-0016,nzd0391-0017,nzd0391-0018,nzd0391-0019,nzd0391-0020,nzd0391-0021,satname
2002-09-12 21:55:07+00:00,355.86,346.69,350.09,355.49,355.10,352.97,352.26,354.86,357.11,361.39,363.19,372.08,367.10,367.95,374.46,368.74,359.85,364.05,368.42,371.75,365.18,375.21,L7
2002-10-14 21:54:55+00:00,360.07,349.05,356.66,361.34,359.75,357.66,356.28,357.61,360.91,364.97,364.98,374.65,370.54,370.85,377.16,370.87,363.80,368.29,371.83,374.68,370.27,377.85,L7
2002-10-30 21:55:25+00:00,359.26,346.34,353.82,359.79,356.62,355.38,354.01,355.66,358.86,363.73,364.06,372.89,369.15,369.59,376.25,369.64,363.97,367.11,370.95,373.69,370.37,376.06,L7
2003-01-18 21:56:06+00:00,354.32,340.74,348.24,355.18,352.11,351.78,351.14,352.64,355.87,359.86,360.20,368.84,365.28,367.25,373.77,366.65,362.19,364.73,368.05,371.98,370.11,376.99,L7
2003-03-23 21:56:16+00:00,355.66,340.42,347.71,354.33,352.75,351.31,350.38,353.26,356.95,359.58,359.76,367.75,364.44,367.01,372.44,365.88,363.14,364.94,367.14,371.39,371.98,377.68,L7
2003-04-08 21:55:59+00:00,352.72,340.48,348.52,355.70,353.73,351.77,350.66,353.35,356.80,360.14,359.22,367.42,363.98,366.36,372.69,365.46,363.23,364.92,366.62,369.33,370.29,375.29,L7
2003-05-10 21:56:22+00:00,353.37,345.15,352.13,357.58,356.73,354.33,353.35,357.12,360.59,361.69,360.01,368.62,365.14,367.21,372.64,368.41,364.37,366.44,366.34,370.04,370.37,375.31,L7
2003-07-21 21:44:09+00:00,357.54,348.46,357.32,363.79,361.86,356.61,356.27,361.50,363.87,366.98,364.85,372.45,369.07,368.93,376.50,371.25,365.59,368.06,369.10,373.25,372.30,375.92,L5
2003-07-29 21:55:41+00:00,357.68,348.22,355.91,363.31,361.28,356.48,356.31,360.73,364.26,366.08,364.64,372.61,370.15,370.75,376.74,370.97,365.91,368.85,369.62,373.60,371.63,375.48,L7
2003-08-30 21:55:58+00:00,356.59,348.64,355.14,362.06,360.04,355.34,355.56,359.55,363.15,365.54,364.28,371.51,368.97,369.73,376.11,370.34,365.00,367.26,368.91,372.87,370.50,375.04,L7
2003-10-17 21:55:51+00:00,360.39,352.92,356.39,362.64,359.78,355.35,355.99,360.38,363.49,365.85,365.59,372.84,370.47,370.72,376.81,371.85,364.64,367.57,370.40,375.66,372.99,378.64,L7
2003-11-18 21:56:15+00:00,356.17,348.76,352.63,359.57,356.86,352.35,352.90,357.04,360.29,363.56,363.34,370.23,367.96,369.70,375.63,369.56,362.78,366.14,369.61,374.04,372.36,380.29,L7
2003-12-12 21:46:09+00:00,355.66,349.63,353.50,359.90,357.28,353.50,353.51,357.71,361.18,363.32,362.95,369.59,367.54,369.69,375.39,368.79,363.29,366.10,370.38,373.53,371.91,380.12,L5
2003-12-28 21:45:57+00:00,356.63,349.39,353.13,360.43,358.78,355.87,355.49,359.80,362.88,365.09,364.85,371.71,368.00,369.91,376.39,369.11,364.37,366.75,371.25,373.53,372.46,381.15,L5
2004-03-09 21:56:51+00:00,355.28,347.95,352.06,357.39,357.25,356.22,354.57,359.31,361.94,362.72,363.18,371.27,364.87,366.95,374.46,368.49,363.63,364.69,370.18,372.37,373.24,382.62,L7
2004-04-02 21:46:30+00:00,357.45,348.41,351.79,357.30,356.52,355.64,353.86,358.62,361.29,362.35,364.24,372.50,366.03,367.38,375.17,369.85,364.55,365.70,370.22,372.48,372.64,381.17,L5
2004-04-10 21:56:50+00:00,357.18,348.36,352.03,357.24,356.82,355.33,353.98,358.83,361.57,362.78,364.22,372.29,365.90,367.06,375.35,369.67,364.66,366.10,370.03,372.61,371.49,380.36,L7
2004-06-21 21:49:16+00:00,359.44,349.06,349.76,356.30,357.78,356.37,355.16,362.07,367.84,365.75,369.16,375.39,370.29,365.90,375.98,370.59,365.33,366.22,369.25,372.45,369.45,377.31,L5
2004-07-07 21:49:21+00:00,360.33,351.02,352.66,359.66,359.93,355.86,354.09,361.50,366.98,365.63,368.49,374.92,371.08,366.26,376.50,372.04,365.63,368.78,369.39,374.45,371.25,376.83,L5
2004-07-31 21:56:03+00:00,360.21,351.37,351.17,357.22,357.76,354.74,353.13,359.48,364.57,364.02,366.68,374.31,369.62,365.58,376.68,372.22,365.03,367.47,367.79,372.00,368.89,374.28,L7
2004-09-09 21:51:19+00:00,362.17,350.90,349.98,355.57,354.07,351.97,350.62,358.15,362.64,364.09,366.62,373.07,368.34,364.16,374.49,371.71,365.31,366.93,365.26,369.35,366.19,373.87,L5
2004-09-25 21:51:43+00:00,362.70,350.64,349.99,355.69,354.40,352.13,351.05,358.09,362.02,363.61,366.52,373.65,369.22,367.28,375.55,372.19,366.35,367.30,366.51,370.01,367.35,375.11,L5
2004-10-19 21:56:19+00:00,360.96,349.53,348.59,355.06,354.24,351.34,350.19,357.56,361.68,362.97,365.24,372.62,368.54,367.53,374.98,371.87,365.80,365.96,366.15,367.94,367.70,375.31,L7
2004-10-27 21:52:23+00:00,360.96,350.66,349.67,356.30,354.19,351.44,349.64,356.81,360.64,361.32,363.32,371.10,366.28,365.94,374.23,369.94,364.08,363.88,364.57,367.47,367.04,374.95,L5
2004-11-04 21:56:31+00:00,360.46,349.88,349.78,356.01,353.93,350.86,349.86,356.45,359.81,361.28,362.92,371.16,366.19,365.69,375.51,370.74,364.28,364.43,365.08,368.06,367.10,375.90,L7
2004-11-12 21:52:39+00:00,359.73,349.50,349.37,355.82,352.51,349.92,349.16,355.10,358.44,360.39,361.80,370.05,365.24,365.69,375.95,371.41,364.57,364.59,365.28,368.34,366.90,375.74,L5
2004-11-20 21:56:37+00:00,359.45,349.14,349.65,356.52,353.54,350.86,350.12,355.62,359.03,361.17,362.07,370.55,365.73,366.17,376.43,372.11,365.67,366.51,366.83,369.58,367.40,376.49,L7
2004-12-06 21:56:47+00:00,359.70,348.65,350.05,356.89,354.05,351.27,350.47,356.17,359.55,361.70,362.23,370.68,365.78,366.40,376.58,372.31,365.72,366.68,366.89,369.81,367.70,377.33,L7
2005-01-15 21:53:45+00:00,359.30,347.03,349.95,355.75,352.60,350.37,350.27,354.24,356.08,359.57,359.55,369.25,363.18,366.40,376.22,371.89,365.37,365.43,366.53,368.89,366.93,377.21,L5
2005-02-24 21:57:17+00:00,358.83,345.43,349.53,355.84,352.22,349.60,349.65,354.12,355.88,359.37,359.55,368.74,362.99,366.29,375.24,371.39,365.19,365.45,367.31,369.70,368.30,378.64,L7
2005-03-04 21:54:27+00:00,358.99,346.04,350.13,355.67,352.22,349.83,349.72,354.08,355.58,359.74,359.77,369.16,363.56,366.46,375.70,371.38,365.33,365.34,367.63,369.90,368.22,378.36,L5
2005-04-05 21:54:42+00:00,357.74,347.18,351.31,357.55,353.89,351.08,351.19,355.27,357.04,360.80,360.02,369.89,364.55,366.21,376.79,371.85,366.12,366.54,369.30,371.61,369.78,378.64,L5
2005-04-13 21:56:48+00:00,356.17,346.41,351.65,357.68,354.10,351.30,351.22,355.58,357.54,361.27,360.41,370.13,364.76,366.17,376.41,371.39,365.80,366.41,368.73,371.17,369.26,377.87,L7
2005-04-21 21:54:22+00:00,357.92,347.67,352.72,358.67,354.64,352.11,352.00,355.98,357.96,361.46,360.58,370.19,364.83,366.01,376.03,371.50,366.63,367.34,368.99,372.39,370.57,378.14,L5
2005-05-31 21:57:11+00:00,357.90,347.80,353.82,359.72,356.39,353.77,353.50,358.24,360.61,363.83,362.88,372.33,367.56,367.82,375.05,371.46,367.46,367.86,370.16,372.87,372.63,376.83,L7
2005-06-08 21:55:08+00:00,357.32,347.64,354.18,360.73,357.30,354.84,354.67,358.73,360.74,363.78,363.52,372.17,368.30,368.12,375.05,371.19,368.09,368.20,370.34,373.14,373.66,375.94,L5
2005-07-10 21:54:55+00:00,356.78,348.80,354.21,361.76,357.23,355.01,356.02,360.38,362.32,364.03,363.52,372.29,368.15,366.96,375.02,371.07,368.51,368.64,369.99,373.47,373.93,376.17,L5
2005-08-03 21:57:01+00:00,357.29,349.19,353.84,361.92,357.56,354.93,355.99,360.37,363.14,364.74,364.32,372.99,368.51,367.69,375.58,372.04,369.60,370.01,371.15,374.19,374.56,375.51,L7
2005-08-27 21:55:43+00:00,356.17,348.89,354.11,361.91,358.25,355.71,356.86,360.71,363.67,365.26,364.75,373.23,368.92,368.06,375.94,371.72,369.54,369.64,370.50,374.26,373.98,375.77,L5
2005-09-20 21:56:42+00:00,353.63,346.96,352.80,361.90,358.04,355.05,356.25,359.79,363.53,364.14,363.62,371.38,367.13,367.13,374.07,370.31,367.97,368.63,368.98,373.44,373.63,374.88,L7
2005-09-28 21:55:20+00:00,354.15,347.19,353.03,362.22,358.36,355.53,356.81,360.01,363.47,364.07,363.89,371.78,367.62,368.15,374.97,370.47,368.00,369.13,369.70,373.91,373.70,375.48,L5
2005-10-22 21:56:27+00:00,352.12,345.92,351.45,360.59,357.47,354.60,356.43,359.21,362.84,362.78,362.98,370.48,366.85,368.44,375.66,370.19,366.32,368.25,370.22,375.34,375.27,377.67,L7
2005-10-30 21:55:39+00:00,352.45,346.53,351.66,360.12,355.66,352.56,354.36,357.15,361.15,361.49,361.56,369.10,365.28,367.77,376.09,370.95,366.96,368.38,370.41,375.69,375.11,377.93,L5
2005-11-07 21:57:03+00:00,353.45,346.77,352.15,360.04,355.81,352.62,354.42,357.23,360.91,361.69,361.74,369.25,365.35,367.64,376.03,370.95,366.90,368.19,370.09,375.75,374.46,377.49,L7
2005-12-25 21:57:19+00:00,353.45,346.77,351.80,359.28,355.28,351.40,353.44,356.02,359.92,360.62,360.54,368.44,363.60,366.79,375.95,370.52,366.50,367.73,369.86,376.23,374.21,379.18,L7
2006-01-10 21:57:28+00:00,352.70,344.33,350.34,356.53,354.19,350.22,350.49,353.06,356.83,360.05,359.97,367.56,363.02,367.62,375.23,369.86,365.50,367.37,370.60,376.43,373.95,379.11,L7
2006-01-26 21:57:12+00:00,351.93,343.35,349.62,355.68,353.47,349.76,350.10,352.78,356.45,359.73,360.12,367.66,362.97,367.57,374.92,369.55,365.46,367.14,370.67,375.84,373.18,378.54,L7
2006-02-11 21:57:16+00:00,349.47,341.79,348.08,354.21,351.93,348.45,348.64,351.10,355.14,358.39,358.62,366.22,361.77,365.64,372.99,368.23,363.85,365.63,368.92,374.83,371.54,377.63,L7
2006-02-19 21:57:51+00:00,349.14,341.75,347.33,353.44,351.36,347.56,348.36,350.44,355.04,358.76,358.84,366.47,361.60,365.81,372.91,368.25,363.93,365.60,368.77,374.46,371.46,377.81,L5
2006-03-15 21:57:19+00:00,349.88,342.52,347.05,353.61,350.84,347.11,347.45,350.10,354.72,358.63,358.61,366.32,361.31,365.40,372.63,368.35,364.19,366.27,369.25,374.08,371.30,376.91,L7
2006-03-31 21:57:18+00:00,350.36,343.36,346.66,352.75,349.98,346.01,346.33,349.54,355.22,358.87,358.64,366.58,361.16,364.87,372.52,369.06,365.01,366.62,369.59,374.36,371.35,377.26,L7
2006-06-19 21:57:36+00:00,351.17,344.50,346.76,353.88,351.94,348.29,349.19,352.02,357.89,361.74,361.37,369.39,363.85,366.96,372.93,369.46,365.94,367.89,370.39,373.23,370.71,376.50,L7
2006-06-27 22:00:24+00:00,349.65,344.05,345.80,352.93,350.54,347.95,348.56,350.70,357.13,361.68,361.43,369.21,364.19,366.58,372.09,368.97,364.91,366.94,369.98,373.07,369.92,374.87,L5
2006-07-21 21:57:21+00:00,351.49,346.10,347.05,355.18,352.41,349.09,350.22,351.70,359.08,361.77,362.13,370.64,365.39,367.88,373.26,370.43,365.76,367.19,369.90,372.81,369.61,374.38,L7
2006-10-25 21:57:17+00:00,359.68,352.51,354.25,362.73,359.50,356.08,357.22,357.24,362.72,365.11,365.21,374.69,370.24,371.89,377.53,372.67,367.36,368.88,372.46,376.44,373.82,376.36,L7
2006-11-02 22:01:32+00:00,360.30,352.78,354.64,361.08,357.98,354.97,355.98,356.17,361.57,363.79,363.76,373.54,371.15,371.48,378.70,373.95,368.36,370.17,372.37,375.76,372.66,376.63,L5
2006-11-10 21:57:30+00:00,360.20,352.59,355.44,361.48,357.99,355.59,355.99,357.02,363.03,364.34,364.15,373.37,370.63,370.92,378.53,373.36,367.99,370.10,372.33,375.06,372.56,376.75,L7
2006-12-12 21:57:47+00:00,360.50,351.79,355.27,361.41,357.88,355.75,355.83,356.74,362.57,364.53,364.18,373.36,370.55,371.00,378.70,372.95,368.13,371.87,374.05,376.22,373.50,378.62,L7
2006-12-28 21:57:50+00:00,361.66,351.75,355.52,360.87,357.06,354.36,353.97,355.82,361.15,362.59,362.72,372.65,369.13,370.56,378.63,372.77,368.26,372.50,374.56,374.83,372.78,378.44,L7
2007-01-05 22:02:28+00:00,360.95,349.91,354.39,360.15,357.14,354.45,354.13,356.18,360.82,362.65,362.88,372.62,368.42,370.34,377.50,371.64,367.39,371.19,373.54,374.54,372.74,377.79,L5
2007-01-21 22:02:33+00:00,361.10,349.45,354.39,359.29,356.08,354.07,355.05,357.44,361.06,363.36,363.28,372.63,368.08,369.70,377.28,370.99,367.03,371.00,373.76,374.80,373.22,379.42,L5
2007-01-29 21:57:57+00:00,361.01,349.43,353.77,358.89,355.96,353.54,354.70,356.71,360.60,363.02,362.75,372.27,367.80,369.23,376.82,370.76,367.66,371.02,373.23,374.46,372.65,379.16,L7
2007-02-06 22:02:35+00:00,359.45,347.98,351.93,357.71,354.82,352.82,353.38,356.09,359.43,362.78,362.53,371.94,367.12,368.68,376.43,370.20,366.90,370.32,372.60,373.90,372.63,379.17,L5
2007-03-02 21:58:07+00:00,359.62,348.20,351.88,358.12,355.12,352.78,353.30,355.65,359.52,362.93,362.38,371.81,367.43,368.83,376.79,370.58,367.31,370.73,372.85,374.51,373.50,379.42,L7
2007-03-18 21:58:09+00:00,359.56,348.70,351.97,358.64,355.26,353.04,353.35,355.70,359.34,362.85,362.18,371.87,367.63,369.01,376.57,371.30,367.95,370.72,372.97,374.61,373.19,378.64,L7
2007-04-19 21:57:43+00:00,359.85,348.79,352.08,358.86,355.74,353.01,353.31,355.73,359.30,362.79,362.30,371.81,367.93,369.19,376.75,371.87,368.15,371.14,373.04,374.93,373.30,378.53,L7
2007-06-06 21:57:53+00:00,358.11,347.62,351.28,359.67,356.74,353.53,353.67,356.73,360.10,364.24,363.85,373.32,368.79,371.08,376.71,373.02,369.10,372.59,374.25,376.55,374.59,378.35,L7
2007-08-25 21:57:35+00:00,359.46,351.86,353.98,364.40,360.52,355.29,353.49,357.72,363.20,365.47,364.60,373.20,371.30,372.85,378.68,376.84,371.14,374.10,374.35,377.15,375.24,376.61,L7
2007-09-10 21:57:27+00:00,356.49,351.78,353.37,362.86,359.75,354.27,352.51,357.55,362.07,364.92,363.75,372.37,368.72,370.67,376.81,374.88,368.95,371.33,372.25,374.79,371.84,375.01,L7
2007-09-26 21:57:23+00:00,357.38,351.39,353.25,362.18,360.14,354.04,351.98,357.38,363.39,365.36,364.22,372.09,368.66,370.83,378.54,373.07,367.57,371.23,371.41,374.41,371.73,378.29,L7
2007-10-12 21:57:23+00:00,356.08,349.50,351.94,360.38,358.31,352.70,351.57,356.28,361.81,363.94,362.79,371.05,367.64,369.75,376.92,371.44,366.89,370.32,370.68,372.66,370.82,377.66,L7
2007-10-28 21:57:34+00:00,354.09,347.76,350.68,358.84,357.36,352.63,351.41,355.90,361.59,363.74,362.34,370.15,365.75,368.94,375.80,369.28,365.65,368.91,369.43,371.53,370.68,378.24,L7
2007-12-15 21:57:32+00:00,354.88,348.89,350.95,356.89,355.34,350.36,351.53,353.73,356.92,361.34,359.94,367.60,363.10,365.07,374.74,366.79,364.20,366.12,367.65,369.68,369.59,379.41,L7
2007-12-31 21:57:58+00:00,353.30,346.70,348.84,354.74,352.84,348.17,348.95,352.18,355.80,360.36,359.37,367.42,362.18,364.42,374.63,367.00,364.11,364.93,366.75,369.01,369.59,378.90,L7
2008-01-16 21:57:59+00:00,352.04,345.84,348.65,354.87,352.23,347.91,348.61,352.05,355.24,360.16,359.33,367.50,362.06,364.27,374.45,366.92,364.09,364.65,367.05,368.47,369.92,378.43,L7
2008-02-25 21:58:00+00:00,350.76,343.40,347.14,352.52,351.12,345.95,346.93,351.09,354.20,359.75,359.00,367.39,361.44,363.40,373.34,366.34,363.70,364.48,367.10,367.75,369.37,377.36,L5
2008-03-04 21:57:24+00:00,350.10,343.37,347.42,352.40,351.12,345.58,346.62,350.63,353.87,358.97,358.58,366.86,361.77,362.95,372.95,366.40,364.06,364.92,366.88,367.52,368.79,376.56,L7
2008-06-08 21:57:25+00:00,351.14,345.24,348.93,353.66,351.04,344.90,346.14,350.47,352.64,359.09,359.44,368.16,363.88,362.64,373.17,368.39,365.74,365.52,367.22,367.48,369.64,374.52,L7
2008-07-10 21:56:40+00:00,351.46,345.60,345.49,353.95,352.37,347.59,347.10,351.45,356.42,360.37,360.23,368.86,365.81,364.85,374.05,371.07,367.09,369.44,368.83,369.49,370.71,375.28,L7
2008-08-27 21:56:41+00:00,355.05,354.12,348.66,357.49,356.42,352.72,352.09,352.92,359.55,361.06,360.80,368.52,367.91,367.03,375.36,373.04,369.37,372.33,369.54,372.44,370.75,375.86,L7
2008-10-14 21:55:54+00:00,358.47,355.76,347.93,357.38,356.12,353.55,352.32,353.46,359.83,361.27,360.30,368.89,366.31,367.63,374.63,371.37,367.82,370.95,369.60,373.25,371.25,376.62,L7
2008-11-15 21:56:23+00:00,356.39,352.11,347.97,356.19,354.31,352.16,350.63,352.90,357.73,359.99,359.10,367.79,364.91,367.33,373.57,369.92,365.50,368.10,368.18,372.05,370.34,376.42,L7
2008-12-01 21:56:59+00:00,355.60,350.58,346.88,354.83,353.29,351.41,350.32,353.33,356.96,360.13,359.18,367.87,364.56,367.56,372.97,369.29,365.13,367.29,367.19,370.89,370.01,376.13,L7
2008-12-25 21:52:09+00:00,349.80,343.20,342.45,350.10,350.15,348.08,347.51,350.76,355.41,358.54,357.37,365.92,361.48,365.69,370.93,367.05,361.96,364.22,365.66,369.13,368.13,376.15,L5
2009-03-07 21:57:43+00:00,348.59,341.26,342.60,348.52,348.09,345.76,345.42,349.95,353.85,357.68,356.28,366.21,361.44,364.78,368.80,364.42,360.25,361.08,363.72,366.77,365.44,373.88,L7
2009-03-23 21:57:26+00:00,350.71,343.40,344.41,351.26,350.53,347.53,346.66,351.07,355.70,358.67,357.17,367.07,362.91,365.92,370.23,365.97,361.96,362.67,365.28,368.24,366.07,373.61,L7
2009-05-10 21:57:39+00:00,347.88,342.23,344.31,351.12,351.71,347.42,347.17,352.65,357.29,359.62,359.33,369.57,365.84,367.96,371.68,367.75,362.51,364.76,365.26,368.10,366.05,373.68,L7
2009-07-13 21:57:57+00:00,348.38,348.28,349.02,357.07,358.58,351.67,351.24,356.59,362.37,362.09,361.95,373.24,371.57,371.41,376.02,372.50,368.16,371.55,371.80,372.67,370.21,372.06,L7
2009-07-29 21:57:52+00:00,348.65,348.87,350.44,358.44,358.78,352.81,352.03,355.97,361.62,362.09,361.76,373.16,371.20,370.67,376.22,373.33,367.59,371.19,371.10,373.03,370.34,371.80,L7
2009-10-01 21:57:20+00:00,344.27,345.22,350.38,357.50,358.44,351.26,351.13,354.00,358.70,359.80,361.02,372.09,369.05,368.84,374.82,371.52,364.45,369.04,369.00,369.09,369.12,369.46,L7
2009-11-18 21:58:17+00:00,346.73,346.98,351.02,358.43,357.07,351.80,350.81,351.43,356.45,357.78,357.79,368.04,363.50,364.65,371.07,368.90,362.34,364.43,366.72,368.01,366.46,367.11,L7
2009-12-04 21:58:28+00:00,347.55,345.23,348.49,356.44,354.95,349.67,349.31,351.00,355.37,357.07,356.81,367.53,363.19,364.59,370.42,368.15,362.45,364.58,366.87,368.17,366.38,368.69,L7
2010-01-13 21:58:24+00:00,346.11,340.22,344.08,353.12,352.26,348.61,348.65,348.94,354.87,355.62,356.87,366.27,360.57,363.18,368.24,366.24,361.36,364.43,366.33,368.72,365.19,369.56,L5
2010-01-29 21:58:29+00:00,346.44,339.57,341.56,351.81,350.97,347.67,348.55,349.73,355.00,355.21,356.79,365.44,359.00,362.37,366.93,364.43,362.35,364.10,366.59,369.27,364.75,371.99,L5
2010-02-22 21:59:36+00:00,348.05,340.81,343.43,353.33,352.45,349.05,348.16,351.22,354.84,355.39,357.54,366.08,359.58,363.45,367.84,365.21,362.15,364.46,366.72,369.32,365.43,371.48,L7
