,dates,chi0018-0000,chi0018-0001,chi0018-0002,chi0018-0003,chi0018-0004,chi0018-0005,chi0018-0006,chi0018-0007,chi0018-0008,chi0018-0009,chi0018-0010,chi0018-0011,chi0018-0012,chi0018-0013
0,1985-03-28 14:12:25+00:00,229.38337748877763,225.9579178561654,226.25616196807186,229.80200017637407,231.75710278710892,234.70642348324964,233.01590605562097,235.44045915084902,226.58591914357268,231.077716664099,223.24680546674796,211.2448282968008,203.37945190826431,193.8714366035842
1,1985-11-07 14:10:41+00:00,212.7833909963766,224.09721772509855,223.89962397941932,229.15597267048437,229.52850921896072,235.78495289494433,240.85849895052542,234.56678460756513,220.49458638248862,228.65930037771113,222.7734087087696,215.25215225167025,203.41777803332351,193.879486294309
2,1986-07-21 14:04:35+00:00,257.5458731808227,260.9159137170543,258.74916876133483,269.2593805508335,266.8396725777286,263.1398048726065,258.09018285212267,249.3529148404581,241.80525283357244,236.92599217436583,218.86317690953354,210.25627097366765,193.80207015433558,186.5599698016351
3,1986-08-06 14:04:00+00:00,266.76465550539325,255.61549707285624,255.49583780610254,259.6226092900068,256.0147575189785,260.0146776881301,253.59355300982202,247.60033822503792,239.50358100022908,220.0031531669555,203.95753065802737,195.71735918520457,184.13961823470626,172.96798126407148
4,1986-09-23 14:02:20+00:00,227.241117102391,223.74708126490825,223.8380516166514,223.62752019751758,225.59780986147692,229.9280551750011,225.22818188035234,220.0739625819834,207.33667632663764,201.80483145205739,194.57532662612272,180.18575584635525,182.2074979786673,172.26841083359722
5,1986-11-26 14:00:17+00:00,251.99219384096426,249.5612869966544,245.73560202346877,243.72058786309518,251.4566153111443,255.46142458926602,247.6238992975252,236.94055002857868,231.74343699996123,235.94722251072514,237.07389944076579,224.33164639662695,221.93448383426917,216.48355289178699
6,1986-12-28 14:01:13+00:00,238.02890963663094,238.44229780938247,237.86003285333328,250.32211524635866,250.96519685570308,245.82572375614538,242.72848613048842,237.0743216189019,228.849549164935,230.76877278734915,206.56126976769318,201.30839839151471,201.03868444622574,189.8819428965882
7,1987-03-18 14:04:01+00:00,269.5474585229723,264.87426681684536,264.15560319018886,269.536963585813,260.5959400785087,258.6765228640282,247.65776328554895,247.31160677424063,240.89178704487145,229.08080020522576,216.60075936916402,204.6891364880316,188.06426514638574,177.29199357318853
8,1987-11-13 14:10:05+00:00,243.77792189575456,244.67192371174988,243.55764372464327,243.94785241762125,247.9024231789725,241.14952783322212,240.5043740551225,231.85665772112827,230.79860414748447,226.14807979580252,222.93131233674004,210.781092056363,200.25664168471772,181.87529214110165
9,1987-11-29 14:10:21+00:00,217.21294831187004,215.86294864722043,216.1824123817153,209.94786186455062,214.01513117193088,227.26706933523653,232.36997220842807,218.58550753973813,212.04741872685503,213.2435860433996,209.64050494511486,207.53482668033098,204.7016127425242,189.84122854136046
10,1987-12-15 14:10:35+00:00,229.2318547057871,221.29316478463582,242.68335330486966,234.5264417124612,233.49720032956168,238.50760327073573,225.75859433034788,225.93313239345838,230.55785103494685,210.74588203782886,213.3848925639199,202.62890317677432,183.53980371677653,178.3098108697454
11,1988-02-01 14:11:26+00:00,250.17401047736993,260.59140166491073,266.4385900629372,262.62100323642886,256.12741887874313,248.7502785563611,240.37639747515817,230.31436138983733,240.0437831736848,232.85612255594936,216.96782131860311,214.54704080251204,201.7105596214994,183.08380784769292
12,1988-02-17 14:11:41+00:00,243.73875329009402,246.06787533639863,240.27983745326705,232.4620091237202,235.18778294829914,240.46292362107314,235.40310009106645,228.66140158869922,231.96986380780814,229.61255190640532,217.27544773402698,208.0508968813562,191.10872810971784,190.52604685022854
13,1988-03-04 14:11:51+00:00,246.99364496979396,252.32353552937937,255.46102363054334,257.41080060134703,263.008027470212,253.46568588954332,243.18102813735362,243.36459754357293,230.8640224917805,226.96489006164154,216.24237804591004,213.83911681797417,206.07884681492138,197.10502665504066
14,1988-04-21 14:12:11+00:00,213.7190130649026,214.1973501523489,,,,213.22123280013653,210.43803112037352,208.55916775772934,205.86518275767136,201.40549177231472,179.58928726928335,177.17040304714834,167.23944115452935,
15,1988-06-08 14:12:34+00:00,252.019431381993,253.73170008862206,254.68579990436098,250.63104222237962,248.51006919993014,246.38835250584242,244.55475276415197,231.5407050677239,222.03443861226577,225.58469002166518,219.34377639024018,208.33402147027186,199.51157643588044,186.22309209593394
16,1988-08-11 14:12:44+00:00,240.27257833847722,247.37244480652,257.7887233280319,252.86442867141662,251.7638521823244,249.53458296312508,243.3852359010275,245.57760157151387,244.56934245703366,239.84158889863764,232.8406932185567,219.75103427936241,207.69637781350215,197.09120927704313
17,1988-10-14 14:12:36+00:00,242.29369511434848,245.32573710984528,247.73514694738034,246.97906188430846,248.25114376481858,254.5748452162472,256.38945896354954,243.46552086690522,229.3060016237452,231.4858749561554,234.11061046769805,224.54378968222233,211.7073214298894,211.21224653534304
18,1988-12-01 14:12:36+00:00,235.4807559999065,239.1804680122723,241.8639063582063,245.33956524251383,240.72194094733902,235.58332961079327,238.314848597492,237.45231117750592,230.6937773911182,226.14396034274682,226.36153496801774,218.0928573867868,211.68076736547368,204.3575456454873
19,1988-12-17 14:12:23+00:00,231.13927101765506,239.56591963297276,241.94898577525043,242.22322297119464,239.84302527575574,239.78379071860198,242.146637257025,237.64983505756555,235.88967257106148,231.2657072759449,226.83943434748062,220.18044714972325,214.0862230825578,207.55573286226087
20,1989-03-23 14:10:57+00:00,219.90398839048854,214.8536528120551,215.621991109129,225.0561116304649,233.0228292258486,230.80291897758036,232.05773545141008,233.7670986617297,236.87319370941228,224.49310062552644,228.699274918291,222.2887434413858,208.2875568222335,201.9398393458445
21,1989-04-24 14:10:54+00:00,235.51449544358834,231.23531284747892,240.59888916865492,244.13594027541927,246.56757551011836,250.85105309361262,248.17729164534543,243.29378640071585,235.93481517642795,221.27050519002134,219.23665343791723,209.10851347787656,201.05575081209048,178.78805073367622
22,1989-05-10 14:10:41+00:00,244.74709511155845,247.55271884873747,244.2466573881224,248.9707597601224,238.89344075347378,236.91700437892464,233.42471421592992,222.9481155317524,223.4362915936704,218.13883849148843,205.99995767807312,197.3763081541559,192.60754681058143,184.91182060073405
23,1989-09-15 14:07:51+00:00,244.17290124014733,247.6486488739337,251.28671733715896,244.05058993658366,251.78747140922843,251.62588343439836,244.53654186942865,238.02291076967305,234.73052501474348,233.0421248588525,224.8409860694529,218.3030329168066,204.78012665859404,204.37060180528806
24,1989-12-04 14:05:49+00:00,229.3000840037906,232.3506708641477,231.76312758080397,233.78282424219572,228.52003453072362,240.62846974803975,241.41817516526504,236.11960472514173,231.91906154147742,216.204090973278,220.37824728223325,205.33852428514646,197.9510317404836,187.8239686924958
25,1989-12-20 14:05:21+00:00,239.97186555867643,247.86168090893264,246.029462425302,239.3161667551155,244.9381184720312,246.76206197560944,246.80567723122917,238.54722306444202,228.1285293483984,226.01865987964882,222.5238853175537,201.67181020054318,203.52107970313634,199.66955215493147
26,1990-01-21 14:04:21+00:00,240.52577688003157,235.27330630887224,228.80759000975064,233.42756023655502,232.15480935751467,237.17346650496273,237.04237951661005,234.1206657549382,225.38663777322586,225.6755922627905,218.89544100731473,208.29058871838618,197.53569076094232,194.75850673620235
27,1990-02-22 14:03:18+00:00,251.7077004981415,253.18603787411362,245.06469849228,251.99969910494528,255.75042038597516,257.41252114591066,260.39424320684464,256.4627484825025,252.46000578168497,245.23263997808868,235.31182659740298,222.91211808775844,215.47745265591934,203.070332919287
28,1990-03-10 14:02:44+00:00,242.0820692789883,240.5141839722919,244.78847938104505,239.69867483702836,243.8976534774325,242.2194197988072,240.6077296020052,231.84601014635695,221.52518553464816,217.7635933648138,216.24156819341906,204.72176508060562,198.4639396397262,192.15160941829348
29,1990-04-11 14:02:13+00:00,214.71666019625619,210.00043275331055,212.25660951547331,217.57764303648543,224.17247622203584,226.81210256259496,228.18040131599454,229.24520431770046,228.85612721591008,219.1804121780947,209.4703203657906,215.3584152027976,205.5231453866626,194.9586048161684
30,1990-05-13 14:02:18+00:00,214.30668562352318,215.90746124042042,218.5187883104897,229.37809339085456,234.4096429848176,231.0544885060985,235.44538195354295,231.00951565268318,230.7114717956568,215.468950562533,211.69107158003104,214.2526992372934,207.685771472372,196.47656049765672
31,1990-06-30 14:02:11+00:00,179.60629584006227,170.08370685944175,203.78716471544755,,,,237.7264616758947,239.4344330158216,236.12765996382907,237.42898222965508,225.06617744170518,216.17323513594735,203.00797277727162,190.13488494846783
32,1990-09-02 14:01:53+00:00,222.54657093623695,227.32270241159733,224.69683437432303,220.92246500755022,226.84062390211272,236.27685750369773,238.87038281873495,237.38883518717992,221.54382709717265,210.97677381211835,204.91685792998823,197.32489035977522,188.4521995642428,192.62300823581737
