,dates,nzd0427-0000,nzd0427-0001,nzd0427-0002,nzd0427-0003,nzd0427-0004,nzd0427-0005,nzd0427-0006,nzd0427-0007,nzd0427-0008,nzd0427-0009,nzd0427-0010,nzd0427-0011,nzd0427-0012,nzd0427-0013,nzd0427-0014,nzd0427-0015,nzd0427-0016,nzd0427-0017,nzd0427-0018,nzd0427-0019,nzd0427-0020,nzd0427-0021,nzd0427-0022,nzd0427-0023,nzd0427-0024,nzd0427-0025,nzd0427-0026,nzd0427-0027,nzd0427-0028,nzd0427-0029,nzd0427-0030,nzd0427-0031,nzd0427-0032,nzd0427-0033,nzd0427-0034,nzd0427-0035,nzd0427-0036,nzd0427-0037,nzd0427-0038,nzd0427-0039,nzd0427-0040,nzd0427-0041,nzd0427-0042,nzd0427-0043,nzd0427-0044,nzd0427-0045,nzd0427-0046,nzd0427-0047,nzd0427-0048,nzd0427-0049,nzd0427-0050,nzd0427-0051,nzd0427-0052,nzd0427-0053,nzd0427-0054,nzd0427-0055,nzd0427-0056,nzd0427-0057,nzd0427-0058,nzd0427-0059,nzd0427-0060
0,1999-11-21 22:12:47+00:00,,152.13440180752775,99.5274731658376,62.87450502879486,,94.40941599075413,115.8511904946327,,173.15043720970039,184.06785625750675,223.23924279034054,237.75032255628884,276.40051337832415,291.33585343628636,281.33945023036836,273.91123002830483,279.0662907922229,276.3425440509767,255.0758895271079,253.60977983479754,251.63088045315465,232.82631410365278,231.46757604462334,231.0947035687463,224.1793410291594,221.79138468998957,217.985653574722,220.4753153966188,223.43493536952408,246.32690354569644,245.28532242513484,253.47982209268977,272.63656779336037,268.31473770434064,270.17655784529586,270.2554782398396,259.9487907227114,253.5384497228381,243.1312951559147,238.27693556953147,221.04423182005837,212.4211250740364,211.09189610358567,209.71104321388736,211.84424880385228,203.42473493761437,210.82963511821896,231.95665525467487,238.3409181587239,243.90571709408107,241.92170619362489,240.78774820599534,229.81940951165618,235.26235068435705,229.38691063856888,223.89683637398278,210.41796268218803,201.33514163310434,196.70992480275697,180.56284032365252,
1,1999-12-07 22:12:53+00:00,,158.13814896496953,114.3274384896997,49.85081800389847,,73.03637254087596,102.54872291805393,126.0062944045038,151.76069875301525,171.22466056301272,,220.45636767658115,252.17015116156944,266.818823026597,267.463010098868,270.83527260460363,269.873130981517,265.38266875155284,251.31143059631157,243.4862925061503,248.13097727193394,235.45504525872371,224.94465608684644,230.27206945700595,217.403200789357,211.23227187662894,200.98018815148734,200.71796825091175,216.84555561180323,,235.62964654361008,237.5249958783634,253.9770403564312,,260.32015828313473,,251.39544919521222,249.89311419565317,241.11831048465274,234.30332937659347,214.97975839757464,202.51464896429,199.11912441146575,201.40650507660726,203.0417978111749,202.81741359646256,201.32426218984318,213.5535236270377,230.8370576772314,237.8256937374083,244.44606017447765,250.4021592816832,244.34498591369226,242.88632356948872,243.4119071235527,228.57506574276582,227.09441910739028,211.21813855450532,202.2315520707364,192.37481250496296,198.13384267799876
2,2000-01-08 22:12:49+00:00,,,153.0303785551407,,,,97.7264851143975,114.62796209903404,,165.23650370182645,188.4166179637772,223.93643242769912,247.34211156384467,270.4824390791256,260.96288087394834,253.4581506592262,261.8913777235749,257.074255113265,249.83724656895896,242.07680601243692,242.7776187444738,254.56289608411947,242.19099199307445,240.53922377435947,,,,239.92895095981598,,,,,,,,,,,,,,,,,,221.28003939491393,215.72296075228678,217.3178142748345,240.16290830324058,239.46638197780052,243.18902823909488,247.25988973866762,250.85015920531967,264.388046625321,242.7280967387107,230.23262961633048,223.6882758481404,208.00245725760223,207.84463494302946,199.07498273634994,197.81398996661713
3,2000-01-24 22:12:47+00:00,,,182.86511714835513,,,,116.65736064600827,122.66817217568475,151.30256540204425,183.32614495307857,,237.48646830684845,276.53873670949577,303.623076649677,293.0478228744264,276.852720426918,279.07000253663165,274.8125470160756,274.4553156994576,270.68523968837303,263.6034866590463,256.53533301015597,243.71977129771346,236.206328804008,232.33556989295118,230.57603193911297,231.79341931609042,231.70713015182866,231.8037075570608,240.19540133458753,,248.33775514894174,257.3631031865956,271.18847531654393,267.02180312020363,266.2660791967559,258.23428876586615,257.8371281456701,,,,,,,213.26950507606608,204.18073278799702,205.95747033670804,231.18404095811886,244.14430384579347,247.36785874261793,250.53523691922592,252.95189008505693,251.58493952336642,254.27499754621908,252.72309675095613,239.6474386068629,221.81976257954065,220.9653700724212,,207.86525074634267,205.07643167549136
4,2000-04-13 22:12:18+00:00,,,198.1440729912711,,,,,151.46889830228957,173.3407079514813,201.12777201496542,222.25659794065723,239.62910653940267,270.8734454935647,300.8837552625844,288.5048971436317,282.4938675246265,,277.9859284631133,276.2037619276432,266.61972503450556,260.42289825988377,255.8553570216159,246.45464725659616,246.0262962737934,238.08093322721348,223.13439287888912,225.21155454981348,231.42868299648802,231.95927092366725,234.57450407289718,243.26992907328372,247.2716256843092,251.4384083381938,257.43285894772043,249.833379987797,240.81436539320356,245.732896184791,240.07426444118045,246.57281140548486,238.18207691161015,224.00737610018956,228.20265533484627,,227.06742460530646,230.27298772330434,227.19296411616884,216.45146366868158,,228.38349343991737,,218.5331885889071,215.05057040112976,224.86057597630926,236.35290399166524,231.87023791578474,224.27865976572434,212.03248805557624,202.33238743481758,198.08485168527082,200.7527239909156,200.72388349333136
5,2000-05-31 22:11:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.06748563464814,,,,,,,,,,,,,,,,,,
6,2000-08-03 22:11:07+00:00,255.33616458311087,,201.58605126234426,,,135.0293110814432,140.18492438555157,141.59758149180217,154.84780595454973,181.23199715695338,198.8347957373805,232.723048730506,253.5342169415174,281.5344244112292,275.4617133428794,267.92915439188954,281.51793208120273,281.89661877960674,273.37623521899394,255.90095224880852,,243.37038956103606,215.83621082481295,218.46790362076686,220.74080519944408,,,232.8471346619515,231.71766795467974,236.32733513604566,246.32328536191443,260.767281440186,271.19335525876363,259.7515579782669,259.8914171853468,257.92060704491524,258.025692532162,240.375802427451,243.71183743796786,242.69323102440475,230.1023688296223,242.68879400753352,233.51553026425367,242.05760472091873,237.63615880528852,231.2271112259847,225.62737941491986,,223.89813633124976,230.94450204229895,228.88085982187866,217.5071312742108,223.454065949628,224.04322197977112,225.01688163882835,215.37204292523987,198.0318503334618,192.57819240646046,193.34099603325237,174.87002445105844,189.6202978334028
7,2000-08-19 22:11:01+00:00,250.78194589442842,,241.61987772012893,,210.82386026603885,152.770924138806,131.2058723028152,144.75019961133728,169.004925101835,197.4954929899068,209.04131078112187,234.55211625443852,267.2129099790714,298.94758780067406,285.33787632217224,276.541990504068,267.4810677290295,261.12616369148026,268.07327343536855,276.84855782661623,273.30435078957765,260.32600682184864,246.76466391625587,234.54672867319928,230.5106067723123,230.34231560019887,231.0176954507389,242.5149934471478,239.85626902666712,247.38049912040958,255.18876137436555,265.66648443984855,268.2400229537739,264.6828804868303,262.65660053064386,259.37024511564647,254.82967506632983,252.77616128616725,254.56265497985478,243.17187157277485,246.9066031961041,247.43305451029562,243.2555370441426,248.881460737105,243.31506134194206,239.71830670343138,232.00477275318067,238.97964514051753,230.72061707363082,239.86338740792246,235.2842101599425,233.38141144448804,231.75355787635965,225.88331670516146,227.3118560776608,215.282820488286,207.90114830638746,194.7925565449932,195.65999057498405,185.13088185560127,182.7725420198459
8,2000-09-20 22:10:27+00:00,,192.11875484396177,180.91536765596362,,188.24675871156782,,,156.60404573350672,158.78720096696333,175.24726750779496,197.99761561223383,244.5945738392312,276.438415316244,297.5667554758902,276.07277744805026,262.5422146275858,262.1632930841431,,256.62103087055795,253.03216867559814,243.49890873975934,241.89489107131402,239.91222918070446,224.36525932070225,217.41794420929065,207.78218634354013,205.22589371980456,212.71512178365703,226.46444782027945,234.63858372846084,237.9922006513011,242.92499248593853,261.0247177134472,255.59857079381246,,226.43393021104316,227.04360288282243,235.63459199142704,224.02890247122468,236.1947031311654,230.00327067900503,236.6550398187194,,237.2516346168104,234.01904878279794,221.2096430046864,223.46505643189028,223.2882130189654,,234.2809998532024,223.07559335291322,227.1732911123864,220.53988279552652,222.24554460415186,225.60549874585203,220.08712178227663,210.1377942406312,198.93764033924123,177.1546476548864,160.82389135767468,157.99629436175195
9,2000-11-07 22:10:17+00:00,,,,108.1037367415176,,137.03247327722147,161.53968120463077,177.16609293509254,189.25453580296318,,206.1503413759967,224.58733759604203,262.42318654038144,290.76751678549374,291.9411356071251,291.7155446027643,293.9419292943448,296.8000730902836,301.02753984703196,293.7234222527063,280.4199817968953,247.363834073616,236.2796120053502,216.36691066487808,212.2510838248145,205.52547086584283,208.63770018130475,215.6486774861181,220.1764555175468,219.86809443062043,234.2707705856372,241.22724065832998,250.49553264418705,251.057520850878,259.8273248401051,259.29283978844575,252.5806119711456,242.84104501745733,236.07901190143244,243.79343646327465,237.08742288312405,245.32180593472614,250.42470904031148,251.24116282633716,245.18551320196258,246.07798321709313,247.22766771925382,246.2529145832989,246.406543290315,233.69922298639065,239.8351014242972,238.5432670623759,234.32040664480203,,238.15492787686648,223.77461097876008,215.4428004293534,206.0699462019471,204.11362165594676,194.71738236835952,
