dates,nzd0316-0000,nzd0316-0001,nzd0316-0002,nzd0316-0003,nzd0316-0004,nzd0316-0005,nzd0316-0006,nzd0316-0007,nzd0316-0008,nzd0316-0009,nzd0316-0010,nzd0316-0011,nzd0316-0012,nzd0316-0013,nzd0316-0014,nzd0316-0015,nzd0316-0016,nzd0316-0017,nzd0316-0018,nzd0316-0019,nzd0316-0020,nzd0316-0021,nzd0316-0022,nzd0316-0023,nzd0316-0024,nzd0316-0025,nzd0316-0026,nzd0316-0027,nzd0316-0028,nzd0316-0029,nzd0316-0030,nzd0316-0031,nzd0316-0032,nzd0316-0033,nzd0316-0034,nzd0316-0035,nzd0316-0036,nzd0316-0037,nzd0316-0038,nzd0316-0039,nzd0316-0040,nzd0316-0041,nzd0316-0042,nzd0316-0043,nzd0316-0044,nzd0316-0045,nzd0316-0046,satname
2005-05-06 22:02:37+00:00,,346.08,333.58,336.74,338.79,333.40,349.17,346.66,344.21,339.99,333.39,360.91,364.37,,,,377.49,380.80,370.31,364.88,368.80,379.64,378.27,383.69,370.77,370.29,368.22,372.62,,,369.26,368.18,375.90,377.62,375.15,377.62,381.49,377.11,379.44,375.28,366.20,,,,363.81,369.04,373.05,L7
2005-05-22 22:02:36+00:00,357.09,350.38,342.76,344.95,,,354.52,354.63,352.38,350.01,338.04,361.18,368.14,368.05,375.59,377.12,382.28,384.20,377.52,,,382.39,376.97,381.66,373.71,371.29,372.21,371.00,367.62,367.28,369.82,370.21,378.15,,,371.91,376.66,367.68,363.16,350.16,345.95,,,329.16,345.87,349.30,,L7
2005-06-07 22:02:31+00:00,367.77,352.58,342.38,339.26,340.98,339.38,340.78,340.77,342.01,341.60,328.26,328.79,,,370.13,371.56,374.06,373.55,367.30,,366.14,366.87,366.57,368.95,359.54,359.13,,,,361.74,361.35,360.44,364.31,369.40,369.16,359.71,359.45,352.41,353.00,356.73,,,345.15,,354.38,359.59,358.91,L7
2005-06-15 22:00:34+00:00,361.41,343.17,345.47,336.12,336.38,342.86,349.27,365.48,348.37,344.21,347.73,367.25,373.48,396.23,408.57,374.34,376.09,384.90,374.31,363.32,364.86,369.72,365.40,367.91,372.23,375.51,372.47,372.10,372.79,371.31,379.07,387.14,392.06,391.44,396.27,388.49,386.61,382.18,390.53,387.90,384.67,378.20,376.16,,373.72,381.85,372.87,L5
2005-06-23 22:02:25+00:00,,,,337.92,347.31,344.99,351.96,348.52,352.94,343.20,335.30,366.65,364.58,373.97,376.07,385.60,,,,369.19,368.90,377.09,,374.61,367.90,369.70,366.27,366.33,367.02,361.25,,,,379.67,370.66,363.11,367.05,362.85,373.16,363.98,363.62,,,345.39,,,359.44,L7
2005-07-25 22:02:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.82,386.64,408.95,,,,,L7
2005-08-26 22:02:15+00:00,339.68,339.51,328.48,320.54,315.77,323.13,,,,303.60,,,,,,,,359.89,,,,,,,349.57,349.36,348.82,345.36,343.32,344.83,352.44,351.81,360.13,385.66,370.58,,,,,,,,,,332.46,,,L7
2005-09-11 22:02:05+00:00,361.55,347.07,342.73,335.21,332.01,333.79,340.16,345.76,,,,350.96,360.49,371.86,389.17,365.53,363.97,366.58,358.06,353.69,364.24,367.07,367.50,,,,375.83,366.16,364.79,359.16,364.64,367.34,372.18,375.33,365.75,370.73,370.46,,,,366.56,356.51,361.65,359.34,359.65,368.77,373.74,L7
2005-09-19 22:01:08+00:00,345.93,334.07,328.15,328.22,317.60,317.82,329.92,331.40,340.35,330.00,323.63,336.85,343.16,345.24,354.61,354.33,356.64,360.73,348.46,342.43,345.38,349.90,346.12,352.69,350.78,349.86,355.16,352.85,348.78,351.28,356.68,355.17,360.94,361.55,357.33,350.63,348.68,350.80,359.88,359.08,358.03,343.87,342.54,352.61,358.11,354.94,350.48,L5
2005-10-05 22:01:05+00:00,335.44,322.02,313.07,315.74,317.04,312.30,321.29,321.73,326.77,322.93,318.74,329.01,333.46,336.17,342.35,342.35,345.81,349.32,344.37,345.11,351.01,354.21,344.28,350.60,344.44,347.93,349.35,348.09,345.76,344.01,345.08,345.36,354.74,356.22,355.99,345.92,345.02,348.23,351.52,353.50,345.09,338.00,338.20,341.71,347.83,342.80,346.51,L5
2005-10-13 22:02:06+00:00,356.68,348.63,345.08,332.73,334.12,334.62,337.93,,,334.14,328.01,343.78,351.98,355.79,360.00,361.54,358.63,359.20,351.74,357.50,364.77,368.40,,,,362.51,362.60,360.55,361.12,356.52,364.29,362.95,369.83,372.30,373.58,369.74,,,379.05,374.96,365.24,357.62,360.66,356.52,353.64,354.59,354.12,L7
2005-11-22 22:01:34+00:00,356.90,348.68,334.54,335.51,335.59,328.92,333.08,330.90,330.04,328.15,316.22,334.11,353.15,356.85,377.56,360.10,358.75,368.39,362.43,361.68,357.75,362.53,366.48,363.80,359.91,351.52,350.75,362.07,362.27,363.13,371.92,371.79,370.42,373.68,363.82,367.90,371.22,375.96,377.52,372.08,375.85,374.51,374.27,363.76,362.73,368.43,370.36,L5
2006-02-02 22:03:01+00:00,350.06,346.71,343.21,329.16,331.05,,,344.10,341.16,343.42,326.54,343.15,348.64,356.84,358.10,354.03,358.84,356.74,354.90,362.17,,,370.61,373.52,367.96,364.51,357.57,360.95,365.54,362.04,366.33,363.96,373.82,378.25,,,369.63,368.54,376.41,379.67,376.44,358.53,371.84,358.82,359.82,356.90,356.44,L7
2006-02-18 22:03:05+00:00,354.73,344.96,344.97,333.66,331.66,340.62,346.35,344.00,341.83,330.58,325.15,338.83,,,,357.33,357.42,358.87,354.37,357.60,363.94,367.23,371.96,369.96,367.41,360.73,362.92,,,364.37,366.82,364.59,373.90,374.26,374.77,371.74,370.35,370.31,378.24,379.20,381.22,,,353.54,353.82,358.30,366.08,L7
2006-05-01 22:04:57+00:00,383.08,378.56,363.71,350.78,343.83,348.30,362.67,356.44,345.71,336.99,332.41,338.98,354.23,365.65,,,,,,366.79,366.63,373.13,382.52,366.66,362.44,352.59,358.70,356.67,358.24,358.88,363.19,370.71,368.58,363.45,365.93,363.96,367.11,355.42,363.84,370.24,353.90,361.47,349.15,,,,,L5
2006-05-09 22:03:04+00:00,369.33,357.45,341.71,327.89,326.89,323.19,335.99,338.53,,,318.47,345.27,350.80,356.53,361.37,362.24,360.08,361.04,358.10,361.91,361.70,373.59,367.32,,,357.46,352.23,355.48,352.18,355.80,364.34,362.49,361.62,365.58,366.55,361.80,,,,368.67,365.88,360.48,351.35,348.39,351.72,354.19,357.23,L7
2006-05-17 22:05:09+00:00,392.98,384.75,367.77,348.36,337.21,342.27,343.67,342.85,344.63,332.15,321.94,328.49,359.01,363.04,369.66,366.61,365.79,367.72,369.21,368.46,373.64,378.23,381.69,369.46,361.27,356.77,362.97,362.60,367.57,365.22,368.14,368.86,374.52,374.23,367.61,365.25,363.98,363.29,371.41,375.20,375.22,363.83,359.55,360.42,365.24,370.24,364.40,L5
2006-06-26 22:02:56+00:00,395.04,390.43,386.36,,,352.90,354.25,352.64,356.51,353.57,341.17,369.37,370.19,373.34,384.52,381.87,381.77,385.25,,,379.79,389.49,386.03,379.33,373.78,373.63,374.48,374.15,372.34,374.11,375.67,381.39,,,381.89,376.05,376.01,373.64,386.57,387.58,385.38,377.69,370.17,,375.77,,,L7
2006-07-12 22:02:49+00:00,,,,,,321.07,337.96,335.15,340.76,340.27,329.00,353.84,350.19,351.72,359.50,361.22,356.16,,,,359.40,361.85,355.35,357.79,350.00,346.24,351.05,349.49,353.77,352.11,355.23,,,,355.44,351.89,350.41,350.89,357.90,356.50,358.99,340.49,338.95,339.92,353.97,,,L7
2006-08-13 22:02:41+00:00,341.02,335.72,353.39,353.98,337.72,313.05,320.17,319.18,317.86,323.08,319.28,330.56,,,,348.97,344.48,350.66,347.93,347.99,347.56,361.08,350.26,351.33,342.30,345.82,341.24,,,,351.39,355.96,358.23,354.92,353.53,348.61,349.02,347.53,345.31,346.59,352.52,,,329.92,347.10,343.76,344.92,L7
2006-08-21 22:06:31+00:00,349.06,340.02,332.13,334.05,329.17,315.55,328.77,332.25,338.37,330.35,326.77,330.02,346.80,349.27,345.84,342.74,340.11,348.23,344.29,340.63,341.54,348.34,343.88,354.85,343.20,347.31,353.25,358.76,348.70,342.35,353.06,351.64,360.04,360.71,359.18,360.83,359.48,356.92,364.19,360.66,360.32,351.44,338.91,337.92,347.23,349.93,348.45,L5
2006-08-29 22:02:38+00:00,,,,,,,,331.77,338.16,343.20,326.42,340.25,356.93,350.95,360.04,352.92,351.79,360.96,353.84,352.57,,,362.37,360.76,353.23,357.76,353.27,357.40,359.19,360.83,359.14,364.62,368.14,,,,368.38,367.35,369.00,377.53,370.46,360.04,356.27,348.54,351.45,352.98,351.76,L7
2006-09-22 22:06:54+00:00,348.66,335.63,326.51,333.76,329.48,324.65,,,,,,,,,,,,,,,,,351.55,356.90,,,,,,,,,,,,,,,,,,346.79,344.27,349.94,360.76,,,L5
2006-10-08 22:07:05+00:00,343.05,345.11,343.94,340.98,336.38,332.04,336.09,336.75,336.27,334.21,327.74,338.32,340.95,342.98,353.06,349.18,354.87,361.67,356.18,359.90,363.32,360.13,343.60,348.75,342.35,342.25,339.66,345.86,358.57,355.35,358.62,361.82,369.37,368.59,370.15,354.65,353.53,353.28,356.11,354.59,349.78,354.88,351.24,361.83,360.90,358.85,357.23,L5
2006-10-16 22:02:31+00:00,,330.23,330.87,320.51,322.25,319.83,325.83,329.49,328.86,323.33,318.44,338.00,341.12,,,,340.00,343.81,339.94,345.93,344.40,348.48,348.56,351.07,345.31,344.54,349.03,350.35,,,354.81,354.09,358.98,356.62,359.55,355.43,355.12,356.00,359.05,364.80,356.94,,,,348.06,340.66,341.91,L7
2006-10-24 22:07:14+00:00,341.79,329.05,330.60,325.31,321.66,323.18,332.06,339.88,340.10,331.74,324.18,333.54,343.67,348.73,352.11,345.46,340.66,340.92,336.14,331.47,344.22,347.00,343.56,350.83,341.28,348.80,347.72,354.78,354.95,351.34,351.48,350.57,363.40,363.00,356.71,352.10,355.80,352.64,359.25,365.09,363.43,360.99,350.09,344.91,345.76,344.59,346.10,L5
2006-11-01 22:02:46+00:00,372.49,352.29,,,,348.86,356.25,364.30,360.55,347.73,340.42,348.36,368.36,366.63,373.87,359.26,362.39,367.75,,,362.05,365.44,368.80,372.14,362.37,362.64,363.24,366.83,374.06,371.64,366.36,372.89,,,384.53,381.49,371.78,371.84,375.91,377.27,374.65,366.86,371.29,366.46,365.71,,,L7
2007-03-25 22:03:32+00:00,349.39,348.33,343.12,331.28,331.50,335.14,,,,334.16,330.48,350.68,379.73,383.80,406.47,385.14,369.97,384.63,360.09,359.61,363.96,,,,373.91,365.09,363.99,361.19,366.82,387.55,381.23,376.48,384.57,382.85,381.65,,,,370.71,376.50,380.62,374.20,374.45,369.81,367.10,364.77,364.77,L7
2007-05-12 22:03:23+00:00,,,,,,,,,,,,,,,359.20,356.41,356.13,356.57,355.23,348.54,356.91,364.29,361.21,363.17,349.97,347.42,,,,363.33,361.28,361.01,363.99,364.11,357.26,350.20,351.32,356.72,361.81,,,,359.71,353.04,360.25,357.66,358.48,L7
2007-05-28 22:03:16+00:00,,,,,,,,,343.15,343.65,331.64,363.50,366.25,357.76,361.61,362.95,356.95,366.65,360.89,,,,380.33,378.71,364.74,361.35,362.98,360.94,363.57,366.91,365.06,361.66,363.67,,,370.62,374.69,372.16,378.18,381.29,372.54,367.97,362.38,347.20,356.00,361.79,,L7
2007-09-09 22:06:09+00:00,355.52,347.43,335.48,328.77,330.57,331.35,339.83,344.64,339.10,337.03,328.19,349.56,359.79,362.74,367.12,363.20,357.03,361.58,360.28,357.60,365.37,371.80,371.43,365.41,360.30,358.97,366.54,363.51,359.75,359.49,365.33,369.04,374.18,374.87,369.40,367.75,364.43,360.54,375.04,381.90,378.31,367.04,356.16,367.76,360.80,371.48,369.15,L5
2007-09-17 22:02:48+00:00,355.13,340.84,340.16,,,338.38,341.84,343.92,338.67,327.16,323.77,340.61,342.42,351.70,355.01,356.98,356.80,360.94,,,369.94,372.19,374.49,363.93,359.33,353.63,355.51,357.15,358.79,359.35,363.51,366.11,,,374.64,363.26,365.91,367.94,372.39,374.70,370.00,358.35,362.21,369.15,374.54,,,L7
2007-11-04 22:03:02+00:00,352.80,341.20,340.17,338.94,,,338.09,338.12,337.61,329.99,327.84,336.63,342.18,344.13,346.62,347.63,346.30,356.75,357.29,,,368.78,363.64,361.19,356.42,354.22,359.70,358.06,356.88,360.39,356.73,357.85,,,,367.23,368.19,365.11,372.03,370.39,373.14,360.38,370.44,373.37,360.24,362.69,,L7
2007-11-20 22:03:10+00:00,348.46,340.08,,,347.72,347.31,343.35,343.55,340.08,335.10,328.23,335.15,345.60,347.02,351.58,350.11,353.57,,,360.27,367.78,372.87,371.22,376.51,371.93,370.26,365.24,365.96,365.12,365.41,361.13,,,382.33,379.23,378.84,382.32,383.51,378.38,373.62,374.50,369.89,372.99,373.12,,,376.74,L7
2007-12-06 22:03:16+00:00,361.63,348.83,348.49,346.90,347.83,349.37,351.50,351.80,345.88,339.88,337.18,,,351.93,353.45,353.52,355.23,358.29,354.31,354.25,362.78,369.89,373.97,367.94,362.43,,,,360.15,368.89,367.08,366.56,371.52,368.44,368.59,375.53,381.48,381.66,381.90,,,374.62,371.03,369.29,362.64,371.82,375.03,L7
2008-03-11 22:03:08+00:00,358.64,346.65,341.09,331.88,,,,343.24,343.07,338.73,337.05,348.73,359.10,350.30,352.88,357.79,356.40,358.91,355.09,,,,364.85,361.62,358.06,356.79,355.86,350.47,353.77,350.83,354.23,351.10,,,,373.20,373.85,370.75,375.58,373.71,364.51,357.16,360.39,357.91,355.99,354.72,,L7
2008-04-12 22:03:08+00:00,380.73,353.26,346.62,358.14,372.24,367.61,,,,,,379.33,380.34,390.11,,383.40,379.65,394.14,367.22,381.15,368.29,384.02,373.86,368.26,,,362.54,360.44,363.55,368.55,370.28,361.10,361.26,366.10,384.14,380.08,383.00,,,389.76,379.91,357.91,381.18,392.73,378.01,382.97,388.14,L7
2008-05-14 22:03:00+00:00,,348.10,345.51,349.26,343.81,338.82,340.70,345.82,343.47,338.54,330.90,358.39,358.08,,,,358.83,364.92,359.06,362.66,368.52,379.76,365.79,360.45,358.98,356.91,359.38,365.10,,,357.59,358.09,369.07,376.54,372.65,369.72,378.65,375.54,384.97,385.76,383.88,,,351.23,355.57,359.73,367.23,L7
2008-05-30 22:02:53+00:00,,,350.45,346.95,342.90,341.07,345.16,343.71,342.89,335.11,321.36,356.10,353.21,345.54,358.45,,,,356.88,,367.33,376.54,366.50,355.08,349.46,349.62,352.79,360.05,361.56,,,354.63,362.13,365.14,366.77,364.38,369.60,371.13,375.11,382.28,368.85,356.74,,,359.03,357.90,363.75,L7
2008-06-15 22:02:44+00:00,369.31,357.04,,,340.28,338.12,337.84,339.58,335.21,335.72,324.26,358.02,355.48,358.27,362.01,358.75,363.71,,,349.87,354.23,366.51,357.78,354.26,352.23,354.89,358.42,356.41,360.22,358.14,361.98,,,364.87,365.72,365.91,368.28,368.20,376.34,380.68,373.35,365.00,353.95,342.09,,,358.06,L7
2008-07-17 22:02:22+00:00,,,,,341.77,342.92,349.97,357.31,362.04,348.32,337.48,366.13,359.02,357.04,363.86,372.66,,,365.77,365.42,368.97,387.93,372.84,368.67,360.77,362.06,360.45,367.89,372.36,366.56,,,,,,,,,,,324.80,,,,,352.46,348.83,L7
2008-08-18 22:02:08+00:00,386.73,376.28,364.63,352.30,343.57,346.24,339.60,340.97,341.40,334.71,320.78,,,358.63,367.76,368.72,360.31,371.76,358.55,359.24,360.22,361.05,355.14,357.56,352.66,354.88,,,349.38,348.30,353.11,358.53,361.22,359.75,358.04,352.30,349.06,360.13,371.95,,,347.58,358.02,366.55,368.09,373.75,363.95,L7
2008-10-05 22:01:42+00:00,361.45,340.33,340.41,339.54,347.50,,,362.87,360.17,346.58,331.85,337.55,345.87,351.49,354.20,351.86,346.67,350.06,343.88,352.25,,,360.98,360.06,357.19,351.15,349.50,350.60,349.34,346.20,346.89,353.04,357.92,357.88,,,361.95,363.83,366.23,358.71,354.23,334.70,351.01,365.65,365.40,357.83,362.40,L7
2009-01-25 22:02:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.55,362.91,360.53,365.46,374.45,372.27,367.60,361.93,366.21,363.49,,,,358.28,355.97,367.63,358.50,365.86,368.59,L7
2009-02-02 21:58:34+00:00,355.41,354.09,357.57,351.53,347.35,351.29,354.15,344.32,341.26,343.69,335.37,352.46,351.87,346.92,371.70,364.14,361.55,367.57,357.89,353.97,357.98,366.35,364.09,364.32,357.71,358.48,355.62,360.87,358.07,354.34,359.24,363.81,372.96,372.01,379.22,366.59,358.81,360.51,367.00,364.85,365.39,346.00,351.85,350.43,355.89,359.30,360.98,L5
2009-03-14 22:03:09+00:00,378.97,364.37,353.61,357.37,,,365.23,369.94,366.84,362.36,354.26,353.12,360.80,365.07,356.00,357.72,356.34,363.01,354.90,,,361.02,361.32,364.11,360.71,358.53,355.35,361.30,362.45,369.86,369.48,372.12,373.10,,,366.20,368.59,369.14,373.64,374.07,369.16,363.55,359.48,356.11,359.05,,,L7
2009-06-02 22:03:27+00:00,,,,,354.19,346.73,344.62,339.94,345.50,343.62,333.18,353.39,366.86,364.09,363.27,363.31,357.25,,,,360.33,368.92,357.31,359.26,354.72,,,,378.15,,,,,,,,,,,366.09,380.19,356.63,344.40,330.16,,,347.66,L7
2009-06-18 22:03:25+00:00,,,,,,,363.21,364.05,358.18,355.63,348.55,371.49,369.22,373.00,371.93,363.53,359.57,,,,367.54,372.64,366.19,369.03,369.55,365.93,356.09,354.58,364.89,364.06,357.37,,,378.85,383.93,372.89,369.18,371.59,380.38,377.29,369.35,363.69,358.75,345.26,,,,L7
2009-08-05 22:03:13+00:00,385.74,376.55,367.59,350.88,338.05,333.84,,,334.39,336.34,326.83,341.21,360.03,357.13,366.45,370.87,363.47,369.75,360.02,355.07,363.43,,,368.97,360.91,357.90,354.01,351.95,350.00,347.18,354.59,355.69,360.79,359.65,,,356.07,350.82,359.71,353.13,351.84,346.77,344.13,345.39,355.47,349.92,352.85,L7
2009-10-24 22:03:18+00:00,379.15,359.35,355.27,350.18,352.86,,,353.00,346.89,340.55,325.51,340.30,348.25,356.42,367.71,354.10,354.48,361.64,359.51,368.53,,,370.32,377.85,363.48,372.84,372.02,363.19,351.08,348.80,355.80,356.94,363.22,346.88,,,359.38,361.49,359.48,365.00,353.93,341.78,343.12,347.28,348.09,355.41,,L7
2010-02-21 22:03:56+00:00,,,,,,362.71,371.69,372.56,384.53,369.75,357.59,377.01,365.92,,,,393.92,396.97,378.98,382.00,367.38,373.02,365.61,365.98,360.37,362.55,356.54,354.13,,,,,,,,,,,,,,,,,,381.34,373.69,L5
2010-05-04 22:05:11+00:00,361.30,350.73,345.86,348.66,,,350.98,356.55,356.18,352.37,343.08,360.80,358.89,359.65,358.36,350.86,347.34,350.76,363.07,,,358.18,354.35,357.13,351.87,346.70,353.05,354.71,354.41,353.87,362.99,360.95,,,,382.35,385.64,378.35,379.54,389.05,385.82,380.01,373.62,360.87,375.15,,,L7
2010-06-21 22:05:10+00:00,,,353.67,351.79,,,347.66,355.48,354.09,353.69,337.77,353.09,364.70,363.65,365.64,360.85,357.73,359.84,363.23,,,363.18,355.65,362.69,351.77,356.26,359.74,363.53,356.23,357.68,347.03,353.66,365.80,,,358.17,361.69,366.50,367.50,371.90,367.99,350.50,345.23,326.77,347.03,,,L7
2010-07-07 22:05:13+00:00,,357.52,352.39,347.23,342.52,345.41,346.79,352.94,353.57,347.88,333.44,356.50,,,,362.04,359.00,358.66,356.16,,357.84,376.73,374.17,369.62,369.21,363.98,366.03,,,,349.85,354.91,370.61,370.86,368.30,361.36,367.45,372.03,377.94,379.47,,,,338.98,346.31,351.22,358.11,L7
2010-09-09 22:05:18+00:00,368.00,363.63,354.65,344.84,342.04,348.88,350.16,,,,338.12,342.99,364.82,368.78,371.71,371.67,372.01,376.21,365.51,365.45,367.20,371.01,,,,365.53,362.36,360.90,361.51,363.97,368.35,366.17,371.80,369.79,366.31,373.27,,,376.09,382.45,370.05,357.12,350.23,364.06,364.77,367.18,370.78,L7
2010-10-11 22:05:21+00:00,,,346.88,333.78,332.06,339.73,347.25,348.49,355.93,341.22,338.11,345.74,357.70,365.98,,,,362.12,357.78,356.53,369.31,378.94,363.77,358.74,353.00,358.16,361.55,360.58,359.16,,,354.07,367.16,366.90,366.51,360.03,367.57,366.42,373.48,372.25,363.77,352.74,,,357.32,355.96,358.98,L7
2010-11-04 22:02:50+00:00,359.39,353.09,340.72,330.48,327.72,330.14,339.82,344.26,338.99,331.62,324.18,343.59,356.06,361.46,362.55,363.63,360.85,366.02,352.29,349.44,350.88,360.23,350.21,359.63,349.96,349.65,351.05,352.82,354.84,352.59,353.01,354.26,357.59,359.50,358.18,351.95,352.91,353.55,361.41,366.29,359.10,,,,,,,L5
2010-11-20 22:02:48+00:00,,,,,,,,,,,,,,366.16,372.63,371.82,369.62,365.81,356.45,354.84,359.21,368.72,362.97,370.45,361.77,360.36,360.46,351.57,344.81,346.67,333.46,333.08,343.03,345.58,342.75,343.49,341.07,347.56,358.50,,,,,,,,,L5
2010-12-30 22:06:10+00:00,,,331.03,330.96,332.36,346.26,352.46,355.35,352.29,347.48,335.04,348.58,357.41,372.71,,,,365.21,362.89,365.43,359.12,367.45,367.06,365.43,361.07,355.30,359.31,356.75,354.32,,,362.87,369.76,377.86,374.25,371.33,369.31,371.21,380.94,372.18,372.10,357.56,,,355.96,362.87,366.31,L7
2011-01-07 22:02:56+00:00,361.43,348.66,339.57,339.22,345.66,352.70,361.24,360.43,359.47,350.99,344.68,351.80,358.10,366.36,374.03,369.64,371.91,376.57,372.61,376.76,375.74,386.42,384.92,379.72,368.85,360.02,361.58,363.86,364.01,370.47,369.91,361.96,377.95,380.85,378.04,371.38,374.98,373.72,381.97,378.63,373.04,,,,,,,L5
2011-01-23 22:02:56+00:00,367.95,350.69,339.70,336.34,332.34,347.45,355.17,358.91,361.49,351.14,342.53,344.69,352.62,362.37,368.09,367.28,363.24,368.37,372.31,365.10,371.67,383.45,377.70,375.99,369.07,375.24,367.50,362.96,366.17,371.40,371.90,377.03,383.48,378.26,383.17,377.78,390.13,382.19,386.36,378.51,374.69,362.22,360.55,353.50,366.10,364.13,364.45,L5
2011-01-31 22:06:24+00:00,347.38,336.25,315.31,313.92,315.88,320.56,,,333.64,330.66,321.57,333.46,346.11,350.84,354.58,356.51,354.48,359.44,355.88,355.97,354.44,,,358.19,353.04,352.55,355.94,348.99,349.10,353.92,355.37,357.65,368.10,369.61,,,369.18,370.23,372.85,370.29,361.42,353.19,350.42,358.80,351.47,357.67,358.43,L7
2011-02-16 22:06:27+00:00,355.95,344.84,327.97,322.79,324.19,327.58,339.64,,,339.65,334.47,340.12,360.00,361.42,367.40,358.08,358.52,360.89,359.24,361.81,362.54,367.66,,,364.63,365.05,363.28,362.72,360.32,360.48,361.90,365.21,372.78,375.40,364.31,,,371.16,386.38,381.36,370.04,357.47,356.17,366.26,351.13,360.92,361.37,L7
2011-03-04 22:06:33+00:00,360.10,349.90,329.25,322.83,318.44,327.11,334.67,337.96,,,,345.45,361.40,358.13,360.86,365.25,362.26,364.53,360.28,358.26,364.25,369.76,367.61,,,362.16,368.35,363.72,356.08,351.43,358.33,362.93,381.24,374.65,367.25,360.42,,,,381.01,368.32,354.82,353.67,366.46,361.95,361.42,366.82,L7
2011-03-12 22:02:55+00:00,368.74,357.73,350.77,350.44,348.68,359.17,364.23,356.71,354.11,350.78,336.65,352.89,370.96,381.22,400.38,376.52,378.07,384.46,374.38,372.77,374.26,381.07,384.64,384.70,384.00,376.52,379.87,379.64,374.40,361.06,369.85,384.85,407.95,408.98,399.97,403.11,387.47,393.36,397.15,394.18,385.23,363.30,374.23,378.76,377.15,381.96,387.24,L5
2011-03-28 22:02:50+00:00,359.51,349.29,335.29,324.73,318.94,328.94,338.67,341.96,336.01,330.78,324.11,334.93,345.30,354.15,361.16,362.63,360.89,357.37,358.12,358.56,367.54,375.29,372.85,370.31,365.85,367.92,367.67,367.54,365.99,363.53,361.83,362.45,380.24,376.78,373.58,369.75,366.23,365.76,378.28,376.92,366.09,353.60,353.40,356.47,360.35,361.86,369.55,L5
2011-08-02 22:12:38+00:00,,,,,,,,,,364.47,353.53,361.22,368.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-08-18 22:12:35+00:00,,,,,,358.66,367.56,359.28,358.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-09-28 22:06:15+00:00,358.45,344.80,334.32,338.81,335.83,342.28,347.19,346.65,344.53,341.71,333.43,,,357.00,359.66,362.12,360.82,364.02,358.52,355.07,356.63,363.35,360.15,366.05,354.73,,,,363.74,363.63,368.73,365.97,380.79,376.34,370.89,365.41,364.88,364.16,374.87,,,362.10,365.27,370.88,370.84,369.86,372.97,L7
2011-10-14 22:06:16+00:00,351.32,345.84,342.23,331.05,334.76,343.83,346.61,345.07,341.59,329.32,320.80,327.34,,,356.11,352.17,350.09,358.12,352.22,350.09,358.65,361.68,358.47,361.11,355.15,355.17,,,351.12,349.90,352.95,359.57,371.86,370.91,366.97,367.68,362.76,360.67,356.94,,,,352.59,356.44,348.15,350.02,342.57,L7
2011-11-15 22:06:34+00:00,346.81,338.80,333.06,334.94,332.36,341.96,,,,330.55,324.23,332.22,346.39,347.90,350.63,349.99,347.13,349.16,342.54,347.27,346.25,,,,356.42,360.87,356.48,351.79,355.74,355.70,363.49,367.69,371.45,366.37,374.18,,,374.05,375.65,371.89,364.67,353.55,354.31,362.96,351.25,356.68,358.96,L7
2012-01-02 22:07:01+00:00,358.83,334.80,,,,323.38,339.52,332.40,330.14,321.76,309.75,320.85,336.62,340.30,353.47,347.32,351.34,,,353.98,348.77,355.13,350.31,350.54,339.46,348.71,351.28,348.36,348.77,346.00,343.93,,,376.79,376.26,370.66,376.46,371.80,375.27,368.42,359.90,348.27,352.21,357.32,,,357.05,L7
2012-03-22 22:07:08+00:00,353.78,345.53,,,,329.91,341.28,332.30,333.68,327.75,318.45,325.13,337.63,347.02,355.19,355.06,357.52,,,351.18,353.86,366.97,361.18,361.66,356.05,357.44,354.61,353.01,352.29,351.32,,,,,,,,,,,,,,,,,,L7
2012-04-07 22:07:04+00:00,367.54,354.68,338.52,333.36,335.68,342.05,346.95,341.55,345.35,339.75,333.00,340.63,355.76,,,372.46,366.02,372.51,367.52,358.07,359.30,364.21,354.65,364.97,356.14,357.48,358.29,,,364.08,366.20,367.19,371.66,378.88,375.80,368.50,366.14,363.69,374.13,373.44,,,,368.19,368.65,379.02,387.80,L7
2012-08-13 22:08:08+00:00,364.94,349.62,338.03,330.49,331.91,334.55,339.30,335.87,335.75,,,338.30,347.67,349.77,357.90,357.39,358.35,355.80,354.42,351.85,360.10,369.59,365.29,361.40,,,361.41,366.31,367.77,370.03,361.48,358.17,346.78,345.57,364.95,369.10,367.62,,,375.78,369.24,350.06,355.93,349.15,351.47,354.92,356.31,L7
2012-08-29 22:08:16+00:00,365.61,348.26,332.23,332.50,328.37,327.69,348.26,344.42,342.89,339.68,327.98,338.30,,,,357.48,353.55,357.95,350.77,349.05,361.85,382.71,372.90,375.95,367.13,373.82,368.11,,,361.13,360.76,357.26,351.75,350.51,357.86,374.42,374.76,375.44,380.64,380.77,,,,358.08,349.07,360.96,366.55,L7
2012-09-30 22:08:36+00:00,,,,,,,,,,,,,,,,,,,,,,359.81,,,,,,,,,,,,,,,,,,,,,,,,,,L7
