dates,nzd0316-0000,nzd0316-0001,nzd0316-0002,nzd0316-0003,nzd0316-0004,nzd0316-0005,nzd0316-0006,nzd0316-0007,nzd0316-0008,nzd0316-0009,nzd0316-0010,nzd0316-0011,nzd0316-0012,nzd0316-0013,nzd0316-0014,nzd0316-0015,nzd0316-0016,nzd0316-0017,nzd0316-0018,nzd0316-0019,nzd0316-0020,nzd0316-0021,nzd0316-0022,nzd0316-0023,nzd0316-0024,nzd0316-0025,nzd0316-0026,nzd0316-0027,nzd0316-0028,nzd0316-0029,nzd0316-0030,nzd0316-0031,nzd0316-0032,nzd0316-0033,nzd0316-0034,nzd0316-0035,nzd0316-0036,nzd0316-0037,nzd0316-0038,nzd0316-0039,nzd0316-0040,nzd0316-0041,nzd0316-0042,nzd0316-0043,nzd0316-0044,nzd0316-0045,nzd0316-0046,satname
2000-08-12 22:04:05+00:00,374.54,367.66,364.83,365.42,356.02,355.26,355.35,353.75,350.00,340.14,331.80,346.71,352.72,353.14,360.92,358.14,354.79,355.44,354.49,354.48,359.45,378.08,367.87,366.68,359.55,357.96,353.86,351.76,348.65,351.34,358.15,359.93,363.01,360.60,361.86,361.11,357.42,351.95,353.76,353.68,352.55,344.13,349.73,342.64,351.30,349.48,352.39,L7
2000-09-13 22:03:38+00:00,375.25,365.05,360.64,360.50,353.74,353.39,355.31,354.05,349.83,340.53,332.24,347.77,353.18,356.14,362.05,361.34,356.75,357.54,353.50,353.42,360.45,370.27,364.01,364.18,360.58,358.33,355.17,351.72,349.22,351.73,351.75,357.75,365.82,362.15,363.46,362.90,358.79,352.22,354.16,353.83,352.76,342.99,348.88,342.24,351.09,349.26,352.26,L7
2000-10-31 22:03:22+00:00,376.60,364.12,359.19,357.38,350.55,350.17,353.46,354.15,351.43,342.02,335.03,351.36,354.73,357.48,364.72,364.01,360.14,359.06,353.92,355.48,361.98,372.66,364.01,364.86,360.25,358.68,356.07,352.76,351.64,353.04,352.91,359.05,366.10,361.67,362.81,362.06,358.87,352.14,355.03,353.71,351.55,340.69,348.60,342.31,350.87,349.54,352.36,L7
2000-12-18 22:03:25+00:00,366.88,356.41,349.79,344.81,339.11,341.87,347.78,348.87,347.30,338.91,330.07,345.19,347.22,350.31,356.30,351.21,354.70,356.33,351.43,354.24,359.94,369.84,365.77,367.31,361.93,357.64,356.19,353.02,353.51,352.99,358.53,357.74,360.44,356.97,358.95,357.43,352.75,349.87,355.49,351.44,348.65,336.89,344.64,347.87,349.10,348.88,355.20,L7
2001-01-03 22:03:24+00:00,367.42,356.12,349.98,346.12,342.38,345.41,353.41,355.55,354.81,346.22,338.31,353.63,354.06,350.31,356.30,359.11,361.25,363.80,357.66,359.67,364.13,372.91,370.73,372.97,369.97,363.18,361.88,362.68,359.16,357.62,362.43,363.46,360.44,368.60,367.18,364.95,356.32,355.53,362.24,359.21,355.61,340.89,352.26,347.87,356.15,348.88,362.42,L7
2001-01-19 22:03:31+00:00,364.93,354.15,348.95,344.86,342.57,346.61,354.93,356.75,355.64,347.56,340.70,355.14,355.61,351.27,356.85,358.24,360.50,362.64,356.72,359.08,364.63,373.28,371.62,374.47,371.02,364.25,362.95,363.04,360.20,358.33,361.61,362.72,363.63,370.30,367.84,364.20,357.53,356.39,362.45,359.75,355.51,342.61,352.91,347.60,354.29,349.03,361.00,L7
2001-02-20 22:03:24+00:00,362.20,352.82,348.60,344.46,345.13,350.73,360.61,360.95,359.47,352.40,346.39,360.38,359.64,354.09,360.01,360.46,363.91,365.22,358.09,360.57,366.89,375.74,377.08,379.10,375.90,369.47,367.12,366.81,363.50,361.45,364.41,365.88,368.17,373.31,368.89,366.29,360.55,360.56,366.61,364.49,358.93,347.62,357.45,351.67,355.62,351.10,362.41,L7
2001-07-14 22:02:21+00:00,358.27,354.12,355.72,351.40,353.07,356.79,365.96,363.07,359.24,357.10,351.36,363.99,366.83,361.83,371.59,363.72,366.42,365.88,361.66,359.80,367.50,377.71,380.18,385.71,379.33,376.68,375.30,372.09,371.18,369.92,370.35,371.20,382.76,377.48,371.43,368.92,371.97,368.30,373.84,379.79,371.78,364.05,362.97,356.38,353.06,354.78,359.36,L7
2001-08-31 22:01:41+00:00,364.11,354.06,353.28,353.75,349.46,347.58,350.42,350.44,349.68,345.48,338.50,352.79,358.68,360.83,371.02,361.21,362.86,363.93,358.96,346.86,360.84,372.03,368.68,377.43,369.23,369.95,371.41,367.94,361.77,367.13,374.81,372.30,382.96,366.48,362.20,366.44,368.63,363.01,372.57,377.35,372.76,359.76,356.83,358.82,353.40,358.66,358.31,L7
2001-10-02 22:01:16+00:00,364.25,356.53,355.09,352.31,348.96,351.91,355.15,358.44,355.02,348.11,341.37,355.63,363.47,366.56,374.94,366.37,365.80,368.37,362.08,358.42,365.89,378.50,375.06,378.31,371.36,371.77,370.85,367.67,362.88,367.61,374.09,372.12,382.67,371.07,365.34,367.17,368.75,364.29,372.17,376.08,375.21,359.14,358.37,363.04,357.10,361.14,361.18,L7
2001-11-03 22:01:22+00:00,359.94,352.74,350.46,346.27,343.13,346.66,351.63,354.30,351.42,344.78,337.17,351.94,360.19,362.08,371.13,362.37,361.95,363.60,358.16,355.32,363.29,375.34,372.70,376.04,368.86,368.90,367.39,363.99,359.37,363.61,367.97,368.30,378.97,368.50,365.87,367.78,367.56,363.37,370.97,372.32,369.44,352.74,353.33,358.18,354.06,355.73,356.57,L7
2001-12-21 22:01:41+00:00,361.44,357.61,353.49,348.54,345.37,347.33,352.49,356.34,351.82,345.79,339.18,354.60,366.34,362.08,377.87,364.83,364.50,369.06,361.84,360.24,366.50,378.40,377.93,381.32,372.28,370.11,366.64,362.32,360.69,365.60,374.22,369.72,383.02,374.60,371.71,369.57,369.52,364.78,373.39,375.04,372.52,353.37,359.53,365.44,360.65,363.36,364.98,L7
2002-02-07 22:01:54+00:00,360.07,357.36,351.23,346.04,342.34,347.55,351.53,355.70,349.29,340.43,333.75,349.11,363.45,360.25,375.00,364.15,363.87,368.68,361.32,362.10,369.21,381.34,382.92,381.13,372.56,368.20,363.62,359.27,359.21,364.20,372.06,369.89,382.26,375.31,373.73,371.62,369.26,366.21,373.14,371.02,368.50,348.44,357.79,365.08,359.78,363.34,365.07,L7
2002-03-11 22:01:55+00:00,362.78,363.05,355.44,347.38,342.12,348.12,351.72,356.16,348.32,340.43,333.08,349.02,362.94,360.08,375.87,366.42,365.39,370.35,363.78,365.07,372.63,385.51,387.92,383.45,374.74,369.69,364.10,360.65,361.72,365.87,371.91,371.82,383.08,378.83,376.21,374.10,370.71,369.05,375.77,373.47,369.41,349.52,357.34,365.23,360.29,363.16,366.32,L7
2002-05-30 22:01:37+00:00,368.98,367.41,359.81,354.83,345.65,349.02,348.96,352.50,345.99,339.51,331.36,349.92,363.33,359.19,375.74,369.21,367.56,375.57,367.90,368.75,374.76,387.91,389.26,384.53,378.52,373.21,364.43,362.30,365.07,368.93,376.31,375.21,385.02,380.01,378.40,374.77,371.88,371.35,377.26,372.97,367.55,354.11,365.84,369.33,364.57,368.66,370.11,L7
2002-08-02 22:01:13+00:00,369.03,361.19,357.65,354.34,345.48,351.52,350.57,349.78,345.21,338.41,328.48,349.37,359.06,361.78,372.19,367.73,367.31,371.76,367.47,367.51,375.22,389.43,386.80,381.44,377.83,372.36,365.15,364.17,364.79,368.67,370.81,377.86,383.83,378.88,374.23,370.10,368.76,369.40,372.58,373.63,367.89,357.12,360.17,366.04,361.17,364.93,367.66,L7
2002-10-21 22:00:48+00:00,360.98,346.25,347.05,348.15,341.18,347.06,345.66,343.18,342.33,340.71,329.03,354.80,359.44,360.42,371.06,363.45,363.74,369.52,363.22,358.19,365.93,380.46,371.00,373.68,372.75,370.23,363.73,361.46,362.01,361.73,364.00,365.57,373.99,369.68,365.39,362.23,364.39,360.20,363.75,369.80,363.03,355.39,361.18,364.72,362.06,364.53,364.70,L7
2003-01-25 22:01:30+00:00,354.25,337.52,337.55,337.87,337.74,345.00,346.77,341.91,340.41,339.38,328.82,349.20,358.60,359.10,375.26,359.92,362.82,366.76,363.03,356.73,361.47,374.28,367.16,374.64,369.42,366.96,362.10,357.74,359.26,365.61,366.09,364.85,375.00,372.12,364.45,364.00,364.69,357.61,362.16,374.38,367.03,352.41,358.37,361.63,358.01,359.93,368.68,L7
2003-02-26 22:01:40+00:00,344.87,328.32,326.49,327.04,327.32,338.87,343.65,340.91,336.72,335.43,324.72,338.20,352.83,355.47,367.10,358.45,358.79,363.17,357.54,351.37,355.14,363.92,358.73,367.08,362.78,364.27,361.58,357.57,360.62,365.46,363.73,359.98,368.34,369.44,367.91,368.87,366.64,357.43,365.82,367.53,361.64,352.03,361.36,354.60,353.32,356.79,365.17,L7
2003-04-15 22:01:45+00:00,347.69,333.88,330.28,331.09,331.87,346.75,349.21,347.00,340.44,336.45,326.70,340.53,356.71,360.83,371.67,364.40,363.85,367.12,361.93,356.22,361.49,369.75,365.88,371.09,368.05,369.03,366.88,363.17,364.85,368.78,366.63,363.49,372.61,372.52,371.44,372.33,370.32,362.24,368.87,369.83,366.49,355.32,363.85,358.85,357.16,360.68,371.23,L7
2003-07-20 22:01:32+00:00,349.67,335.41,331.41,331.84,334.38,350.92,349.19,349.10,343.29,337.60,329.04,341.47,359.25,361.94,376.93,368.86,367.21,373.52,366.76,359.92,365.57,374.36,369.87,376.24,371.51,370.36,367.85,365.54,369.05,374.67,371.70,369.06,379.21,378.12,376.70,372.16,369.07,364.30,370.02,375.44,371.54,357.29,366.74,364.70,361.32,362.60,377.16,L7
2003-08-13 21:49:56+00:00,354.21,347.09,339.87,338.78,337.94,356.67,351.11,353.07,346.22,336.14,327.62,347.70,362.22,366.37,379.50,374.65,373.38,375.52,369.65,366.26,374.45,380.48,376.41,379.55,375.20,375.30,374.64,373.69,376.45,377.26,375.89,371.13,379.39,380.60,381.50,374.11,371.48,369.87,378.23,382.14,377.60,362.62,365.75,364.48,361.61,365.86,376.86,L5
2003-08-29 21:50:14+00:00,359.95,356.19,344.59,342.37,341.81,355.04,347.91,350.61,346.69,334.61,326.85,354.56,363.13,369.43,382.60,377.02,375.15,376.05,370.09,366.97,373.98,381.61,378.49,381.15,376.13,377.13,376.03,377.00,377.89,377.19,375.32,371.19,381.47,378.51,378.39,372.68,370.43,370.99,379.06,385.04,378.56,359.47,360.87,362.95,361.49,363.39,371.57,L5
2003-10-16 21:50:55+00:00,361.87,367.13,350.50,345.99,346.07,354.31,352.25,351.40,348.12,335.44,326.47,355.66,368.75,372.08,387.51,376.52,377.44,380.47,370.69,370.32,374.02,381.12,377.91,381.96,373.13,378.70,376.43,378.28,377.70,376.67,375.32,370.26,379.50,376.89,376.57,369.35,366.78,369.09,379.41,387.80,377.74,357.55,357.39,367.27,364.89,368.66,370.74,L5
2003-11-09 22:01:30+00:00,355.96,359.48,344.53,340.71,341.12,354.31,352.25,348.17,345.22,332.83,324.53,351.49,365.13,369.29,383.40,373.28,371.95,375.27,366.02,363.68,374.02,381.12,375.05,379.01,370.88,376.68,374.50,376.32,375.09,373.35,371.25,366.92,375.06,373.83,376.57,369.35,366.68,366.57,374.77,382.09,372.62,354.66,355.54,366.67,362.86,366.89,369.60,L7
2003-12-03 21:51:31+00:00,351.95,354.46,342.66,339.83,339.92,351.30,352.08,349.53,344.86,332.83,324.53,351.49,365.13,369.29,383.40,373.28,371.95,375.27,366.02,363.68,374.02,381.12,375.05,379.01,370.88,376.68,373.72,374.71,372.39,371.95,371.05,367.36,374.88,373.23,379.08,374.52,368.12,365.20,372.45,378.36,369.28,352.25,354.41,365.34,361.86,366.36,370.34,L5
2004-01-12 22:01:55+00:00,350.58,351.65,340.96,337.34,337.05,347.29,349.28,348.62,344.86,332.83,328.16,351.93,364.18,368.12,380.28,371.21,370.21,373.92,365.95,363.85,371.25,379.52,373.87,379.01,370.88,376.51,373.92,374.52,371.48,372.07,371.77,367.27,374.37,373.59,379.31,374.30,368.12,365.20,372.45,377.40,367.28,352.46,354.75,364.19,361.40,365.31,369.68,L7
2004-02-05 21:51:52+00:00,352.31,349.72,339.03,333.61,332.78,341.89,347.76,346.65,342.25,328.94,327.62,351.46,365.37,370.97,380.45,372.63,370.33,371.07,364.33,361.62,368.42,376.56,374.51,374.87,369.53,377.77,374.99,375.99,371.68,371.65,371.25,367.58,373.18,370.81,375.16,374.37,367.95,364.85,374.96,376.18,365.89,352.82,353.94,362.36,359.83,363.79,368.87,L5
2004-02-21 21:51:58+00:00,345.47,342.61,332.80,327.03,326.48,333.11,341.60,341.12,336.79,325.20,325.62,346.80,360.58,366.01,375.07,367.26,364.63,367.34,358.81,355.16,360.40,369.75,368.14,367.86,363.18,371.04,369.72,370.31,365.68,365.45,365.49,363.20,369.52,366.63,370.17,369.07,362.83,358.09,366.71,367.95,358.48,347.13,350.79,361.14,358.64,359.16,364.74,L5
2004-04-09 21:52:31+00:00,345.28,342.59,332.98,326.81,326.65,333.36,341.88,341.18,335.93,324.64,326.67,344.67,360.66,365.03,374.38,365.94,363.82,367.40,358.63,354.73,360.30,368.29,366.15,365.90,362.44,369.68,367.81,367.28,363.13,362.18,363.49,360.49,367.62,366.42,369.14,370.78,365.85,358.80,366.09,365.77,357.09,347.47,352.81,362.63,360.40,359.31,361.05,L5
2004-05-19 22:02:11+00:00,345.51,335.64,328.96,321.75,325.06,326.40,331.54,335.85,337.40,330.07,332.82,351.88,358.84,364.18,371.04,367.61,363.46,367.10,359.84,355.25,353.51,364.05,362.07,363.62,363.19,366.94,368.00,367.47,364.89,366.80,368.58,364.75,367.91,366.17,369.14,370.78,365.73,358.75,367.39,365.93,357.05,347.77,353.38,357.06,357.16,353.09,354.85,L7
2004-06-28 21:54:52+00:00,345.45,337.70,329.49,320.67,323.89,322.51,328.02,333.19,337.38,330.69,331.50,352.07,356.48,360.11,367.57,365.83,360.87,364.50,357.08,352.45,348.72,360.29,358.14,361.47,361.10,364.14,364.38,363.31,361.90,360.79,364.82,360.62,362.42,361.73,362.51,363.10,361.27,355.72,365.96,366.49,357.08,348.31,353.30,351.94,353.69,347.24,347.42,L5
2004-07-14 21:55:18+00:00,347.11,339.41,330.79,321.65,325.17,319.84,326.82,332.38,335.73,329.78,325.52,349.71,354.27,359.56,368.37,366.78,360.81,362.87,354.88,350.51,346.84,358.97,357.02,361.80,360.69,360.05,360.79,359.99,361.14,358.07,362.10,359.33,361.63,359.84,359.83,361.51,359.09,354.91,364.38,362.20,356.21,348.43,351.54,346.26,351.54,345.93,344.80,L5
2004-07-22 22:01:56+00:00,349.71,339.41,330.79,321.65,327.18,323.80,331.19,333.69,337.51,331.54,326.50,349.50,353.64,359.31,367.33,366.53,360.81,362.87,354.88,351.45,349.74,361.28,357.58,363.29,359.97,358.78,359.26,358.60,361.04,357.77,362.10,359.33,361.63,360.74,360.30,362.17,359.59,354.85,365.10,362.56,357.27,352.12,352.46,347.48,351.54,345.93,349.19,L7
2004-08-07 22:01:48+00:00,347.46,339.73,331.62,324.26,330.51,325.58,333.37,335.83,340.28,334.27,326.63,350.28,352.42,357.30,365.10,364.62,359.42,362.51,354.54,351.65,347.90,353.96,354.50,363.72,359.17,356.58,357.13,355.88,358.92,356.20,361.72,358.29,360.23,361.51,360.65,362.30,360.41,354.44,363.10,359.70,356.86,352.94,352.49,344.20,349.60,343.74,346.23,L7
2004-08-15 21:56:01+00:00,347.52,336.80,328.83,322.87,327.84,323.87,330.98,334.77,339.00,332.79,324.06,348.33,351.75,356.49,365.10,363.64,357.15,360.35,352.57,349.62,346.69,353.67,354.32,362.48,358.50,356.80,357.54,357.13,359.09,356.33,361.30,359.58,361.62,362.04,360.93,362.11,359.34,354.33,362.57,358.49,356.73,351.60,351.17,344.20,350.13,345.34,347.47,L5
2004-08-23 22:01:47+00:00,351.84,339.86,331.90,326.06,331.46,328.01,334.82,338.93,341.38,336.23,326.22,350.61,353.56,358.65,368.18,364.89,357.77,362.75,355.87,352.84,349.60,354.64,355.95,363.29,358.07,357.98,358.89,358.69,359.64,354.73,359.85,361.21,363.98,363.36,361.58,361.80,358.77,356.22,365.26,360.13,358.63,354.22,352.00,343.62,350.27,348.81,350.08,L7
2004-09-08 22:01:41+00:00,352.03,339.88,332.22,327.40,331.46,328.01,334.82,341.27,343.53,338.16,328.78,350.32,355.74,359.89,368.63,364.80,359.60,363.64,357.97,352.84,349.60,354.64,357.28,365.02,359.48,359.30,359.44,358.98,360.07,356.84,361.02,361.22,366.59,363.36,361.58,361.80,359.22,358.02,368.10,364.64,361.33,356.39,354.29,346.57,352.49,352.30,353.73,L7
2004-09-24 22:01:37+00:00,351.54,338.92,331.90,326.96,330.38,327.77,334.49,340.35,342.46,337.18,328.78,350.32,355.48,359.35,367.85,364.11,359.11,362.63,357.11,352.33,350.64,355.20,357.39,364.42,359.24,359.30,359.44,358.54,360.10,356.49,360.21,360.66,366.81,363.22,361.90,361.42,359.05,357.56,368.10,364.64,361.33,355.59,353.59,346.33,351.85,352.00,353.81,L7
2004-10-02 21:57:14+00:00,350.16,338.49,332.01,327.24,330.63,328.74,335.59,341.25,343.44,337.68,329.71,350.85,357.18,361.35,368.81,364.53,359.96,363.51,357.95,353.55,352.21,356.71,358.56,365.20,360.19,360.26,360.00,359.17,360.72,356.20,359.07,360.63,367.52,363.56,361.83,361.61,359.57,358.48,368.59,366.26,362.07,355.91,353.92,346.99,352.35,352.47,353.97,L5
2004-10-10 22:01:32+00:00,348.36,335.86,329.68,325.13,328.13,325.29,334.37,339.63,341.90,336.25,328.05,350.85,357.18,361.35,367.92,363.95,359.27,363.11,357.06,353.12,352.05,356.08,358.37,365.12,359.41,358.88,360.40,359.74,360.56,356.11,358.68,360.56,367.27,362.46,360.57,359.00,356.48,356.45,366.81,366.22,361.50,355.86,352.03,345.34,349.57,350.85,356.40,L7
2004-10-26 22:01:48+00:00,347.49,335.54,329.87,325.44,327.67,325.74,334.37,339.63,341.90,336.25,328.05,350.85,357.18,361.35,367.92,363.95,359.27,363.11,357.06,353.12,352.05,356.08,358.37,365.12,359.41,358.88,360.14,358.98,360.19,356.24,358.88,361.04,367.86,363.44,361.16,359.00,356.48,356.45,366.81,366.22,361.50,355.86,352.03,345.34,349.57,350.85,356.40,L7
2005-01-14 22:02:24+00:00,346.11,332.35,327.05,322.93,323.52,325.61,333.87,337.80,338.72,332.62,327.19,347.47,354.84,359.34,365.35,360.03,356.61,360.28,355.03,351.59,354.01,356.43,359.55,365.19,358.34,358.99,359.01,358.03,358.85,355.11,356.06,360.64,370.78,365.16,361.84,359.16,357.40,358.40,369.83,369.99,364.99,358.32,351.43,347.21,349.42,351.12,358.12,L7
2005-02-07 21:59:26+00:00,346.00,335.39,329.38,325.94,324.65,326.66,335.49,338.28,337.72,331.01,325.48,346.87,356.35,360.88,369.56,364.08,360.60,364.02,358.08,353.49,356.11,362.66,361.07,363.45,359.62,361.06,361.59,359.62,358.84,357.50,359.36,363.62,373.64,368.21,365.01,362.04,359.38,359.95,368.73,373.09,365.29,353.76,353.52,350.81,352.52,354.44,359.37,L5
2005-02-15 22:02:37+00:00,346.63,336.68,330.85,327.02,325.84,328.21,337.25,339.07,339.40,333.00,329.61,351.06,360.76,364.28,373.12,364.92,363.18,365.78,359.99,356.53,359.63,365.17,362.86,365.24,361.00,362.98,363.06,359.95,359.25,357.83,359.18,363.28,374.56,367.37,364.63,362.81,362.41,362.58,372.07,379.73,368.80,354.75,356.93,354.31,352.56,354.83,362.15,L7
2005-02-23 21:59:43+00:00,347.06,337.89,331.29,328.08,325.38,328.40,337.86,338.78,339.28,332.94,328.28,350.28,360.53,365.85,374.00,367.15,364.66,365.74,360.86,358.68,362.22,368.77,365.93,368.19,365.05,364.39,364.41,360.99,361.73,361.34,361.15,364.54,375.58,368.39,367.03,367.31,367.26,365.94,374.96,380.76,370.03,355.32,358.64,357.27,353.74,357.08,363.33,L5
2005-03-03 22:02:41+00:00,347.06,338.02,331.30,327.84,325.55,328.44,338.10,338.37,339.09,333.38,328.65,351.07,359.66,365.14,374.00,367.15,364.66,364.88,360.41,358.55,361.92,368.83,365.96,368.49,365.10,364.73,364.32,360.72,361.73,361.34,361.15,364.95,375.60,368.18,366.14,367.46,368.43,366.66,374.86,379.68,368.86,354.64,358.64,357.27,354.53,357.72,363.85,L7
2005-03-11 21:59:55+00:00,346.29,337.78,330.98,327.06,325.55,328.69,338.37,336.92,336.92,331.33,326.48,351.51,358.66,364.84,374.37,367.56,364.07,364.42,359.25,358.55,361.92,368.83,366.05,367.26,364.49,364.32,364.58,360.72,361.53,359.87,360.17,365.48,375.02,368.18,365.83,367.66,370.39,367.15,373.55,378.06,367.89,352.21,356.87,357.38,353.87,357.06,363.48,L5
2005-04-04 22:02:39+00:00,347.18,339.20,331.44,327.86,325.90,329.08,338.79,336.19,334.73,330.03,324.25,348.24,356.43,364.18,376.35,369.16,365.89,365.83,360.80,360.43,363.50,370.32,367.29,368.12,365.26,363.78,364.50,361.65,360.84,362.35,363.69,368.69,376.48,370.91,366.50,369.27,374.50,370.95,374.81,378.25,368.32,351.31,358.29,359.46,355.18,359.18,366.74,L7
2005-04-20 22:02:32+00:00,348.91,340.74,333.60,330.82,328.46,332.72,340.65,337.55,335.84,331.16,325.33,346.09,356.53,363.49,378.47,371.17,368.74,367.25,362.91,362.30,365.97,372.52,368.77,369.11,367.28,366.06,364.55,361.50,362.65,364.75,365.85,371.69,378.05,372.00,368.56,371.69,377.95,373.97,376.91,377.71,368.51,352.62,360.20,361.49,357.52,362.26,369.15,L7
2005-04-28 22:00:11+00:00,350.22,341.42,334.49,331.40,329.97,333.70,341.46,337.61,335.76,331.29,324.80,345.07,355.66,362.67,377.05,370.11,368.28,366.82,362.92,362.37,365.48,372.21,367.59,368.12,365.79,364.96,364.62,362.31,362.95,365.46,366.31,371.29,379.57,372.89,370.70,372.77,376.81,373.89,377.42,375.94,366.98,352.84,360.11,359.74,356.84,361.82,368.79,L5
2005-05-06 22:02:37+00:00,350.22,341.17,334.11,332.06,330.33,333.67,341.78,338.32,335.98,331.35,324.52,346.82,356.09,362.67,377.05,370.11,369.10,367.84,363.34,362.03,365.47,372.71,368.92,369.77,366.41,365.43,364.88,363.40,362.95,365.46,366.31,370.65,379.05,373.28,370.87,373.80,377.62,374.42,377.44,375.62,366.69,352.84,360.11,359.74,357.17,361.98,368.96,L7
2005-05-22 22:02:36+00:00,350.38,341.44,334.82,333.50,330.33,333.67,342.56,339.69,337.05,332.38,324.79,348.21,356.80,363.34,377.55,371.11,370.27,368.99,364.46,362.03,365.47,373.40,369.82,370.74,367.22,365.90,365.51,364.07,363.73,365.49,366.37,370.42,378.94,373.28,370.87,373.99,377.73,373.91,375.82,372.85,364.43,352.84,360.11,356.34,355.62,360.11,368.96,L7
