dates,satname,nzd0316-0000,nzd0316-0001,nzd0316-0002,nzd0316-0003,nzd0316-0004,nzd0316-0005,nzd0316-0006,nzd0316-0007,nzd0316-0008,nzd0316-0009,nzd0316-0010,nzd0316-0011,nzd0316-0012,nzd0316-0013,nzd0316-0014,nzd0316-0015,nzd0316-0016,nzd0316-0017,nzd0316-0018,nzd0316-0019,nzd0316-0020,nzd0316-0021,nzd0316-0022,nzd0316-0023,nzd0316-0024,nzd0316-0025,nzd0316-0026,nzd0316-0027,nzd0316-0028,nzd0316-0029,nzd0316-0030,nzd0316-0031,nzd0316-0032,nzd0316-0033,nzd0316-0034,nzd0316-0035,nzd0316-0036,nzd0316-0037,nzd0316-0038,nzd0316-0039,nzd0316-0040,nzd0316-0041,nzd0316-0042,nzd0316-0043,nzd0316-0044,nzd0316-0045,nzd0316-0046
2000-08-12 22:04:05+00:00,L7,357.55,350.32,345.12,340.52,328.36,327.09,330.22,331.51,325.07,318.23,306.12,321.48,330.28,333.51,339.57,338.99,334.74,337.32,341.64,340.97,344.16,350.12,340.95,344.53,340.86,337.83,338.21,336.73,339.40,338.17,340.30,338.95,344.60,344.51,352.75,348.41,344.52,339.82,337.98,339.39,341.11,326.42,326.13,322.11,338.51,332.31,339.06
2000-09-13 22:03:38+00:00,L7,359.30,344.77,334.63,324.66,317.58,309.53,319.94,320.83,323.23,315.85,302.49,322.84,322.66,330.26,334.30,331.97,331.40,337.01,331.87,334.65,337.69,346.73,341.25,338.11,340.05,341.27,334.76,325.56,325.29,327.89,333.97,341.93,346.44,340.51,340.78,342.40,340.96,342.42,344.15,339.36,338.27,320.76,325.83,321.88,334.06,325.52,332.34
2000-10-31 22:03:22+00:00,L7,370.53,360.76,355.34,350.53,343.34,347.26,351.70,352.16,352.49,345.87,340.82,351.94,358.70,360.74,367.95,359.28,362.99,362.59,355.33,359.35,369.30,381.11,375.65,374.85,360.70,357.66,350.90,350.69,356.93,356.70,351.71,358.83,363.61,360.36,357.66,357.13,355.29,349.32,355.96,351.78,345.98,329.11,344.60,351.03,349.35,349.07,354.42
2000-12-18 22:03:25+00:00,L7,363.88,352.25,345.08,342.79,350.89,360.78,370.29,370.26,370.85,361.42,356.61,366.97,358.23,355.99,360.59,353.89,368.95,367.67,359.35,365.69,372.33,385.13,386.25,394.20,388.56,377.53,384.61,382.81,374.87,372.90,392.91,376.04,369.57,366.23,369.40,362.79,351.22,350.36,366.32,356.23,351.71,353.74,363.02,367.94,356.96,367.88,374.25
2001-01-03 22:03:24+00:00,L7,381.72,368.02,364.91,366.84,367.61,376.57,390.09,397.72,397.97,386.11,381.88,400.44,395.62,422.89,426.81,406.15,402.90,409.12,395.65,393.53,393.02,397.34,404.71,408.69,415.22,397.47,396.77,413.47,394.87,388.30,389.39,397.67,430.49,427.25,411.44,409.18,384.78,391.27,402.31,404.49,396.50,369.97,396.88,408.67,397.41,408.66,406.73
2001-01-19 22:03:31+00:00,L7,350.61,342.32,341.66,336.16,341.67,350.01,360.34,360.37,357.80,352.63,351.03,360.74,361.17,352.74,356.44,351.51,354.36,354.48,350.05,354.30,365.31,373.26,373.91,379.96,374.26,367.76,366.46,363.00,363.36,360.02,355.75,357.30,374.39,376.94,369.39,358.29,361.39,358.70,361.51,360.23,353.00,349.18,354.01,343.29,343.01,347.28,351.56
2001-02-20 22:03:24+00:00,L7,339.61,340.67,341.12,336.17,342.12,349.65,362.46,354.74,346.33,345.88,338.91,351.18,352.66,345.61,353.19,350.35,353.23,350.84,348.15,348.31,356.14,363.30,371.91,370.66,368.44,367.56,361.66,357.75,357.55,355.35,355.65,356.44,365.61,361.01,357.61,359.14,360.81,363.11,361.25,366.00,359.97,354.82,351.55,339.72,344.80,340.66,345.52
2001-07-14 22:02:21+00:00,L7,379.17,373.52,378.03,374.96,369.99,363.10,368.73,367.19,367.73,368.05,359.40,374.19,380.31,380.25,397.55,382.40,384.76,385.42,380.93,,375.61,391.15,388.38,400.67,389.45,389.30,392.36,390.09,386.78,388.97,394.60,394.79,402.44,,,382.99,387.38,377.23,392.91,406.79,396.53,382.29,377.00,,,,
2001-08-31 22:01:41+00:00,L7,345.48,330.74,324.36,328.00,325.36,327.07,327.94,329.15,327.78,319.77,314.49,327.54,332.87,336.88,339.49,335.47,336.42,337.90,333.13,331.72,342.49,349.34,344.80,350.34,345.15,347.02,346.89,342.21,332.92,341.72,351.70,346.47,359.62,351.34,348.07,345.72,345.72,344.95,348.39,343.74,345.14,333.38,332.49,332.32,337.09,339.39,339.04
2001-10-02 22:01:16+00:00,L7,345.38,340.85,336.37,325.08,328.81,333.76,342.27,350.07,345.08,336.62,330.36,340.69,350.72,353.66,355.99,352.35,347.31,352.88,347.72,350.84,356.85,372.29,365.49,359.45,355.00,356.29,350.58,347.99,344.46,349.44,354.78,353.89,361.49,356.52,350.61,346.30,346.65,346.21,350.74,351.20,359.49,337.29,339.13,333.76,340.17,339.27,339.69
2001-11-03 22:01:22+00:00,L7,336.16,329.69,323.92,314.32,314.78,315.71,328.42,328.08,328.95,325.30,315.04,329.20,337.70,334.81,344.49,336.52,336.61,335.47,334.70,338.26,344.62,355.02,352.97,357.54,349.67,349.42,346.18,342.11,337.16,340.74,339.46,346.71,356.16,352.50,356.80,356.95,351.34,348.91,355.67,348.39,340.42,321.84,325.53,329.47,336.30,331.07,333.53
2001-12-21 22:01:41+00:00,L7,379.86,390.46,380.09,373.43,366.77,367.41,370.40,380.29,366.80,360.71,358.10,378.59,405.43,419.39,422.22,390.53,390.48,406.74,389.92,387.42,391.79,403.06,413.32,415.80,399.35,387.38,376.07,368.05,379.36,385.99,410.85,387.03,412.62,405.34,400.82,391.24,391.85,383.80,396.48,400.39,398.22,369.29,398.82,408.96,393.82,402.06,406.03
2002-02-07 22:01:54+00:00,L7,357.62,356.43,349.55,343.73,340.13,343.61,346.77,345.29,339.21,328.36,319.39,330.89,348.71,354.22,362.59,360.26,362.88,364.78,362.51,366.39,374.46,391.15,396.18,383.90,374.99,365.02,362.51,360.15,363.52,367.25,370.07,381.90,382.81,374.98,378.88,376.06,368.88,368.57,375.82,369.55,360.61,341.78,351.16,358.15,352.91,359.30,361.42
2002-03-11 22:01:55+00:00,L7,357.16,357.20,343.25,332.36,322.41,327.32,326.73,329.09,320.94,318.17,309.50,325.13,328.16,333.80,341.24,344.43,341.69,343.88,343.45,344.74,357.73,368.31,367.66,359.94,354.06,352.62,347.44,347.23,343.49,348.22,349.19,354.38,361.68,367.12,358.73,355.96,350.83,357.15,359.54,353.82,347.67,336.80,328.07,329.83,337.64,336.12,342.94
2002-05-30 22:01:37+00:00,L7,377.26,361.25,361.68,364.72,349.29,352.14,347.28,350.25,352.70,347.31,334.92,360.77,366.35,368.63,371.32,376.54,370.11,381.79,371.41,,371.07,385.10,375.21,374.18,381.38,383.84,367.70,369.76,369.60,370.26,371.40,373.82,378.66,368.59,371.42,371.16,371.29,371.58,372.89,363.43,359.40,364.25,380.62,373.40,369.62,372.08,364.96
2002-08-02 22:01:13+00:00,L7,377.37,362.66,368.26,367.99,363.36,373.61,373.66,365.95,360.77,353.92,344.24,373.46,385.17,381.91,404.21,381.15,386.00,388.04,385.28,380.97,390.90,406.43,400.30,400.51,393.68,381.22,376.24,372.81,375.31,382.22,386.32,395.09,404.96,398.13,381.61,369.40,376.20,373.07,374.84,399.89,396.66,378.43,373.01,391.03,377.28,383.67,392.77
2002-10-21 22:00:48+00:00,L7,323.43,309.62,305.55,305.55,306.03,308.64,310.36,307.17,308.28,316.66,303.67,324.95,321.14,324.55,330.84,326.48,328.94,332.56,327.73,326.84,330.94,344.98,331.81,341.13,337.97,340.77,342.39,336.94,335.89,327.84,329.75,323.27,333.11,337.44,338.60,340.46,340.01,330.73,338.28,340.40,327.80,318.27,324.23,321.22,334.04,331.66,330.18
2003-01-25 22:01:30+00:00,L7,369.24,348.13,347.33,349.35,351.10,362.96,364.78,361.89,360.03,353.94,344.93,357.03,377.98,380.12,400.93,381.40,382.80,388.96,383.92,369.65,369.85,378.70,377.87,390.12,384.45,386.17,374.96,370.74,374.43,394.05,389.00,382.99,394.79,388.08,379.93,390.64,386.36,376.89,381.21,391.34,384.48,368.37,386.38,385.40,370.56,373.72,392.36
2003-02-26 22:01:40+00:00,L7,335.22,319.98,318.76,317.68,318.11,335.62,347.97,345.13,334.61,329.82,319.67,325.38,351.53,353.19,360.13,358.92,356.09,359.45,353.74,350.90,357.90,361.37,358.68,362.75,358.70,359.16,360.68,358.30,364.30,367.76,366.17,367.42,369.90,376.09,378.93,367.69,365.71,357.44,370.73,363.03,365.42,362.21,365.63,345.43,348.14,356.45,364.43
2003-04-15 22:01:45+00:00,L7,330.13,322.58,311.32,310.14,319.51,333.97,335.58,332.17,323.62,316.76,309.90,319.52,338.02,343.84,348.98,349.16,345.93,345.89,347.09,344.77,354.54,361.22,357.01,355.14,355.84,357.31,356.76,353.99,349.54,352.74,351.06,349.74,357.40,355.75,357.76,352.35,351.03,348.68,350.02,346.41,353.03,337.22,340.99,326.10,340.66,339.26,356.33
2003-07-20 22:01:32+00:00,L7,,,,,,,347.08,355.76,353.68,348.90,340.67,362.70,368.13,369.14,396.08,384.49,382.56,398.34,,,,395.01,384.60,395.71,385.83,377.64,377.84,377.98,386.71,382.99,379.52,375.03,,,,376.61,371.85,372.97,376.89,399.64,381.99,360.14,372.64,399.87,384.67,,
2003-08-13 21:49:56+00:00,L5,352.71,350.70,337.54,331.80,331.62,338.03,337.29,339.40,339.27,321.71,312.87,349.53,354.71,359.50,369.00,366.23,369.11,358.59,360.12,358.54,366.32,373.02,368.84,370.92,366.73,375.80,372.00,373.20,371.57,374.28,377.62,363.14,362.86,365.37,366.21,363.28,360.84,366.69,381.58,382.98,376.26,357.22,347.23,331.76,339.27,345.15,353.09
2003-08-29 21:50:14+00:00,L5,343.87,338.06,322.90,317.53,321.16,318.72,325.21,324.40,327.26,316.18,309.08,343.56,345.18,354.51,360.55,357.48,352.29,350.65,345.84,344.46,347.93,357.31,357.02,359.92,353.19,357.90,357.67,362.98,360.84,358.89,355.89,359.67,366.91,361.27,361.60,351.98,351.49,352.70,364.84,364.61,360.04,340.38,336.13,324.33,338.43,338.14,337.65
2003-10-16 21:50:55+00:00,L5,408.88,393.26,370.05,365.73,367.41,380.99,393.90,380.06,367.20,350.85,339.11,361.76,401.47,399.16,417.80,391.91,399.83,408.30,386.73,389.94,389.81,394.40,395.69,396.23,381.72,398.76,393.50,394.23,386.62,,,,,,,,,,,,,,,404.87,392.12,399.78,398.59
2003-11-09 22:01:30+00:00,L7,326.85,317.91,306.46,302.87,309.01,,,313.25,315.02,307.24,301.66,316.23,330.49,336.17,342.78,338.32,327.98,332.48,333.39,326.49,,,343.42,348.60,343.24,351.27,349.49,351.21,346.02,346.10,342.91,340.76,347.57,350.42,,,346.20,340.38,342.25,344.79,338.66,327.36,329.82,334.02,336.10,339.60,344.18
2003-12-03 21:51:31+00:00,L5,339.24,333.58,334.37,335.43,334.38,341.28,350.60,355.39,342.27,,,,,,,,,,,,,,,,,,369.12,365.97,358.12,365.64,369.58,368.45,373.55,370.69,383.42,389.20,373.07,358.95,362.40,362.63,355.12,341.84,349.06,357.41,356.13,363.34,372.39
2004-01-04 21:51:46+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-12 22:01:55+00:00,L7,353.23,346.40,341.95,335.26,330.85,342.65,344.79,353.53,,,353.46,362.87,368.95,372.63,376.08,371.22,371.87,377.55,374.44,372.64,371.05,381.28,377.46,,,383.80,383.21,381.50,374.80,380.82,382.97,374.43,381.12,383.18,387.63,382.92,,,,382.06,366.07,362.29,365.96,371.56,367.41,370.41,376.76
2004-02-05 21:51:52+00:00,L5,343.07,318.89,306.63,288.46,289.31,289.87,301.63,302.37,304.46,302.22,310.20,326.37,338.89,346.60,353.48,353.37,343.63,341.56,337.00,332.62,339.25,349.08,352.13,341.46,345.55,354.06,354.22,357.10,354.55,349.32,347.34,347.82,348.00,339.05,341.86,340.65,334.65,337.67,355.87,355.99,340.09,328.76,331.47,332.60,340.10,331.96,341.26
2004-02-21 21:51:58+00:00,L5,311.25,300.49,293.39,285.17,287.07,284.74,299.80,300.09,306.07,302.60,300.43,321.05,325.52,329.15,336.14,333.44,334.34,335.65,326.51,319.39,325.80,338.53,330.15,335.40,334.50,335.02,334.67,333.06,329.12,336.62,342.64,336.50,340.39,339.87,340.89,336.27,334.74,332.44,339.87,333.13,331.37,322.62,327.80,322.44,330.48,312.16,323.65
2004-04-09 21:52:31+00:00,L5,362.60,359.28,347.32,341.31,342.20,348.04,,,,,,,,,,,,,,,,369.86,368.23,371.49,370.88,369.57,364.20,361.62,364.38,359.15,362.43,361.91,376.94,379.90,374.94,383.72,389.78,377.64,383.11,374.69,373.04,363.79,371.44,369.52,372.15,364.48,337.09
2004-05-19 22:02:11+00:00,L7,,,,,330.42,,,,341.59,341.12,330.07,351.56,352.51,354.33,359.05,358.41,350.00,359.62,355.71,353.94,,,,359.20,354.90,356.83,366.44,369.43,369.46,373.11,372.77,365.63,,,,,,,,,,,,,,,
2004-06-28 21:54:52+00:00,L5,338.54,343.43,336.51,329.50,326.95,321.23,336.04,344.22,341.73,331.58,325.23,351.59,345.71,342.36,352.11,357.27,349.07,352.65,344.84,340.09,333.21,344.14,341.08,351.64,351.54,348.98,346.95,340.61,339.71,329.13,346.66,343.31,345.67,348.10,349.88,350.27,354.74,346.34,356.23,364.90,354.81,344.09,348.19,331.07,338.30,333.56,334.72
2004-07-14 21:55:18+00:00,L5,341.96,333.88,325.59,315.24,318.94,301.92,317.15,325.37,316.79,316.14,306.40,330.00,335.06,345.00,352.66,351.02,346.64,344.48,342.32,343.39,343.94,355.08,349.02,351.13,346.33,339.69,342.14,341.97,349.15,344.95,348.35,348.37,356.08,354.16,355.95,352.14,337.07,339.37,345.72,337.82,340.66,341.80,334.32,308.92,335.61,338.93,338.73
2004-07-22 22:01:56+00:00,L7,370.12,,,,346.65,353.98,357.32,348.37,354.44,346.79,337.90,356.42,359.15,367.47,372.54,374.75,,,,363.58,368.81,380.30,369.04,380.26,363.64,358.57,357.52,357.71,368.47,363.37,,,,372.68,369.59,374.13,370.73,362.54,376.71,372.98,370.57,378.56,365.70,366.57,,,380.59
2004-08-07 22:01:48+00:00,L7,,,,,,,,,124.39,,,,,,,,,,,,,336.89,,,,,,,308.39,,,,,,,,,,,,,,,,,,
2004-08-15 21:56:01+00:00,L5,329.48,305.38,296.33,294.05,293.50,289.70,300.11,307.25,312.93,309.40,295.23,318.88,327.03,329.17,339.52,335.48,324.78,328.46,325.02,321.17,323.55,333.63,332.05,335.29,334.78,339.83,341.69,346.36,340.43,338.87,342.12,348.97,347.48,346.39,345.26,339.80,332.68,334.11,340.27,331.13,336.39,325.18,323.23,312.19,332.55,328.48,330.41
2004-08-23 22:01:47+00:00,L7,367.45,348.42,344.12,339.66,342.69,352.00,354.34,359.42,352.97,349.71,,,,380.69,396.97,379.53,376.00,386.20,375.60,369.03,370.63,375.57,375.31,373.72,364.12,,,,365.60,355.64,362.23,374.55,384.80,378.08,373.01,369.76,366.65,376.40,388.61,,,,368.17,371.94,363.82,368.07,377.88
2004-09-08 22:01:41+00:00,L7,358.35,345.48,339.79,340.63,,,,359.52,361.99,354.26,346.12,354.39,372.66,373.82,378.59,370.81,375.31,374.62,374.05,,,,371.26,382.66,374.90,372.35,367.87,365.85,368.64,376.76,372.83,366.06,385.22,,,,367.93,374.37,390.66,393.18,380.34,372.78,374.03,373.25,369.12,376.28,382.17
2004-09-24 22:01:37+00:00,L7,345.51,330.44,327.02,321.10,320.22,322.72,329.81,331.60,332.14,328.10,,,350.94,352.31,358.74,356.00,352.88,353.33,349.15,346.69,353.25,356.54,355.17,356.84,354.50,,,352.89,357.56,351.14,352.15,354.34,365.34,359.82,361.46,356.16,354.85,351.55,,,,347.99,345.68,340.21,345.27,346.94,351.06
2004-10-02 21:57:14+00:00,L5,339.30,335.58,332.95,329.35,332.79,335.75,342.39,347.68,351.45,341.80,335.39,354.18,369.22,377.57,376.69,368.02,366.14,369.79,363.96,362.25,361.79,368.98,368.03,372.40,368.91,367.15,364.05,364.39,366.38,353.77,350.11,360.52,372.60,366.04,361.49,363.11,363.85,366.01,372.22,376.17,366.67,358.32,356.73,352.45,355.94,355.95,355.47
2004-10-10 22:01:32+00:00,L7,331.82,322.55,311.69,305.86,305.14,300.03,316.96,317.06,319.90,316.68,309.84,,,,349.34,349.13,344.11,350.33,341.81,342.11,343.35,349.55,349.59,354.99,347.41,343.88,,,347.18,343.67,345.29,347.70,359.31,356.57,351.20,345.86,344.99,343.67,353.12,,,,337.44,329.22,334.27,332.99,340.39
2004-10-26 22:01:48+00:00,L7,320.05,311.97,308.55,303.02,303.94,301.92,,,,,,,,,,,,,,,,,,,,,338.75,333.28,335.35,337.90,342.37,347.02,351.51,351.69,347.67,,,,,,,,,,,,
2005-01-14 22:02:24+00:00,L7,342.62,339.93,335.32,327.21,327.80,327.21,341.02,343.35,333.93,322.34,,,351.53,355.83,363.38,358.35,359.41,361.60,357.62,360.46,360.80,367.95,366.80,,,,,,,,,,,,,,,,,,,,351.34,348.07,346.94,351.47,358.81
2005-02-07 21:59:26+00:00,L5,339.24,335.54,321.83,321.50,325.80,320.57,333.79,314.21,314.34,307.83,303.20,321.88,333.38,340.23,364.42,369.13,360.01,361.68,355.29,347.00,353.67,360.68,346.34,335.93,340.40,339.08,340.60,337.36,336.16,352.64,361.50,363.55,369.46,364.19,363.90,356.54,349.72,341.27,337.96,350.56,339.60,323.63,347.52,343.19,350.11,349.18,352.56
2005-02-15 22:02:37+00:00,L7,365.74,,,,333.63,344.87,348.08,352.45,359.27,352.00,342.63,368.54,389.14,391.90,410.84,381.12,384.28,,,373.01,378.80,381.80,382.06,380.79,377.40,380.00,379.60,378.93,376.67,372.14,369.24,,,371.04,371.17,380.13,389.57,385.44,393.22,393.34,383.36,363.02,386.18,393.68,,,391.57
2005-02-23 21:59:43+00:00,L5,337.06,321.16,307.65,304.51,304.71,305.54,318.67,313.44,315.09,319.22,305.23,327.02,337.36,348.05,355.96,353.72,344.20,342.30,344.73,349.85,354.49,366.45,359.86,357.41,355.50,352.76,352.48,348.52,348.52,349.41,345.99,351.40,355.01,350.97,357.76,356.75,360.61,362.98,369.06,363.05,354.81,338.01,341.85,335.59,335.13,340.23,343.67
2005-03-03 22:02:41+00:00,L7,,352.47,345.87,341.70,339.37,346.15,354.22,350.95,350.90,347.81,341.75,368.40,368.06,376.00,,,,374.63,370.67,370.01,372.22,381.68,380.72,384.01,378.87,379.20,376.18,371.27,,,,379.43,389.11,379.16,371.54,382.81,391.10,385.08,387.66,388.79,376.39,363.93,,,373.45,377.99,383.82
2005-03-11 21:59:55+00:00,L5,,,,,,304.90,318.91,316.28,,,,,,,,,,,,,,,,,,,,,,,,,,,346.00,347.40,355.91,352.71,355.94,355.75,348.99,330.25,332.23,332.63,338.33,340.77,348.65
2005-04-04 22:02:39+00:00,L7,,336.31,330.16,326.82,328.58,330.97,335.19,334.34,329.50,327.95,318.24,333.21,346.09,,,,363.71,365.00,361.30,361.90,362.48,365.44,363.84,365.26,361.67,359.64,359.28,360.42,,,361.58,367.04,369.90,375.04,360.85,360.87,375.10,375.22,376.41,372.36,364.65,,,346.85,354.62,358.50,366.96
2005-04-20 22:02:32+00:00,L7,340.47,331.46,324.86,324.40,323.90,330.39,,,,323.13,314.83,325.37,346.35,348.21,357.55,357.00,359.04,356.65,352.59,353.46,358.88,,,,357.71,355.82,355.51,351.29,354.41,353.96,356.68,364.07,366.82,362.51,366.13,,,362.95,365.94,363.63,359.63,349.18,346.94,340.40,348.83,352.39,357.51
2005-04-28 22:00:11+00:00,L5,351.63,342.31,342.44,337.27,339.68,343.91,351.95,343.31,339.73,335.81,325.20,343.41,354.35,363.01,375.77,370.06,370.76,369.52,367.48,367.00,366.21,374.50,365.31,367.64,361.28,362.48,363.01,362.69,362.38,365.14,367.28,366.80,386.22,381.58,386.91,384.04,374.80,377.76,385.48,368.35,360.73,358.66,364.39,354.76,356.53,364.03,371.21
2005-05-05 22:06:25+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-06 22:02:37+00:00,L7,,317.28,307.40,310.56,312.61,304.60,320.37,317.86,315.41,313.81,304.59,336.91,335.57,,,,348.69,348.80,344.13,338.70,344.80,355.64,354.27,357.51,348.62,348.14,346.07,350.47,,,347.11,347.61,353.75,355.47,353.00,357.05,359.34,356.54,355.44,349.10,342.20,,,,337.63,337.04,344.25
2005-05-22 22:02:36+00:00,L7,330.18,320.78,315.85,318.04,,,324.92,325.03,322.78,323.10,308.44,336.51,338.54,341.14,350.92,350.21,352.68,351.31,350.61,,,357.72,352.30,354.75,350.94,348.52,349.44,348.23,344.85,344.51,347.05,349.07,355.38,,,350.77,353.89,346.54,338.49,323.25,321.28,,,292.16,318.96,316.41,
2005-06-07 22:02:31+00:00,L7,346.13,328.78,320.74,317.62,319.34,315.58,316.98,316.97,318.21,319.96,304.46,308.96,,,350.30,349.92,350.26,347.11,345.66,,346.31,347.04,346.74,347.31,341.23,340.82,,,,343.43,343.04,343.44,346.00,351.09,350.85,342.71,341.14,335.41,333.17,335.09,,,325.32,,332.74,333.15,335.11
2005-06-15 22:00:34+00:00,L5,375.23,358.37,359.29,349.94,350.20,358.06,364.47,380.68,363.57,358.03,362.93,379.92,388.68,410.05,421.24,388.16,391.29,401.79,388.13,377.14,377.53,382.39,378.07,381.73,383.92,387.20,384.16,383.79,384.48,383.00,390.76,398.00,403.75,403.13,407.96,399.35,398.30,393.04,403.20,401.72,397.34,392.02,388.83,402.98,387.54,398.74,388.07
2005-06-23 22:02:25+00:00,L7,,,,317.19,326.58,322.19,329.16,325.72,330.14,322.47,312.50,347.65,341.78,353.24,357.07,364.87,,,,348.46,349.90,358.09,,353.88,350.36,352.16,348.73,348.79,349.48,343.71,,,,362.13,353.12,346.82,349.51,346.56,354.16,343.25,344.62,,,316.89,,,336.64
2005-07-25 22:02:25+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.52,518.06,488.36,464.93,439.65,414.15,397.91,419.28,448.04,,,
2005-08-26 22:02:15+00:00,L7,357.32,358.91,346.12,338.18,333.41,342.53,,,,321.24,,,,,,,,381.45,,,,,,,364.49,364.28,363.74,360.28,358.24,359.75,367.36,365.67,375.05,400.58,385.50,,,,,,,,,322.24,350.10,345.92,334.97
