,dates,per0135-0000,per0135-0001,per0135-0002
0,1984-05-06 14:44:27+00:00,,,
1,1986-02-14 14:37:39+00:00,,,
2,1986-08-09 14:32:48+00:00,,,
3,1986-08-25 14:32:12+00:00,,,
4,1986-09-10 14:31:38+00:00,,,
5,1986-09-26 14:31:09+00:00,,,
6,1986-10-12 14:30:38+00:00,,,
7,1986-12-15 14:29:44+00:00,,,
8,1987-02-01 14:31:12+00:00,,,
9,1987-02-08 14:37:40+00:00,155.10544099352177,149.72874993711793,156.64883442091445
10,1987-03-05 14:32:27+00:00,157.08345549432758,158.42775737915602,159.1436589619058
11,1987-03-28 14:39:28+00:00,,,
12,1987-04-06 14:33:36+00:00,,,
13,1987-11-16 14:39:03+00:00,,,
14,1988-03-07 14:40:48+00:00,129.08490865186272,126.70645626336905,145.6013429133437
15,1988-05-10 14:41:17+00:00,,,
16,1988-06-11 14:41:30+00:00,,,
17,1988-06-27 14:41:35+00:00,,,
18,1988-09-15 14:41:41+00:00,,,
19,1988-10-17 14:41:30+00:00,,,
20,1988-11-02 14:41:33+00:00,139.92876751760656,147.15345160893213,143.15081616276447
21,1989-03-01 14:46:53+00:00,,,
22,1989-04-27 14:39:44+00:00,,,
23,1989-06-14 14:38:51+00:00,,,
24,1989-07-16 14:38:17+00:00,,,
25,1989-10-04 14:36:35+00:00,,,
26,1989-12-23 14:34:10+00:00,,,
27,1990-01-24 14:33:08+00:00,,,
28,1990-02-09 14:32:37+00:00,137.13811303262597,137.34938784656111,149.31514019603745
29,1990-03-13 14:31:33+00:00,,,
30,1990-04-30 14:31:01+00:00,,,
31,1990-05-16 14:31:13+00:00,,,
32,1990-06-17 14:31:06+00:00,,,
33,1990-07-03 14:31:05+00:00,,,
34,1990-08-20 14:30:53+00:00,,,
35,1990-10-14 14:36:43+00:00,135.9523078740863,102.00972949300416,137.02707366745494
36,1991-02-12 14:31:42+00:00,,,
37,1991-02-28 14:31:58+00:00,134.70371153457205,,153.7511965839792
38,1991-04-01 14:32:35+00:00,,,102.33732275140237
39,1991-04-17 14:32:53+00:00,,,
40,1991-05-03 14:33:12+00:00,,,
41,1991-05-19 14:33:26+00:00,,,
42,1991-08-07 14:34:28+00:00,,,
43,1991-08-30 14:40:48+00:00,,,
44,1991-09-08 14:34:47+00:00,,,
45,1991-12-13 14:35:24+00:00,132.39113525279035,132.0981470240529,120.50034471506069
46,1991-12-29 14:35:16+00:00,,,
47,1992-01-14 14:35:12+00:00,133.85210734008774,128.3243491633038,141.64917610729478
48,1992-01-30 14:35:17+00:00,,,127.5879239638094
49,1992-02-15 14:35:04+00:00,,,
50,1992-03-02 14:35:06+00:00,126.76305212391885,124.41490082326024,138.73411316577491
51,1992-03-18 14:35:08+00:00,130.5384811059642,124.57290736130962,150.02063269655832
52,1992-05-21 14:34:33+00:00,,,
53,1992-06-06 14:34:26+00:00,,,
54,1992-06-22 14:34:13+00:00,,,
55,1992-07-24 14:33:49+00:00,,,
56,1992-08-09 14:33:37+00:00,,,
57,1992-08-25 14:33:20+00:00,,,
58,1992-10-12 14:32:28+00:00,,,
59,1992-10-28 14:32:19+00:00,,,
60,1992-11-13 14:31:59+00:00,,,147.1226893605652
61,1992-11-29 14:32:03+00:00,,,
62,1992-12-15 14:32:14+00:00,,,
63,1992-12-31 14:32:23+00:00,,,
64,1993-01-16 14:32:36+00:00,,,
65,1993-02-17 14:32:54+00:00,128.03131494213136,121.5687993472351,138.07264650399728
66,1993-03-05 14:33:03+00:00,,,
67,1993-04-22 14:33:20+00:00,,,
68,1993-06-09 14:33:29+00:00,,,
69,1993-07-11 14:33:21+00:00,,,
70,1993-08-12 14:33:20+00:00,,,
71,1993-08-28 14:33:19+00:00,,,
72,1993-09-20 14:39:26+00:00,137.07231062196777,149.2380835751793,132.5670317892996
73,1993-09-29 14:33:14+00:00,,,
74,1993-10-06 14:39:23+00:00,153.9714604406177,151.66624047817967,153.3534421633981
75,1993-10-15 14:33:08+00:00,,,
76,1993-10-31 14:33:02+00:00,,,
77,1994-01-19 14:32:15+00:00,,,
78,1994-04-25 14:30:50+00:00,,,140.58572141289315
79,1994-05-27 14:30:15+00:00,,,115.3374892316759
80,1994-06-12 14:29:56+00:00,,,
81,1994-08-15 14:28:15+00:00,,,
82,1994-10-02 14:27:00+00:00,,,
83,1994-10-18 14:26:30+00:00,,,
84,1994-12-21 14:24:24+00:00,,,
85,1995-04-03 14:26:34+00:00,,172.9574946351763,
86,1995-07-08 14:22:15+00:00,,,
87,1995-08-02 14:14:57+00:00,,,
88,1995-09-03 14:13:28+00:00,,,
89,1995-09-19 14:12:41+00:00,,,
90,1995-10-05 14:11:51+00:00,,,
91,1995-10-21 14:10:58+00:00,,,
92,1995-12-31 14:19:22+00:00,147.95132595489554,121.53561101956763,151.04247669614492
93,1996-02-26 14:17:09+00:00,128.50383023113636,145.430236972984,141.07252537985914
94,1996-03-04 14:23:47+00:00,105.20929516883854,,144.56963575341186
95,1996-03-20 14:24:50+00:00,,135.90992147703497,155.7712411995774
96,1996-04-05 14:25:50+00:00,116.39355758874103,,139.6931774461885
97,1996-05-16 14:22:06+00:00,,,
98,1996-05-23 14:28:41+00:00,,173.74184691922784,147.55484050176634
99,1996-06-01 14:23:00+00:00,,,
100,1996-06-17 14:23:53+00:00,,,
101,1996-07-03 14:24:43+00:00,,,
102,1996-07-19 14:25:34+00:00,,,
103,1996-08-04 14:26:25+00:00,,,
104,1996-08-20 14:27:14+00:00,,,
105,1996-09-05 14:28:08+00:00,,,
106,1996-10-23 14:30:40+00:00,,,
107,1996-11-08 14:31:26+00:00,,,
108,1996-12-10 14:32:57+00:00,,,
109,1996-12-26 14:33:42+00:00,138.198148320769,,
110,1997-01-18 14:40:58+00:00,165.80617951004805,153.9221307868299,164.88537130450464
111,1997-01-27 14:35:12+00:00,,124.70888195328135,
112,1997-02-03 14:41:41+00:00,182.35279489051914,165.55264723102368,171.16492128373454
113,1997-02-12 14:35:53+00:00,170.9889446793033,161.84975341623633,158.2238779028576
114,1997-05-10 14:45:19+00:00,,137.6060020157921,141.1143958700943
115,1997-06-04 14:40:02+00:00,,,
116,1997-07-06 14:41:07+00:00,,,
117,1997-07-22 14:41:40+00:00,162.49693595814603,,
118,1997-08-23 14:42:42+00:00,,,
119,1997-09-15 14:49:32+00:00,151.93420810926017,146.1918577719995,155.09871841534508
120,1997-09-24 14:43:37+00:00,,145.43613515176267,159.2807137172842
121,1997-10-10 14:44:04+00:00,161.0352692119335,,
122,1997-10-26 14:44:30+00:00,,,
123,1997-12-13 14:45:41+00:00,,,
124,1998-03-19 14:47:36+00:00,,,
125,1998-04-11 14:54:04+00:00,146.99866968723592,142.5153458402752,153.87551696569602
126,1998-04-27 14:54:16+00:00,,,
127,1998-05-22 14:48:30+00:00,,,
128,1998-06-23 14:48:54+00:00,,,
129,1998-07-09 14:49:08+00:00,,,
130,1998-08-10 14:49:22+00:00,,,
131,1999-01-01 14:50:02+00:00,,,
132,1999-01-08 14:56:10+00:00,128.26302095443157,155.4293836292373,160.0112552891293
133,1999-02-09 14:56:19+00:00,154.28825616175092,144.34920423568892,144.74303321334838
134,1999-02-18 14:50:12+00:00,150.46634355841405,149.09773887396602,149.829014536373
135,1999-02-25 14:56:22+00:00,158.0469932743638,151.13507981797693,152.53950545334584
136,1999-03-06 14:50:05+00:00,,,115.94719073672302
137,1999-04-07 14:49:38+00:00,181.47195340158407,175.5629639845707,
138,1999-04-23 14:49:40+00:00,,,138.29829285613118
139,1999-05-09 14:49:33+00:00,,,
140,1999-05-16 14:55:35+00:00,,,136.79805076729397
141,1999-05-25 14:49:08+00:00,,,
142,1999-07-12 14:48:40+00:00,,,
143,1999-07-28 14:48:39+00:00,,,
144,1999-11-09 15:03:52+00:00,,,
145,2000-01-04 14:46:01+00:00,,,134.10328877444792
146,2000-02-13 15:03:40+00:00,156.82061431652693,154.09513287739833,154.21979713889382
147,2000-03-16 15:03:31+00:00,145.94091066406315,154.78447377506194,138.71127098642708
148,2000-04-01 15:03:27+00:00,140.3023496833607,143.49130616147298,141.89434369418785
149,2000-04-08 15:09:31+00:00,152.33667461259498,155.6382143254636,156.777078279868
150,2000-04-25 14:46:07+00:00,161.31752771797778,137.0872214498644,150.54466301438697
151,2000-05-03 15:03:12+00:00,137.55767817648066,147.2262440418213,150.8685180289762
152,2000-05-11 14:46:40+00:00,,,
153,2000-06-04 15:02:49+00:00,,,
154,2000-07-14 14:47:57+00:00,,,
155,2000-08-07 15:02:02+00:00,,,
156,2000-08-15 14:48:35+00:00,,,
157,2000-08-23 15:01:56+00:00,,,
158,2000-09-24 15:01:24+00:00,152.58756434948913,158.06605831493394,150.46487628762736
159,2000-11-27 15:01:19+00:00,,,
160,2000-12-05 14:50:11+00:00,137.6108846556537,125.65674873977126,162.91975886001993
161,2001-01-22 14:50:50+00:00,150.81233901003972,143.34553416323226,148.56172101269223
162,2001-01-30 15:01:26+00:00,,,
163,2001-02-15 15:01:22+00:00,143.24867440045008,141.2437504421168,136.60834598387626
164,2001-02-22 15:07:30+00:00,165.48133470678252,163.64402454873635,163.2063087800518
165,2001-03-11 14:51:03+00:00,142.27947577950073,153.0830686987784,155.3299670515365
166,2001-04-03 14:57:08+00:00,151.29418368019478,144.4362196673828,139.42604727473417
167,2001-04-04 15:00:59+00:00,,,
168,2001-04-28 14:51:06+00:00,,,
169,2001-05-06 15:00:59+00:00,,,
170,2001-05-22 15:00:47+00:00,,,
171,2001-05-30 14:51:16+00:00,,,
172,2001-08-18 14:51:14+00:00,,,
173,2001-09-03 14:51:07+00:00,,,
174,2001-10-29 14:59:14+00:00,,,
175,2001-11-22 14:50:29+00:00,138.83162048324854,140.14583241224446,134.42360686142305
176,2002-01-08 15:05:52+00:00,118.93491614138617,,
177,2002-01-17 14:59:45+00:00,,168.34967867499947,152.37399621068872
178,2002-02-02 14:59:47+00:00,,,
179,2002-02-09 15:06:02+00:00,,156.5538231514173,159.6765813077368
180,2002-02-10 14:49:36+00:00,109.77383003374729,,119.11831815472489
181,2002-02-18 14:59:47+00:00,157.99716253708257,160.14307449250893,157.93689797224738
182,2002-02-26 14:49:14+00:00,,,
183,2002-03-06 14:59:52+00:00,157.82346868673525,163.20439542200916,159.0670840067159
184,2002-03-29 15:05:56+00:00,143.77597721318486,152.39126644961976,153.31007779179825
185,2002-04-07 14:59:45+00:00,154.87659131290164,,
186,2002-05-09 14:59:45+00:00,,157.29970713382332,144.19449997975255
187,2002-06-01 15:05:45+00:00,,,
188,2002-06-10 14:59:29+00:00,,,
189,2002-07-12 14:59:20+00:00,,,
190,2002-07-28 14:59:11+00:00,,,
191,2002-11-17 14:58:58+00:00,,,
192,2003-01-04 14:59:16+00:00,,,
193,2003-01-27 15:05:37+00:00,173.71218447301413,,
194,2003-02-05 14:59:34+00:00,186.21366349861043,169.28364452236832,166.05977893816043
195,2003-02-21 14:59:37+00:00,177.37079520534053,169.5542072136942,159.6227420090469
196,2003-02-28 15:05:49+00:00,183.6792848633321,164.8252950528668,166.95538527928326
197,2003-04-01 15:05:51+00:00,174.38770847070685,159.44889023321463,163.01033761437046
198,2003-04-10 14:59:42+00:00,162.48874980035256,161.30996369867873,153.12321762154053
199,2003-05-12 14:59:40+00:00,,,160.74377916343323
200,2003-05-28 14:59:39+00:00,,186.1270183324349,
201,2003-07-07 14:47:14+00:00,,,
202,2003-07-23 14:47:30+00:00,,,
203,2003-08-08 14:47:47+00:00,,,
204,2003-09-09 14:48:21+00:00,,,
205,2003-10-11 14:48:47+00:00,,,
206,2003-10-26 15:05:30+00:00,156.00836557737847,145.61559887142252,145.64936403438412
207,2003-10-27 14:48:59+00:00,,,
208,2003-12-06 14:59:39+00:00,,173.01020253489992,
209,2003-12-14 14:49:31+00:00,177.06681318607448,,
210,2003-12-22 14:59:48+00:00,,,
211,2004-01-15 14:49:42+00:00,,,
212,2004-01-23 14:59:59+00:00,208.5979607545575,,
213,2004-01-31 14:49:48+00:00,171.9929633701632,160.26782902980685,156.74983620280395
214,2004-02-23 14:56:06+00:00,170.70079353582616,152.37539679431262,159.8137648857888
215,2004-02-24 15:00:02+00:00,,,
216,2004-03-03 14:49:57+00:00,,,
217,2004-03-11 15:00:11+00:00,195.47532306313735,188.93276803997574,
218,2004-03-19 14:50:03+00:00,,,
219,2004-04-04 14:50:18+00:00,,,
220,2004-04-12 15:00:08+00:00,,,
221,2004-05-06 14:51:14+00:00,,,
222,2004-05-22 14:51:41+00:00,,,
223,2004-06-07 14:52:10+00:00,,,
224,2004-06-15 14:59:57+00:00,,,
225,2004-07-17 14:59:54+00:00,,,
226,2004-07-25 14:53:30+00:00,,,
227,2004-08-10 14:53:49+00:00,,,
228,2004-09-11 14:54:41+00:00,,,
229,2004-09-19 14:59:34+00:00,,,
230,2004-11-05 15:02:03+00:00,,,
231,2004-11-14 14:55:59+00:00,,,
232,2004-12-07 15:02:40+00:00,187.53212830873176,182.75847947616074,191.70694847282272
233,2004-12-08 15:00:07+00:00,,,
234,2004-12-24 15:00:14+00:00,,,
235,2005-01-24 15:03:22+00:00,,,
236,2005-01-25 15:00:20+00:00,,,
237,2005-02-02 14:57:17+00:00,,,
238,2005-03-05 15:06:49+00:00,,,
239,2005-03-22 14:57:58+00:00,172.6108607402183,164.5976317616047,161.8083142935617
240,2005-03-29 15:04:11+00:00,190.1588019175829,177.7398441023518,168.24171984940756
241,2005-03-30 15:00:37+00:00,,,
242,2005-04-07 14:58:02+00:00,175.8446576188752,156.57631669675717,162.48151348464313
243,2005-04-14 15:04:14+00:00,181.43358650886117,168.87817527773788,169.35511062861428
244,2005-04-15 15:00:30+00:00,,,
245,2005-04-23 14:58:06+00:00,190.07444475071253,180.25104998812282,172.71232009340304
246,2005-04-30 15:04:20+00:00,194.2375839165225,181.59359038904978,171.26260753789828
247,2005-05-01 15:00:32+00:00,201.5912737386858,195.27169179150772,220.83181895915516
248,2005-05-17 15:00:33+00:00,,,
249,2005-06-10 14:58:28+00:00,,,
250,2005-06-18 15:00:23+00:00,216.4303375379157,171.50756463700483,186.56306526126914
251,2005-12-11 15:00:34+00:00,204.12187285275465,192.13366633640965,195.50210513820937
252,2006-01-27 15:07:14+00:00,193.93558317026162,170.10500267044205,171.16360525720722
253,2006-01-28 15:00:55+00:00,,,
254,2006-02-12 15:07:36+00:00,,,137.24546964249262
255,2006-02-13 15:01:00+00:00,,,
256,2006-03-09 15:01:57+00:00,185.1319525277347,172.11247524968772,170.6614155294386
257,2006-03-17 15:01:03+00:00,204.91636858884323,202.31149534477555,
258,2006-04-02 15:01:01+00:00,,,
259,2006-04-10 15:02:33+00:00,,,141.2432458158483
260,2006-04-25 15:07:09+00:00,193.69354538240154,,
261,2006-04-26 15:02:48+00:00,153.7966101114304,,156.08438500963257
262,2006-05-03 15:09:05+00:00,160.55361637939114,,145.46632697861324
263,2006-05-20 15:01:01+00:00,,,
264,2006-06-05 15:00:59+00:00,,,
265,2006-06-13 15:03:30+00:00,,,
266,2006-06-29 15:03:45+00:00,,,
267,2006-07-07 15:00:48+00:00,,,
268,2006-07-15 15:03:59+00:00,,,
269,2006-07-31 15:04:11+00:00,,,
270,2006-08-24 15:00:35+00:00,,,
271,2006-09-17 15:04:47+00:00,,,
272,2006-10-26 15:11:23+00:00,,,108.51584239434106
273,2006-11-04 15:05:17+00:00,,,
274,2006-11-20 15:05:25+00:00,,,
275,2006-12-30 15:01:09+00:00,,,
276,2007-01-07 15:05:47+00:00,,,
277,2007-01-31 15:01:17+00:00,222.32734275133382,213.73314044138107,220.4219494772233
278,2007-02-15 15:12:06+00:00,206.6058187311165,190.06743389921292,198.34777622324592
279,2007-02-24 15:05:55+00:00,,,
280,2007-03-03 15:12:06+00:00,194.91394874481023,193.22532317134966,200.14846807906295
281,2007-03-04 15:01:27+00:00,,,
282,2007-03-12 15:05:53+00:00,,,
283,2007-03-19 15:12:03+00:00,193.85254269526894,181.7761033307086,188.34901341246882
284,2007-03-20 15:01:29+00:00,,,
285,2007-04-05 15:01:28+00:00,,,
286,2007-04-13 15:05:45+00:00,,,
287,2007-04-20 15:11:53+00:00,,160.24132256390132,
288,2007-04-21 15:01:26+00:00,223.3156818204396,178.93768480438536,
289,2007-05-31 15:05:15+00:00,,,
290,2007-06-16 15:04:58+00:00,,,
291,2007-06-24 15:01:12+00:00,,,
292,2007-07-18 15:04:35+00:00,,,
293,2007-08-11 15:01:00+00:00,,,
294,2007-12-01 15:01:11+00:00,204.03822775198591,202.4993531170213,190.53309397328908
295,2008-02-02 15:07:56+00:00,182.6181960645291,168.12756990630209,171.0558355528149
296,2008-02-10 15:07:25+00:00,211.30057117615223,190.63756220750085,
297,2008-03-05 15:07:21+00:00,148.7621345311427,134.78812778486306,150.08244945860088
298,2008-03-06 15:01:07+00:00,,,
299,2008-03-30 15:00:38+00:00,177.52538197733548,162.63120207635234,160.1105961376994
300,2008-04-07 15:01:05+00:00,196.41891128138613,178.16265646728516,175.2585490100979
301,2008-04-15 15:00:16+00:00,,,
302,2008-04-23 15:01:03+00:00,,,
303,2008-05-01 14:59:50+00:00,,,
304,2008-05-09 15:00:58+00:00,,,
305,2008-06-10 15:00:44+00:00,,,
306,2008-06-17 15:06:50+00:00,,,
307,2008-06-25 15:04:31+00:00,,,
308,2008-06-26 15:00:34+00:00,,,217.55726356986023
309,2008-07-12 15:00:22+00:00,,,211.26686706706735
310,2008-07-19 15:06:28+00:00,,,
311,2008-07-20 14:57:38+00:00,,,
312,2008-08-21 14:56:43+00:00,,,
313,2008-09-30 14:59:42+00:00,220.55634955176214,,
314,2008-11-01 14:59:54+00:00,,169.3501771574239,
315,2008-11-09 14:54:04+00:00,250.40574795580272,,201.22835542332493
316,2008-11-17 15:00:08+00:00,,,229.19810827799742
317,2008-12-27 14:55:32+00:00,,,
318,2009-01-20 15:00:40+00:00,213.5610809899403,200.46940154317468,200.38071135867702
319,2009-02-04 15:02:44+00:00,184.24495916844944,169.0059029297157,174.97630417740288
320,2009-02-05 15:00:45+00:00,,182.83546306194316,184.04811260920917
321,2009-02-21 15:00:55+00:00,,,
322,2009-02-28 15:07:10+00:00,177.8582353447556,165.3019719466711,166.42983993683885
323,2009-03-17 14:57:32+00:00,,,
324,2009-03-25 15:01:10+00:00,,,
325,2009-04-18 14:58:12+00:00,,,
326,2009-04-25 15:04:31+00:00,169.42641639881933,165.36504740575202,164.97899990022606
327,2009-04-26 15:01:20+00:00,,,
328,2009-05-04 14:58:30+00:00,,,
329,2009-05-12 15:01:23+00:00,,,
330,2009-05-20 14:58:48+00:00,,,
331,2009-05-28 15:01:23+00:00,,,
332,2009-06-05 14:59:04+00:00,,,
333,2009-06-21 14:59:23+00:00,,,
334,2009-07-07 14:59:40+00:00,,,
335,2009-07-15 15:01:16+00:00,,,
336,2009-07-23 14:59:56+00:00,,,
337,2009-08-08 15:00:10+00:00,,,
338,2009-09-17 15:01:06+00:00,,,
339,2009-11-19 15:07:30+00:00,196.89004012587353,189.45861490400347,192.44306114962654
340,2010-01-07 15:02:21+00:00,,,
341,2010-01-31 15:01:48+00:00,194.07640736011044,171.87301550838907,173.47188791472826
342,2010-02-08 15:02:47+00:00,,,
343,2010-03-12 15:03:04+00:00,,,
344,2010-04-13 15:03:10+00:00,,,
345,2010-04-21 15:01:48+00:00,,,
346,2010-04-29 15:03:08+00:00,,,
347,2010-05-14 15:07:55+00:00,164.58236647377245,163.67483619088168,157.95491578933343
348,2010-05-15 15:03:04+00:00,,,
349,2010-07-02 15:03:09+00:00,,190.66532103281796,130.22170504937264
350,2010-09-04 15:03:14+00:00,,,
351,2011-01-01 15:10:18+00:00,,,
352,2011-02-02 15:10:31+00:00,171.56471379611605,151.08623206420813,156.42164640068137
353,2011-05-02 15:04:34+00:00,,,
354,2011-05-26 15:00:27+00:00,,,
355,2011-06-03 15:04:33+00:00,,,
356,2011-06-19 15:04:31+00:00,,,
357,2011-07-05 15:04:28+00:00,,,
358,2011-09-15 14:59:27+00:00,,,
359,2011-12-12 15:04:43+00:00,,,
360,2012-01-04 15:11:09+00:00,203.83469579732613,195.90150978593908,192.43879557658224
361,2012-02-14 15:05:04+00:00,,,
362,2012-03-01 15:05:04+00:00,190.41965626709498,183.59678818242992,175.27711003199147
363,2012-03-24 15:11:15+00:00,,,
364,2012-04-02 15:05:03+00:00,181.06064670430374,172.81148707063184,172.44649714377078
365,2012-04-18 15:05:02+00:00,151.80270450999652,144.20530731674324,149.9700966304834
366,2012-04-25 15:11:26+00:00,,172.88928462137142,168.04765725974474
367,2012-05-04 15:05:29+00:00,,,
368,2012-06-05 15:05:15+00:00,,,
369,2012-06-21 15:05:24+00:00,,,
370,2012-07-07 15:05:37+00:00,,,
371,2012-10-27 15:06:47+00:00,196.66404860961325,181.08374909667913,187.7881165939153
372,2012-11-12 15:06:52+00:00,,,
373,2012-12-30 15:07:06+00:00,159.6658347608665,148.8088783028124,152.7435899976063
374,2013-01-31 15:07:09+00:00,158.3278512150988,143.20771773492135,136.2393630886733
375,2013-02-16 15:07:08+00:00,,,
376,2013-04-05 15:06:59+00:00,,,170.20686287348147
377,2013-04-13 15:12:45+00:00,148.9331778434363,149.36884767346675,156.9384945557616
378,2013-05-07 15:06:50+00:00,173.58725358206743,167.77316028841247,165.70146512502558
379,2013-05-23 15:06:47+00:00,,,
380,2013-07-02 15:12:55+00:00,,,
381,2013-07-18 15:12:55+00:00,,,
382,2013-07-26 15:06:14+00:00,,,
383,2013-08-03 15:12:57+00:00,,,
384,2013-08-10 15:19:08+00:00,,,
385,2013-08-11 15:06:10+00:00,,150.6646272115168,137.18302463478537
386,2013-10-14 15:06:57+00:00,189.25061075451703,165.9615343383129,170.68004873514252
387,2013-10-30 15:07:01+00:00,,,
388,2013-12-08 15:13:29+00:00,211.50109879380722,192.16272979992908,201.24015040268023
389,2013-12-17 15:07:15+00:00,,227.18919021995788,
390,2013-12-25 15:12:23+00:00,210.6590603150606,202.3616500456802,198.35865984933542
391,2014-01-02 15:07:23+00:00,,,
392,2014-01-17 15:18:16+00:00,198.0867478167455,189.4631776802274,193.23697113557824
393,2014-01-26 15:12:04+00:00,,,
394,2014-02-19 15:07:38+00:00,207.30127086389263,192.13146151532547,190.93286938455114
395,2014-02-26 15:13:50+00:00,,,
396,2014-02-27 15:11:37+00:00,208.61182605782102,194.33607979281814,198.08141628757602
397,2014-03-07 15:07:45+00:00,,,
398,2014-03-23 15:07:52+00:00,,,
399,2014-03-31 15:11:10+00:00,194.68320930662117,186.85162736851697,191.58664342126602
400,2014-04-16 15:10:53+00:00,,,
401,2014-04-23 15:16:59+00:00,181.81267602787185,179.29760444083456,182.14412946398943
402,2014-04-24 15:08:08+00:00,179.13999212393472,175.1374536970227,174.83936171386608
403,2014-05-02 15:10:39+00:00,255.08147994076486,,217.99284074791024
404,2014-05-09 15:16:44+00:00,336.1243153770796,,204.257950145786
405,2014-05-10 15:08:13+00:00,370.6378952714541,,189.97023922260894
406,2014-05-18 15:10:28+00:00,377.1354835874561,,
407,2014-06-11 15:08:21+00:00,375.00270186629723,,
408,2014-06-18 15:14:31+00:00,,,
409,2014-07-21 15:10:49+00:00,,,
410,2014-07-29 15:08:34+00:00,,,
411,2014-09-23 15:11:02+00:00,309.8665856925556,,
412,2014-10-01 15:08:49+00:00,335.7454347561487,,
413,2014-10-09 15:11:09+00:00,,,
414,2014-10-17 15:08:57+00:00,,176.8089245466238,171.7066237174404
415,2014-11-10 15:11:11+00:00,302.0084975774028,,
416,2014-11-18 15:09:11+00:00,,,
417,2014-11-26 15:11:08+00:00,190.3914840140908,183.14370135025788,186.014504973021
418,2014-12-20 15:09:29+00:00,,,
419,2014-12-27 15:15:39+00:00,,,
420,2015-01-05 15:09:30+00:00,,,
421,2015-01-13 15:10:59+00:00,213.39747506781458,210.51064466732367,204.3058260141426
422,2015-02-05 15:17:03+00:00,190.33843054042921,182.20045846441,184.59246006813206
423,2015-02-06 15:09:38+00:00,179.64777934571495,170.20358038534448,172.15825495178007
424,2015-03-10 15:09:50+00:00,,,
425,2015-03-17 15:16:07+00:00,,,
426,2015-03-18 15:10:32+00:00,181.51090216271547,172.0142496869637,176.4550779708838
427,2015-03-25 15:16:39+00:00,186.16065190893545,177.78201695530208,169.46233008704834
428,2015-03-26 15:10:00+00:00,201.8478487953113,169.67136413923987,134.96195271372756
429,2015-04-03 15:10:19+00:00,157.30988987615464,,92.0911309421695
430,2015-04-10 15:16:30+00:00,,,
431,2015-04-19 15:10:19+00:00,,,
432,2015-04-27 15:10:14+00:00,,,
433,2015-05-05 15:10:05+00:00,140.50550810069655,145.49302055539803,
434,2015-05-12 15:16:10+00:00,137.66177428685688,134.38712120223852,
435,2015-05-21 15:10:00+00:00,,,
436,2015-05-29 15:10:26+00:00,,,
437,2015-07-16 15:10:41+00:00,,,
438,2015-09-02 15:10:47+00:00,,,
439,2015-11-05 15:11:28+00:00,,,
440,2015-11-13 15:11:03+00:00,113.72427230413889,,69.74556660715506
441,2015-12-15 15:11:05+00:00,,,173.56070305672313
442,2016-01-31 15:18:56+00:00,,,180.75201410456913
443,2016-02-09 15:12:48+00:00,119.88349293888714,111.22880218305133,160.59932123423107
444,2016-02-16 15:19:00+00:00,,,
445,2016-02-17 15:10:51+00:00,172.6348427316309,,159.97809746578343
446,2016-02-25 15:12:50+00:00,200.88243851482352,,182.19860164269932
