dates,nzd0521-0000,nzd0521-0001,nzd0521-0002,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0024,nzd0521-0025,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0040,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0088,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100,satname
2000-12-18 22:05:01+00:00,312.67,284.16,370.14,365.62,346.00,343.27,338.24,338.37,350.94,364.23,344.30,363.89,374.69,359.73,358.67,371.44,359.20,357.17,359.69,361.03,360.42,358.69,354.67,362.37,363.58,361.07,357.20,356.55,356.46,355.68,349.83,335.67,326.96,323.08,324.15,331.91,325.79,332.37,324.48,317.20,309.85,307.80,320.64,313.19,312.47,305.68,301.83,295.96,294.49,296.13,299.68,306.48,310.74,311.52,308.92,302.33,292.83,290.28,295.61,299.33,308.17,310.04,309.88,306.78,300.48,292.43,282.79,317.39,317.13,317.28,321.97,334.07,318.02,315.32,307.44,312.09,302.60,314.02,325.16,322.09,316.44,322.72,335.88,341.79,349.57,360.14,364.82,371.51,382.32,373.76,371.01,376.35,392.69,406.41,410.49,421.91,429.41,424.07,418.10,414.74,405.50,L7
2000-12-25 22:11:14+00:00,307.70,283.24,369.26,364.95,338.55,336.28,332.43,336.06,347.05,359.07,340.50,356.77,363.93,352.22,350.41,364.17,356.22,346.10,350.39,353.15,348.85,345.93,343.99,348.65,352.32,349.29,346.21,348.17,348.02,345.31,338.66,328.60,317.73,315.77,321.41,326.20,322.57,330.05,321.39,315.29,307.97,305.17,314.59,308.74,305.93,301.20,297.30,289.78,288.75,292.18,294.87,299.37,305.89,309.83,311.04,304.01,292.80,287.05,289.65,295.30,304.00,305.52,309.23,306.55,303.63,294.84,285.03,324.73,333.14,332.92,332.89,340.14,308.57,310.65,303.62,311.11,299.05,311.14,320.27,318.64,310.42,318.41,333.53,339.95,345.57,356.46,362.68,368.19,378.85,363.71,362.53,368.89,384.26,393.76,397.88,414.58,424.56,419.11,412.36,408.88,405.87,L7
2001-04-16 22:10:54+00:00,301.59,,373.80,363.98,339.42,334.68,332.17,337.23,346.78,359.39,341.69,354.88,358.98,354.79,359.91,368.88,361.45,349.98,355.03,359.44,357.19,360.13,358.89,361.32,360.39,354.51,352.44,354.06,352.96,346.13,336.08,326.32,316.98,315.88,321.09,325.88,322.66,331.64,324.34,317.04,306.74,304.58,314.72,308.11,304.27,303.10,301.62,292.66,290.30,291.41,294.91,301.12,306.33,307.88,308.31,302.90,295.42,285.96,290.69,298.64,301.31,302.94,306.56,306.96,306.16,302.48,300.31,337.67,343.95,340.22,337.44,339.09,328.57,320.38,318.60,316.91,301.55,314.08,324.45,325.46,318.88,326.23,340.17,348.14,347.94,358.22,363.32,366.25,369.64,360.28,360.76,368.81,386.65,402.27,408.30,422.33,426.19,418.02,409.93,404.13,401.50,L7
2001-07-05 22:10:09+00:00,,,370.26,356.09,342.65,338.15,334.84,337.56,342.27,360.37,345.57,350.14,362.47,365.52,377.11,371.73,384.90,365.37,385.59,371.69,373.85,382.32,382.43,384.43,380.80,373.22,368.10,362.36,356.06,346.82,334.00,325.52,316.71,315.23,320.16,325.73,323.13,329.36,319.33,310.62,302.88,299.85,312.05,310.93,303.66,304.35,303.63,296.86,292.49,290.71,290.34,298.65,303.38,305.04,303.41,301.67,299.79,291.64,300.22,310.86,314.27,316.93,313.11,313.58,313.21,309.67,,331.41,325.34,317.43,316.74,311.43,328.57,331.11,331.06,318.72,305.79,320.69,337.21,333.27,330.94,336.57,352.29,356.28,358.80,359.58,370.27,367.70,367.96,364.72,363.27,369.65,385.97,407.22,416.00,423.45,423.57,414.72,408.29,400.20,392.94,L7
2001-07-14 22:03:57+00:00,,,370.26,356.09,342.65,338.15,334.84,337.56,342.27,360.37,345.57,350.14,362.47,365.52,377.11,371.73,384.90,365.37,385.59,371.69,373.85,382.32,382.43,384.43,380.80,373.22,368.10,362.36,356.06,346.82,334.00,325.52,316.71,315.23,320.16,325.73,323.13,329.36,319.33,310.62,302.88,299.85,312.05,310.93,303.66,304.39,303.63,296.86,292.49,290.71,290.34,298.65,303.38,305.04,303.41,301.67,299.79,291.64,300.22,310.86,314.27,316.93,313.11,312.70,310.15,302.20,,331.41,306.73,317.43,294.97,301.28,314.81,326.60,325.06,318.72,305.79,320.69,337.21,333.27,330.94,336.57,352.29,356.28,358.80,359.58,370.27,360.41,362.66,360.62,363.27,369.65,385.97,395.74,412.53,418.91,420.20,406.79,400.11,400.20,385.48,L7
2001-08-15 22:03:26+00:00,,,363.89,354.27,342.17,337.78,333.02,334.54,342.00,360.82,345.45,356.44,366.84,362.20,369.44,366.50,376.51,362.08,377.48,368.78,369.49,375.30,374.58,379.33,374.96,369.77,365.02,359.06,353.52,347.18,335.31,322.48,314.47,309.27,313.36,320.12,316.26,320.40,313.47,306.97,296.57,292.39,306.92,301.50,296.73,297.74,294.14,286.40,284.44,286.60,285.46,293.62,295.61,297.43,298.12,293.85,285.24,283.19,292.11,301.41,303.38,306.79,312.56,310.85,304.64,298.88,300.54,316.62,303.44,302.61,292.56,305.68,314.81,332.90,330.11,322.38,316.68,334.50,341.51,330.97,323.65,332.21,349.42,359.59,365.40,367.17,376.48,368.74,372.06,367.29,369.72,374.24,388.05,396.74,409.50,417.85,421.84,411.83,403.36,397.64,385.88,L7
2001-08-31 22:03:17+00:00,299.14,358.15,369.95,361.39,340.96,336.76,331.23,331.26,340.08,356.91,338.32,353.03,366.84,362.20,354.94,356.99,376.51,357.94,368.60,355.38,356.28,361.07,365.37,372.59,369.04,362.48,355.01,343.80,349.71,346.75,330.98,319.79,314.43,308.98,310.95,316.70,309.60,313.00,306.59,302.37,294.34,291.75,306.13,301.77,295.87,297.38,295.29,285.59,281.78,284.70,286.50,294.73,300.34,300.95,300.81,291.89,278.02,279.97,287.39,295.80,300.57,302.92,307.05,306.83,302.94,299.94,301.03,309.77,302.24,297.70,291.22,304.62,314.81,324.93,326.63,324.81,312.98,329.12,337.98,329.82,318.98,323.64,342.80,359.59,365.40,367.17,378.83,373.72,375.30,369.78,370.67,372.58,385.40,395.59,403.99,410.77,419.84,414.48,408.16,400.40,387.58,L7
2002-04-12 22:03:25+00:00,,401.80,397.89,391.22,336.23,340.40,323.42,331.76,340.31,364.18,351.28,363.35,394.90,344.21,349.37,352.89,364.85,356.80,352.80,359.76,351.38,342.38,345.09,349.53,351.60,352.10,348.54,349.09,347.48,343.83,334.85,321.95,313.09,304.87,303.79,305.19,304.87,307.33,302.87,292.82,283.12,284.55,281.54,281.31,282.26,281.62,285.47,277.70,279.86,282.39,285.05,291.51,294.60,296.45,295.52,294.61,285.57,285.65,293.92,294.24,296.66,295.00,304.62,313.67,316.68,313.73,,302.84,326.08,,310.93,,349.98,337.91,341.87,343.69,320.74,331.06,338.35,,,,,357.07,350.72,345.91,347.60,344.85,347.83,342.15,330.98,325.65,350.61,365.39,388.92,407.80,422.54,418.71,414.77,403.39,420.25,L7
2002-05-14 22:03:19+00:00,338.06,384.52,392.22,380.60,337.81,341.88,330.38,337.13,345.78,369.97,361.94,369.73,394.45,349.40,356.74,364.43,371.15,363.91,348.39,351.25,359.59,361.90,365.76,357.87,357.01,351.35,350.85,350.28,349.38,338.36,335.92,323.08,312.25,306.81,307.90,311.82,307.48,311.70,306.13,295.72,287.99,284.38,286.67,285.19,282.29,289.95,288.79,288.10,286.90,286.89,293.64,300.24,301.74,296.45,295.52,303.87,288.02,282.57,287.19,290.90,297.74,303.02,313.65,319.37,323.64,335.96,373.99,302.84,343.44,,310.93,357.23,348.99,345.36,346.68,345.93,325.58,337.69,349.00,355.92,345.94,342.93,363.61,374.16,363.70,350.75,351.62,352.23,348.86,348.78,339.94,335.45,356.91,378.37,392.97,408.54,423.32,425.20,420.88,409.57,417.05,L7
2002-06-15 22:03:07+00:00,326.58,374.75,389.05,375.89,341.39,342.97,332.15,336.43,346.13,368.46,361.49,371.52,386.06,350.11,356.34,366.87,371.15,363.91,350.13,350.41,359.00,362.45,364.23,357.35,354.03,350.18,347.99,348.99,347.00,337.43,329.13,318.96,306.77,301.00,300.79,306.92,305.17,309.93,302.01,291.75,283.40,282.35,288.73,287.19,284.81,295.25,296.47,289.47,285.89,287.17,294.11,303.34,304.22,299.36,298.11,301.41,287.62,283.64,287.82,291.60,299.89,304.22,313.07,319.04,326.24,337.36,360.18,302.84,334.90,310.67,306.73,346.50,347.80,343.92,342.74,345.93,325.58,345.29,349.00,355.92,345.94,342.93,363.61,374.16,363.70,351.86,351.69,350.31,349.43,348.95,342.57,342.84,363.74,378.37,409.45,415.11,420.57,415.96,413.15,402.64,409.59,L7
2002-07-01 22:03:02+00:00,311.67,362.60,378.90,366.21,341.39,342.97,332.15,336.43,346.13,368.46,361.49,371.52,386.06,350.11,356.34,366.87,371.15,363.91,350.13,350.41,359.00,362.45,364.23,357.35,354.03,350.18,347.99,348.99,347.00,337.43,329.13,318.96,306.77,301.00,300.79,306.92,305.17,309.93,302.01,291.75,283.40,282.35,288.73,287.19,284.81,295.25,296.47,289.47,285.89,287.17,294.11,303.34,304.22,299.36,298.11,301.41,287.62,283.64,282.56,291.60,299.89,304.22,309.00,314.54,317.80,332.70,349.66,307.01,329.52,305.08,297.71,346.50,343.21,342.28,340.50,338.74,323.18,345.29,351.65,346.98,338.38,337.66,354.05,367.27,358.41,350.38,349.44,347.74,347.03,346.38,338.67,341.59,362.52,384.14,409.52,415.37,417.98,410.33,406.65,398.01,402.65,L7
2002-07-08 22:09:12+00:00,311.67,362.60,378.90,366.21,341.39,342.97,332.15,336.43,346.13,368.46,361.49,371.52,386.06,350.11,356.34,366.87,371.15,363.91,350.13,350.41,359.00,362.45,364.23,357.35,354.03,350.18,347.99,348.99,347.00,337.43,329.13,318.96,306.77,301.00,300.79,306.92,305.17,309.93,302.01,291.75,283.40,282.35,288.73,287.19,284.81,295.25,296.47,289.47,285.89,287.17,294.11,303.34,304.22,299.36,298.11,301.41,287.62,283.64,282.56,291.60,299.89,304.22,309.00,314.54,317.80,332.70,349.66,307.01,329.52,305.08,297.71,346.50,343.21,342.28,340.50,338.74,323.18,345.29,351.65,346.98,338.38,337.66,354.05,367.27,358.41,350.38,349.44,353.33,352.91,350.81,343.43,341.59,362.52,384.14,409.52,415.37,417.98,410.33,406.65,398.01,402.65,L7
2002-08-09 22:08:57+00:00,311.67,357.58,377.92,367.51,341.99,342.87,332.96,336.63,345.72,366.35,362.78,371.72,387.04,347.52,352.65,358.17,358.09,358.70,350.92,347.54,353.06,357.31,361.14,357.31,353.77,349.88,350.74,351.15,350.15,343.10,333.09,321.78,303.53,297.43,300.72,309.23,307.80,307.23,301.22,291.61,282.61,281.09,286.66,287.42,284.73,293.18,296.02,288.96,285.71,288.68,296.13,304.31,307.16,303.14,299.57,301.04,289.73,284.34,283.69,293.30,299.60,303.44,311.82,316.91,319.72,333.05,344.86,325.13,332.86,305.08,297.71,346.50,343.21,339.00,336.10,333.57,320.78,342.42,348.22,343.27,331.87,330.06,349.94,359.26,352.28,347.90,347.65,353.38,354.12,353.49,347.20,346.90,366.86,384.14,404.91,414.12,416.25,412.60,408.86,399.73,400.05,L7
2002-08-18 22:02:45+00:00,311.67,351.72,375.72,366.19,340.87,341.40,331.29,334.88,345.59,363.15,359.30,369.48,381.97,347.50,350.95,357.10,355.39,355.76,350.16,345.60,350.36,353.45,358.94,353.27,351.26,349.06,352.23,352.71,351.35,342.30,332.63,318.89,302.02,294.91,298.20,305.63,304.51,307.23,301.22,291.61,282.61,281.09,286.66,287.41,284.08,291.68,293.69,286.34,282.61,286.32,295.45,304.05,306.66,304.51,303.82,302.04,291.90,285.77,284.54,293.30,299.60,303.44,311.82,316.91,319.72,333.05,344.86,325.13,332.86,305.08,297.71,346.50,343.21,341.46,337.82,333.87,321.24,344.26,351.00,346.46,333.88,332.11,350.45,358.20,353.71,349.67,349.33,354.05,355.77,355.56,351.31,353.18,370.35,385.56,405.31,414.79,417.40,414.21,410.36,400.98,399.40,L7
2002-09-10 22:08:43+00:00,305.27,346.93,374.57,364.81,339.30,339.22,329.41,333.97,344.37,361.25,356.46,367.65,375.61,345.39,349.62,355.77,354.06,353.86,348.71,344.69,348.63,350.33,354.50,351.12,351.59,350.40,352.91,351.97,350.05,341.10,330.88,317.91,301.31,293.98,297.13,303.77,302.90,306.21,300.79,291.15,281.84,279.81,285.69,288.26,284.98,291.39,293.27,286.56,282.80,286.22,295.19,303.17,305.56,304.04,303.83,301.83,293.54,286.36,285.75,294.44,301.96,306.65,313.87,318.86,321.15,331.46,341.48,334.39,335.74,315.12,297.71,346.50,343.21,338.83,334.86,330.84,318.36,340.04,347.64,343.67,331.44,328.75,347.86,355.39,351.25,348.18,348.38,354.34,356.70,356.01,350.84,353.33,369.72,383.91,402.92,413.79,416.51,412.29,408.29,398.99,399.09,L7
2003-02-01 22:09:21+00:00,275.32,334.14,369.46,363.10,335.15,333.44,324.81,331.13,340.61,353.89,349.09,352.71,354.86,340.29,345.81,346.68,344.50,346.04,344.97,338.10,337.65,340.70,349.12,349.05,349.92,350.02,355.36,352.35,351.59,344.62,336.18,319.57,302.41,293.82,298.62,305.88,306.65,309.43,305.63,298.57,287.75,284.40,290.20,293.32,287.80,290.51,291.66,284.89,280.55,287.60,296.07,301.93,305.65,305.21,305.25,300.21,296.72,286.62,289.81,300.81,311.71,314.79,326.45,326.21,326.25,326.98,331.95,354.86,342.67,333.38,329.59,327.37,305.01,327.81,325.89,325.33,315.17,334.19,343.59,339.64,326.23,322.84,343.40,342.97,343.02,344.94,348.04,355.70,360.62,361.19,357.90,362.33,371.58,377.87,388.32,407.46,412.96,413.62,407.10,398.03,393.83,L7
2003-05-01 22:03:22+00:00,264.57,358.46,371.45,363.55,328.94,327.38,319.21,330.00,334.58,360.22,349.02,319.53,323.96,339.13,354.54,352.73,350.00,342.69,338.02,335.50,335.81,348.20,362.20,361.57,352.22,348.24,347.91,344.59,347.08,344.13,346.89,326.09,318.26,314.05,316.27,325.25,321.83,327.58,316.42,312.53,303.51,297.77,306.20,309.00,302.96,301.83,301.01,297.80,291.12,297.16,299.10,303.04,305.82,303.04,300.99,294.94,289.06,285.31,294.68,308.22,325.14,326.50,333.74,324.40,325.71,325.62,338.78,343.87,339.54,335.34,336.96,341.37,325.26,324.07,334.70,336.86,327.90,348.75,350.22,342.24,334.88,333.07,352.07,354.40,353.56,356.76,358.16,358.15,352.87,349.35,342.90,344.35,344.90,364.77,380.63,401.88,411.12,413.06,399.39,391.13,392.75,L7
2003-05-17 22:03:18+00:00,264.57,358.46,371.45,363.55,328.94,327.38,319.21,330.00,334.58,364.17,352.30,344.38,355.33,339.64,353.00,363.95,351.72,345.96,345.66,340.28,338.50,346.71,355.70,359.94,358.17,355.75,347.74,345.85,338.92,337.77,330.79,320.05,313.91,310.82,317.95,327.50,316.90,323.70,312.88,305.33,297.29,292.23,298.83,303.91,302.17,301.48,299.79,295.16,288.94,290.76,291.90,296.37,297.03,294.51,295.11,285.12,277.83,278.45,286.79,299.70,314.07,317.21,323.13,318.17,317.08,321.80,331.06,340.12,339.54,335.34,336.96,341.37,325.26,324.07,334.70,336.86,327.90,348.75,350.22,342.24,334.88,333.07,352.07,359.77,356.80,356.07,354.97,354.50,348.95,345.29,337.99,342.53,350.50,375.43,389.03,407.36,413.65,409.96,395.24,387.38,390.15,L7
