dates,nzd0521-0000,nzd0521-0001,nzd0521-0002,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0024,nzd0521-0025,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0040,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0088,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100,satname
1999-08-17 22:13:37+00:00,296.36,319.59,366.02,358.17,348.26,344.52,329.49,333.06,341.37,364.28,338.34,338.87,338.85,343.80,345.43,361.28,364.25,362.30,360.22,360.31,357.03,357.95,363.38,362.45,359.97,369.23,369.10,364.62,362.95,360.03,353.98,349.49,330.47,319.00,322.62,331.07,325.69,331.25,332.81,322.93,312.72,311.45,323.91,321.40,323.52,320.17,312.56,302.15,296.91,292.71,290.41,288.61,291.71,295.60,291.50,286.34,278.52,268.94,280.29,291.65,295.55,297.43,310.51,288.33,271.93,269.73,,296.15,290.95,288.55,296.91,306.07,312.72,309.10,,,311.56,324.37,,321.10,310.05,323.77,339.36,347.36,355.76,356.75,,367.52,368.04,362.98,362.12,363.68,366.83,380.56,396.15,419.83,432.98,430.50,418.88,403.36,393.86,L7
1999-09-27 22:07:36+00:00,307.54,321.99,371.74,361.20,338.69,333.04,316.02,323.63,334.45,353.70,334.63,344.55,347.92,328.12,333.94,347.16,349.54,348.15,349.58,349.81,346.16,349.56,355.82,356.50,352.31,356.01,354.34,350.34,351.59,351.55,345.64,338.10,324.79,314.43,317.89,327.28,318.62,326.28,325.75,317.74,307.89,302.88,309.47,312.33,312.90,309.37,304.64,295.11,288.27,285.09,283.33,283.75,287.60,288.97,285.09,280.98,269.89,262.00,271.23,278.43,284.69,291.69,298.09,277.58,271.36,268.00,,285.91,291.24,300.10,307.85,320.01,316.34,307.93,270.74,279.75,291.87,308.62,289.51,321.10,310.05,323.77,325.92,335.12,336.57,341.12,325.24,349.41,354.25,353.43,351.77,358.13,367.49,382.18,394.65,409.05,415.53,412.42,401.42,387.80,385.83,L7
1999-10-04 22:13:49+00:00,307.54,321.99,371.74,361.20,338.69,333.04,316.02,323.63,334.45,353.70,334.63,344.55,341.85,327.37,331.10,343.66,349.54,348.15,349.58,349.81,346.16,349.56,355.82,356.50,352.31,356.01,354.34,344.13,344.31,343.95,333.76,328.86,316.97,307.34,311.47,320.77,313.35,321.01,320.16,310.16,302.20,297.26,303.33,303.62,305.03,305.39,300.40,289.94,285.44,281.22,281.36,283.00,285.88,287.58,283.09,276.48,267.94,259.96,267.97,273.37,279.54,286.22,288.64,274.52,267.80,260.75,,281.73,281.74,293.14,300.11,313.80,316.34,290.30,280.43,285.98,287.71,304.38,295.16,309.67,303.23,312.82,321.19,330.46,333.30,337.99,329.48,345.22,349.98,349.22,349.46,354.52,364.36,379.39,393.48,405.12,409.43,403.71,392.48,382.48,376.88,L7
1999-12-07 22:13:41+00:00,307.54,321.99,371.74,361.20,338.69,333.04,316.02,323.63,334.45,353.70,334.63,344.55,341.85,327.37,331.10,343.66,349.54,351.96,352.19,354.86,353.03,355.07,360.30,361.41,357.68,360.34,356.46,346.91,347.62,343.95,333.76,328.86,316.97,307.34,311.47,320.77,313.35,321.01,320.16,310.16,302.20,297.26,303.33,303.62,305.03,305.39,300.40,289.94,285.44,281.22,281.36,283.00,285.88,287.58,283.09,276.48,267.94,259.96,267.97,273.37,279.54,286.22,288.64,274.52,267.80,260.75,,281.73,281.74,293.14,300.11,313.80,316.34,290.30,280.43,285.98,287.71,304.38,295.16,309.67,303.23,312.82,321.19,330.46,334.85,342.36,336.84,346.16,351.77,352.82,349.46,354.52,364.36,379.39,393.48,405.12,409.43,403.71,392.48,382.48,376.88,L7
2000-02-02 22:07:23+00:00,307.54,321.99,371.74,361.20,338.69,333.04,316.02,323.63,334.45,353.70,334.63,344.55,341.85,327.37,331.10,343.66,349.54,351.96,352.19,354.86,350.39,354.77,359.30,359.22,355.41,356.77,353.25,345.39,345.35,341.71,330.93,326.25,314.72,306.13,310.66,318.47,311.18,320.66,318.19,307.86,299.42,293.60,301.16,301.52,302.57,305.39,300.40,289.94,285.44,281.22,281.36,283.00,285.88,287.58,283.09,276.48,267.94,259.96,267.97,273.37,279.54,286.22,288.64,274.52,267.80,260.75,,281.73,281.74,293.14,300.11,313.80,316.34,290.30,280.43,285.98,287.71,304.38,295.16,309.67,303.23,312.82,317.32,324.50,330.98,340.02,336.81,345.11,350.71,352.82,349.46,354.52,364.36,379.39,393.48,405.12,409.43,403.71,392.48,382.48,376.88,L7
2000-05-08 22:06:44+00:00,267.59,,354.01,349.41,329.93,320.65,310.82,316.73,330.23,347.81,329.12,344.24,338.44,351.77,360.05,362.47,355.37,359.62,363.42,366.81,358.83,364.23,366.80,363.97,362.63,360.39,355.00,351.36,351.21,344.49,332.97,326.77,319.11,311.36,316.33,320.83,314.38,321.94,315.08,304.80,295.09,286.94,293.27,287.76,290.36,288.48,305.04,307.97,287.09,279.86,285.19,290.31,291.14,294.06,290.51,289.53,271.50,266.71,273.72,276.90,271.79,273.67,273.86,275.74,266.39,259.51,268.75,290.58,281.39,274.76,286.09,299.15,303.57,293.57,295.32,,267.39,280.31,,,,,307.90,306.61,327.50,343.07,342.15,343.03,349.49,357.47,356.41,364.87,387.52,426.72,435.00,436.13,427.65,415.74,401.84,394.26,392.77,L7
2000-05-15 22:12:54+00:00,279.67,323.45,362.06,356.84,339.16,333.06,322.95,327.73,342.19,358.63,345.30,363.56,362.12,363.31,369.13,374.74,369.69,369.48,372.18,372.35,366.74,372.50,372.40,370.86,369.63,365.57,361.04,357.32,358.26,353.62,342.10,335.02,327.58,319.45,323.04,328.48,322.72,328.49,321.44,310.80,301.41,292.14,298.20,292.52,295.20,307.97,316.25,305.68,291.59,287.97,297.10,304.56,304.73,304.76,300.26,296.20,282.41,277.43,282.34,288.12,284.38,283.93,284.02,283.71,279.08,272.40,280.35,299.34,290.17,281.19,291.33,303.06,310.06,307.19,306.87,302.28,275.83,289.58,309.67,329.41,323.11,317.69,315.83,321.45,334.88,346.69,346.20,346.87,354.42,362.51,367.85,378.42,407.64,438.21,442.29,447.24,440.64,429.43,412.50,403.65,401.87,L7
2000-06-25 22:06:19+00:00,295.64,304.73,364.34,359.24,344.85,338.32,329.03,331.64,345.64,362.44,346.63,365.79,367.27,364.13,371.33,377.70,369.69,374.58,378.37,374.90,369.81,376.94,375.04,374.65,372.73,367.80,364.72,362.10,363.06,358.68,347.75,337.38,331.11,323.76,324.35,332.19,325.53,330.97,324.33,314.39,303.59,295.77,304.63,298.88,300.58,307.23,312.74,304.33,293.90,291.81,300.88,308.15,308.45,305.73,300.21,295.04,283.00,280.04,286.72,290.71,289.47,288.89,288.00,288.84,282.88,277.37,279.67,300.46,293.95,286.96,296.65,309.40,315.87,313.15,309.17,304.85,282.27,295.23,314.53,326.75,322.09,320.37,320.54,329.46,340.90,350.70,350.59,354.17,362.45,369.66,372.66,380.38,407.91,435.03,439.58,444.09,438.29,429.22,416.11,408.43,402.09,L7
2000-08-19 22:11:49+00:00,295.18,297.81,365.80,361.31,344.14,339.65,331.00,333.59,346.84,363.27,349.98,364.36,369.91,364.25,371.33,377.70,369.69,374.58,378.37,374.90,378.92,384.62,381.28,381.98,380.76,375.05,371.74,369.70,371.99,366.57,356.18,343.70,338.82,330.84,329.73,339.07,332.48,334.76,328.35,318.86,307.76,300.16,307.96,300.10,302.37,307.23,312.74,304.33,293.90,291.81,300.88,308.15,308.45,305.73,300.21,295.04,283.00,280.04,286.72,290.71,289.47,288.89,288.00,288.84,282.88,277.37,279.67,300.46,293.95,286.96,296.65,309.40,315.87,313.15,309.17,304.85,282.27,295.23,314.53,326.75,322.09,320.37,325.49,340.89,353.61,360.71,355.22,358.58,367.77,369.66,372.66,380.38,407.91,435.03,439.58,444.09,438.29,429.22,416.11,408.43,402.09,L7
2000-09-20 22:11:14+00:00,301.68,293.98,363.78,360.33,342.63,338.84,331.03,333.00,345.41,361.16,344.48,361.99,368.62,360.48,363.24,372.68,364.03,369.37,372.10,369.38,371.39,373.40,370.39,373.09,374.72,370.68,366.16,363.45,364.30,361.02,352.57,340.86,333.86,326.85,327.57,335.97,330.08,332.21,323.88,315.49,307.47,300.52,308.88,303.27,303.94,305.09,307.23,300.30,292.39,292.12,298.22,304.46,306.85,307.02,303.05,297.53,285.24,283.76,289.31,293.25,297.69,297.83,296.27,294.72,288.56,279.72,277.19,301.73,293.69,289.10,298.26,310.69,314.04,310.35,307.15,303.66,286.27,299.39,317.91,322.11,316.57,317.95,327.21,340.55,353.76,359.16,358.66,361.83,372.43,371.00,371.64,377.75,400.63,421.70,425.87,433.12,433.38,426.42,415.98,409.94,403.08,L7
