dates,nzd0521-0000,nzd0521-0001,nzd0521-0002,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0024,nzd0521-0025,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0040,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0088,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100
1999-08-17 22:13:37+00:00,,102.55249902648359,142.93214749444877,151.86900133129012,140.22082592001766,133.91506562960316,120.22336416837823,119.16664305443204,126.44333590300815,149.7674990573815,117.39501185278546,126.41542426732437,124.64680721648429,124.68549667818849,133.2108897812541,149.6226286706868,152.16919938266182,151.3678163675145,150.0268293465364,148.6731986997426,145.5690433676474,145.89537404258064,150.1817094653632,151.7525657286513,151.1059021407547,157.007480407192,160.5272941887891,155.72381471508794,153.02435621112033,150.64950778661463,146.1233107693104,142.13210588668895,123.82581311324024,108.90607659414516,114.97046404695081,120.86138871208684,112.32096250795438,121.21894311161424,124.23014703253824,115.11218133653767,103.7043441740024,102.25177598246114,111.6817252631155,111.08387292094514,115.43288027937724,111.21676365469229,104.17991115835312,91.6908129719226,87.13283940919042,84.34951713775,79.64182856553715,77.38819886437358,79.56210849603511,82.8707926873962,80.13642261825275,74.76384483745747,66.00350038732968,58.73701869200071,69.18902698009794,80.23956295545752,84.99029348699581,86.6730969895218,100.0188255431608,73.13936483684175,59.51972799483397,59.966524828174784,,83.6937140187468,75.44473886829562,77.06248009559901,82.19830263969286,95.23495006988408,97.80408775551241,,,106.73777726614718,95.9763278210136,111.63309415509158,121.93751623645856,110.55492924250689,98.82126784814274,107.64565966965327,129.88272108100648,139.4690274856932,143.26698852143397,146.1560624627353,155.3555505039979,156.53728599200025,157.23986285523696,152.22676880982175,153.64428669177664,150.9907219051807,156.96547349788324,167.84508050032792,186.0419897276816,203.9807941296184,221.5570045949036,222.6328845131065,205.6139389354248,190.0951058558689,179.4213741344012
1999-09-27 22:07:36+00:00,125.79924625967298,104.66897420303755,162.63434484605978,147.98466797864515,125.09145813907745,107.67311100761859,92.13979405061536,100.75525713796739,121.98790061412937,131.9470751464512,,80.57217851369387,86.2110964054454,109.2549734224966,112.72374579229857,122.59272066749897,126.2962494954236,124.48377932255936,129.1147828518055,129.9065152007853,128.10487867936644,135.23527495255328,140.59042156028642,144.77419611246552,138.72567079958142,136.46480792459624,131.70552828196708,128.3953496090324,132.638580494292,133.0972238007398,126.41226598655315,114.1761067027323,105.23729559272915,97.00155406047699,100.04315447718815,111.4209590690951,105.91684821462432,113.19742788720237,106.85575269006479,101.05059641592906,92.00647393207609,82.44326510470599,87.62635420043482,91.57954796159775,93.1215622581892,88.46972899813153,87.82762841631151,79.06611036749827,73.05972552157027,66.83003280856897,65.02897159802698,72.18737643771928,74.26740646040845,73.44703121625217,71.14505810062266,65.15470585191044,55.403314506509105,49.04307198779378,55.78279715172289,57.780445184187926,69.64401975136924,77.91591100208005,77.03457503042836,57.73264137483672,56.16922301543342,45.60627807626025,,70.92781587190181,66.08671754450639,70.84466343255238,93.99578008619157,129.56467061995744,108.12338648756051,,41.8767168237728,68.33630474866749,65.86959430548578,79.02090479740562,79.82203441387085,84.15886834724716,87.58460252447027,85.57857235483772,95.25215628184623,103.83091060938153,105.06623764295725,109.9374303186292,116.99548954189753,118.70595990658666,129.25344353314432,131.7911342351963,129.55764385966168,143.5520599527793,154.03172656409313,169.32234152213178,181.6195422656376,186.16859612171018,187.4894012606937,178.63868833285963,171.1570178258761,159.6861657724282,161.30019910409845
1999-10-04 22:13:49+00:00,,,,,,,,,,,,,,119.23109222847074,125.35459899873693,136.54621695322984,79.25887273427053,,,,,,,,,,,132.33384733810098,129.3202340452343,129.2356430106827,109.79776463368127,112.80960331896979,103.29585025981322,95.42454458778974,101.46579542476579,110.37132374816623,103.15761826204363,109.03924618357763,112.47338551521145,97.75776452992231,93.80661874222666,88.78154404141677,92.8013296535632,89.39154397137501,90.22399763255618,99.69062842636455,92.34186708324972,80.1217440809875,78.9282949928287,75.58200000130465,77.73083139693978,81.39682955181594,83.12480493521707,84.59542021456328,79.40816104216741,68.56946412406378,,,,63.14043318925015,67.49057379478663,74.75904572028881,71.91668298116056,,,,,,,76.17127574356174,77.12209756109556,98.04924432942639,82.42291361873333,,87.31345493311179,87.63992570525906,77.2184260290843,96.78000409201584,101.64218614442953,100.45998449709518,95.16223417161405,98.26261262676303,116.86876657953971,125.47003538864789,128.59663390480722,136.33308826926412,134.0340249847906,140.36542206635346,141.0018752571004,141.25238172732315,144.75224244089134,146.7897204555237,159.05997650589316,176.99179905752067,189.17533596439446,197.96205972262968,197.67283720115364,190.65968589445143,177.92450992204843,171.2404582017778,164.04432475016847
1999-12-07 22:13:41+00:00,,,,,,,,,,,,,,,,,,152.44999308602362,150.0772401006087,157.840892093163,160.7815533339297,161.9881306085533,163.85376075634707,167.05376784898695,164.40249224530788,163.88135419098532,152.30427857871203,149.3596319405156,151.4462401709245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.55044971318412,144.00410085759876,145.1226882260018,139.22442772190738,150.52055674131415,152.26335501003666,,,,,,,,,,,
1999-12-16 22:07:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-02 22:07:23+00:00,,,,,,,,,,,,,,,,,,,,,139.4977353822669,151.25623704691867,153.40637945502974,149.52748811597294,145.48667990580208,143.49407122723989,138.1341602150631,131.79590272699332,127.40084770654825,126.97280558289005,114.72294309163863,107.7661888195494,100.1664208369568,93.78102424742,102.1209152187642,107.76916569441691,98.97366470577646,116.73258370421631,108.33897117193906,95.60106805267903,87.46593397834388,77.57851923097317,88.48640649917056,89.10377366647488,91.39927078576544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.18513322713675,109.65236848261368,124.16884170661758,133.10631185443836,135.8271530079977,141.9607711191936,,,,,,,,,,,,
2000-05-08 22:06:44+00:00,,,130.5093653630416,129.13638139953014,122.05978518301639,107.1906148714816,100.17065394591401,103.42987588752037,114.80469246054423,,,123.45872411033639,122.77798738875597,137.85266028787808,140.64047266783095,149.68737521999188,144.08693331489914,148.06685748489423,157.3803157267094,162.05875460943545,157.18071301031603,162.344504007352,165.00443398755183,159.42142191388294,160.97867169627332,159.2795119035379,152.4570814169115,149.93624422890443,151.05551323560903,145.40792221096262,133.6926721544779,127.67078065971337,121.28282597985502,109.23542080433269,115.11587992704689,120.07534405424019,112.65355939757818,114.23470288789495,107.70909006580945,96.95826376302628,86.18759245307542,81.1708740000711,81.90347254587596,69.30943751508183,75.39667148086933,77.1085573960071,92.55162877401264,94.86699568298187,76.82127290916246,68.95052064250109,74.85158790107101,77.71435166475337,82.29344670948967,83.06009176949708,80.6571377406739,78.69659160499594,52.00389967301517,51.28325221625778,63.175541799224874,66.42919150946328,61.4120477210883,64.28315992213477,62.23266025113039,65.18905228460267,53.65326019282614,,51.932467697483624,76.32888511443852,65.48388456309479,65.69306331747121,75.77729210437191,85.6444656248168,90.3290630045776,,84.92991495690133,74.04414542121435,56.54512564090392,71.49406915982031,83.07548430666743,94.53676900030987,90.7434459374646,89.60429492400851,96.92738491269209,99.78111650582883,111.38846105166328,121.2614084363881,122.69427740186167,123.8400831156091,130.69171532657347,138.28332916018047,142.85440315207117,150.70814144749536,176.5149273336732,206.28499783986297,,,217.38372815033216,205.73511102879652,191.0214262070409,183.82183428417736,180.6338621310288
2000-05-15 22:12:54+00:00,,,155.39261970269808,161.12324632030356,147.60722700098415,142.156126579089,133.61313383944682,137.48855575368805,153.39789363590046,166.62033590075183,153.97109328503305,178.9181755893533,183.01136103148772,172.46353274124274,169.63271805325166,179.04582543494723,182.51617734798802,187.88884519463411,187.81473399773589,181.7333556743901,188.95629248071864,195.6569463064875,187.87057560025448,190.88844521800283,190.6502475353029,180.08648817401172,177.47934023531394,173.58775580271174,177.96263658479103,170.46862133001744,159.64665651028696,150.05282776851797,142.16427948171858,133.54356983427073,134.5611331655902,142.5744405838612,138.22376416620017,140.31785297292257,132.2972030228552,120.37991628815749,112.23632122382365,100.89512065722239,106.14802812134997,100.79560085142268,103.89281341150966,124.24635131741685,125.9964045223223,102.54602145239328,95.7297641951938,94.71733405334103,107.61897598062723,118.38048928760796,116.44352412932447,113.38072144561059,108.59246166951745,101.32514488413645,91.39299131571805,87.1817635978675,90.12921798267118,97.99600556054884,96.22007758596249,92.90443066767412,91.88170381336397,90.09645409260217,88.96770827590868,83.81154118853553,91.04611759738545,107.17325458037422,97.8116557525175,87.15543587320228,96.64597301788969,106.51456946075204,114.71925723382392,120.8862239156146,117.29200790424072,101.5477914818961,83.63832187700149,97.46501595293356,108.82546843124956,126.9459462203217,123.30021697942205,117.48844394476225,129.49559354359434,133.3163794954653,145.6715693838637,151.59788939356474,157.03338420722375,156.31969126327022,167.93784497198098,171.34406384218806,177.89196070527535,190.89052573648678,,,,,,,220.98621785019,214.43827938451872,209.18884276234164
2000-06-16 22:12:38+00:00,,,88.02514935049335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-25 22:06:19+00:00,,,170.27599896158335,171.91348177896936,156.03433637867084,151.4530526170735,143.15156954824224,140.58487797973507,152.34816705391998,173.5058863222755,145.93759415032252,171.70031701397556,174.9047929582039,160.3319465829301,176.57981549848358,183.46945120063756,180.1818304344146,176.8222459227053,177.82473588195325,175.10896097283154,180.26700889749998,183.35852313885405,181.00472749436258,186.26076717623144,181.9441247419873,178.4023367540571,177.22254035002572,175.62098976008718,177.81391055387007,175.5852551820443,166.90297991181924,147.7502090749808,145.06679907194652,141.0184430389433,132.86658752809558,146.40108441101327,135.3816849095449,140.29528941949914,136.26182078542882,129.36562132481774,113.91708675361674,110.05938684884595,124.81991002075054,121.82335461600252,118.53444914484476,108.91609545515072,107.58797049304019,103.59754287724716,99.16896509700325,102.0712684870449,107.04995322354662,116.27577677132962,117.8452289148684,109.2625926973475,101.150982519469,96.03015820168865,84.61909452637622,85.065155002643,96.08611575622582,96.8623660258057,99.46829695886842,98.59314131817223,98.95830741014159,101.4032704251022,94.51589492688522,90.555834149842,78.36455684834834,101.18375651677128,102.74543588280955,97.010036931829,103.81400759585026,120.5610134733376,129.72973716387648,127.10182677352405,113.35780133979348,109.400053330292,94.83610723801894,108.89435918913146,121.33447501399122,126.39173321294636,121.30399784863907,121.11261304748353,139.76151717940988,150.44212857589108,160.32441611184362,171.74504545952777,170.91628971169243,182.2378973983532,189.11005957827905,187.53192768277648,184.47323456816034,182.15509959762508,210.76756420887,232.14824031690395,,,,233.89667570764703,225.7950446072635,219.09343728600382,208.0811493053185
