dates,satname,nzd0521-0000,nzd0521-0001,nzd0521-0002,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0024,nzd0521-0025,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0040,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0088,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100
2006-06-26 22:04:32+00:00,L7,304.92,430.05,436.30,415.49,382.39,378.08,367.54,362.82,,,,,,378.13,388.04,373.78,370.20,361.67,368.89,369.52,392.61,392.12,387.04,397.03,389.60,384.68,391.18,381.12,,,,,,,346.75,340.63,345.38,363.31,357.02,349.96,346.15,344.07,366.86,348.36,339.92,333.11,328.14,322.70,322.57,,,,,,325.59,321.60,317.24,318.10,331.75,,,,339.69,347.46,352.99,348.06,,,,,372.66,374.82,370.92,382.17,396.73,386.55,387.56,382.61,384.72,371.01,362.41,,,,,,366.82,372.15,374.33,362.57,346.63,361.21,363.01,391.05,388.10,409.67,416.58,413.84,405.59,,
2006-07-12 22:04:25+00:00,L7,394.48,383.07,398.44,388.54,368.41,369.15,354.92,354.41,358.31,,128.74,123.19,101.60,,,358.65,363.22,364.99,367.55,362.60,,,,,,,,,,,,,,,,,,324.97,328.99,325.26,327.80,337.84,336.35,332.10,320.46,322.18,315.42,308.62,309.65,313.47,,,,,,,312.94,308.43,313.33,330.34,333.67,338.57,337.94,343.84,341.80,341.26,358.23,,,,,,367.64,371.47,366.64,366.70,364.10,388.26,395.24,357.10,353.34,357.69,,,,,,,354.33,352.55,346.82,357.82,353.49,376.76,377.55,400.58,405.03,398.90,389.42,387.80,
2006-07-19 22:10:32+00:00,L7,75.29,61.75,352.19,341.39,,,,,,331.00,311.99,314.09,322.73,326.96,327.88,326.38,321.46,321.40,318.66,325.50,327.18,325.95,336.86,,,,,,,,294.00,274.69,282.07,281.15,290.45,302.98,298.90,302.20,298.50,296.39,290.70,291.72,309.59,306.86,,,,,,,270.09,288.98,293.73,292.45,280.12,272.97,,271.47,284.09,287.63,293.50,298.41,,,,,,,,278.32,278.53,291.46,,291.12,252.57,,,,,,,,,322.55,327.06,327.76,327.07,327.88,323.99,318.02,311.31,306.80,316.27,332.77,338.91,,,,,,
2006-07-27 22:13:58+00:00,L5,314.07,354.12,386.63,382.12,362.55,364.84,347.56,345.23,359.35,371.19,360.11,391.24,398.36,355.56,358.20,363.85,361.48,359.44,360.39,367.77,369.16,368.93,380.65,379.73,376.69,372.47,375.87,376.16,368.27,358.70,340.50,333.58,329.31,317.58,320.65,329.04,332.20,334.92,333.51,331.22,322.99,319.22,336.10,334.76,331.61,318.71,299.96,298.55,297.09,310.09,318.54,325.16,325.54,305.07,298.22,302.86,309.13,312.53,321.03,327.31,339.22,342.39,342.16,326.34,326.06,337.63,343.91,345.18,323.17,334.14,339.66,360.34,360.98,360.37,365.94,,,393.34,380.56,361.79,356.45,348.01,352.58,360.04,354.73,357.50,361.58,356.95,357.12,353.81,346.76,351.73,372.54,400.45,401.69,399.69,393.88,385.76,384.46,381.15,363.69
2006-08-04 22:10:28+00:00,L7,198.04,145.41,,,,324.01,317.65,324.63,331.50,355.64,336.91,356.36,348.75,334.62,336.14,350.69,350.33,344.28,,,,,,,,352.86,349.15,339.81,339.08,337.79,327.42,316.39,306.33,301.20,304.58,312.87,315.63,317.65,313.51,305.06,,,,,,,285.54,278.51,285.90,290.40,296.78,295.58,293.41,289.20,284.23,289.01,292.08,291.20,290.07,,,,,,299.41,309.84,322.63,333.40,309.64,314.55,321.41,329.78,324.32,326.32,,,,,337.25,333.64,317.06,312.03,330.63,334.87,335.41,334.90,335.15,337.23,334.54,329.59,319.97,,,,,,357.41,362.19,361.12,355.52,348.49
2006-08-05 22:07:55+00:00,L5,223.62,321.83,369.87,356.72,342.82,338.61,334.21,335.10,350.37,364.75,361.34,367.30,361.03,354.53,358.50,355.26,364.93,354.90,344.97,358.66,355.40,362.00,373.94,368.25,370.99,373.17,368.30,361.53,356.49,354.59,346.55,331.73,320.25,320.03,324.95,332.19,328.81,334.92,320.60,320.69,313.77,308.45,318.81,318.96,309.44,305.37,296.94,288.79,298.09,304.48,306.61,317.78,310.06,307.42,305.64,298.52,312.05,304.14,308.14,316.73,322.00,326.71,325.07,316.44,316.82,330.85,345.61,355.09,337.49,335.61,332.02,347.76,342.11,343.43,331.92,322.10,317.16,362.70,353.89,348.63,335.57,334.11,346.23,356.97,357.50,356.05,350.54,350.32,347.44,339.27,335.23,335.24,345.90,365.19,378.99,379.05,379.62,376.54,379.13,372.84,361.60
2006-08-20 22:10:26+00:00,L7,245.28,328.82,374.78,361.76,346.08,340.66,330.18,331.68,341.00,360.64,,,,,,,,346.39,347.52,346.77,345.21,350.48,357.73,360.95,358.54,355.81,356.40,355.55,347.85,343.78,334.15,323.31,,,,,,,314.68,320.14,305.47,301.66,315.14,308.99,299.77,294.94,290.05,290.41,290.78,297.25,308.12,308.84,,,,,,293.43,311.89,319.86,316.37,311.55,307.75,313.90,319.50,329.79,334.58,349.66,,,,,,332.52,335.26,332.66,336.15,354.68,358.20,342.81,323.69,320.16,338.65,339.92,,,,,,,338.09,339.56,348.28,358.70,360.21,365.47,373.83,375.88,376.22,377.57,363.00
2006-08-28 22:14:23+00:00,L5,,,,,,,,,359.55,376.82,369.96,384.56,372.38,353.25,356.01,360.56,360.86,354.67,353.80,359.42,359.12,361.56,368.16,377.46,375.19,376.22,374.75,371.49,368.34,362.88,353.89,346.22,334.78,331.96,320.32,322.85,321.30,336.12,324.86,315.56,308.32,311.43,324.12,314.88,314.77,312.83,312.24,310.72,313.69,313.32,324.05,331.73,327.27,313.79,299.63,301.52,307.88,302.05,313.27,322.34,318.22,318.00,329.88,324.91,331.20,339.75,348.96,365.03,361.14,346.70,342.50,344.61,331.89,325.47,329.27,335.06,338.97,366.76,373.33,347.90,336.48,338.58,351.73,355.39,358.12,345.78,346.66,349.19,351.45,346.99,346.14,340.45,348.74,360.33,374.99,383.94,391.14,390.69,388.88,388.44,381.20
2006-09-13 22:14:35+00:00,L5,233.28,336.06,366.54,351.29,334.76,327.98,321.20,322.71,332.41,344.73,332.33,331.19,337.13,333.81,332.89,341.89,343.55,338.53,335.34,343.34,347.09,352.55,355.30,353.07,354.47,353.95,353.62,350.27,350.07,342.83,321.80,311.19,303.20,304.38,308.83,308.29,308.41,310.80,299.70,296.39,301.46,300.54,308.90,301.83,295.00,296.69,297.34,295.14,290.34,295.88,284.66,280.81,288.37,290.72,287.75,291.05,287.06,284.44,297.30,311.00,313.39,310.29,314.54,317.42,320.05,324.49,323.31,317.36,295.76,292.00,290.45,296.54,295.96,317.03,328.96,314.29,310.13,340.76,347.00,334.07,320.25,317.11,311.54,321.33,323.98,327.80,328.62,329.85,331.80,329.38,323.89,335.75,344.51,353.98,360.17,369.57,375.64,372.58,371.51,367.40,348.07
2006-09-21 22:10:16+00:00,L7,,,393.56,387.22,360.83,361.70,347.43,353.79,364.88,383.45,369.64,396.16,402.21,,,,,,,,363.42,365.06,367.95,377.97,375.64,383.84,380.63,378.39,365.99,364.80,358.71,357.75,356.83,332.98,326.40,,,,,,,,323.49,313.96,311.98,313.18,314.46,307.57,299.43,299.18,303.83,310.57,314.48,315.63,311.51,,,,,,325.49,322.58,333.99,342.38,345.75,345.17,354.49,356.02,320.96,329.41,316.98,,,,,,,367.29,365.13,347.95,336.16,343.96,352.93,350.27,355.07,354.98,361.00,359.94,,,,,,376.05,388.63,385.95,384.37,381.56,377.27,378.61,373.91
2006-10-08 22:08:40+00:00,L5,310.22,371.10,404.68,391.97,362.89,367.87,354.79,351.58,363.51,380.15,381.07,399.94,420.32,361.80,359.47,368.09,367.84,362.33,359.09,359.98,358.68,358.15,361.47,359.90,370.17,370.66,365.92,365.25,360.54,359.51,353.39,344.13,344.81,341.47,345.84,352.59,338.52,352.75,349.42,330.17,323.44,313.23,311.46,308.69,310.03,318.63,316.89,309.16,302.52,304.18,309.93,313.87,324.81,320.56,319.40,315.52,308.50,302.48,316.93,327.92,325.35,335.97,333.90,327.27,327.11,333.52,339.64,331.57,310.42,307.47,308.42,343.70,335.93,316.00,330.31,341.56,347.01,367.25,370.56,358.49,353.78,374.06,354.88,349.09,348.32,360.73,355.36,353.82,355.16,348.90,345.36,344.23,349.50,378.94,383.81,380.83,379.33,375.09,372.76,379.02,377.34
2006-11-24 22:10:49+00:00,L7,59.38,61.05,,,,317.78,308.85,315.15,323.80,338.82,329.05,331.48,325.17,333.37,342.09,352.32,350.21,343.94,,,,,,,,366.91,369.64,365.93,370.58,369.02,355.88,338.92,325.65,318.60,331.19,325.66,307.22,307.92,286.73,279.00,,,,,,,279.34,281.70,278.75,277.49,281.58,287.43,290.16,294.67,292.41,287.86,285.55,284.98,,,,,,299.82,303.40,302.39,305.30,312.37,276.74,300.56,290.51,293.42,285.96,296.56,,,,,334.68,320.26,308.15,304.18,310.71,322.47,329.60,334.56,334.84,334.33,333.58,327.76,324.92,,,,,,365.10,358.36,353.52,346.50,338.92
2006-11-25 22:09:07+00:00,L5,263.21,306.20,362.90,358.75,344.14,339.83,333.04,342.17,348.49,367.23,350.09,349.60,340.62,347.07,355.61,364.98,362.31,355.27,354.85,351.65,355.50,366.11,373.19,387.21,384.29,384.55,387.44,388.05,392.88,387.59,369.84,354.51,334.49,333.24,345.36,341.75,324.39,321.37,299.31,292.37,290.50,293.55,308.54,305.10,302.16,304.26,309.15,305.80,301.08,306.63,308.07,304.73,302.38,305.40,306.49,305.41,303.28,301.70,309.41,322.43,333.75,335.94,334.86,325.60,326.08,323.13,331.68,336.61,301.04,306.30,306.09,302.85,295.53,313.25,328.81,340.66,339.50,353.24,355.77,341.60,335.01,328.29,333.92,334.08,340.89,344.70,346.50,342.99,342.52,339.89,334.88,333.26,349.26,370.73,381.43,387.81,384.04,382.00,376.17,368.88,355.73
2007-01-04 22:04:49+00:00,L7,,,,79.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-12 22:09:29+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-28 22:11:16+00:00,L7,,,,340.80,318.42,318.99,311.42,317.86,329.59,344.26,309.81,325.93,330.30,340.08,344.23,,,,,,,,,,,,,,,,,,,317.34,317.91,323.80,315.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-09 22:05:07+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-16 22:11:19+00:00,L7,300.99,283.68,150.81,,,,319.11,326.81,337.20,355.26,324.93,338.87,337.47,346.79,353.87,365.31,373.48,375.55,376.07,,,,,,,,373.08,373.51,369.44,364.49,355.11,345.84,339.61,329.98,327.32,331.10,319.67,318.68,311.38,305.95,295.75,,,,,,,293.94,303.79,304.29,305.17,305.80,305.33,300.97,303.70,304.75,306.76,300.63,312.09,318.97,,,,,,312.92,314.31,306.97,288.94,295.74,294.31,303.63,,316.00,325.09,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-12 22:04:59+00:00,L7,274.17,180.14,,,,321.71,318.08,320.29,333.49,348.57,325.27,332.32,337.53,345.26,354.64,359.38,357.29,,,,,,383.75,385.30,384.27,380.54,374.64,376.75,372.78,364.19,354.23,330.57,326.37,321.93,319.61,321.33,310.59,310.82,,,,,,,298.96,304.87,304.18,294.63,282.82,286.14,292.43,290.98,295.47,300.31,305.09,303.92,,,,,,309.60,311.54,303.73,304.89,299.24,301.88,300.80,276.18,281.84,286.68,,,,,,325.02,337.18,345.05,343.86,332.00,328.53,331.74,332.75,328.96,329.67,332.25,331.28,,,,,,362.65,367.09,378.12,376.99,377.46,378.01,369.56,353.60
2007-07-06 22:11:01+00:00,L7,,266.74,363.44,353.50,335.64,330.62,319.49,332.45,344.28,366.56,362.06,373.03,107.30,104.75,91.30,94.19,,385.94,381.68,380.18,376.28,381.41,383.76,390.22,390.76,379.31,373.58,364.82,373.49,378.59,371.08,355.71,343.17,,,,,,,316.45,308.64,306.85,317.78,312.77,303.53,298.90,303.56,296.41,294.68,287.19,291.68,296.85,305.16,,,,,,313.29,319.82,314.53,312.68,300.40,297.76,286.94,301.66,310.12,311.48,300.75,,,,,342.36,337.85,348.57,336.13,347.16,352.21,341.12,328.15,330.22,344.72,350.65,,,,,,,353.47,368.37,380.42,387.31,386.26,386.28,377.47,373.00,368.40,370.67,363.77
2007-07-15 22:04:48+00:00,L7,412.35,352.77,315.84,,,,359.52,368.36,379.51,399.59,398.04,417.28,440.77,402.71,396.40,420.39,,415.38,398.09,,,,,,,403.97,394.18,378.46,379.82,388.72,381.47,364.50,355.98,341.71,338.92,353.01,347.31,351.47,347.77,338.80,,,,,,,330.20,320.45,319.25,313.62,317.44,315.49,325.07,330.47,335.48,337.59,333.97,326.11,,,,,,,314.82,320.68,311.96,327.00,,361.77,372.44,386.50,372.42,376.85,,,,,412.82,381.46,351.92,343.23,379.09,370.51,373.98,384.48,377.73,373.78,383.37,381.83,,,,,,399.63,404.67,403.88,401.50,396.33,389.51
2007-08-07 22:10:52+00:00,L7,252.03,235.66,,322.29,317.54,311.85,305.15,,,,,,341.05,360.68,350.86,358.66,362.65,353.48,352.81,346.60,328.18,336.71,343.25,352.40,356.04,357.98,352.53,,,,,,,,269.85,301.32,302.09,307.98,300.96,295.62,282.44,279.73,289.28,290.56,290.93,296.14,298.28,291.60,,,,,,,278.35,283.36,279.79,262.85,273.09,277.70,273.53,280.21,288.87,289.34,286.06,,,,,271.27,272.68,296.05,289.38,282.73,241.21,267.44,285.76,310.37,312.71,309.39,,,,,,328.77,324.62,320.43,321.12,316.87,314.55,318.07,330.75,336.61,346.37,355.94,367.35,,,,
2007-08-23 22:10:46+00:00,L7,100.89,113.05,,342.54,327.20,326.33,315.93,317.59,329.52,355.99,340.09,353.41,362.32,368.14,362.57,363.89,,,,,,,350.93,356.54,359.94,356.38,355.74,353.05,350.02,348.39,338.01,325.43,314.30,306.94,304.02,311.47,307.23,,,,,,,,286.99,295.53,304.12,308.22,299.56,284.31,281.42,294.95,296.27,292.69,295.24,297.55,,,,,,277.68,290.57,299.47,301.32,302.27,298.36,311.58,301.83,297.34,295.40,,,,,,314.67,332.71,333.99,317.41,304.55,308.88,327.56,333.36,334.50,337.94,340.71,342.13,,,,,,335.75,348.93,367.15,373.98,377.04,369.78,364.96,358.47
2007-09-01 22:04:31+00:00,L7,,,,,,,,,352.37,367.19,353.87,381.11,388.18,370.17,361.44,360.46,375.30,378.90,373.26,365.88,361.98,358.53,,,,,,,357.67,354.60,349.37,326.06,323.25,327.21,320.08,317.92,311.36,317.35,312.82,310.65,302.79,294.67,295.11,,,,,,300.70,295.53,291.96,299.40,306.75,307.64,304.21,294.69,293.43,291.28,300.60,300.09,,,,,,303.72,310.80,325.32,300.59,290.47,290.42,303.15,301.61,301.88,226.50,,,,,,310.16,317.10,348.74,346.08,340.68,343.01,344.10,344.94,351.24,355.35,351.22,348.75,,,,,,387.22,385.25,380.33,378.24
2007-09-08 22:10:38+00:00,L7,296.68,292.42,334.71,,,,,327.37,342.53,358.03,352.54,368.78,374.26,359.46,354.83,373.33,376.05,375.39,363.65,,,,,,,,,,351.12,351.29,335.88,324.52,322.62,316.14,311.61,320.37,315.30,316.24,314.20,310.13,307.65,297.45,,,,,,,,,,,,,301.92,297.77,296.71,293.80,303.55,301.24,,,,,300.78,297.12,306.55,315.93,296.61,292.92,302.81,316.57,320.12,322.92,337.11,,,,,,305.32,321.00,334.48,331.37,325.97,338.18,349.61,356.91,364.36,358.21,359.05,357.19,,,,,393.34,392.61,383.42,373.04,372.62
2007-09-09 22:07:45+00:00,L5,304.98,292.83,373.36,367.87,347.40,348.00,343.79,338.10,345.06,360.15,363.34,387.75,392.55,372.81,373.33,380.86,381.61,377.00,369.55,367.27,368.37,363.98,358.34,365.26,374.21,369.44,356.05,355.79,360.12,363.77,346.76,334.60,332.95,325.20,316.37,323.56,316.96,321.27,315.80,320.22,317.49,300.76,293.17,290.23,301.79,313.31,318.16,313.26,305.03,298.88,301.45,305.44,307.31,307.36,306.05,299.08,298.04,298.59,302.36,304.11,296.56,307.13,311.39,316.79,312.80,309.65,318.46,322.91,309.92,295.54,301.20,322.67,327.44,321.83,347.55,332.59,322.46,355.17,349.37,326.99,316.82,333.19,350.26,347.88,345.13,346.48,351.48,359.05,371.14,368.06,362.70,359.79,348.46,346.50,355.38,386.12,405.00,402.11,394.77,388.18,382.33
2007-11-20 22:04:46+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-06 22:04:52+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07 22:04:58+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-12 22:04:44+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.50,269.04,271.70,273.83,270.56,268.65,272.60,276.00,278.86,272.94,267.41,270.56,273.27,,,,,297.32,298.93,305.25,314.17,291.51,285.47,292.34,302.61,297.08,305.55,,,,,,326.90,318.66,315.10,327.47,332.39,333.51,334.26,335.38,335.15,339.06,331.71,320.47,,,,,,397.47,387.83,375.48,370.09,368.74
2008-04-19 22:10:54+00:00,L7,,,385.87,378.23,357.63,361.08,343.40,338.15,349.66,368.50,364.51,380.18,,,,,,,,374.63,380.96,383.42,377.71,380.70,387.32,385.90,383.40,380.34,376.40,368.45,357.26,347.25,336.86,333.97,,,,,,,295.59,295.05,310.68,309.39,304.64,296.87,292.11,286.71,283.63,280.53,285.24,295.91,296.42,301.32,,,,,,298.96,299.21,301.93,302.16,307.44,307.27,311.16,316.09,324.27,303.44,,,,,337.90,332.57,341.95,341.71,361.48,356.01,344.72,336.69,344.91,363.36,361.17,357.06,,,,,,,344.19,353.40,368.86,385.47,418.89,424.12,410.62,399.17,394.43,387.02
2008-06-15 22:04:20+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-08 22:10:15+00:00,L7,,361.39,379.76,364.00,349.46,344.76,327.80,331.41,338.16,351.89,353.81,353.93,101.42,86.50,84.71,91.56,,,354.97,364.70,371.60,375.82,378.36,375.50,376.06,374.30,375.68,368.89,369.11,363.76,348.71,333.02,321.02,,,,,,,316.92,309.52,308.06,315.82,313.17,310.15,303.25,300.21,282.05,267.34,263.23,,,,,,,,,267.08,271.67,282.46,293.40,299.42,290.66,283.55,284.62,283.26,290.40,276.80,,,,,279.54,303.86,,,,,,,,,,,82.20,,,,,326.34,345.25,354.43,374.73,379.59,383.01,384.97,380.33,381.50,378.20,370.50
2008-07-17 22:03:58+00:00,L7,406.81,417.36,408.81,393.01,363.37,365.71,357.47,356.28,366.15,387.23,386.17,398.66,83.82,82.29,81.82,79.12,,,390.74,376.24,392.13,395.56,398.93,400.15,399.79,380.80,386.04,391.60,381.58,380.51,368.89,356.86,,,,,,,,338.07,332.00,327.27,340.52,331.71,325.44,315.28,312.02,296.64,289.09,284.67,281.02,294.65,,,,,,293.32,299.14,298.71,319.04,325.77,325.55,318.44,316.33,318.81,326.22,322.28,,,,,,342.21,359.18,363.38,351.48,381.12,385.95,369.92,351.75,348.06,359.24,,,,,,,358.50,362.78,374.05,391.46,405.80,397.82,399.48,407.69,414.12,409.35,404.67,400.28
2008-08-09 22:09:59+00:00,L7,290.90,309.84,369.32,358.52,331.59,325.17,319.07,322.17,328.28,342.35,142.08,101.92,91.00,,,334.65,344.03,345.50,343.32,347.29,355.07,353.11,359.20,358.78,358.41,352.51,364.57,359.38,359.06,359.33,,,,,,,307.41,314.99,308.85,303.15,292.60,286.87,291.75,292.68,287.73,286.79,285.77,276.66,275.76,284.94,287.38,,,,,285.16,276.99,267.10,269.33,277.64,276.70,280.01,287.52,289.66,295.03,299.05,309.29,,,,,300.65,292.81,284.41,248.03,311.02,302.23,321.08,337.48,323.47,307.80,310.17,,,,,,330.98,332.24,329.15,329.52,336.06,333.01,336.68,361.20,377.92,381.09,389.26,383.33,374.36,
2008-08-18 22:03:44+00:00,L7,,78.55,,,,,,,,,,,,,,,,,,,,,,,371.30,374.66,,,,,,,,,,,,,,,64.59,81.29,,,,,,,,,,,,,,,,,,,,,318.12,324.68,324.28,334.05,343.22,342.45,,,341.78,331.69,352.30,,,,,369.97,388.54,369.99,349.64,349.10,367.72,377.26,374.47,380.21,387.87,375.90,377.41,,,,,,398.91,421.66,427.27,424.19,433.99,424.88,412.46
2008-09-19 22:03:28+00:00,L7,,,,,,,,,347.67,364.46,355.27,,,,,,,349.24,348.74,351.17,360.23,364.14,365.87,367.29,366.29,363.15,362.57,360.96,359.82,354.41,339.70,,,,,,,330.63,325.40,316.63,308.19,304.76,313.38,313.22,309.77,307.71,304.57,294.02,284.21,283.90,290.15,,,,,,298.14,281.63,277.56,285.51,300.76,306.29,310.78,303.63,299.27,297.42,306.60,,,,,333.70,335.28,336.87,328.88,321.30,317.35,332.99,343.95,330.65,318.34,311.59,,,,,,,358.10,353.68,339.93,339.18,351.51,360.29,366.11,382.70,398.78,407.48,402.08,389.63,
2008-10-12 22:09:25+00:00,L7,,,,,,,,337.73,349.92,369.48,368.75,385.47,392.90,369.00,368.79,369.94,359.49,358.39,358.72,351.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-21 22:03:23+00:00,L7,313.75,348.68,375.29,367.02,334.91,322.48,315.82,,,,,354.61,356.73,346.70,348.38,352.14,351.91,351.36,347.12,344.61,344.43,352.14,357.04,360.87,357.86,356.13,,,,,,,306.92,303.90,305.20,312.01,309.73,314.68,305.79,296.88,287.19,283.41,289.63,287.96,289.51,290.63,,,,,,,299.39,300.87,300.44,293.74,287.01,274.27,271.30,272.81,272.87,282.68,286.79,,,,,,252.91,282.18,289.83,299.29,278.29,272.24,229.67,,306.32,325.17,,,,,,321.96,322.66,332.65,339.32,335.58,334.86,329.39,323.68,320.44,329.81,337.80,349.89,,,,,,
2008-10-29 21:58:12+00:00,L5,359.98,390.31,414.25,399.17,369.92,373.35,362.42,363.12,376.07,383.34,376.98,388.22,408.81,378.37,378.76,385.89,381.02,376.03,359.68,369.28,378.20,384.88,389.07,389.59,385.60,388.65,384.17,380.95,377.67,364.71,354.46,343.85,334.70,328.07,329.17,334.27,334.40,343.33,334.35,325.04,320.39,322.03,327.82,327.23,328.86,327.82,324.32,314.82,313.21,304.39,302.54,312.06,317.38,317.21,312.35,308.72,298.99,291.40,296.60,305.35,306.31,311.23,319.02,322.59,318.04,325.57,334.13,347.01,333.87,318.63,316.61,311.86,306.77,333.71,345.68,357.72,349.82,370.11,373.34,361.21,346.15,346.04,361.87,357.04,356.63,362.43,369.83,365.33,366.28,358.88,355.95,,,,,,,,,,
2008-11-13 22:09:55+00:00,L7,364.43,383.73,415.19,407.02,370.33,372.80,359.31,360.79,,,,,,,,,,,,,,,,,376.41,381.02,379.97,377.89,362.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-14 21:57:52+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-23 22:05:16+00:00,L5,312.95,341.69,,,,,,,,,,,,,,,,,,359.80,362.92,368.38,372.85,372.34,370.67,362.37,362.18,360.17,363.97,360.32,348.55,343.68,334.50,330.03,333.37,340.17,331.94,333.57,319.07,313.69,306.47,302.58,310.82,311.18,312.12,312.91,309.23,304.45,296.68,297.45,305.22,312.39,313.67,,,,,,,,,,,,,,,,,314.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31 22:10:25+00:00,L7,,343.54,376.49,371.10,351.10,350.53,340.65,338.83,346.26,361.26,362.21,370.05,,,,,,,,357.47,364.27,370.95,375.85,370.28,362.77,358.63,357.36,358.83,360.99,360.52,350.82,338.89,332.62,326.80,,,,,,,,304.69,316.78,318.53,316.43,317.50,314.18,303.31,299.60,295.05,299.60,308.19,308.56,307.93,,,,,,293.77,300.38,305.71,310.14,311.83,313.63,315.28,322.69,337.18,323.65,308.38,,,,143.65,238.79,,315.45,345.88,352.17,341.85,334.24,331.39,342.47,341.66,336.91,346.75,,,,,,340.25,350.88,357.49,363.85,378.84,393.40,396.85,400.07,401.15,399.28
2009-02-10 22:04:28+00:00,L7,356.03,382.76,401.78,388.39,362.69,357.04,,,,,,400.19,423.85,377.27,375.55,373.71,376.37,377.00,371.85,367.15,368.72,370.61,368.67,366.92,367.07,,,,,,,340.32,336.07,332.82,332.38,336.72,333.63,340.59,331.62,321.10,316.60,315.69,322.25,323.09,321.29,319.14,,,,,,,319.07,321.31,316.39,317.91,312.99,300.25,302.31,316.14,312.57,320.01,319.57,,,,,,329.97,317.34,326.61,325.82,304.94,294.99,315.12,323.06,336.84,351.96,,,,,372.83,358.06,359.08,362.36,365.90,362.58,356.45,351.33,345.00,346.86,356.26,368.71,372.65,,,,,,
