,dates,nzd0555-0000,nzd0555-0001,nzd0555-0002,nzd0555-0003,nzd0555-0004,nzd0555-0005,nzd0555-0006,nzd0555-0007
0,1999-07-16 22:13:35+00:00,,,,,,,,
1,1999-08-17 22:13:37+00:00,,,,,,,,
2,1999-10-04 22:13:49+00:00,95.48174782757883,,,,,,,
3,1999-11-05 22:13:40+00:00,,,,,,,,
4,1999-12-07 22:13:41+00:00,92.79561904671351,92.87465145500744,93.12065194307401,99.16919781748773,94.52382259749389,82.87405753702708,82.26149583563914,93.9063742867265
5,2000-01-24 22:13:35+00:00,118.20187008470593,114.92260523877125,102.86603910521046,114.49869090685836,119.73210341530181,115.33129648867772,69.06030801229352,76.47880758941449
6,2000-09-04 22:11:34+00:00,57.585653345282594,,70.32550322438085,,82.14779867926153,84.90419473234736,83.136605301943,85.88324303237347
7,2000-09-20 22:11:14+00:00,94.50393127444075,,79.50764215461905,,78.60496400697207,83.65811823913742,80.67979126817544,84.99802536098143
8,2001-01-10 22:11:15+00:00,,,,,,,,
9,2001-01-26 22:11:18+00:00,99.64114040252299,91.98013658710947,78.30179269117647,92.94204810423987,75.20891901002638,77.66107056999442,61.98906117147075,
10,2001-02-11 22:11:12+00:00,112.98189936598764,88.47253414732772,73.48308074773665,76.92457281630747,69.6150542505927,74.66708603033453,80.43921562050147,71.0709697075183
11,2001-02-27 22:11:06+00:00,112.43582699801301,105.71340214275988,93.42724480639542,84.10556041675102,88.66151125343424,99.49980538789687,111.80286181754028,126.29905475100898
12,2001-04-16 22:10:54+00:00,,,,,67.35966328392861,78.37054358088042,76.42197831288078,106.77253584462815
13,2001-09-07 22:09:22+00:00,,,,58.04482054636749,62.8430907089426,74.4138820334472,87.61857591924546,102.09984158052981
14,2001-09-23 22:09:14+00:00,91.31978682863293,76.31319636792875,81.23141876679865,68.08594436605412,68.95432286677615,73.08238119775682,80.59043501838701,88.3523340242261
15,2001-11-26 22:09:21+00:00,100.06255407473722,96.14652505120243,88.19500224981594,77.5434802174864,94.86747542468254,98.82154359118849,97.63558690703891,102.44160299259474
16,2002-09-10 22:08:43+00:00,73.40447143457537,70.97843973981992,55.30211043949511,68.25568021385065,67.95991746608729,62.51660983146545,74.85278028925957,81.14144951964246
17,2002-11-29 22:09:01+00:00,101.66758915073417,97.70963836373978,89.48032172957177,82.2792146451419,86.96203448411698,96.54536134593181,97.55047214176818,104.27184554826582
18,2003-03-21 22:09:27+00:00,,137.07623368481677,129.28515533427648,134.0830429503976,138.5023710016642,,141.5406920547423,139.03586815853757
19,2003-08-12 22:09:11+00:00,,148.55621434818673,124.49287363955185,122.53671952127438,109.34388821151879,96.92890513332519,112.04810570092616,138.66862958458054
20,2003-08-13 21:51:32+00:00,,121.23961542723669,95.20092609500057,109.75490874889003,119.44653977200828,112.86366624772185,,
21,2003-08-28 22:09:09+00:00,,,90.074894592005,107.8276448109576,94.89887886729046,86.75486429334345,90.28805067225288,106.4442644670189
22,2003-09-30 21:52:18+00:00,,,,,,,,
23,2003-10-07 21:58:35+00:00,96.52495748827826,92.25296847732342,83.19661278047668,74.73458944035204,71.33428141905331,78.53862664039355,79.57680389014709,95.7574096820706
24,2003-10-15 22:08:58+00:00,,,,,,,,99.81559137630789
25,2003-11-17 21:52:57+00:00,,,,,,,,
26,2003-12-26 21:59:30+00:00,96.3729272503145,95.76102941734034,101.25306604190254,98.40214062754593,77.69379868250604,72.0276490770821,69.64731305276216,57.8493371992879
27,2004-01-04 21:53:21+00:00,,,,,,,,
28,2004-01-27 21:59:38+00:00,123.52723337192636,118.66436431424931,109.45867920211442,102.18655532701715,93.98951257750812,88.01916727320216,81.63746599748997,83.14287801739853
29,2004-03-31 21:59:59+00:00,,,,69.04110578408047,74.59839330187671,78.77569384447158,76.8181802072134,89.31465611836282
30,2004-04-09 21:54:07+00:00,,,,,,,,
31,2004-04-25 21:54:59+00:00,,,,,,,,
32,2004-05-02 22:00:57+00:00,,,,,,,,
33,2004-06-27 22:09:48+00:00,,,,,,,,
34,2004-07-21 22:03:15+00:00,,,,48.21896735205817,,,,
35,2004-07-29 22:09:38+00:00,,,,,,,,
36,2004-07-30 21:57:39+00:00,,,,,,,,
37,2004-08-22 22:04:00+00:00,,,,,,61.88061511768943,68.11553561002655,74.63706346690148
38,2004-09-15 22:09:25+00:00,,68.23286096990697,,,,,,
39,2004-09-23 22:04:50+00:00,,83.85238438740406,,81.1604728865381,85.01401097266643,78.64609202116037,80.52586936203619,85.32468665803931
40,2004-10-17 22:09:26+00:00,111.88376772553629,113.94584443101957,121.43436472324507,,,,82.94223819124102,65.73817504470215
41,2004-10-18 21:59:35+00:00,113.16610098130646,105.87147282611248,102.26925532791347,97.64011491926675,91.58814667612388,89.95744378232938,86.24765762816614,97.0535508776016
42,2005-01-13 22:06:52+00:00,115.07440437823405,90.22503433871765,63.99254532935451,59.46499738316029,73.71650412279297,82.48322138536342,89.54074344412005,92.44800287542517
43,2005-02-14 22:07:21+00:00,,87.75164756888294,91.56283304227568,77.86964524335593,52.85085426704739,52.92372342661383,,
44,2005-03-18 22:07:46+00:00,,,75.85741786419977,78.2070265738533,80.97154054946806,78.00756153573464,84.83298502103789,85.99072915426943
45,2005-03-26 22:10:28+00:00,96.6944798132527,66.4642179232693,49.66546967441054,64.7673781396702,63.58781824674334,81.10355697918683,75.56043472650155,67.05656793033278
46,2005-04-27 22:10:21+00:00,,,,,,77.45960196594358,71.41268491208004,75.11383726303751
47,2005-05-13 22:10:24+00:00,,,,,,,,
48,2005-07-08 22:08:27+00:00,,96.23249260302029,71.86624775471839,86.36397879070006,102.74111215329921,,85.7728256890942,
49,2005-08-09 22:08:46+00:00,,,,,,,,113.68650174856356
50,2005-09-02 22:09:58+00:00,,,50.66158834304577,64.55693699163288,70.09481494404093,78.44976047562935,83.8006010922986,100.45564779100432
51,2005-09-10 22:08:55+00:00,54.91857729934378,,40.42366105448157,70.74311800683031,80.3815640820331,84.78721009832053,89.25904817773959,111.21163506899039
52,2005-11-13 22:09:08+00:00,91.94928832878946,88.64511775151442,82.65531234188693,80.08046410256664,84.4035717896795,87.9313634885579,91.29307850442521,106.5014118413487
53,2006-02-09 22:10:49+00:00,121.0511793299859,112.10700179213362,111.23249553136114,96.73456439076178,99.70514610285923,105.1817614060693,112.36808904283497,134.89362807714113
54,2006-02-17 22:11:22+00:00,115.05264513182019,107.75213903343422,96.67126192101423,103.39112972472994,102.49365910361759,112.52939716613378,126.82661061349017,137.32711835391603
55,2006-03-29 22:10:52+00:00,,,,77.97800405874524,99.29927759071407,97.40339301242784,77.30428725095413,90.31495471383637
56,2006-04-15 22:06:18+00:00,,,,75.50471041931866,83.35439555583758,72.93507436080259,72.40517717716894,59.31396070178802
57,2006-04-22 22:12:36+00:00,,,,85.87750891654001,109.29239730007303,100.77112228794489,106.07393586710752,120.1843551091381
58,2006-05-08 22:12:50+00:00,,,,,,,,93.29744443424156
59,2006-07-11 22:13:45+00:00,,,58.27349600041768,101.76899532329541,89.47090566808488,69.04590358391377,83.04101705246225,
60,2006-08-04 22:10:28+00:00,,,,,,,,
61,2006-08-05 22:07:55+00:00,,,,,,,,
62,2006-08-12 22:14:11+00:00,,57.21415957452052,45.79535477070677,68.42843112599442,,,85.13764546809621,
63,2006-08-28 22:14:23+00:00,,,,,53.249757270733525,57.728810385163484,59.04080192653751,56.5535952504284
64,2006-09-06 22:08:43+00:00,,,,62.53168010910207,82.19378253224126,81.66542572278901,81.8618487479392,85.1981843340139
65,2006-09-21 22:10:16+00:00,91.12591830214838,86.3190000607333,83.39372879416864,79.52819739489057,77.33019030730831,87.66890564126976,107.62822514626225,
66,2006-10-24 22:08:50+00:00,,,,61.099238436211884,62.55601852508403,67.42273222910299,76.97490499287119,78.21983383203688
67,2007-01-12 22:09:53+00:00,122.06081592120333,111.67385905306972,101.85929138623888,85.32346378666904,79.5056397752034,81.66940514351649,78.08698281282305,93.51121390152308
68,2007-02-04 22:15:45+00:00,,,89.09119139113946,55.64633605152377,75.98055969266154,99.56180438766269,115.6094915981831,91.18693789348485
69,2007-05-19 22:11:07+00:00,,,,,,,,
70,2007-08-07 22:10:52+00:00,,,,,,,173.3907714095437,158.1413646718713
71,2007-08-23 22:10:46+00:00,,,,56.931824028227055,,124.50943508985142,139.83463486690005,78.69421022000543
72,2007-11-04 22:04:37+00:00,123.42138216393634,94.68986402446562,,,,,,
73,2007-11-20 22:05:10+00:00,87.70653051398297,81.93270832448376,,64.77430680778501,,64.74721776532104,71.55615753036771,74.8835244682608
74,2007-12-06 22:04:52+00:00,,,,,,,,
75,2007-12-22 22:04:56+00:00,105.11221322055547,,99.26741072446771,102.14674307646658,98.36651980676302,85.178031585718,78.53802855288953,89.5968490456284
76,2008-01-07 22:04:58+00:00,,,,,,,,
77,2008-01-23 22:04:57+00:00,,,,,,,,
78,2008-01-30 22:11:07+00:00,,,152.73482984430348,99.55867630899134,100.33872916257168,77.8376534077436,69.4152473853108,62.35467156253513
79,2008-03-18 22:10:55+00:00,,63.00806752780105,78.9845538230959,86.78090846141639,72.52941708105698,72.79560157093675,71.63271215322851,83.81517656271758
80,2008-06-06 22:10:36+00:00,,43.30530068051077,46.86418600988799,65.1220264959961,62.481436942633195,88.8058040113833,44.18635321889345,47.89675031003763
81,2008-07-08 22:10:15+00:00,,,97.63506746415155,32.37229467957355,,,,
82,2008-08-09 22:09:59+00:00,,,,,,,,
83,2008-10-12 22:09:25+00:00,,,,56.27434585099686,56.23104144235059,59.40800499160345,64.54246883803681,79.87425359907157
84,2008-10-28 22:09:41+00:00,99.35919770732386,88.77722166326447,83.88485530271768,73.69705568163138,70.87223665560629,82.27061069527575,85.51899614411909,96.76228994373226
85,2008-11-13 22:09:55+00:00,90.75512029282486,82.0037652255589,92.06250334912907,97.33046786139622,88.6695194654984,78.40661460685537,76.03185265976785,80.2179024786016
86,2008-11-14 21:58:16+00:00,,,,,,,,
87,2008-11-22 22:03:51+00:00,130.05234205472397,145.82393414091416,168.25947669907214,,,83.45062818660057,,
88,2009-01-17 21:59:44+00:00,,,,,,,,
89,2009-02-09 22:06:31+00:00,118.84323839038498,105.21224615109591,90.60187334965208,96.54960007643402,101.61224495606618,,97.00156343341602,103.48883783048807
90,2009-04-06 22:11:05+00:00,,,,,,66.96762469555411,80.58633574689942,
91,2009-05-01 22:05:01+00:00,,,,,,,,
92,2009-05-24 22:11:14+00:00,,,,,,50.578815858467706,55.996451281970685,
93,2009-06-02 22:05:03+00:00,,,,,,,,
94,2009-06-18 22:05:01+00:00,,,,98.40232491354094,,,,
95,2009-06-25 22:11:11+00:00,139.5399744295456,140.56322816974583,,,,,,
96,2009-07-11 22:11:07+00:00,,,,,,,,
97,2009-08-28 22:10:57+00:00,,,,,,73.17390520695363,78.11362535069114,
98,2009-12-02 22:11:36+00:00,109.13228700905906,95.77694120783423,106.62600750371983,,103.10697777145592,,,133.8191551145744
99,2009-12-03 22:05:07+00:00,,,,,,,,
100,2009-12-27 22:05:49+00:00,82.59699287934953,81.41689377422989,81.00601856400769,72.11089721800217,74.30433099471807,72.88526869214918,81.36455826410065,
101,2010-01-27 22:11:38+00:00,104.57260159986944,101.44394807550857,91.79697743550852,,,,,
102,2010-01-28 22:06:19+00:00,95.70241540462277,89.68092341839892,79.12235222304624,77.78516030455367,82.30832381780387,84.56278019236541,,
103,2010-02-05 22:05:29+00:00,,,,,,,,
104,2010-02-20 22:12:45+00:00,87.46121083403321,79.04466105200082,73.4483209835637,70.10448156660739,75.57615461074275,87.9790550370933,99.8856615775336,130.45520216193444
105,2010-03-01 22:06:39+00:00,,,,,,,,
106,2010-04-09 22:13:00+00:00,55.67575987699941,,,89.00082528809527,90.03999955361768,95.81356428610307,100.84365033862885,114.95093284021569
107,2010-08-15 22:13:00+00:00,14.775832599671574,,,,,,64.29789520981099,79.96792358767256
108,2010-08-31 22:13:03+00:00,45.21523800599115,91.20313214292706,84.17917442638948,72.18119743034835,70.3487770116543,72.33001602541422,85.43057220219438,100.12816346994232
109,2010-10-02 22:13:01+00:00,85.11445479666614,68.61265298104946,81.15215546957289,82.93694410433972,79.03041007655105,81.09322747860165,,
110,2010-10-11 22:07:21+00:00,,,,,,,,
111,2010-10-26 22:10:38+00:00,54.997179042254814,51.69390119199214,46.275128115883305,51.73666967728066,64.64284453766236,73.1529360422206,83.17207541320221,88.20968602585464
112,2011-03-03 22:10:44+00:00,82.27714460035689,74.25671958805675,66.65451519940022,66.21279880396715,65.86482070573507,68.15559496287135,75.51562820767295,85.75849951215753
113,2011-03-11 22:14:21+00:00,110.68408343558457,104.09063201676567,92.13425648809246,81.28355421390908,81.33223808974347,83.63342918175516,90.07016883743185,
114,2011-04-28 22:14:24+00:00,,,,,,,82.85880489607396,110.72006492580563
115,2011-05-14 22:14:21+00:00,,,,,,,,
116,2011-06-15 22:14:22+00:00,,,,,,,,
117,2011-08-18 22:14:11+00:00,,,,,,,,
118,2011-12-24 22:14:43+00:00,100.498951749451,87.60301671127723,87.04581605328357,95.88384699221378,101.562852435401,106.05394993084178,,94.95444115823369
119,2012-01-02 22:08:37+00:00,,,,,,,,
120,2012-01-25 22:14:47+00:00,,,,,102.10057392714899,80.85899837356052,,
121,2012-02-10 22:14:54+00:00,,,,,,,,
