dates,nzd0560-0000,nzd0560-0001,nzd0560-0002,nzd0560-0003,nzd0560-0004,nzd0560-0005,nzd0560-0006,nzd0560-0007,nzd0560-0008,nzd0560-0009,nzd0560-0010,nzd0560-0011,nzd0560-0012,nzd0560-0013,nzd0560-0014,nzd0560-0015,nzd0560-0016,nzd0560-0017,nzd0560-0018,nzd0560-0019,nzd0560-0020,nzd0560-0021,nzd0560-0022,nzd0560-0023,nzd0560-0024,nzd0560-0025,nzd0560-0026,nzd0560-0027,nzd0560-0028,nzd0560-0029,nzd0560-0030,nzd0560-0031,satname
1999-08-17 22:13:37+00:00,,341.99,343.42,329.30,310.36,294.00,,,276.82,307.68,333.44,335.63,335.15,329.71,306.51,306.55,316.73,340.01,347.38,338.63,319.99,312.05,324.20,328.39,318.00,321.99,,,,,,,L7
1999-11-05 22:13:40+00:00,322.87,327.25,326.55,325.33,319.41,313.72,307.87,296.49,301.66,307.56,316.93,316.46,308.97,305.19,292.90,307.60,329.37,338.79,352.43,342.82,313.81,304.03,295.09,295.42,311.86,327.59,330.01,336.89,352.38,353.27,349.97,352.88,L7
1999-12-07 22:14:05+00:00,311.62,307.64,302.59,307.38,299.37,288.15,289.38,282.65,280.51,290.89,302.70,299.27,298.99,279.22,282.49,294.42,317.75,332.51,336.01,338.42,312.00,294.91,,,,,,,,,,,L7
2000-05-15 22:13:18+00:00,,,,,,,,,,,,,,,,,,350.35,,,,,,,,,,,,,,,L7
2000-05-31 22:13:06+00:00,,,,,,,,,251.82,251.83,270.16,311.20,331.79,336.65,330.15,260.24,313.60,321.87,322.53,300.73,310.76,315.91,327.16,316.02,313.47,321.41,328.34,335.20,323.85,333.94,334.87,349.30,L7
2000-06-16 22:12:38+00:00,300.88,288.20,284.84,294.78,279.40,279.90,282.06,,239.62,291.78,285.89,320.30,323.00,309.62,318.07,319.39,313.89,298.80,316.57,294.92,300.18,305.63,313.15,299.94,305.20,298.71,306.53,315.19,329.49,330.82,330.70,332.06,L7
2000-09-04 22:11:58+00:00,301.34,309.00,295.95,284.44,292.39,320.21,318.89,307.95,,328.97,314.10,308.38,302.45,315.63,326.88,336.70,338.69,331.80,326.49,324.05,328.98,324.03,318.27,321.32,315.72,314.62,325.00,336.79,340.81,330.87,329.66,341.20,L7
2000-09-20 22:11:38+00:00,298.51,309.80,306.00,292.43,291.43,299.68,296.25,307.07,,316.39,316.76,303.95,297.01,309.13,326.55,334.55,339.38,331.12,328.06,330.11,327.47,321.48,318.52,325.95,319.25,318.21,327.04,349.96,353.84,347.63,345.16,348.96,L7
2001-02-11 22:11:12+00:00,315.28,294.21,283.30,306.29,310.74,298.89,270.05,,246.76,265.05,317.09,315.15,315.61,302.04,301.29,312.33,325.77,323.81,315.87,314.36,323.41,328.20,310.39,304.03,301.55,308.73,316.58,321.34,319.66,308.71,322.37,373.48,L7
2001-02-27 22:11:30+00:00,332.78,,,,331.87,316.32,285.05,,278.31,290.03,324.07,337.66,329.37,311.64,318.53,324.78,339.42,331.71,325.67,329.05,340.54,334.21,320.48,315.56,323.00,317.78,334.17,335.88,330.63,325.58,344.47,398.92,L7
2001-04-16 22:11:18+00:00,301.95,332.29,305.52,296.90,,288.52,274.32,,283.59,315.93,322.60,315.62,292.97,288.57,293.79,334.21,351.48,350.02,342.52,325.86,311.11,316.71,316.33,315.88,309.20,317.00,337.90,345.36,343.35,346.73,351.62,369.54,L7
2001-07-05 22:10:09+00:00,270.12,,,267.53,,281.45,,,271.80,322.29,336.79,327.97,255.54,,,,350.40,358.05,357.07,348.79,341.25,303.34,,298.62,321.56,321.14,329.27,346.26,341.30,341.38,348.40,367.80,L7
2001-11-26 22:09:45+00:00,326.00,349.45,,,326.05,333.58,326.53,320.15,,318.68,332.06,322.25,304.74,300.33,310.34,328.10,335.69,350.41,353.41,352.42,342.05,323.32,313.45,299.33,311.19,330.37,344.72,343.56,333.25,342.82,352.04,374.61,L7
2002-03-18 22:09:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,320.87,322.03,318.98,333.18,346.48,346.18,346.19,344.33,L7
2002-05-21 22:09:29+00:00,290.89,308.89,306.36,288.96,297.14,301.00,286.97,274.87,261.14,283.33,300.72,319.03,289.76,318.61,328.21,340.98,343.91,342.30,334.60,315.50,309.23,295.21,313.14,317.05,318.02,333.93,346.74,355.29,354.21,358.80,354.24,381.68,L7
2002-07-08 22:09:12+00:00,,,,,,,,,,,307.54,282.80,270.74,,,327.87,349.37,361.68,327.80,293.88,280.35,275.28,282.35,284.98,296.49,327.10,345.76,,,,328.40,343.47,L7
2002-10-28 22:08:34+00:00,310.91,335.89,337.05,318.59,312.99,311.46,,,,,,302.95,,316.33,312.95,324.38,328.03,330.09,338.84,341.92,327.03,297.76,282.90,283.21,287.82,320.04,352.00,354.40,349.53,341.17,342.83,361.06,L7
2003-03-21 22:09:27+00:00,318.74,323.48,300.09,318.99,319.37,286.46,304.85,266.23,326.04,308.72,311.49,302.99,,308.46,309.42,317.08,321.36,331.73,319.93,333.23,360.06,,,321.27,320.37,315.03,348.02,386.42,378.81,358.66,365.59,368.67,L7
2003-05-24 22:09:28+00:00,298.17,313.30,301.40,288.52,290.91,288.52,282.46,271.04,320.06,309.80,289.79,281.84,274.36,263.38,,308.30,325.03,311.35,324.41,335.53,328.65,295.28,300.88,318.20,330.72,347.72,361.05,359.71,357.43,354.77,361.53,380.59,L7
2003-08-12 22:09:35+00:00,,,344.88,268.94,,293.53,,,321.39,290.87,303.60,286.41,310.32,296.17,308.17,318.53,318.07,321.15,319.21,330.23,332.17,301.52,309.73,296.44,322.24,318.98,330.39,352.15,353.78,353.58,337.69,333.98,L7
2003-10-07 21:58:59+00:00,321.89,326.56,320.68,320.16,322.22,311.55,294.83,288.68,300.21,314.28,304.01,303.08,304.19,311.98,312.78,325.37,345.85,342.31,338.98,333.38,320.33,312.64,313.91,319.28,308.90,308.19,337.05,357.10,354.85,357.37,361.94,373.81,L5
2003-10-15 22:08:58+00:00,335.71,337.54,331.43,332.01,329.92,312.12,297.49,289.56,302.48,314.16,304.67,301.33,302.73,306.90,311.55,333.11,343.32,336.16,331.01,333.78,313.43,301.78,306.27,320.53,311.24,299.95,319.91,337.97,340.62,345.18,350.44,352.00,L7
2003-11-16 22:09:47+00:00,309.12,321.83,319.86,307.60,301.37,288.96,287.43,283.34,296.06,299.35,289.44,290.19,293.64,303.01,307.61,327.85,336.91,326.62,,,,,,,,,,,,,,,L7
2003-12-26 21:59:54+00:00,302.68,317.15,303.64,314.04,294.23,281.48,271.74,286.49,293.20,290.31,295.66,295.10,301.35,283.15,269.54,290.31,317.18,328.28,313.64,297.22,286.99,287.08,287.58,289.89,307.65,305.14,306.17,311.56,322.43,320.78,326.40,324.59,L5
2004-01-27 22:00:01+00:00,332.11,358.53,349.70,335.30,327.48,317.45,327.10,318.94,315.67,316.94,314.64,318.53,322.77,314.19,295.44,321.62,346.43,340.77,349.23,333.05,322.34,309.92,307.41,316.65,322.54,325.36,331.10,330.76,333.59,332.67,331.25,344.83,L5
2004-03-31 22:00:23+00:00,330.41,346.44,342.98,332.29,325.09,313.81,315.16,316.83,323.48,308.57,294.70,294.81,303.65,326.98,326.21,319.11,323.05,321.20,335.98,337.09,318.93,294.75,289.78,300.46,309.46,316.63,328.49,333.16,338.47,343.08,351.56,363.37,L5
2004-04-24 22:10:19+00:00,329.80,353.08,336.70,332.37,327.57,281.73,284.69,297.87,307.37,312.27,302.65,313.90,318.89,320.33,309.29,300.09,307.40,324.77,340.59,338.72,329.03,305.71,307.23,310.03,306.63,305.22,331.00,332.13,334.64,338.95,348.32,361.15,L7
2004-05-02 22:00:57+00:00,315.26,334.60,334.76,280.76,303.26,304.58,256.13,,317.70,310.98,300.30,268.30,292.05,320.71,309.80,289.19,303.19,303.97,325.04,342.61,327.81,313.59,310.78,309.49,308.75,311.15,327.91,336.31,344.85,346.47,354.35,365.94,L5
2004-05-18 22:01:26+00:00,,,368.14,,340.66,334.90,,332.94,351.91,325.78,312.37,295.63,323.79,338.34,340.35,241.71,281.16,299.20,338.77,366.93,,336.31,323.05,318.91,326.06,327.86,324.38,342.13,346.29,340.36,351.07,346.70,L5
2004-05-26 22:09:57+00:00,281.53,356.42,350.23,272.43,,318.67,256.30,241.91,330.01,304.07,297.87,260.95,295.99,329.87,325.69,252.56,291.56,296.85,333.67,350.00,345.12,320.52,310.08,312.97,316.82,319.78,327.04,345.81,350.20,356.37,357.23,369.40,L7
2004-06-27 22:10:12+00:00,296.98,,,294.72,303.20,299.11,287.81,276.99,,275.63,278.10,285.82,272.89,,,275.55,290.00,296.89,323.76,318.20,297.66,296.50,273.35,292.21,299.01,320.61,333.15,340.12,336.46,339.32,342.51,357.73,L7
2004-07-05 22:02:51+00:00,,,,266.22,,320.84,,,,,246.49,251.03,241.27,,,,,307.86,,,,,,,,,,,,,,,L5
2004-08-14 22:09:59+00:00,327.73,335.18,326.52,324.90,317.30,298.43,281.32,277.72,305.65,313.09,,295.63,320.55,334.63,326.51,315.58,333.54,336.58,346.46,327.84,314.19,303.37,316.85,321.78,319.67,323.15,331.70,354.98,,,,,L7
