,dates,usa_CA_0290-0000,usa_CA_0290-0001,usa_CA_0290-0002,usa_CA_0290-0003,usa_CA_0290-0004,usa_CA_0290-0005,usa_CA_0290-0006,usa_CA_0290-0007
0,1984-04-14 18:24:49+00:00,347.8655646225052,200.28589277756527,195.08625250945346,188.18875851879375,208.486006975662,187.79599914131052,205.2969675437148,194.50043271710388
1,1984-05-16 18:25:17+00:00,346.4981004105644,205.8773223748038,199.45975232582165,206.01067840541924,204.37905318841877,195.2613528476051,210.3085827146484,197.3282985496752
2,1984-06-01 18:25:17+00:00,325.80844111165817,199.55465801706038,197.63711905281315,203.3115479336305,210.21374125381806,194.98440380290356,205.30637542687697,195.3423792305209
3,1984-06-17 18:25:35+00:00,317.2942238931475,198.6880462071769,193.73752747973526,205.21561691416372,213.52918255981984,197.33460175062092,202.77307150178416,199.67209955696177
4,1984-07-03 18:26:10+00:00,311.81560044013884,197.81393096642057,187.4340598259245,193.3499702212153,204.93798092793344,193.42089033322378,200.44359605455264,192.53019705703696
5,1984-09-21 18:27:21+00:00,,222.0920777084327,209.26609505749744,206.23707506882454,210.8961845659292,219.689171169186,215.77935406401474,209.38249173959366
6,1984-10-23 18:27:40+00:00,,223.07348855764204,208.08513707845393,197.17149604898324,200.93557411638133,200.88772938020998,208.33352714308066,208.46303353006678
7,1985-02-28 18:27:41+00:00,,227.82012981889153,212.89929930627588,206.9935676421858,207.7099429379477,,214.91616984215014,206.79745830374966
8,1985-05-03 18:27:24+00:00,327.95508036455436,213.86016636118492,199.39214608050625,191.88825212493893,199.5667486189979,191.8209758246831,199.14650543503106,
9,1985-08-07 18:26:58+00:00,322.7045487643268,223.9282476907765,212.96611220629686,,221.59516543743618,210.16261120415476,217.109923424105,210.54931860232287
10,1985-10-10 18:26:15+00:00,,224.74459171941325,209.1336513338177,213.88859009547687,208.03745152505857,214.28386728616098,213.1576968492009,208.93184117166854
11,1985-11-11 18:25:49+00:00,,219.13249646953034,189.31178300465996,,202.30224750789336,197.79500820645268,211.46385878747836,207.55245657951133
12,1986-03-19 18:23:38+00:00,,174.79831005150652,195.52165105907446,211.55745166254965,213.67466522730018,213.82187337926848,209.66405990449667,199.53889655162888
13,1986-04-20 18:22:32+00:00,317.2969540347641,200.19939360554997,201.06517516016524,206.02243118397033,209.969001136938,210.2119285559638,208.45525783620056,207.26965089823005
14,1986-08-26 18:18:27+00:00,,193.7484624043626,193.35348635257105,198.4326005274267,191.25314654124062,201.10984491090346,194.11544779464697,195.5807489268695
15,1986-09-27 18:17:48+00:00,,211.85349201064994,199.43156342513822,201.5626666459031,204.17472691981504,212.32799910790493,210.07993556728246,207.5859693173842
16,1986-11-30 18:16:00+00:00,,180.7784227152445,167.83368638377044,160.74805085699782,196.86230957111434,,202.24714256469176,194.61136042655184
17,1986-12-16 18:16:28+00:00,,184.21477275482243,176.31225520294967,160.22884678237008,190.60579608655755,,190.0165112506034,199.9334073485971
18,1987-01-17 18:17:01+00:00,,196.6106703538816,191.24691828098887,170.70000200827155,,,201.0161290210656,198.8962584239854
19,1987-04-07 18:20:20+00:00,292.88719264096835,193.8052432444967,201.41604639184106,204.00433424560558,207.20949051562778,198.4445577305805,199.02860520246412,180.71184343861162
20,1987-07-28 18:22:45+00:00,,219.28224023735964,211.09613760216965,209.96541004320036,212.81367225348316,216.93711949393187,215.65868720904976,205.7678090933869
21,1987-09-30 18:24:25+00:00,,207.67925754090868,197.36105405730302,179.87886948493423,183.76982131490223,192.1482340382613,194.8397981218157,190.83813150699692
22,1988-03-24 18:27:39+00:00,251.81388908913033,192.24292993424132,187.13783262385715,190.34766929640406,188.92561053396224,178.20633191359602,180.9269647970171,186.1323624384653
23,1988-04-09 18:27:20+00:00,,,213.41232738003214,213.71792330075547,216.2242286111285,211.0036521484525,213.37083543454173,215.25861702548013
24,1988-06-28 18:27:53+00:00,,218.36128435757206,211.6625560623355,204.98153365795315,204.90654599358436,195.44948567612448,207.0014961401277,195.46045517080518
25,1988-07-14 18:27:56+00:00,,222.0608718224096,212.07892509113773,210.12257100091483,214.91536013327092,203.27830173246883,207.9038135054726,199.34657283012618
26,1988-08-31 18:28:02+00:00,241.9768857488777,210.35097305198363,202.91452851770168,208.45718034401722,204.23334278811103,201.39684830304654,202.62421584719084,197.86878118779595
27,1988-09-16 18:27:58+00:00,242.88432106474338,223.31611713704075,213.6061269484773,218.5225697733415,214.73676469400777,214.03238222129295,216.26157950732957,207.69291787311997
28,1989-04-28 18:26:02+00:00,,240.18389752025516,227.44726354692278,211.0610568444666,216.56355573260163,202.88793215574518,218.18776333549195,215.65352220567277
29,1989-07-01 18:25:18+00:00,,215.30151268777513,203.04154953132283,211.48294143130295,213.36147591104483,200.44754363671927,205.17016707325382,193.95990460215464
30,1989-08-02 18:24:38+00:00,,220.8294281367712,212.70782747767245,220.0126543348343,214.0846668482349,209.13020701578796,213.0663994439353,202.41176158534344
31,1989-09-03 18:23:32+00:00,255.7490614872148,226.86424809225355,217.032803620198,220.29757427287254,216.61505449476408,220.64034359547523,221.67338531087677,211.63986369658403
32,1989-10-05 18:23:14+00:00,248.76193448803585,230.18405192521269,214.0795592673247,213.08257093939415,215.75070393766464,218.03520843496563,223.84100867084575,214.5948514104503
33,1990-03-30 18:17:19+00:00,268.9144022161808,194.10631555814052,188.58413498245852,193.76442004802203,202.65628160685165,186.9450244299333,207.4599746113608,193.94472538922156
34,1990-05-01 18:17:43+00:00,297.0900757935881,243.80043967328226,194.524695573761,230.71124201362997,219.32664763436733,223.15981055192435,224.11753456903764,222.96027498392638
35,1990-05-17 18:17:30+00:00,315.4028209676002,225.9203097540213,197.90375852450077,209.646662555031,215.97273778246722,219.28156555963693,215.5182727161422,215.3443478958259
36,1990-06-02 18:17:25+00:00,312.7793428498498,207.27856750516747,197.61647742112774,197.84759391732513,206.10429180262335,187.46252826604047,197.43669724787236,187.22132864957783
37,1990-07-04 18:17:22+00:00,337.58097815063303,220.5769311935593,209.00136864143835,211.9415771514149,219.4661263988541,210.57250001632005,207.7421162618587,200.87020336341442
38,1990-08-21 18:17:34+00:00,,,,,203.53483261053083,204.95530268969267,208.47423494604496,197.9633606912504
