dates,nzd0469-0000,nzd0469-0001,nzd0469-0002,nzd0469-0003,nzd0469-0004,nzd0469-0005,satname
1999-08-24 22:19:29+00:00,,,,,248.71,,L7
1999-11-12 22:19:27+00:00,295.39,280.77,262.54,260.78,276.71,531.9233333333334,L7
1999-11-19 22:25:35+00:00,305.6,277.69,268.20142857142855,269.84142857142854,275.15999999999997,544.1766666666666,L7
1999-11-28 22:19:20+00:00,303.35,262.02,246.98000000000002,250.95,264.74,508.22666666666663,L7
1999-12-05 22:25:37+00:00,298.27,274.57,259.2257142857143,265.8357142857143,274.14000000000004,,L7
1999-12-30 22:19:21+00:00,295.77,276.7,250.26,245.95,268.72999999999996,516.6433333333333,L7
2000-01-31 22:19:21+00:00,307.3,288.45,257.53714285714284,256.9271428571428,269.78,,L7
2000-02-16 22:19:16+00:00,316.26,293.52,280.83857142857147,280.77857142857147,284.52,532.88,L7
2000-04-20 22:18:51+00:00,315.69,297.91,290.0157142857143,272.7257142857143,268.51,,L7
2000-05-22 22:18:33+00:00,,,,,,499.17,L7
2000-08-10 22:17:38+00:00,,,,,,480.6633333333333,L7
2000-10-13 22:16:44+00:00,304.37,289.02,290.30857142857144,293.49857142857144,277.75,,L7
2000-11-14 22:16:54+00:00,,,264.9371428571428,263.45714285714286,259.56,,L7
2000-12-07 22:23:04+00:00,297.23,278.99,276.0442857142857,271.62428571428575,271.0,,L7
2000-12-16 22:16:59+00:00,286.34,274.35,274.16142857142853,267.91142857142853,,507.0033333333333,L7
2001-01-01 22:16:57+00:00,304.41,284.95,273.44,266.22,280.18,512.8666666666667,L7
2001-01-17 22:17:03+00:00,291.42,281.59,273.18428571428575,272.93428571428575,278.44,,L7
2001-02-18 22:16:58+00:00,328.54,299.37,294.0785714285714,292.43857142857144,280.92,527.3266666666666,L7
2001-02-25 22:23:05+00:00,312.81,301.0,297.09714285714284,282.5671428571428,274.12,,L7
2001-04-07 22:16:37+00:00,317.09,297.72,295.95285714285717,290.66285714285715,283.35999999999996,,L7
2001-08-29 22:15:16+00:00,308.64,285.92,273.88428571428574,,268.83000000000004,,L7
2001-09-21 22:21:12+00:00,295.39,266.85,259.4242857142857,264.06428571428575,,,L7
2001-10-23 22:21:01+00:00,304.26,276.57,280.74142857142857,274.2914285714286,285.04,516.2966666666666,L7
2001-11-01 22:14:53+00:00,293.89,277.27,270.91714285714284,273.3071428571428,263.41,,L7
2002-02-05 22:15:25+00:00,291.8,285.28,277.39285714285717,271.03285714285715,282.72,,L7
2002-02-12 22:21:39+00:00,301.61,294.8,294.7085714285714,295.5785714285714,296.77000000000004,532.4,L7
2002-03-09 22:15:29+00:00,299.5,289.95,287.95428571428573,289.76428571428573,278.06,528.17,L7
2002-04-01 22:21:30+00:00,300.11,292.94,288.59714285714284,278.01714285714286,285.33,513.52,L7
2002-10-03 22:14:17+00:00,311.88,298.07,282.79857142857145,285.34857142857146,272.63,532.0966666666666,L7
2002-10-10 22:20:20+00:00,303.96,278.75,276.41,267.94,261.34000000000003,,L7
2002-12-29 22:21:05+00:00,318.41,303.61,293.41285714285715,277.67285714285714,273.15,527.5466666666666,L7
2003-01-14 22:21:10+00:00,316.93,300.56,287.7557142857143,279.9757142857143,272.46000000000004,530.8466666666666,L7
2003-02-24 22:15:13+00:00,320.62,299.53,281.95142857142855,268.25142857142856,273.72999999999996,516.1,L7
2003-03-28 22:15:14+00:00,316.27,300.01,283.4757142857143,278.1357142857143,271.97999999999996,,L7
2003-08-27 22:03:45+00:00,299.31,281.62,,,,,L5
2003-10-13 22:20:53+00:00,,,,,,521.6033333333334,L7
2003-10-14 22:04:27+00:00,280.0,265.51,244.37285714285713,239.08285714285714,251.24,505.9233333333333,L5
2003-11-23 22:15:14+00:00,,,,,,540.6233333333333,L7
2003-12-01 22:05:04+00:00,288.48,267.05,259.15285714285716,253.80285714285716,253.40999999999997,,L5
2003-12-08 22:11:15+00:00,299.59,295.28,290.79857142857145,282.12857142857143,273.83,556.9266666666666,L5
2003-12-16 22:21:32+00:00,282.8,294.72,288.86857142857144,281.73857142857145,291.34,,L7
2004-01-18 22:05:21+00:00,273.28,260.82,250.6042857142857,252.1342857142857,244.23000000000002,,L5
2004-01-26 22:15:37+00:00,289.74,264.95,252.20285714285714,257.7628571428572,271.77000000000004,,L7
2004-02-03 22:05:26+00:00,295.47,283.36,283.0057142857143,283.99571428571426,268.44,538.1066666666667,L5
2004-02-11 22:15:41+00:00,,,,256.96857142857147,264.99,507.6,L7
2004-02-26 22:11:44+00:00,305.06,288.16,273.65857142857146,258.1385714285714,256.84,266.2633333333333,L5
2004-03-29 22:11:53+00:00,306.5,293.0,271.2057142857143,257.04571428571427,263.33,290.2266666666667,L5
2004-04-06 22:21:59+00:00,306.33,289.41,279.43857142857144,274.67857142857144,273.78000000000003,287.87,L7
2004-04-07 22:06:01+00:00,313.49,297.92,277.7557142857143,,268.58,,L5
2004-04-23 22:06:29+00:00,321.83,,,,,,L5
2004-09-05 22:16:20+00:00,299.04,275.17,260.71714285714285,262.04714285714283,264.5,288.4166666666667,L5
2004-09-30 22:10:46+00:00,303.21,,257.6157142857143,257.4557142857143,,,L5
2004-10-07 22:17:05+00:00,304.59,283.07,274.09714285714284,259.72714285714284,272.18,,L5
2004-10-08 22:15:03+00:00,290.69,,,,,,L7
2004-10-31 22:21:36+00:00,311.86,282.18,267.1642857142857,267.1642857142857,279.34999999999997,287.6066666666667,L7
2004-11-09 22:15:30+00:00,,,,,273.60999999999996,,L7
2005-01-28 22:15:59+00:00,297.28,285.63,276.83714285714285,271.6171428571428,277.89,309.44666666666666,L7
2005-03-16 22:19:43+00:00,296.97,286.4,275.10571428571427,262.3457142857143,269.63,298.1633333333333,L5
2005-05-04 22:16:10+00:00,,285.45,280.2057142857143,,,,L7
2005-06-29 22:14:10+00:00,,,,,257.7,250.26333333333335,L5
2005-08-24 22:15:50+00:00,,,275.11571428571426,,,,L7
2005-09-08 22:20:53+00:00,284.56,278.87,276.86857142857144,275.04857142857145,270.39000000000004,270.6733333333333,L5
2005-09-17 22:14:42+00:00,310.98,292.38,286.0442857142857,286.88428571428574,273.66,273.5333333333333,L5
2005-09-25 22:15:38+00:00,295.31,282.8,280.7314285714286,270.12142857142857,264.45,268.6,L7
2005-10-10 22:20:47+00:00,297.32,282.22,270.28714285714284,265.9271428571428,266.34,,L5
2005-10-18 22:21:55+00:00,330.43,297.26,298.8614285714286,291.50142857142856,283.21,290.9633333333333,L7
2005-11-28 22:16:08+00:00,297.47,286.41,286.78285714285715,,,,L7
2006-01-31 22:16:34+00:00,298.07,292.99,281.27,271.74,276.88,,L7
2006-02-08 22:16:57+00:00,304.58,287.37,282.17571428571426,273.60571428571427,273.46999999999997,289.2,L5
2006-02-16 22:16:38+00:00,305.74,283.06,282.65,,,,L7
2006-03-27 22:22:50+00:00,314.09,302.94,286.26,288.87,,,L7
2006-04-13 22:18:14+00:00,301.41,285.27,270.39,269.45,260.37,,L5
2006-08-03 22:19:51+00:00,,,,257.99142857142857,292.85,,L5
2006-08-11 22:16:14+00:00,,,,259.04571428571427,263.42,261.3633333333333,L7
2006-08-26 22:26:19+00:00,323.08,303.84,295.43428571428575,285.45428571428573,287.74,255.23666666666665,L5
2006-09-12 22:16:07+00:00,,,,,263.88,278.8933333333333,L7
2006-10-05 22:22:03+00:00,322.34,306.76,302.51,292.91,281.34,,L7
2006-11-30 22:27:18+00:00,310.95,276.55,266.43428571428575,266.57428571428574,273.47999999999996,,L5
2006-12-09 22:21:12+00:00,300.91,270.86,262.24857142857144,260.71857142857147,267.1,279.57,L5
2006-12-16 22:27:27+00:00,305.87,283.13,279.45,280.39,280.09,286.9533333333333,L5
2007-01-01 22:27:33+00:00,314.51,296.47,288.15285714285716,290.71285714285716,285.74,,L5
2007-01-02 22:16:47+00:00,317.33,286.81,279.3857142857143,281.7857142857143,277.7,,L7
2007-01-25 22:23:02+00:00,294.07,277.61,276.66142857142853,298.50142857142856,314.77,492.68,L7
2007-01-26 22:21:31+00:00,297.62,278.57,266.81428571428575,282.1042857142857,311.74,520.0466666666666,L5
2007-02-11 22:21:32+00:00,308.8,288.84,287.8985714285715,285.3985714285715,309.14,524.3866666666667,L5
2007-02-27 22:21:32+00:00,317.23,306.65,295.39714285714285,293.33714285714285,294.33,537.42,L5
2007-04-08 22:17:05+00:00,321.9,310.08,293.5571428571428,284.1171428571428,297.74,,L7
2007-07-13 22:16:46+00:00,,,,,,524.1166666666667,L7
2007-09-23 22:19:35+00:00,322.32,294.92,286.9485714285714,283.54857142857145,271.28,,L5
2007-10-08 22:22:26+00:00,305.4,291.61,281.96714285714285,287.8071428571428,277.83,,L7
2007-10-17 22:16:23+00:00,,,283.30571428571426,281.36571428571426,276.48,514.7666666666667,L7
2007-11-09 22:22:49+00:00,,,,292.1271428571428,281.24,,L7
2007-11-18 22:16:43+00:00,307.81,287.88,,,,501.42,L7
2008-03-09 22:16:42+00:00,,,,,291.13,,L7
2009-03-12 22:16:42+00:00,314.14,306.66,310.52285714285716,309.53285714285715,309.86,,L7
2009-04-29 22:16:58+00:00,283.69,274.26,,,,,L7
2009-10-22 22:16:50+00:00,295.5,277.37,270.38142857142856,272.83142857142855,,,L7
2009-10-29 22:23:07+00:00,,,,292.7657142857143,284.25,544.29,L7
2009-11-07 22:17:05+00:00,304.97,270.99,284.8,,,,L7
2009-12-09 22:17:27+00:00,,284.29,265.96285714285716,268.23285714285714,278.56,509.54333333333335,L7
2010-02-11 22:18:26+00:00,,,,,304.47999999999996,532.25,L7
2010-09-07 22:18:51+00:00,317.2,,,,,,L7
2011-01-12 22:22:41+00:00,316.14,297.06,285.99857142857144,279.99857142857144,279.05,541.3066666666666,L5
2011-01-13 22:19:51+00:00,,293.65,287.8542857142857,277.95428571428573,273.69,531.1866666666666,L7
2011-01-21 22:16:30+00:00,314.01,297.04,288.77142857142854,280.57142857142856,277.15,534.99,L5
