dates,satname,nzd0469-0000,nzd0469-0001,nzd0469-0002,nzd0469-0003,nzd0469-0004,nzd0469-0005
1999-08-24 22:19:29+00:00,L7,437.13,373.50,,,233.31,215.86
1999-11-12 22:19:27+00:00,L7,302.39,287.77,270.54,268.78,282.31,536.59
1999-11-19 22:25:35+00:00,L7,296.35,268.44,257.63,259.27,267.76,538.01
1999-11-28 22:19:20+00:00,L7,322.60,281.27,268.98,272.95,280.14,521.06
1999-12-05 22:25:37+00:00,L7,278.77,255.07,236.94,243.55,258.54,285.54
1999-12-30 22:19:21+00:00,L7,302.77,283.70,258.26,253.95,274.33,521.31
2000-01-31 22:19:21+00:00,L7,299.55,280.70,248.68,248.07,263.58,283.49
2000-02-16 22:19:16+00:00,L7,297.51,274.77,259.41,259.35,269.52,520.38
2000-04-20 22:18:51+00:00,L7,310.19,292.41,283.73,266.44,264.11,274.97
2000-05-22 22:18:33+00:00,L7,,,,,477.16,505.17
2000-06-07 22:18:24+00:00,L7,,,,,,
2000-08-10 22:17:38+00:00,L7,,,,,594.86,474.33
2000-10-13 22:16:44+00:00,L7,283.87,268.52,266.88,270.07,261.35,518.90
2000-11-14 22:16:54+00:00,L7,,,266.08,264.60,260.36,278.44
2000-12-07 22:23:04+00:00,L7,286.98,268.74,264.33,259.91,262.80,270.26
2000-12-16 22:16:59+00:00,L7,306.84,294.85,297.59,291.34,339.29,520.67
2001-01-01 22:16:57+00:00,L7,318.41,298.95,289.44,282.22,291.38,522.20
2001-01-17 22:17:03+00:00,L7,298.67,288.84,281.47,281.22,284.24,306.37
2001-02-18 22:16:58+00:00,L7,318.54,289.37,282.65,281.01,272.92,520.66
2001-02-25 22:23:05+00:00,L7,310.31,298.50,294.24,279.71,272.12,291.47
2001-04-07 22:16:37+00:00,L7,291.59,272.22,266.81,261.52,262.96,263.52
2001-08-13 22:15:25+00:00,L7,,,,,,
2001-08-29 22:15:16+00:00,L7,296.64,273.92,260.17,,259.23,
2001-09-21 22:21:12+00:00,L7,309.64,281.10,275.71,280.35,,
2001-10-23 22:21:01+00:00,L7,316.01,288.32,294.17,287.72,294.44,524.13
2001-11-01 22:14:53+00:00,L7,277.39,260.77,252.06,254.45,250.21,261.13
