dates,nzd0475-0000,nzd0475-0001,nzd0475-0002,nzd0475-0003,nzd0475-0004,nzd0475-0005,satname
1999-08-26 22:07:08+00:00,320.75,330.01,332.25,334.77,321.61,320.06,L7
1999-10-13 22:07:12+00:00,320.94,319.62,322.06,327.70,318.93,322.02,L7
1999-11-14 22:07:06+00:00,324.11,319.68,324.23,326.18,320.37,322.54,L7
1999-11-30 22:06:59+00:00,324.80,319.02,324.48,325.29,321.11,322.11,L7
2000-03-21 22:06:49+00:00,327.04,319.32,324.40,322.13,320.94,322.79,L7
2000-05-08 22:06:20+00:00,327.04,322.87,328.12,325.14,321.95,320.47,L7
2000-06-25 22:05:55+00:00,321.91,326.11,325.60,329.67,322.54,323.26,L7
2000-07-27 22:05:24+00:00,322.14,325.19,325.07,329.22,323.68,326.84,L7
2000-08-03 22:11:31+00:00,320.59,324.11,324.47,328.90,322.96,324.81,L7
2000-08-12 22:05:17+00:00,320.41,322.79,324.17,328.47,322.58,323.20,L7
2000-09-20 22:10:50+00:00,320.11,321.21,323.48,328.56,323.92,323.97,L7
2000-12-18 22:04:37+00:00,322.73,321.13,324.43,328.80,326.03,326.07,L7
2001-02-20 22:04:36+00:00,331.14,323.15,329.63,330.68,327.52,326.42,L7
2001-03-08 22:04:32+00:00,331.36,325.06,330.80,332.37,327.54,328.88,L7
2001-04-09 22:04:17+00:00,331.14,326.36,330.74,333.98,323.82,327.11,L7
2001-06-28 22:03:32+00:00,326.60,325.11,328.58,333.36,323.29,326.66,L7
2001-07-14 22:03:33+00:00,324.77,323.59,327.34,332.16,323.29,326.40,L7
2001-08-15 22:03:02+00:00,324.32,323.11,327.26,331.22,323.48,326.74,L7
2002-03-11 22:03:07+00:00,325.86,327.85,322.49,334.42,325.96,338.20,L7
2002-03-27 22:03:01+00:00,324.78,321.88,319.72,330.90,318.26,332.88,L7
2002-04-12 22:03:01+00:00,322.95,321.33,321.68,331.51,320.56,329.70,L7
2002-05-14 22:02:55+00:00,320.29,320.76,322.03,333.12,322.01,329.11,L7
2002-05-30 22:02:49+00:00,319.49,319.70,322.18,331.88,321.71,326.19,L7
