dates,sar2524-0000,sar2524-0001,sar2524-0002,sar2524-0003,sar2524-0004,sar2524-0005,satname
1984-04-13 09:26:43+00:00,206.92,217.57,193.21,206.30,211.89,202.10,L5
1984-05-06 09:33:03+00:00,206.91,215.76,190.62,211.36,213.03,205.25,L5
1984-06-07 09:33:54+00:00,209.68,217.01,190.80,210.07,212.93,205.85,L5
1984-07-18 09:28:22+00:00,213.98,220.62,193.98,215.43,217.49,208.43,L5
1984-08-26 09:35:45+00:00,209.40,215.50,189.27,208.28,215.68,206.06,L5
1984-09-04 09:29:37+00:00,210.62,217.04,189.92,209.63,215.73,206.22,L5
1984-09-11 09:35:50+00:00,210.62,217.04,189.92,208.40,215.81,205.18,L5
1984-09-20 09:29:40+00:00,209.97,216.38,190.16,209.60,217.09,206.81,L5
1984-10-13 09:35:49+00:00,210.74,215.56,188.36,208.47,216.49,206.79,L5
1984-10-22 09:29:36+00:00,209.80,215.10,187.60,208.72,217.60,207.98,L5
1984-12-09 09:29:34+00:00,208.80,214.56,186.74,208.00,219.58,209.87,L5
1985-01-10 09:29:51+00:00,208.80,214.56,190.27,208.00,219.58,209.87,L5
1985-01-17 09:36:05+00:00,203.55,210.66,186.34,203.12,218.61,209.23,L5
1985-03-15 09:29:58+00:00,202.16,209.75,185.36,202.03,218.85,211.45,L5
1985-04-23 09:35:59+00:00,200.94,211.38,187.53,201.78,216.93,209.16,L5
1985-05-02 09:29:43+00:00,201.72,211.57,188.87,204.41,217.59,209.08,L5
1985-06-03 09:29:40+00:00,204.35,214.90,189.65,206.94,217.52,208.51,L5
1985-06-10 09:35:50+00:00,200.37,211.54,186.54,202.41,214.05,204.88,L5
1985-06-26 09:35:47+00:00,201.06,211.25,186.46,200.35,213.91,200.34,L5
1985-07-05 09:29:33+00:00,201.56,211.08,185.79,200.49,213.34,199.67,L5
1985-07-12 09:35:41+00:00,203.28,212.72,184.14,202.92,214.38,201.57,L5
1985-08-06 09:29:18+00:00,204.38,212.41,185.66,204.12,213.59,201.22,L5
1985-08-13 09:35:25+00:00,205.67,213.04,186.13,204.82,213.75,202.33,L5
1985-08-22 09:29:08+00:00,206.83,213.66,187.58,206.62,214.57,203.41,L5
1985-10-09 09:28:35+00:00,205.82,213.76,187.99,207.04,214.73,201.61,L5
1986-01-04 09:33:20+00:00,207.51,215.06,184.57,202.58,211.90,202.67,L5
1986-01-13 09:26:58+00:00,199.32,209.98,178.79,195.18,208.81,199.05,L5
1986-02-21 09:32:17+00:00,187.78,200.69,166.39,182.26,202.33,190.65,L5
1986-03-25 09:31:37+00:00,183.98,199.69,166.21,179.74,203.06,188.69,L5
1986-05-21 09:24:03+00:00,189.20,201.48,170.79,183.97,204.25,195.01,L5
1986-05-28 09:30:02+00:00,193.05,205.15,174.66,187.72,205.61,195.79,L5
1986-06-06 09:23:35+00:00,195.53,207.13,177.36,190.37,207.15,197.58,L5
1986-06-22 09:23:04+00:00,198.22,208.34,179.20,194.02,207.83,198.33,L5
1986-07-24 09:21:59+00:00,202.72,210.19,186.09,202.73,212.43,201.89,L5
1986-07-31 09:27:55+00:00,204.75,211.45,187.16,204.39,213.14,202.94,L5
1986-08-16 09:27:20+00:00,207.27,212.70,188.42,206.58,214.11,204.74,L5
1986-09-10 09:20:15+00:00,207.87,214.60,190.88,208.05,215.13,205.44,L5
1987-01-16 09:19:18+00:00,212.00,216.50,189.84,212.54,219.01,211.85,L5
1987-02-08 09:26:31+00:00,207.93,213.66,185.13,209.04,221.97,213.43,L5
1987-02-17 09:20:35+00:00,201.44,218.99,180.68,204.02,222.04,210.61,L5
1987-03-21 09:21:38+00:00,204.96,218.73,177.34,203.07,222.88,213.78,L5
1987-04-29 09:29:06+00:00,209.00,219.55,183.85,206.77,220.23,212.65,L5
1987-05-08 09:23:11+00:00,210.83,219.95,188.00,210.92,222.78,215.52,L5
1987-05-15 09:29:33+00:00,210.01,218.53,187.65,208.45,220.61,212.34,L5
1987-06-09 09:23:59+00:00,210.53,217.92,188.59,209.37,220.68,210.78,L5
1987-06-16 09:30:19+00:00,207.69,215.81,186.08,209.37,217.14,206.87,L5
1987-06-25 09:24:20+00:00,208.47,216.66,187.61,210.69,217.35,207.33,L5
1987-07-02 09:30:39+00:00,208.58,216.43,187.79,210.28,216.81,206.70,L5
1987-07-18 09:30:57+00:00,209.74,216.33,189.03,209.85,216.14,206.17,L5
1987-08-03 09:31:25+00:00,209.42,216.20,188.93,209.74,216.32,206.57,L5
1987-08-19 09:31:54+00:00,210.06,213.99,189.69,209.30,215.24,205.89,L5
1987-09-04 09:32:19+00:00,209.91,214.02,189.06,209.05,214.54,205.65,L5
1987-09-13 09:26:21+00:00,209.91,214.07,188.94,209.66,214.67,206.16,L5
1987-10-06 09:33:02+00:00,209.58,214.17,189.91,209.60,214.41,205.87,L5
1987-11-16 09:27:39+00:00,208.07,213.38,187.10,208.65,214.26,206.03,L5
1987-12-02 09:27:54+00:00,208.07,213.38,186.83,208.81,214.26,206.03,L5
1988-01-10 09:34:42+00:00,205.35,212.19,184.39,204.14,214.00,208.90,L5
1988-01-19 09:28:41+00:00,200.18,209.29,180.86,201.48,210.87,209.97,L5
1988-02-11 09:35:17+00:00,197.08,206.87,179.00,199.09,209.71,208.34,L5
1988-02-20 09:29:14+00:00,196.63,206.72,178.31,198.64,209.46,208.08,L5
1988-04-15 09:35:50+00:00,192.51,203.85,176.25,194.37,208.68,209.77,L5
1988-05-01 09:35:57+00:00,194.99,205.22,177.73,196.40,209.45,210.44,L5
1988-05-17 09:36:08+00:00,194.75,204.77,178.97,196.49,207.74,208.38,L5
1988-06-02 09:36:14+00:00,194.75,204.77,178.27,194.49,207.74,205.33,L5
1988-06-11 09:30:05+00:00,197.37,206.85,180.51,198.18,209.71,206.21,L5
1988-06-18 09:36:19+00:00,198.93,207.44,182.11,200.29,210.66,205.85,L5
1988-07-04 09:36:24+00:00,200.80,207.47,181.83,200.53,210.33,205.67,L5
1988-07-13 09:30:15+00:00,203.99,209.08,184.36,203.88,211.69,206.61,L5
1988-07-20 09:36:27+00:00,208.20,212.09,188.38,207.11,214.50,206.04,L5
1988-07-29 09:30:18+00:00,208.23,212.38,188.34,207.09,214.52,205.74,L5
1988-08-05 09:36:28+00:00,206.29,211.00,187.05,205.10,214.07,204.77,L5
1988-08-14 09:30:16+00:00,208.66,213.24,189.48,208.06,215.15,206.05,L5
1988-08-21 09:36:29+00:00,208.36,212.66,189.97,208.98,215.41,206.03,L5
1988-08-30 09:30:21+00:00,208.74,212.79,190.45,209.03,216.23,206.72,L5
1988-09-15 09:30:17+00:00,206.77,211.74,188.39,207.25,215.65,205.92,L5
1988-09-22 09:36:26+00:00,206.92,212.19,189.05,207.15,215.86,206.22,L5
1988-10-08 09:36:21+00:00,204.88,210.79,187.31,204.49,214.56,206.22,L5
1988-12-04 09:30:05+00:00,202.09,209.71,185.04,202.59,214.19,205.71,L5
1988-12-11 09:36:09+00:00,200.96,209.07,183.92,200.71,213.27,205.38,L5
1989-01-12 09:35:56+00:00,197.52,207.86,181.56,197.68,213.02,205.28,L5
1989-02-06 09:29:35+00:00,197.15,208.07,180.35,198.44,214.11,208.11,L5
1989-03-26 09:28:29+00:00,196.00,208.32,176.24,194.41,212.11,209.17,L5
1989-04-02 09:34:48+00:00,197.97,208.92,177.54,197.11,212.61,208.89,L5
1989-04-18 09:34:43+00:00,201.01,210.66,178.91,199.90,214.92,208.49,L5
1989-05-20 09:34:09+00:00,202.86,213.11,181.33,203.12,216.58,209.30,L5
1989-06-14 09:27:46+00:00,206.86,215.31,184.91,207.94,218.14,209.47,L5
1989-06-21 09:33:31+00:00,207.60,215.07,185.59,208.75,218.24,209.47,L5
1989-06-30 09:27:15+00:00,208.67,215.06,185.29,208.14,217.51,208.72,L5
1989-07-23 09:32:57+00:00,209.66,215.93,187.54,209.62,217.64,208.39,L5
1989-08-24 09:32:15+00:00,210.32,216.68,189.34,210.86,217.82,208.70,L5
1989-09-02 09:25:53+00:00,209.53,215.57,188.42,210.06,217.10,208.01,L5
1989-09-09 09:31:51+00:00,209.11,215.31,188.09,209.97,217.25,207.86,L5
1989-09-18 09:25:20+00:00,208.72,214.99,188.56,210.03,217.13,208.33,L5
1989-09-25 09:31:28+00:00,209.33,215.14,189.18,210.98,217.76,208.73,L5
1989-10-04 09:25:12+00:00,209.66,216.05,189.84,209.23,217.67,208.31,L5
1989-10-11 09:31:06+00:00,209.72,215.88,189.72,209.06,217.53,208.77,L5
1989-10-27 09:30:27+00:00,210.93,217.07,190.75,211.03,218.07,208.99,L5
1989-11-28 09:29:40+00:00,210.13,215.59,189.41,209.09,217.41,208.94,L5
1990-01-31 09:27:43+00:00,209.68,213.44,187.46,207.79,218.25,210.44,L5
1990-02-16 09:27:12+00:00,206.27,211.61,185.20,207.79,216.34,207.81,L5
1990-03-04 09:26:38+00:00,203.97,209.03,182.27,206.73,212.24,207.36,L5
1990-04-14 09:19:47+00:00,201.68,207.15,176.78,209.73,207.85,205.22,L5
1990-04-21 09:25:58+00:00,202.42,207.72,178.38,209.40,210.71,207.26,L5
1990-05-16 09:19:49+00:00,203.95,208.94,182.67,215.81,212.66,209.33,L5
1990-06-01 09:19:44+00:00,205.60,212.57,185.99,223.06,213.59,207.91,L5
1990-06-17 09:19:42+00:00,207.89,213.48,186.97,222.72,214.64,208.81,L5
1990-06-24 09:25:54+00:00,205.84,212.48,186.16,217.02,213.48,206.85,L5
1990-07-10 09:25:52+00:00,206.03,212.58,186.62,215.53,213.81,206.37,L5
1990-07-19 09:19:37+00:00,206.25,212.45,186.13,211.75,212.74,206.10,L5
1990-07-26 09:25:48+00:00,207.40,213.56,187.35,213.28,213.53,206.24,L5
1990-08-11 09:25:43+00:00,208.70,216.85,189.71,214.11,214.20,206.91,L5
1990-08-20 09:19:30+00:00,211.72,219.30,192.31,214.74,216.52,209.16,L5
1990-09-12 09:25:35+00:00,213.55,221.03,194.55,212.47,218.73,208.88,L5
1990-09-21 09:19:19+00:00,210.94,218.95,192.45,210.22,217.54,207.21,L5
1990-09-28 09:25:26+00:00,211.36,219.23,192.51,210.75,217.95,207.82,L5
1990-10-07 09:19:07+00:00,211.00,218.97,191.85,210.75,217.95,207.82,L5
1990-10-14 09:25:20+00:00,209.74,216.89,190.70,209.75,217.49,206.95,L5
1990-10-30 09:25:11+00:00,209.14,216.23,189.62,208.69,216.44,206.10,L5
1990-11-15 09:25:13+00:00,206.23,213.73,186.60,204.22,214.88,205.08,L5
1991-01-11 09:20:03+00:00,205.23,211.59,183.85,198.05,213.68,205.46,L5
1991-04-08 09:27:30+00:00,191.30,198.59,172.34,185.30,211.08,203.89,L5
1991-04-17 09:21:32+00:00,190.55,200.67,174.86,186.51,211.85,204.57,L5
1991-04-24 09:27:46+00:00,194.55,203.05,176.37,189.42,212.00,204.87,L5
1991-05-26 09:28:22+00:00,202.80,209.61,183.49,192.98,214.35,204.79,L5
1991-06-20 09:22:30+00:00,203.00,210.07,184.22,195.35,214.21,204.02,L5
1991-06-27 09:28:49+00:00,203.56,209.28,183.25,196.00,212.82,202.65,L5
1991-07-06 09:22:46+00:00,205.03,211.88,185.18,199.97,214.31,202.92,L5
1991-07-13 09:28:57+00:00,204.95,212.60,186.23,205.18,213.90,202.31,L5
