,dates,nzd0439-0000,nzd0439-0001,nzd0439-0002,nzd0439-0003,nzd0439-0004,nzd0439-0005,nzd0439-0006,nzd0439-0007,nzd0439-0008,nzd0439-0009,nzd0439-0010,nzd0439-0011,nzd0439-0012,nzd0439-0013,nzd0439-0014,nzd0439-0015,nzd0439-0016,nzd0439-0017,nzd0439-0018,nzd0439-0019,nzd0439-0020,nzd0439-0021,nzd0439-0022,nzd0439-0023,nzd0439-0024,nzd0439-0025
0,1999-08-26 22:06:44+00:00,,,,,,,,,,,,,,168.9853518243295,162.03009710171472,156.37402543877405,,,,,,,,,,
1,1999-09-04 22:00:33+00:00,,,175.6663264754461,173.58438448096692,180.5442137122399,188.95868581092031,220.31132881475446,245.86939505421267,274.03799995052645,,263.8352889993504,252.18578287128648,190.80108442967972,176.25747776507987,174.14139376804445,162.97849917916852,159.8025158214363,166.0024873577096,181.288223805214,208.6511943550411,181.01787679194825,170.1384323706013,165.1188702450689,159.06699508978292,130.21564148938296,134.34595341654008
2,1999-09-27 22:06:48+00:00,,,148.45956206348023,150.77441321352788,169.489348389135,183.92700779552538,199.37172165442672,217.95933790795428,257.9496459655503,277.1944627241759,,245.83968877613538,188.17155161548703,160.83819125885302,148.48749959357613,150.19392888806664,155.35515496578824,165.57750379904815,175.46980485352435,204.46182689778232,183.24545138767718,173.5287992154485,163.95680681623023,151.40713409467998,131.71328927549754,135.9878849168795
3,1999-12-16 22:06:45+00:00,186.38509161828236,176.3227722563846,185.75902725822235,180.89456955204395,177.58974587789518,172.57942189923276,211.56721253371538,245.49247428888563,274.72171209475164,300.55057959056745,280.1198607998262,261.9955791132827,208.80257959244796,203.767670697033,201.8951430620468,175.91655018517682,179.31181981124664,188.1638354543964,196.2136453639684,221.95361852870846,201.24768941854336,182.37385748914787,178.7978227103339,164.96993214254772,145.76659085879598,136.22646056970103
4,2000-01-26 22:00:26+00:00,172.9877392873638,191.8989327668334,196.9134511951974,196.75661799365406,178.5921175401857,161.61850303287991,,255.91087197431253,300.25299935793123,299.3674901898449,280.1822654876478,260.18674346035664,207.37253784178588,195.8973766628751,184.21992132712322,173.4080787783938,178.82181520302393,179.24538353314728,197.12573456689466,224.92937610800269,195.6663406957448,180.4281013897766,179.8531661707689,172.70058608634727,152.0665722464537,146.00585999626333
5,2000-02-11 22:00:21+00:00,166.65951268372214,185.03048957671052,187.7784990838316,190.75943034860137,178.33395527418355,156.65388279652817,218.44867035014337,259.79205369839457,311.31400552431546,298.26332941832044,273.5399967153728,239.58224010973188,203.63863625758805,186.54916766550073,180.95584182717005,168.096786280046,170.3428138737835,174.26966622433045,192.18098297758274,217.73507726524832,187.00931123667962,168.59508691326457,166.7442193576855,159.86910484403444,135.06400384576455,137.22754470576876
6,2000-02-27 22:00:16+00:00,161.4728474933829,173.15814868189622,175.89059083530552,181.40415972890648,181.01301772519776,157.94479113135372,,,334.6041972240364,326.8860292241888,286.3919292059827,249.78485828679317,214.9135733143338,200.37528217989023,186.30930767719906,175.88464935655747,186.18697982258166,189.03259638003524,191.8778173453626,215.57733610680083,187.1718194960537,173.21427974320468,175.0703886695179,167.39298427583446,144.079923565365,
7,2000-03-30 22:00:09+00:00,,132.2716141503412,,,,,,,,346.9308591590243,280.92484753182475,248.1341799309885,216.0488453568518,196.85313231636025,190.37231848173502,180.9372631297015,179.03729472035593,187.06400244205156,192.05635096730163,206.67188212706918,182.65041961683357,167.5909062169972,169.77944451632703,159.53063756461268,137.7069618422218,
8,2000-05-01 21:59:54+00:00,,,,,,,,,,,,,225.89496727704426,,201.80334398882633,185.2699974698656,188.69695283384968,199.00797406565064,206.0518842779112,220.9438733170236,202.78535505578958,188.07387995457498,175.91588117345816,168.5786943485735,147.53202318421057,
9,2000-05-08 22:05:56+00:00,,183.59771208800268,189.02010193513556,193.0157537543656,,262.0631014125598,300.94569122325896,320.2185130533075,344.9268474255992,319.300936633871,285.2483240975519,259.93334307120966,204.10802479297723,188.86930177318763,178.47992137697392,172.84001352063916,170.44418629279238,178.27692083437535,189.64358756897238,216.11633871989034,185.40200864474917,,167.93264577222945,157.55251399682973,139.40911768066454,136.8800786600842
