dates,satname,sar1385-0000,sar1385-0001,sar1385-0002
1984-04-13 09:27:31+00:00,L5,231.38,202.51,294.59
1984-04-29 09:27:29+00:00,L5,,,
1984-07-18 09:29:10+00:00,L5,226.75,199.20,300.83
1984-08-19 09:30:15+00:00,L5,228.17,206.49,296.60
1984-09-04 09:30:25+00:00,L5,223.67,205.06,292.10
1984-09-20 09:30:28+00:00,L5,,,
1984-10-22 09:30:24+00:00,L5,227.81,200.51,296.53
1984-11-07 09:30:17+00:00,L5,,,
1984-12-09 09:30:22+00:00,L5,227.83,212.78,289.01
1985-01-10 09:30:39+00:00,L5,222.99,200.40,292.83
1985-03-31 09:30:43+00:00,L5,219.44,205.37,298.31
1985-06-03 09:30:28+00:00,L5,228.69,204.97,288.69
1985-06-19 09:30:26+00:00,L5,222.61,197.50,287.85
1985-07-05 09:30:21+00:00,L5,228.91,201.76,279.36
1985-08-06 09:30:06+00:00,L5,,,
1985-08-22 09:29:56+00:00,L5,226.57,213.65,288.50
1985-09-23 09:29:32+00:00,L5,229.60,205.09,288.25
1985-10-09 09:29:23+00:00,L5,233.91,205.30,297.79
1985-11-10 09:28:57+00:00,L5,228.21,207.08,290.74
1986-01-13 09:27:46+00:00,L5,227.78,207.30,302.10
1986-03-18 09:26:22+00:00,L5,241.10,193.95,279.21
1986-04-19 09:25:41+00:00,L5,229.27,197.43,292.68
1986-05-05 09:25:17+00:00,L5,229.03,188.13,287.87
1986-05-21 09:24:51+00:00,L5,224.30,202.93,288.21
1986-07-08 09:23:21+00:00,L5,224.35,198.85,303.33
1986-07-24 09:22:47+00:00,L5,226.38,184.94,278.29
1986-08-09 09:22:13+00:00,L5,226.51,206.08,291.04
1986-08-25 09:21:37+00:00,L5,226.23,196.44,296.18
1986-10-12 09:20:02+00:00,L5,227.71,194.61,285.83
1986-12-31 09:19:38+00:00,L5,227.19,213.02,300.04
1987-02-01 09:20:35+00:00,L5,229.60,196.59,297.29
1987-02-17 09:20:59+00:00,L5,225.99,203.19,295.77
1987-04-06 09:23:00+00:00,L5,232.95,211.41,293.09
1987-05-08 09:23:59+00:00,L5,227.56,205.38,294.74
1987-05-24 09:24:24+00:00,L5,,,
1987-06-25 09:25:08+00:00,L5,227.13,195.13,289.60
1987-07-11 09:25:27+00:00,L5,229.69,210.76,298.11
1987-07-27 09:25:49+00:00,L5,226.86,202.50,300.11
1987-09-13 09:27:09+00:00,L5,227.08,198.55,290.39
1987-10-31 09:28:04+00:00,L5,228.32,202.48,298.01
1987-11-16 09:28:26+00:00,L5,234.44,201.78,300.93
1987-12-02 09:28:42+00:00,L5,226.88,201.70,287.06
1987-12-18 09:28:55+00:00,L5,,,
1988-01-19 09:29:29+00:00,L5,,,
1988-02-20 09:30:02+00:00,L5,227.48,202.88,281.13
1988-05-26 09:30:48+00:00,L5,231.43,196.49,300.03
1988-06-11 09:30:53+00:00,L5,,,
1988-06-27 09:30:59+00:00,L5,220.63,212.69,297.42
1988-07-13 09:31:03+00:00,L5,228.98,212.85,296.61
1988-07-29 09:31:06+00:00,L5,224.55,201.59,278.22
1988-08-14 09:31:04+00:00,L5,223.15,205.01,304.53
1988-08-30 09:31:09+00:00,L5,,,
1988-09-15 09:31:05+00:00,L5,230.09,199.08,288.35
1988-10-01 09:30:58+00:00,L5,,,
1988-11-18 09:30:56+00:00,L5,230.78,212.35,300.38
1988-12-04 09:30:53+00:00,L5,228.60,210.52,287.14
1989-01-05 09:30:40+00:00,L5,227.61,197.38,287.99
1989-03-26 09:29:17+00:00,L5,229.48,190.03,307.33
