,dates,nzd0524-0000,nzd0524-0001,nzd0524-0002,nzd0524-0003,nzd0524-0004,nzd0524-0005,nzd0524-0006,nzd0524-0007,nzd0524-0008,nzd0524-0009,nzd0524-0010,nzd0524-0011,nzd0524-0012,nzd0524-0013,nzd0524-0014,nzd0524-0015,nzd0524-0016,nzd0524-0017,nzd0524-0018,nzd0524-0019,nzd0524-0020,nzd0524-0021,nzd0524-0022,nzd0524-0023,nzd0524-0024,nzd0524-0025,nzd0524-0026,nzd0524-0027,nzd0524-0028,nzd0524-0029,nzd0524-0030,nzd0524-0031,nzd0524-0032,nzd0524-0033,nzd0524-0034,nzd0524-0035,nzd0524-0036,nzd0524-0037,nzd0524-0038,nzd0524-0039,nzd0524-0040,nzd0524-0041,nzd0524-0042,nzd0524-0043,nzd0524-0044,nzd0524-0045,nzd0524-0046,nzd0524-0047,nzd0524-0048,nzd0524-0049,nzd0524-0050,nzd0524-0051,nzd0524-0052,nzd0524-0053,nzd0524-0054,nzd0524-0055,nzd0524-0056,nzd0524-0057,nzd0524-0058,nzd0524-0059,nzd0524-0060
0,1999-08-17 22:13:37+00:00,121.94845516085884,142.98644237378576,150.35185790663047,157.92102078442787,162.9281405847617,162.57922517089798,159.134346899979,152.36127485560974,151.2431525560061,143.60526441900936,133.81954469404445,128.6798725854259,127.4355175182473,129.97536257956594,135.06975818456965,137.55761602511842,132.81761521268984,142.52083245907596,148.665881950829,155.21595978701285,158.060846632865,155.6496304270218,151.96928073308248,145.44108419193682,140.40910820623134,134.7241812790288,124.5510115317727,126.00358855640425,113.04480107676864,120.29884453643572,113.06829516691563,117.82655864441791,118.71048229670455,118.53494145285865,119.7978413551688,135.2824799754786,142.94374698745233,144.36095441315294,146.44063424728142,150.3448740237337,159.76619607728196,153.96949071568028,148.30621370818022,147.61568763262392,143.38049520276792,139.74746349357048,137.82699098085186,133.30131769221046,132.07742984668465,128.61944834725136,120.5115911494286,116.84316499517176,120.65107411638063,97.59554659359289,95.96058674235847,83.42264856156442,80.98763385786262,81.58888789374733,87.49416881597486,88.06639815440856,106.06617376834939
1,1999-09-27 22:07:36+00:00,131.38726283178266,133.76283546760197,142.63771443645678,144.79187794329107,146.8709032376063,149.78616424905658,150.24887746668946,148.8108090563091,146.35900418959466,145.58703878211796,133.65515127162868,132.5039298818928,129.24308975222976,133.9441850038161,140.51080320185815,137.53690915416684,134.4678316356794,134.30599294876964,138.40136941703915,145.4894632582217,143.28268568221455,139.25319765329232,137.47664253373435,135.38749071936667,121.2701936393857,122.5029525079197,119.58136045911729,109.61274371501855,108.35771748208052,114.97576259437679,116.90535402625798,118.97587893426503,123.39883659944611,123.5169386624253,124.57483518739403,131.96341052485218,135.17416149615727,140.962296123895,146.31758451699466,155.7500555743806,159.04121029945654,156.6390530884069,162.13371204033362,160.72346596940534,159.8976437097772,154.39884538848898,147.00875325565613,138.76252604917417,136.3002097615256,135.11827003963302,133.65377035758118,139.80335531420002,138.09330148814482,107.44102286446822,94.66222578962231,98.37234790975435,99.41683007294472,103.10297603288726,91.30853668098788,90.88987808209879,108.9475427294076
2,1999-10-04 22:13:49+00:00,,,,,,132.13745371255973,132.75578906830515,128.82984665003067,,121.90956319828975,,,,,,,,,,,,,,,,,,,,,,,,98.30970578516889,106.9726828247818,109.7410683466009,112.28507664174025,,,,,,,,116.53506482489466,113.13454350201356,,,,,,99.46325495191732,99.99248998779403,91.1259904348509,86.63077122377813,83.35842884955503,85.38194170604345,81.0014279729819,77.21116726763864,81.36001818817924,99.0464388984888
3,1999-12-07 22:13:41+00:00,139.95342900633077,147.12611592991755,158.00560347235617,160.07728807694824,164.76030887245278,166.55519717873918,168.71748111721237,171.3123633088625,166.8352859737354,169.88342480745322,156.10694179013305,153.75764823688874,154.9331672272832,154.2823683986905,156.43652614334636,159.84490143659346,160.4448446261117,153.60892220545517,156.22194134107465,155.5381162327659,155.3113925984882,147.84536827471965,143.6210975702625,138.43366395082543,131.73239566920645,125.88103140778178,123.16505977965274,122.51795225280695,122.09910017601318,123.41030229387839,122.76681580109981,123.38786416972927,126.0881113123128,121.88350218351032,127.03923596359122,131.55287472447245,134.490904356224,139.50032431114036,146.14540016642658,150.2289667542533,160.5222145689723,160.0683940663868,157.65827360416077,151.1155595686833,145.82496544099163,141.5860463261567,141.29706174190392,133.77038109041797,129.98213131158016,127.2065633358463,127.63620204730641,124.36763515448563,122.94069317872587,101.54227912772105,86.35467958598555,82.70537652693812,89.61552406171054,88.37393917948468,84.01675845120657,86.70930837460557,103.75613257008436
4,1999-12-16 22:07:33+00:00,123.96224714201091,135.86975583864148,150.7564785130793,159.33521586077853,157.7393376120151,158.71959119044573,159.24497612677317,165.99640960434476,167.49793189643094,160.23624724605938,158.9073042441557,148.42264823664627,147.580857986711,141.27441843528075,140.8561828242714,140.96866228121596,139.52379447225343,140.97261475600567,147.12371508583445,152.53433779470913,151.3635201900361,145.87354820052934,137.05282776381478,127.94973332690078,122.27824003289572,120.36961954283727,115.40994922231766,115.62187619606337,104.81413225089952,108.17288399848242,108.93818389222658,107.91653866068478,109.33279480623864,108.93250740182386,112.95083456792936,116.46311408337574,119.17612240500713,120.2816219531792,130.44033874105978,139.2457583464734,143.2681028112194,143.20718289961275,134.4638036574436,131.70502648112827,133.91053669565238,131.42010410309632,131.82557302062293,124.70403009396192,116.687865970003,115.97146310244062,115.93898834559882,112.4217045975876,112.58736832704147,95.97037229993391,86.79577091768756,81.58506330295094,83.74291229374607,74.69747260300993,74.08537657539136,80.5835975317592,97.34736937397477
5,2000-02-02 22:07:23+00:00,128.53782208777918,134.13817864853073,138.11537166170112,137.67865264136023,135.69104116063346,140.01085638252187,139.96650023652762,144.4766864025001,140.344220363486,137.6014377592654,134.8741110493199,134.25634625056009,133.23835169932224,125.9846773632098,129.1088071848206,131.77697964753366,132.69189015185808,133.855962406519,135.83708153017062,133.73190491452937,130.88694667576652,127.46173007265926,128.08708079627883,117.63184524747608,110.93606863926502,114.8488432566445,104.23327679558318,90.70203462704374,84.82647461880245,97.99369111913322,97.34008896998549,91.58012163889946,95.65599596082579,96.314761033311,100.87939509251706,108.15143599126725,113.09175064259205,114.10803740102506,111.93455606649079,117.7117169577876,121.39215947349585,115.47663132765014,108.62767469510995,115.52533865893007,121.36832776283578,112.1352423645344,103.8056953886766,101.1091844856549,102.21678970668435,101.50657213548341,104.18022088735636,100.05359383177004,98.38105585006365,79.61113147129863,68.76592922065987,63.62028661537573,59.098137247114906,58.27198206584797,51.17438159456875,,87.85519548242351
6,2000-05-08 22:06:44+00:00,150.4528513032739,163.14472725913956,162.59618246421525,166.2948216212573,168.41929806460277,163.33086676724528,164.1226773901921,162.56964507486947,165.27397989681268,162.38244856934782,159.2284997724261,156.39346138051403,149.59018325995115,147.00445524650567,149.97140784250166,151.9842112809969,152.75778455589486,155.19680978547638,152.68587560670088,159.05796698952813,160.3997664656733,154.73473203739496,141.5601714982388,142.05283999862328,135.08843835580944,125.93596033822189,120.30957228513049,117.42931564201655,109.61515298227495,109.41588678544336,105.17975415322513,107.09438571347745,108.19374499385606,106.68712110927723,116.72432079428083,122.06644980749886,125.68565740752801,128.34789239043178,132.2934954963748,135.42088948541326,135.30712520238217,132.9672758880452,124.21391322562836,119.21631363888395,117.56683788348855,114.86046900828022,113.68420605793305,111.97262028736897,114.50762213512381,115.70684310248379,117.32827400202414,124.8084127914354,127.46826562215031,118.26455253621866,100.2979581827115,89.60340388242,79.07458866157509,79.65494584242327,71.99481223196163,82.45512817984829,107.09738428442871
7,2000-05-15 22:12:54+00:00,147.7256254181106,171.05182682430717,166.43976069144372,169.64404231287844,172.1442271010138,174.5172681238873,176.12933509236782,174.93470161439822,175.95451387875326,177.02093250839735,163.29759857407973,164.6270889710071,161.46741753218666,158.60183049415008,161.03341713778627,156.71755266534902,157.49685698673352,158.75625247631672,159.72303440387813,164.73105468882304,,159.6791095376843,158.13220789771216,148.71007534728153,136.96445107995189,137.55717772209022,127.96971739593235,121.57499584013104,117.1981784867856,114.81747064224402,112.59094105872835,117.54330507225123,114.35975566578553,121.10923174867976,122.44115823442202,128.54819842249475,127.22226688256038,132.5400782650506,136.06362391862623,141.6827885039914,136.8183661109269,131.00349235219997,115.31380699577109,119.65421244774166,123.84440482005786,118.13172842697763,118.33275847540493,121.34844890822207,125.34872117562387,109.8346839958409,120.08762311644078,134.88636224106816,130.5130981637394,125.93011440112068,108.46693341939721,88.64576800090758,79.72298583145908,77.57539787732333,77.70616811090508,81.63930199368754,103.9015020224587
8,2000-05-31 22:12:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2000-06-16 22:12:38+00:00,107.73699517337968,,148.9105491085298,140.90565929368478,150.74752927891242,148.9708227156067,150.5270089022145,148.32724359096682,147.62213804976543,148.02137420321134,145.74864527628003,135.38333864760511,141.0867598564277,139.5078324291813,140.94122026285112,141.96516522605017,141.99927761487282,142.12653763896574,145.05347238349646,151.43226184454323,,148.90842138998124,145.74752007749822,138.9675377560469,129.65462302955927,127.20453210464038,123.48614880774697,106.86584787181589,105.10771736683421,105.88910969249956,105.25500991614611,109.25388514774386,107.72617804956505,109.58057104649518,120.50668988994373,123.21559470711361,128.15679859189768,132.0718483397907,139.44568181441102,140.94237987328285,145.3993690536463,143.5609122912796,142.05910099047315,131.75806786254563,141.7175359788293,138.37325843976797,134.6142265632146,129.72772950514081,123.3225048143016,127.8493737489006,125.88606490254165,116.46178569014043,122.0889725359002,119.64799744049742,109.63128123229883,96.24508854234605,77.27254799538476,85.02421748340514,82.48981299138076,90.4022239889159,103.95958074787734
