,dates,usa_CA_0213-0000,usa_CA_0213-0001,usa_CA_0213-0002,usa_CA_0213-0003,usa_CA_0213-0004,usa_CA_0213-0005,usa_CA_0213-0006,usa_CA_0213-0007,usa_CA_0213-0008,usa_CA_0213-0009,usa_CA_0213-0010,usa_CA_0213-0011,usa_CA_0213-0012,usa_CA_0213-0013,usa_CA_0213-0014,usa_CA_0213-0015,usa_CA_0213-0016,usa_CA_0213-0017
0,1984-05-02 18:13:15+00:00,178.80628754338974,118.60747501014568,115.65634095284909,118.91914604571053,140.33068159144344,111.44061664932838,124.96038838369279,135.12891571484246,137.88203869852822,145.39869817028264,155.20704562018426,165.78924597306195,158.13843123778207,146.64001526716964,153.7161987674546,160.73652883571623,157.5530757529486,164.2864495207627
1,1984-09-07 18:16:09+00:00,198.02534423155524,155.83388163155584,155.0088917063426,154.9438547405264,152.4621220435627,148.77543841706373,149.835870524837,158.10654945920348,155.5079463738384,161.5039011632686,170.68809194073617,167.1262555993464,169.98555520625501,166.46737906463864,161.941200807792,172.69843127599188,164.32936931160896,177.25490054530852
2,1984-09-23 18:16:11+00:00,149.40499959184748,152.4053456686963,146.391554893732,157.62377660538223,147.41117244303192,143.8376574748119,144.4552250982145,154.71158776827127,150.06022282645577,148.36182052839752,160.72162697165925,164.40263457758238,165.31195435855562,165.35448159394895,159.29134275475712,160.1343156161555,161.3506149939448,174.6707927513986
3,1984-10-25 18:16:05+00:00,193.25296919760362,156.14058154412263,165.30181795514412,169.1112102454144,166.0045766123622,157.6147108314025,167.27012237875303,166.15498965029366,165.19875201619016,175.14240364731876,179.4843229868817,184.2598170491752,179.42368865844398,177.98357510054834,177.70601507676386,183.2453015892676,181.9529087234844,188.31742236121318
4,1984-11-17 18:22:07+00:00,173.22132454270212,134.99779492425503,141.19037246291686,151.54104862228021,134.756650424859,129.4521572090781,143.3630856425301,134.4151975022497,146.21182505290935,154.6537332288917,167.4635768500977,175.83890037867033,176.0028561337771,180.12704606622412,158.09815270042424,170.31456843882228,179.08534147639256,183.18577973782342
5,1985-04-19 18:16:20+00:00,166.23554441239477,131.8244608408593,130.56263220152007,141.3496924113914,157.2314281713984,162.4187250944224,147.26101384483553,131.43430439988154,129.61639806678994,151.93319081528185,181.9558133887698,185.62471527541416,181.22094037833537,167.660282910203,161.41914244381735,173.72659135041033,180.43578687892884,183.55977627447044
6,1985-07-24 18:15:56+00:00,204.07409188096636,155.4630170310369,155.30323054575283,170.97864070152477,168.82094201573054,161.51925876963526,169.45897495887363,178.37371834702864,172.18737499348376,172.76283702980425,179.54255479600312,189.52563982461365,187.26623758295244,189.04092173843637,186.94539246169487,193.40475758274943,188.01227915888606,184.4122338267362
7,1985-10-12 18:15:03+00:00,184.61908310733062,162.36935391866902,158.61665876893724,163.57387108565715,160.8336145709828,157.5296781901254,166.26640467243894,174.68367649681954,167.63386910128065,171.96849124324305,182.32578856135422,184.47584064904274,178.4034792173579,176.35693303547652,173.58017357323553,183.69393281134955,189.62496180920553,185.19632980574195
8,1985-10-28 18:14:51+00:00,184.28516727649168,163.77218829072632,165.5617424690879,167.18408681635822,171.01473382538995,165.34147706051613,160.33231997848668,158.87428236003333,166.8751875326758,170.4802090144246,177.71422240752003,183.81637973165726,185.5384082460289,183.68754109075155,170.3623750537,186.68232593960164,176.6537147671954,184.811049106351
9,1986-02-01 18:13:04+00:00,129.55144402609912,,74.24607240307941,97.57625451418593,89.10821910707767,84.22881023638334,96.20431561785473,114.0676458713181,120.34223039477327,136.19531309753185,133.0372036977567,119.41590451217571,,132.79426995022715,,,,
