dates,nzd0193-0000,nzd0193-0001,nzd0193-0002,satname
1999-07-18 21:58:49+00:00,351.50,336.66,359.39,L7
1999-08-12 21:52:44+00:00,354.35,347.19,370.54,L7
1999-09-13 21:52:41+00:00,349.23,346.00,365.57,L7
1999-09-29 21:52:52+00:00,353.31,351.94,370.85,L7
1999-10-15 21:52:49+00:00,353.45,351.36,368.84,L7
1999-10-22 21:58:52+00:00,352.24,351.13,366.84,L7
1999-11-23 21:58:47+00:00,352.24,351.13,365.52,L7
1999-12-02 21:52:40+00:00,351.76,351.56,365.52,L7
1999-12-09 21:58:57+00:00,350.93,351.27,364.51,L7
2000-01-19 21:52:37+00:00,351.26,352.52,365.89,L7
2000-02-04 21:52:37+00:00,352.63,354.42,367.27,L7
2000-02-11 21:58:45+00:00,355.08,357.07,368.42,L7
2000-02-20 21:52:29+00:00,355.62,357.75,368.92,L7
2000-03-14 21:58:35+00:00,357.19,358.24,369.79,L7
2000-03-30 21:58:33+00:00,356.07,357.14,371.06,L7
2000-05-01 21:58:18+00:00,357.00,358.10,378.34,L7
2000-05-26 21:51:48+00:00,358.00,359.15,380.94,L7
2000-06-18 21:57:51+00:00,360.54,361.80,384.29,L7
2000-07-29 21:51:02+00:00,360.70,362.96,386.60,L7
2000-08-05 21:57:08+00:00,357.35,358.02,388.26,L7
2000-08-14 21:50:56+00:00,353.71,353.23,396.66,L7
2000-09-15 21:50:25+00:00,350.65,351.36,415.20,L7
2000-10-17 21:50:01+00:00,351.40,352.71,431.26,L7
2000-12-20 21:50:16+00:00,346.51,345.94,413.12,L7
2001-01-05 21:50:16+00:00,347.24,347.65,402.44,L7
2001-01-12 21:56:30+00:00,343.06,344.24,388.06,L7
2001-03-10 21:50:10+00:00,340.37,344.52,371.19,L7
2001-06-05 21:55:40+00:00,337.98,338.93,374.28,L7
2001-06-21 21:55:29+00:00,339.57,341.42,392.65,L7
2001-06-30 21:49:12+00:00,340.31,341.47,400.77,L7
2001-09-09 21:54:36+00:00,352.00,347.17,448.61,L7
2001-09-25 21:54:28+00:00,354.54,347.81,445.29,L7
2001-10-11 21:54:09+00:00,354.88,349.01,445.29,L7
2001-11-05 21:48:14+00:00,354.32,350.02,445.29,L7
2002-01-24 21:48:42+00:00,360.16,354.82,428.97,L7
2002-01-31 21:54:50+00:00,357.11,353.63,408.59,L7
2002-02-25 21:48:47+00:00,357.09,352.54,401.19,L7
2002-03-20 21:54:48+00:00,356.59,354.06,386.53,L7
2002-03-29 21:48:39+00:00,355.02,354.60,373.37,L7
2002-04-05 21:54:49+00:00,353.52,353.61,369.65,L7
2002-06-01 21:48:28+00:00,353.65,353.53,369.65,L7
2002-08-20 21:47:58+00:00,354.64,351.67,362.41,L7
2002-08-27 21:54:00+00:00,356.21,354.78,364.60,L7
2002-10-07 21:47:33+00:00,358.59,354.22,369.27,L7
2002-10-14 21:53:43+00:00,358.15,353.80,369.27,L7
2002-10-23 21:47:39+00:00,358.25,353.60,370.41,L7
2003-01-02 21:54:22+00:00,357.75,352.08,366.23,L7
2003-01-18 21:54:30+00:00,358.12,352.16,365.82,L7
2003-03-23 21:54:40+00:00,353.95,348.50,359.02,L7
2003-04-01 21:48:34+00:00,353.29,347.52,357.10,L7
2003-04-24 21:54:46+00:00,349.89,344.14,353.20,L7
2003-05-03 21:48:37+00:00,346.40,341.48,353.20,L7
2003-05-10 21:54:46+00:00,346.76,342.25,353.20,L7
2003-05-26 21:54:43+00:00,346.83,343.04,353.20,L7
2003-07-21 21:42:33+00:00,347.25,343.04,355.19,L5
2003-08-06 21:42:51+00:00,346.35,342.82,354.06,L5
2003-08-15 21:36:48+00:00,344.09,340.40,350.08,L5
2003-09-07 21:43:24+00:00,344.54,339.97,350.08,L5
2003-10-10 21:47:55+00:00,344.91,339.50,351.81,L7
2003-10-17 21:54:15+00:00,344.91,339.50,355.81,L7
2003-10-25 21:44:04+00:00,345.62,337.79,352.81,L5
2003-11-18 21:54:39+00:00,349.02,337.87,352.81,L7
2003-11-19 21:38:14+00:00,349.98,337.12,352.55,L5
2004-01-05 21:54:57+00:00,351.10,335.92,353.55,L7
2004-01-21 21:55:02+00:00,348.81,332.81,350.13,L7
2004-02-14 21:44:57+00:00,353.94,336.14,353.92,L5
2004-02-22 21:55:07+00:00,355.36,339.26,356.78,L7
2004-03-09 21:55:15+00:00,354.72,337.76,356.78,L7
2004-03-17 21:45:08+00:00,355.05,338.32,356.13,L5
2004-03-18 21:49:07+00:00,354.79,338.16,356.15,L7
2004-03-25 21:55:18+00:00,355.25,339.80,356.24,L7
2004-04-18 21:45:49+00:00,355.53,339.72,353.33,L5
2004-05-12 21:55:13+00:00,355.75,340.60,354.72,L7
2004-05-20 21:46:44+00:00,352.82,339.85,353.30,L5
2004-05-28 21:55:11+00:00,352.71,339.98,353.30,L7
2004-06-06 21:48:56+00:00,353.24,341.29,353.30,L7
2004-06-29 21:55:03+00:00,352.40,340.91,353.30,L7
2004-07-07 21:48:09+00:00,352.86,343.01,352.51,L5
2004-07-23 21:48:33+00:00,353.36,343.99,353.92,L5
2004-07-24 21:48:45+00:00,353.77,344.76,353.92,L7
2004-08-08 21:48:50+00:00,354.33,345.85,353.92,L5
2004-09-25 21:50:07+00:00,354.22,346.29,348.75,L5
2004-10-04 21:44:07+00:00,354.83,346.17,350.36,L5
2004-10-20 21:44:28+00:00,356.62,349.28,357.23,L5
2004-10-27 21:50:47+00:00,358.06,350.42,359.52,L5
2005-01-15 21:52:09+00:00,363.92,355.91,363.76,L5
2005-02-08 21:55:35+00:00,367.17,356.66,357.18,L7
2005-02-09 21:46:19+00:00,361.01,351.19,353.67,L5
2005-02-24 21:55:41+00:00,359.55,350.45,353.01,L7
2005-02-25 21:46:35+00:00,358.29,349.66,352.15,L5
2005-03-04 21:52:52+00:00,357.97,350.06,352.78,L5
2005-03-05 21:49:32+00:00,357.97,350.31,353.14,L7
2005-03-12 21:55:44+00:00,356.52,349.36,352.29,L7
2005-03-13 21:46:47+00:00,354.51,347.88,351.33,L5
2005-03-20 21:53:02+00:00,353.03,346.70,350.12,L5
2005-03-29 21:46:54+00:00,352.20,346.97,350.26,L5
2005-04-06 21:49:28+00:00,351.19,347.19,350.57,L7
2005-04-13 21:55:36+00:00,351.19,347.19,349.09,L7
2005-04-21 21:53:10+00:00,350.65,346.85,347.38,L5
2005-04-29 21:55:36+00:00,349.32,346.91,345.57,L7
2005-05-07 21:53:16+00:00,347.93,345.17,345.18,L5
2005-05-08 21:49:28+00:00,347.75,345.05,345.93,L7
2005-05-23 21:53:24+00:00,348.12,346.02,350.95,L5
2005-05-24 21:49:26+00:00,348.40,346.02,350.95,L7
2005-06-01 21:47:18+00:00,348.21,346.63,356.75,L5
2005-06-08 21:53:33+00:00,348.69,347.68,363.53,L5
2005-06-09 21:49:20+00:00,349.12,348.64,368.46,L7
2005-06-25 21:49:15+00:00,348.01,347.82,372.36,L7
2005-07-19 21:47:39+00:00,346.35,346.62,372.81,L5
2005-07-26 21:53:54+00:00,346.15,347.18,377.44,L5
2005-08-03 21:55:25+00:00,346.18,347.22,377.03,L7
2005-08-19 21:55:20+00:00,347.02,348.33,382.45,L7
2005-08-28 21:49:05+00:00,346.71,348.68,387.37,L7
2005-09-29 21:48:55+00:00,347.29,350.61,405.89,L7
2005-10-06 21:55:01+00:00,347.20,351.43,409.61,L7
2005-10-30 21:54:03+00:00,345.82,349.94,412.93,L5
2005-10-31 21:49:11+00:00,345.82,349.94,412.07,L7
2005-11-24 21:48:28+00:00,346.92,352.79,418.38,L5
2006-02-11 21:56:04+00:00,353.16,354.92,382.38,L7
2006-02-12 21:50:20+00:00,353.74,354.11,378.72,L5
2006-02-19 21:56:39+00:00,352.27,351.84,373.01,L5
2006-02-20 21:49:55+00:00,352.21,351.22,371.86,L7
2006-02-28 21:50:40+00:00,352.21,351.21,366.93,L5
2006-04-08 21:57:36+00:00,353.02,351.25,366.59,L5
2006-04-09 21:49:53+00:00,351.90,352.03,366.59,L7
2006-04-16 21:56:02+00:00,352.62,353.33,369.77,L7
2006-06-27 21:58:48+00:00,350.25,350.47,365.65,L5
2006-07-06 21:52:45+00:00,348.58,348.79,365.04,L5
2006-07-13 21:59:02+00:00,348.18,348.97,373.00,L5
2006-07-21 21:55:45+00:00,347.44,349.13,381.28,L7
2006-08-15 21:49:31+00:00,345.83,349.44,392.99,L7
2006-08-22 21:55:41+00:00,348.18,351.77,409.06,L7
2006-08-23 21:53:23+00:00,350.25,352.33,412.79,L5
2006-08-31 21:49:28+00:00,353.11,354.36,419.98,L7
2006-09-23 21:55:30+00:00,355.54,356.19,419.98,L7
2006-10-02 21:49:15+00:00,356.92,355.92,414.54,L7
2006-10-10 21:53:56+00:00,359.29,357.24,412.91,L5
2006-11-03 21:49:38+00:00,357.77,354.80,411.05,L7
2006-11-18 22:00:29+00:00,356.67,353.75,411.05,L5
2006-11-26 21:56:05+00:00,356.60,354.02,411.05,L7
2006-12-05 21:49:58+00:00,356.60,354.54,407.50,L7
2006-12-13 21:54:31+00:00,358.18,355.41,405.25,L5
2007-01-06 21:50:04+00:00,362.48,359.13,409.70,L7
2007-01-30 21:54:48+00:00,365.30,360.29,398.15,L5
2007-03-02 21:56:31+00:00,362.65,359.61,378.38,L7
2007-05-21 21:56:21+00:00,365.01,363.47,379.03,L7
2007-06-15 21:50:07+00:00,361.31,364.78,378.80,L7
2007-07-01 21:50:05+00:00,361.31,362.23,374.97,L7
2007-07-17 21:50:02+00:00,358.69,353.01,374.97,L7
2007-08-09 21:56:06+00:00,360.68,354.20,371.14,L7
2007-10-28 21:55:58+00:00,358.89,353.75,365.89,L7
2007-11-22 21:50:02+00:00,355.50,352.79,366.43,L7
2007-12-31 21:56:23+00:00,359.81,352.05,365.96,L7
2008-01-25 21:50:11+00:00,359.81,354.31,357.39,L7
2008-02-01 21:56:21+00:00,356.95,353.62,357.63,L7
2008-03-04 21:56:12+00:00,350.87,347.73,357.63,L7
2008-04-21 21:56:08+00:00,350.87,347.73,356.73,L7
