,dates,per0001-0000,per0001-0001,per0001-0002,per0001-0003,per0001-0004,per0001-0005,per0001-0006,per0001-0007,per0001-0008,per0001-0009,per0001-0010,per0001-0011,per0001-0012,per0001-0013,per0001-0014,per0001-0015,per0001-0016,per0001-0017,per0001-0018,per0001-0019,per0001-0020,per0001-0021,per0001-0022,per0001-0023,per0001-0024,per0001-0025,per0001-0026,per0001-0027,per0001-0028,per0001-0029,per0001-0030,per0001-0031,per0001-0032,per0001-0033,per0001-0034,per0001-0035,per0001-0036,per0001-0037,per0001-0038,per0001-0039,per0001-0040,per0001-0041,per0001-0042,per0001-0043,per0001-0044,per0001-0045,per0001-0046,per0001-0047,per0001-0048,per0001-0049,per0001-0050,per0001-0051,per0001-0052,per0001-0053,per0001-0054,per0001-0055,per0001-0056,per0001-0057
0,1986-03-14 14:59:22+00:00,203.32015789683788,190.88410470516962,188.28922922839783,184.02452262704784,183.62133934968892,177.75926095050465,174.5741305827651,174.40952239412104,167.55393030056425,163.5759338851197,162.27881357686553,155.6225803893162,144.17235167410368,136.55693100872654,136.4673135192273,124.46038881332446,120.30974787269983,112.83752897739703,106.48211317439828,100.25291799888856,89.46065126160951,88.13452346231311,84.46153308605312,76.41835814027169,74.52529427489146,64.58608164675408,63.02602056206618,54.59074391407025,47.21420198816635,44.29055519368862,34.84579674955528,33.12835880480765,30.047159526243348,32.28382988348305,36.765168955179384,37.410959009439004,34.704666957396945,32.69695273768857,32.83398134434277,36.264451307533484,34.34575649856572,34.467038527908095,27.977862908635686,29.177680749243912,38.82909593139705,48.392706065504136,67.71570186525824,77.27080781410172,86.87878443416304,106.1060321547821,122.60860188162626,130.05681952610604,145.7197429180631,,188.71995648635283,203.7466618440741,219.65121281533575,227.1769127177244
1,1986-09-06 14:54:05+00:00,202.16031278367782,184.16375462370345,190.68572013617367,186.86971684226964,183.1236694761961,180.07214500284783,175.00809597768492,170.93542126073518,164.36167703538266,161.30670657237297,157.49273726658333,144.07083541155302,137.74048629248333,128.5187534624546,119.82796483115132,117.08604132130765,109.05917570524632,102.43672330060824,92.5259134890335,86.64107403775746,80.26266205637742,77.92285994413875,74.7800021811278,73.56617572673208,65.16472084537051,61.5722447882207,53.00670485820519,53.463825845596645,47.50794426012844,40.84594469233726,35.769700533996534,30.098398724550556,34.38494996582165,45.15071990573141,49.68220490405683,54.50954691513539,55.116008307533306,56.223804737104544,54.958818543220644,53.82161404570918,52.577562432161756,50.14587833960617,37.54405427106361,42.30567050542035,47.265625537067905,63.102887029308775,71.08114462286504,88.96746869237167,106.94163252812318,121.2082321769007,129.1772254198568,154.92434016855148,176.85009213948948,196.74290508792063,208.2850637000202,222.95452464477228,237.28791058836745,250.21297989754402
2,1990-01-20 14:55:37+00:00,189.3192327069495,191.16448015505702,182.6192127893297,167.16992529186976,154.78395234583127,127.32531788180206,149.61011126758854,153.86009692186917,159.56652312676226,158.016110255695,154.2747518493158,146.70108398980395,145.1225117522856,136.99809340999056,132.540403896753,128.70167573260474,,,123.30933942491228,123.52428947303666,123.6317103502358,124.87805429401898,122.50428581010749,114.98892212883888,110.59897790917744,90.97970181347198,90.35145095144858,98.97453987681772,86.17476419578253,89.10272012541301,92.08991963093304,,,98.72938978954465,104.22506892962878,92.68238422906106,98.47797726294664,91.6609294700585,95.2269918243094,90.19112706347507,95.00773646176225,84.68752288587338,90.1822839972599,95.2386353814282,101.42371635761785,100.57187490857261,107.30730227293128,136.73920953849523,158.42741973429213,173.14011893158403,185.76324310443013,196.69144813154566,207.8392972114699,217.60094088431435,215.8215488093618,227.34880402412398,238.1123608671051,248.03505020573698
3,1990-02-21 14:54:35+00:00,197.95028880042807,,,,164.08693519781198,155.92073780932097,,,,139.91368570644283,152.30686929632185,141.9492454948087,135.23468240086237,133.88595008382794,133.32526661443774,128.1918689171319,129.27812112011242,126.32854689839883,125.83174142201123,,,,,,,,,,,,,,,,,,,,,,,,,84.3280607028042,93.57080623107588,96.1272689078185,123.22824679043093,137.7425830519862,155.6766056292173,,,,,,,238.447297925388,258.8035820026196,269.6570367871339
4,1990-04-26 14:53:28+00:00,183.04139912927326,166.5986405539556,169.14006133651884,171.40160362618136,164.56747675765104,164.34582136309305,157.96086819655568,157.9114650820052,152.6002397079796,151.2888701032661,148.54016106762612,144.00926926831875,136.22988791181913,132.91532311912064,135.71205700291392,129.79414015838194,127.68401786734618,120.80404471299921,116.60924967756063,107.43682166447718,104.97608991320844,105.00569814445957,101.80756156362607,105.94253687485893,100.24309703939959,99.50513112844658,88.34642020727411,89.86441916815672,85.24723300661702,68.81051191209694,67.21129277857902,64.11314306260894,66.20750252213303,75.35491609456935,85.0044566137524,88.84819523116334,89.33977739427377,90.2469150728564,90.23290617715281,85.13019706104478,74.9792561608023,73.43131674610287,70.36881146023573,79.70025079095771,101.33461255631946,108.75464503261654,127.8636166467756,142.1459755063305,160.35434889323597,164.37876147630155,180.08404217176658,195.31733086982155,209.7759940555787,219.3409467450302,246.57914767164112,254.5443796831694,269.90648542865404,283.26680793939227
5,1991-03-28 14:54:49+00:00,192.79281407021534,176.24959337972814,176.9559078083099,175.4916751596627,172.55269963141637,172.67058558435878,169.27101801151656,162.97612737117325,163.02631816041708,162.55042278148926,151.31480109601364,146.1211057904448,139.08958112761857,136.92538333736863,135.55473479324493,136.16844495410845,129.28730522742597,126.52615610255572,121.06563842344796,119.63668817402983,114.45006149369408,111.7444353324323,108.0521221163708,108.90189626402407,104.16973310883553,104.01315072920724,98.28957489820995,94.36726842769534,94.04667753549468,87.21413790203968,82.50859802847584,74.10603860071797,77.37675172355033,87.56974852328078,89.39886487743537,95.32900478003522,104.04100402195338,99.75404202432603,101.0847299808542,100.56962556681195,98.80287147055061,92.09629686338354,92.98651266266573,97.89736641818511,109.82464601303464,129.55950556148179,148.62034151337156,161.98838217955586,182.50104457023096,195.63452562849056,216.55169515286713,225.18777544391767,243.6642210839631,261.779817378889,274.04899193309586,295.7723642415682,305.8199135966219,320.97188315810433
6,1991-04-13 14:55:11+00:00,192.06084553046205,178.48494233348742,175.12552944353612,175.15132385640683,169.89554930825025,170.83006526927352,167.1290072316405,149.05646298297245,145.48784951972846,146.7621635107898,141.97415315404504,138.60165331262777,137.30291662696416,128.1031417940539,128.8757265103402,106.22565663711016,103.41389596079522,98.26218437771841,104.81401906949606,97.23140135074229,96.86558216838525,94.2958571856211,100.13526757447376,101.47106169959906,95.2162289161793,88.74067317994735,87.17870720158174,80.9060593910287,79.3748269716898,71.3240607506764,74.24772148261354,67.72404442689694,77.1422331468668,85.76204502262748,88.09986708069906,94.97593864136343,97.1491033518804,93.99608620335292,95.0491724645708,91.79078868245385,92.26226919645843,87.16773055851013,92.27351913695267,96.57256510265081,109.1079692239882,121.36453456560231,137.7016671636869,155.17698957419861,172.26717237635233,187.76465153450837,209.12938747282814,220.6859812552918,245.6798179642142,262.38528700728244,273.9388376065786,289.8467159166147,301.402111102165,312.87054732679485
7,1991-04-29 14:55:26+00:00,193.00140966462402,174.1190608073473,180.44056097359828,178.97096148452144,176.29067834433494,171.97871290023193,168.2201384342344,163.78302939944018,153.44334261443117,154.32041475994845,148.44331304539693,143.98868065558713,138.50076806681346,136.43336402783842,132.4416969279342,128.53948182037627,127.26791529288656,121.8110851670686,114.7932017555238,109.75728128659573,107.37829448104479,104.9007929489032,102.42428294458328,107.35909099669983,101.44422742264061,99.81308775618703,94.20040599242118,91.19932928558654,82.77100607072197,77.73653314674046,72.8725471902299,70.51745177713046,74.50254460281164,82.60846974440072,89.68017009431269,91.39930540629801,97.05362628491731,97.30242346812229,96.94724986693174,92.16385115159396,90.629010294865,87.78191908971198,90.37936440245706,102.94874883581342,112.41641636376522,129.21111441805564,143.85356311756718,166.61061513151355,179.94647901706162,192.02509286837136,207.55941392233964,225.48927544222636,245.66493814589913,260.76555429294433,278.22721107635164,289.50802097351556,305.9525232083115,309.35257690025736
8,1991-05-31 14:55:58+00:00,189.00681908892906,174.85907119334325,172.6485969102851,172.46047067124113,174.63393910883627,168.35009408247467,168.43034121506005,158.12357403637068,160.2546676471818,149.94333741982237,143.0122514590976,137.02717082046428,133.19551476322795,130.38777163235412,131.24934422493973,125.73226684138665,127.930363330927,113.58859708306632,109.52290629816122,102.58201330342075,96.33354538185179,93.26472865870434,95.23761312056997,93.89513815499586,93.3988296622808,85.50505218720578,86.78165340404581,84.91351081928951,83.9622026020802,79.06053668944128,70.25555441237553,66.81231504933028,71.31071059315582,76.42484874542193,79.42365752895122,81.25798220690002,87.73228579167466,83.32417591493082,89.86307483110414,88.19505076056831,81.90383697041689,79.82432182921869,78.13257921082565,85.8841095673013,106.88424506158117,115.79577132836901,138.27582345693438,148.23089616593964,174.0344929047379,189.963124182769,199.95901170650922,216.14608396350084,242.88526465387048,253.98053275704254,270.34769236387643,290.10079177657684,297.8963839241764,310.85741496845964
9,1991-08-19 14:56:51+00:00,183.33863508054617,190.04098383256064,187.8004835837877,175.72665714096968,174.2170269716573,167.3333869409784,159.94282840437648,158.1928751405614,156.49539817875979,150.99227077092235,143.21505161762732,140.30898601774928,135.94132977421341,135.7866980686568,123.93223438500286,128.47594228170138,117.018872698601,111.13618059025981,110.70386259773831,108.67728948157416,104.11413881994444,107.0873478485346,107.25230552708327,100.93089177434817,94.19102101100792,95.33078809954974,91.12528555374348,84.99990025533629,83.237075824223,80.31662552864672,71.5314378888705,70.37966154555005,72.26322001264789,77.38891134321771,77.09750152051167,88.5004711852443,89.2032825276344,88.98969370086598,86.09612451046013,93.81547394437082,92.18505022007977,90.00342561770778,87.49317682157695,96.38838330458192,107.11357203654111,128.12562570099152,140.4738665366299,153.32661272841364,167.2662599792895,187.08049297519722,206.96757228973016,240.9478750356576,258.15702711106843,266.19456012493373,267.9772751699867,289.4954683219961,296.90104118350143,304.7238795989744
