dates,nzd0446-0000,nzd0446-0001,nzd0446-0002,nzd0446-0003,nzd0446-0004,nzd0446-0005,nzd0446-0006,nzd0446-0007,nzd0446-0008,nzd0446-0009,nzd0446-0010,nzd0446-0011,nzd0446-0012,nzd0446-0013,nzd0446-0014,nzd0446-0015,nzd0446-0016,nzd0446-0017,nzd0446-0018,nzd0446-0019,nzd0446-0020,nzd0446-0021,nzd0446-0022,nzd0446-0023,nzd0446-0024,nzd0446-0025,nzd0446-0026,nzd0446-0027,nzd0446-0028,nzd0446-0029,nzd0446-0030,nzd0446-0031,nzd0446-0032,nzd0446-0033,nzd0446-0034,nzd0446-0035,nzd0446-0036,nzd0446-0037,nzd0446-0038,nzd0446-0039,nzd0446-0040,nzd0446-0041,nzd0446-0042,nzd0446-0043,nzd0446-0044,nzd0446-0045,nzd0446-0046,nzd0446-0047,nzd0446-0048,nzd0446-0049,nzd0446-0050,nzd0446-0051,nzd0446-0052,nzd0446-0053,nzd0446-0054,nzd0446-0055,nzd0446-0056,nzd0446-0057,nzd0446-0058,nzd0446-0059,nzd0446-0060,nzd0446-0061,nzd0446-0062,nzd0446-0063,nzd0446-0064,nzd0446-0065,nzd0446-0066,nzd0446-0067,nzd0446-0068,nzd0446-0069,nzd0446-0070,nzd0446-0071,nzd0446-0072,nzd0446-0073,nzd0446-0074,nzd0446-0075,nzd0446-0076,nzd0446-0077,nzd0446-0078,nzd0446-0079,nzd0446-0080,nzd0446-0081,nzd0446-0082,nzd0446-0083,nzd0446-0084,nzd0446-0085,nzd0446-0086,nzd0446-0087,nzd0446-0088,nzd0446-0089,nzd0446-0090,nzd0446-0091,nzd0446-0092,nzd0446-0093,nzd0446-0094,nzd0446-0095,nzd0446-0096,nzd0446-0097,nzd0446-0098,nzd0446-0099,nzd0446-0100,nzd0446-0101,nzd0446-0102,nzd0446-0103,nzd0446-0104,nzd0446-0105,nzd0446-0106,nzd0446-0107,nzd0446-0108,nzd0446-0109,nzd0446-0110,nzd0446-0111,nzd0446-0112,nzd0446-0113,nzd0446-0114,nzd0446-0115,nzd0446-0116,nzd0446-0117,nzd0446-0118,nzd0446-0119,nzd0446-0120,nzd0446-0121,nzd0446-0122,nzd0446-0123,nzd0446-0124,nzd0446-0125,nzd0446-0126,nzd0446-0127,nzd0446-0128,nzd0446-0129,nzd0446-0130,nzd0446-0131,nzd0446-0132,nzd0446-0133,nzd0446-0134,nzd0446-0135,nzd0446-0136,nzd0446-0137,nzd0446-0138,nzd0446-0139,nzd0446-0140,nzd0446-0141,nzd0446-0142,nzd0446-0143,nzd0446-0144,nzd0446-0145,nzd0446-0146,nzd0446-0147,nzd0446-0148,nzd0446-0149,nzd0446-0150,nzd0446-0151,nzd0446-0152,nzd0446-0153,nzd0446-0154,nzd0446-0155,nzd0446-0156,nzd0446-0157,nzd0446-0158,nzd0446-0159,nzd0446-0160,nzd0446-0161,nzd0446-0162,nzd0446-0163,nzd0446-0164,satname
1999-10-27 22:19:03+00:00,126.27,147.72,168.37,185.75,202.59,223.85,241.07,261.25,281.15,299.09,313.15,327.57,327.42,330.32,332.19,337.87,342.60,346.69,346.50,350.73,352.85,363.46,362.92,366.88,372.68,371.93,367.42,369.40,366.58,370.48,368.88,370.61,371.71,369.85,369.78,372.48,372.51,371.78,368.97,369.10,363.28,363.11,365.72,364.00,367.65,365.85,367.00,373.40,377.64,376.22,377.11,373.79,374.25,370.89,368.15,367.71,365.95,364.72,365.05,365.18,359.66,362.40,363.27,364.64,367.31,367.87,369.50,370.99,367.63,373.92,375.30,375.31,376.20,376.94,376.65,377.25,376.36,371.63,371.75,370.60,363.73,376.90,375.65,369.83,374.87,370.11,368.02,366.62,362.38,358.55,359.18,366.44,363.25,363.92,363.15,,367.13,367.44,361.59,362.35,,,383.02,386.79,384.74,379.59,382.83,380.57,384.50,385.84,385.11,,,,,,,,,,,,,,,,,,,,,,,,,,,362.94,360.46,355.84,363.33,356.02,356.45,369.54,368.15,369.40,373.36,369.25,368.84,367.25,364.00,357.16,359.31,355.75,359.42,360.06,356.07,350.39,355.27,349.11,351.84,353.23,345.95,342.86,355.76,L7
1999-11-21 22:12:47+00:00,,,,,,245.64,264.31,279.58,300.01,316.16,335.28,346.62,351.33,352.89,356.96,363.56,365.51,368.29,376.79,376.10,382.24,384.98,387.84,390.70,392.87,396.13,396.70,395.61,398.37,392.49,394.46,393.52,396.99,395.46,397.67,402.65,396.41,398.80,395.74,388.17,394.55,396.13,393.01,400.77,396.71,396.34,398.18,395.39,394.80,390.29,391.06,393.94,390.41,388.34,392.21,390.07,396.45,393.39,393.53,396.39,394.74,397.91,399.40,395.86,396.38,395.60,398.49,397.85,397.72,396.68,397.15,398.86,400.51,400.68,402.49,407.61,401.70,400.65,399.35,398.11,399.61,396.00,395.69,398.57,391.24,392.54,387.56,388.38,384.98,389.08,390.63,393.08,386.75,386.91,395.29,409.55,404.89,366.45,398.87,387.29,,,403.84,405.76,401.45,409.41,403.73,404.83,400.58,409.22,407.60,411.90,407.94,400.26,400.13,397.20,392.29,391.09,385.21,384.63,382.76,385.12,379.93,379.39,381.13,387.24,386.81,389.68,392.33,394.16,392.55,397.97,398.67,391.66,390.51,392.01,389.52,388.77,387.12,386.33,386.86,393.73,377.99,385.00,393.31,393.50,385.08,385.40,375.55,380.18,384.49,385.68,383.65,381.21,371.62,374.32,360.34,356.16,357.17,348.36,351.11,347.10,342.95,351.41,367.28,L7
1999-11-28 22:18:56+00:00,110.59,132.92,152.88,175.31,189.81,213.21,234.48,254.27,272.47,291.12,308.08,316.53,319.52,322.66,328.27,329.10,332.34,340.37,344.95,347.32,354.80,357.15,362.39,367.65,370.10,368.73,365.66,365.27,364.30,365.49,365.11,363.19,359.77,365.73,366.73,368.87,368.15,368.25,370.99,368.75,364.69,365.50,364.60,366.92,364.29,362.54,363.29,368.40,368.46,370.58,367.37,365.67,366.93,369.69,368.46,369.31,372.55,368.27,365.38,363.34,364.33,360.98,356.31,359.07,360.75,362.00,361.98,362.50,356.79,361.67,362.06,369.82,367.36,374.47,373.03,372.98,370.49,367.89,365.81,363.40,358.93,359.57,362.31,365.38,361.13,357.25,360.00,358.85,356.90,355.12,353.05,353.48,360.80,368.80,391.91,376.51,359.60,356.80,347.21,357.24,358.34,353.99,351.86,359.45,364.92,362.54,370.80,374.72,380.82,375.78,374.50,380.62,375.02,370.41,370.64,366.33,362.23,356.01,361.58,359.25,357.45,353.47,354.69,353.42,358.85,354.60,354.10,357.75,355.30,363.20,369.45,364.75,362.81,369.55,369.49,366.69,359.93,358.31,360.66,356.56,354.49,355.53,358.50,357.95,350.69,357.70,359.17,360.62,362.81,359.39,355.18,350.79,348.61,346.19,344.65,338.90,342.50,334.42,335.36,334.13,329.43,326.69,328.84,336.51,356.45,L7
1999-12-07 22:13:17+00:00,124.06,142.38,166.56,184.68,199.27,223.08,240.95,256.89,278.67,296.60,310.23,320.36,321.88,326.57,325.75,331.05,333.81,336.04,339.50,348.28,353.91,357.81,360.68,362.65,367.94,372.43,370.08,371.94,365.02,368.28,371.63,366.46,367.33,370.37,369.42,369.52,367.16,362.06,362.55,361.40,368.42,371.90,373.08,371.78,373.79,370.43,366.97,367.40,362.91,363.16,361.26,368.65,373.44,373.11,372.66,373.15,368.96,366.47,371.06,369.68,364.11,365.69,367.19,366.70,369.32,369.68,372.26,368.40,366.98,368.57,372.47,373.32,376.74,377.55,378.80,379.28,377.68,378.12,374.40,370.62,374.18,372.15,372.38,,362.31,363.93,360.35,361.90,360.70,362.81,365.73,367.95,362.75,369.32,384.01,370.31,349.86,355.24,363.91,318.69,363.79,370.99,370.66,375.35,376.74,382.54,378.26,380.52,383.74,387.71,387.75,379.74,377.41,374.22,374.61,371.05,368.60,366.91,361.45,360.73,362.20,363.92,357.80,355.60,351.15,355.32,354.62,360.22,360.99,366.55,367.32,371.88,373.89,369.37,365.28,364.06,361.80,364.76,363.54,359.24,363.49,360.15,358.76,364.50,370.64,372.26,364.79,361.14,356.97,354.92,354.73,355.68,354.05,351.26,342.90,344.36,342.92,338.66,340.35,338.70,342.97,339.64,336.61,346.06,354.30,L7
1999-12-14 22:19:07+00:00,114.56,134.32,155.36,177.05,195.32,217.29,237.72,255.00,272.45,292.11,312.46,319.90,322.16,326.21,327.40,332.33,338.80,342.13,342.79,351.27,359.54,359.02,364.63,366.21,372.68,367.83,364.25,367.07,366.62,366.77,362.59,365.20,365.63,369.84,370.28,373.03,373.27,371.15,368.18,365.41,369.76,367.32,366.97,368.27,367.76,370.58,369.08,369.69,373.91,376.33,370.86,370.45,369.86,371.40,373.52,374.40,375.88,375.12,373.92,372.04,368.24,363.93,362.51,365.93,366.61,364.09,367.13,367.21,365.96,372.89,369.34,372.60,376.13,374.62,374.26,375.67,372.50,368.41,370.64,366.82,364.84,362.12,360.96,365.04,361.61,360.32,361.83,358.33,361.95,365.33,361.59,359.03,366.32,371.73,372.36,377.76,376.42,,,,,,,,,,,,,,380.04,389.33,381.10,383.02,376.69,371.43,366.12,362.84,360.15,359.88,360.99,351.66,352.59,355.51,354.27,358.03,358.17,353.60,362.20,366.64,368.30,372.31,370.55,368.89,373.83,368.91,364.62,362.13,361.87,356.71,361.03,353.11,364.72,361.44,354.85,361.36,359.49,364.39,,,,,,,,,,,,,351.31,348.10,351.26,360.19,368.72,L7
2000-05-15 22:12:30+00:00,126.93,142.62,169.37,183.38,206.58,220.95,243.28,260.07,279.32,300.48,315.09,328.20,336.71,342.03,344.02,351.71,351.10,355.15,360.40,365.52,362.79,371.86,374.06,378.67,377.57,378.93,379.27,373.37,376.99,377.41,382.61,383.11,380.06,377.99,381.47,382.59,381.70,384.93,379.76,378.41,383.42,379.66,380.32,380.72,380.22,378.59,381.02,381.69,379.02,376.58,378.93,382.39,378.26,380.41,378.77,375.14,378.12,378.86,375.90,377.91,378.67,373.68,375.88,374.69,377.90,375.09,380.12,381.85,379.04,375.83,381.73,382.50,382.84,378.10,380.69,379.20,379.11,378.32,375.37,374.08,373.63,373.96,376.17,377.08,376.59,376.14,372.20,376.37,374.00,377.79,377.96,379.88,374.77,373.66,374.52,385.66,387.34,375.29,,282.57,362.98,361.11,369.93,366.04,359.72,378.59,369.45,381.70,377.57,389.37,392.59,392.33,394.49,383.75,382.44,377.24,380.83,379.95,370.09,368.42,362.95,364.11,361.06,362.99,362.81,361.62,364.18,370.45,367.69,371.93,372.59,378.41,371.36,374.07,365.65,364.25,362.23,360.83,360.90,355.87,359.29,358.27,356.59,365.37,372.92,371.42,365.98,363.18,359.61,357.97,363.41,359.84,364.55,366.71,361.90,365.35,363.80,366.74,368.55,369.52,369.83,377.74,383.39,384.84,389.56,L7
2000-08-19 22:11:01+00:00,118.09,127.33,148.89,177.99,195.18,221.54,245.78,264.25,280.69,304.42,325.16,332.03,332.45,336.27,345.00,343.71,350.06,353.77,362.50,368.62,372.32,374.94,384.53,385.86,394.08,397.91,390.95,395.86,392.17,388.13,385.16,386.49,388.61,383.73,386.57,386.46,390.81,393.33,391.79,388.31,388.98,388.92,392.18,391.17,385.53,388.01,388.76,389.88,390.43,388.20,386.79,388.78,386.47,385.40,387.06,389.57,390.49,385.79,384.64,382.66,381.71,381.99,381.36,383.37,379.34,379.66,381.10,383.40,385.07,385.39,383.87,387.99,386.55,391.31,393.52,392.38,386.43,387.09,389.90,391.33,393.18,394.25,393.56,388.59,387.00,386.92,389.92,393.55,391.45,392.22,390.45,,,,,,,,,,,,,,,,,,,,,,,,,389.98,391.90,384.92,386.06,385.45,380.19,377.06,378.34,377.64,376.42,383.05,382.22,382.18,386.69,382.63,389.94,392.77,391.20,387.78,388.55,385.41,383.41,382.12,379.27,382.10,383.65,383.28,387.64,386.63,385.73,387.48,388.43,388.50,387.85,385.10,379.92,372.42,370.66,368.26,372.10,365.69,367.90,362.38,363.77,363.46,361.41,363.84,361.79,363.05,366.57,L7
2000-09-20 22:10:50+00:00,94.36,117.33,139.40,158.98,178.52,201.76,223.68,252.21,268.72,291.88,309.36,318.89,321.05,326.09,331.72,335.80,344.93,347.40,349.77,354.39,359.20,361.29,365.06,370.21,376.40,373.80,369.60,373.02,372.80,373.40,372.50,375.35,373.45,372.52,374.01,367.61,369.03,370.18,369.35,370.34,368.47,367.48,367.74,371.16,371.86,369.69,376.73,375.28,379.18,379.51,374.59,371.34,368.52,366.95,371.89,372.65,376.83,372.84,369.60,369.80,370.47,370.74,366.68,362.56,363.90,365.15,363.36,367.71,369.99,369.11,367.83,372.25,369.52,378.59,380.93,375.96,373.02,372.16,374.69,374.26,375.96,376.69,373.76,375.30,376.66,371.31,368.21,370.47,369.84,372.61,368.41,363.49,369.16,379.69,369.70,369.83,359.43,358.42,358.71,363.76,362.05,361.40,362.61,366.01,370.54,367.34,376.80,374.59,388.77,387.39,389.30,392.48,388.15,,384.23,383.80,381.46,375.24,373.44,370.93,366.10,361.51,362.71,370.61,371.66,371.58,372.43,373.17,375.20,372.76,373.25,372.28,372.67,371.81,369.82,370.45,360.80,365.40,361.95,357.04,353.21,352.05,360.28,358.17,356.45,363.52,361.33,362.94,367.02,361.54,359.26,355.93,353.34,351.11,353.58,349.40,355.55,346.97,345.65,342.54,342.85,336.04,332.33,335.87,355.53,L7
2000-09-27 22:16:36+00:00,111.56,126.61,150.16,172.44,189.75,208.22,232.08,247.79,269.28,286.18,306.36,319.51,326.39,329.26,337.06,344.48,350.98,350.58,366.19,370.45,371.95,376.55,381.00,382.25,384.61,389.43,388.41,378.55,379.98,380.45,386.37,385.06,378.53,377.05,381.88,382.08,381.39,381.74,372.49,379.86,382.50,379.87,382.64,384.40,382.46,380.79,380.19,379.41,376.55,378.99,378.75,377.90,381.45,377.87,378.94,382.16,378.17,376.08,377.98,380.16,374.03,371.08,372.61,369.07,372.21,378.80,378.25,378.69,377.17,378.32,381.12,380.24,381.81,381.40,383.53,385.13,390.83,387.86,387.50,386.20,386.89,387.14,386.23,386.60,385.02,384.95,379.86,386.74,389.98,388.88,391.74,392.77,387.76,378.90,381.73,360.24,382.01,393.66,391.02,385.57,382.86,383.90,386.21,387.43,387.17,392.97,390.81,396.43,389.20,397.96,399.44,396.81,402.82,397.13,395.61,393.90,388.67,387.88,385.58,383.10,379.50,379.66,378.43,377.26,378.31,378.20,381.04,385.03,388.23,390.22,384.77,392.90,390.47,386.61,378.24,380.94,379.19,377.34,373.80,372.54,378.51,384.20,374.27,382.84,389.22,388.62,381.51,378.03,373.02,371.82,374.02,374.44,374.77,372.19,370.40,372.27,362.13,369.42,365.65,363.67,364.20,360.66,354.24,366.21,373.65,L7
2000-10-06 22:10:47+00:00,95.04,119.97,123.52,145.77,172.74,193.07,217.36,237.26,255.38,271.50,291.34,309.98,313.67,317.95,321.75,328.68,334.15,342.64,352.01,352.85,356.39,361.69,361.65,362.65,366.29,368.49,366.33,367.05,363.03,365.06,366.13,367.73,362.41,361.87,361.39,360.73,361.39,358.87,359.54,359.09,358.53,356.40,360.98,358.75,358.94,362.05,361.70,359.61,360.34,363.10,365.15,365.95,367.29,365.69,366.70,365.97,370.31,364.85,364.13,363.38,357.44,355.26,352.62,357.77,360.38,361.16,359.73,359.79,365.39,363.35,365.09,364.15,363.67,367.13,370.69,372.95,364.09,364.67,363.68,363.97,364.98,364.91,365.92,365.21,364.94,368.12,368.52,366.12,366.95,371.36,376.79,379.66,369.00,,,342.27,337.34,351.86,354.26,358.11,356.13,362.14,364.73,366.17,367.82,365.43,367.38,375.47,376.25,381.71,384.66,386.19,382.93,,375.89,373.99,370.71,371.16,363.24,358.42,358.38,355.68,360.19,367.49,365.41,367.33,367.38,368.72,370.00,373.48,373.29,370.74,370.17,369.63,360.48,360.28,,357.05,355.32,350.65,355.76,354.14,360.12,358.22,358.18,365.03,363.51,358.02,356.09,357.88,354.81,352.62,349.31,352.13,352.36,345.04,345.33,343.15,338.69,340.12,339.43,337.98,339.34,342.35,354.41,L7
