dates,nzd0446-0000,nzd0446-0001,nzd0446-0002,nzd0446-0003,nzd0446-0004,nzd0446-0005,nzd0446-0006,nzd0446-0007,nzd0446-0008,nzd0446-0009,nzd0446-0010,nzd0446-0011,nzd0446-0012,nzd0446-0013,nzd0446-0014,nzd0446-0015,nzd0446-0016,nzd0446-0017,nzd0446-0018,nzd0446-0019,nzd0446-0020,nzd0446-0021,nzd0446-0022,nzd0446-0023,nzd0446-0024,nzd0446-0025,nzd0446-0026,nzd0446-0027,nzd0446-0028,nzd0446-0029,nzd0446-0030,nzd0446-0031,nzd0446-0032,nzd0446-0033,nzd0446-0034,nzd0446-0035,nzd0446-0036,nzd0446-0037,nzd0446-0038,nzd0446-0039,nzd0446-0040,nzd0446-0041,nzd0446-0042,nzd0446-0043,nzd0446-0044,nzd0446-0045,nzd0446-0046,nzd0446-0047,nzd0446-0048,nzd0446-0049,nzd0446-0050,nzd0446-0051,nzd0446-0052,nzd0446-0053,nzd0446-0054,nzd0446-0055,nzd0446-0056,nzd0446-0057,nzd0446-0058,nzd0446-0059,nzd0446-0060,nzd0446-0061,nzd0446-0062,nzd0446-0063,nzd0446-0064,nzd0446-0065,nzd0446-0066,nzd0446-0067,nzd0446-0068,nzd0446-0069,nzd0446-0070,nzd0446-0071,nzd0446-0072,nzd0446-0073,nzd0446-0074,nzd0446-0075,nzd0446-0076,nzd0446-0077,nzd0446-0078,nzd0446-0079,nzd0446-0080,nzd0446-0081,nzd0446-0082,nzd0446-0083,nzd0446-0084,nzd0446-0085,nzd0446-0086,nzd0446-0087,nzd0446-0088,nzd0446-0089,nzd0446-0090,nzd0446-0091,nzd0446-0092,nzd0446-0093,nzd0446-0094,nzd0446-0095,nzd0446-0096,nzd0446-0097,nzd0446-0098,nzd0446-0099,nzd0446-0100,nzd0446-0101,nzd0446-0102,nzd0446-0103,nzd0446-0104,nzd0446-0105,nzd0446-0106,nzd0446-0107,nzd0446-0108,nzd0446-0109,nzd0446-0110,nzd0446-0111,nzd0446-0112,nzd0446-0113,nzd0446-0114,nzd0446-0115,nzd0446-0116,nzd0446-0117,nzd0446-0118,nzd0446-0119,nzd0446-0120,nzd0446-0121,nzd0446-0122,nzd0446-0123,nzd0446-0124,nzd0446-0125,nzd0446-0126,nzd0446-0127,nzd0446-0128,nzd0446-0129,nzd0446-0130,nzd0446-0131,nzd0446-0132,nzd0446-0133,nzd0446-0134,nzd0446-0135,nzd0446-0136,nzd0446-0137,nzd0446-0138,nzd0446-0139,nzd0446-0140,nzd0446-0141,nzd0446-0142,nzd0446-0143,nzd0446-0144,nzd0446-0145,nzd0446-0146,nzd0446-0147,nzd0446-0148,nzd0446-0149,nzd0446-0150,nzd0446-0151,nzd0446-0152,nzd0446-0153,nzd0446-0154,nzd0446-0155,nzd0446-0156,nzd0446-0157,nzd0446-0158,nzd0446-0159,nzd0446-0160,nzd0446-0161,nzd0446-0162,nzd0446-0163,nzd0446-0164,satname
1999-10-27 22:19:03+00:00,126.27,147.72,168.37,185.75,202.59,223.85,241.07,261.25,281.15,299.09,313.15,327.57,327.42,330.32,332.19,337.87,342.60,346.69,346.50,350.73,352.85,363.46,362.92,366.88,372.68,371.93,367.42,369.40,366.58,370.48,368.88,370.61,371.71,369.85,369.78,372.48,372.51,371.78,368.97,369.10,363.28,363.11,365.72,364.00,367.65,365.85,367.00,373.40,377.64,376.22,377.11,373.79,374.25,370.89,368.15,367.71,365.95,364.72,365.05,365.18,359.66,362.40,363.27,364.64,367.31,367.87,369.50,370.99,367.63,373.92,375.30,375.31,376.20,376.94,376.65,377.25,376.36,371.63,371.75,370.60,363.73,376.90,375.65,369.83,374.87,370.11,368.02,366.62,362.38,358.55,359.18,366.44,363.25,363.92,363.15,,367.13,367.44,361.59,362.35,,,383.02,386.79,384.74,379.59,382.83,380.57,384.50,385.84,385.11,,,,,,,,,,,,,,,,,,,,,,,,,,,362.94,360.46,355.84,363.33,356.02,356.45,369.54,368.15,369.40,373.36,369.25,368.84,367.25,364.00,357.16,359.31,355.75,359.42,360.06,356.07,350.39,355.27,349.11,351.84,353.23,345.95,342.86,355.76,L7
1999-11-21 22:12:47+00:00,126.27,147.72,168.37,185.75,202.59,234.75,252.69,270.41,290.58,307.62,324.21,337.10,339.38,341.61,344.57,350.72,354.06,357.49,361.64,363.42,367.55,374.22,375.38,378.79,382.77,384.03,382.06,382.50,382.48,381.49,381.67,382.06,384.35,382.65,383.73,387.56,384.46,385.29,382.36,378.63,378.91,379.62,379.37,382.38,382.18,381.10,382.59,384.39,386.22,383.25,384.09,383.87,382.33,379.62,380.18,378.89,381.20,379.06,379.29,380.78,377.20,380.15,381.33,380.25,381.85,381.74,384.00,384.42,382.68,385.30,386.23,387.09,388.36,388.81,389.57,392.43,389.03,386.14,385.55,384.36,381.67,386.45,385.67,384.20,383.06,381.33,377.79,377.50,373.68,373.81,374.90,379.76,375.00,375.42,379.22,409.55,386.01,366.94,380.23,374.82,,,393.43,396.27,393.10,394.50,393.28,392.70,392.54,397.53,396.36,411.90,407.94,400.26,400.13,397.20,392.29,391.09,385.21,384.63,382.76,385.12,379.93,379.39,381.13,387.24,386.81,389.68,392.33,394.16,392.55,397.97,398.67,391.66,390.51,392.01,389.52,375.86,373.79,371.08,375.10,374.88,367.22,377.27,380.73,381.45,379.22,377.32,372.19,373.72,374.25,371.42,371.48,368.48,365.52,367.19,358.20,353.27,356.22,348.74,351.48,350.17,344.45,347.13,361.52,L7
1999-11-28 22:18:56+00:00,118.43,140.32,160.62,180.53,196.20,227.57,246.62,265.03,284.54,302.12,318.84,330.24,332.76,335.29,339.14,343.51,346.82,351.78,356.08,358.05,363.30,368.53,371.05,375.08,378.55,378.93,376.59,376.76,376.42,376.15,376.15,375.77,376.16,377.01,378.06,381.33,379.02,379.61,378.57,375.34,374.17,374.91,374.44,377.23,376.22,374.91,376.16,379.06,380.30,379.03,378.51,377.80,377.20,376.31,376.27,375.70,378.32,375.46,374.65,374.97,372.91,373.76,372.99,373.19,374.81,375.16,376.66,377.11,374.05,377.42,378.17,381.33,381.36,384.03,384.06,385.95,382.85,380.06,378.97,377.37,374.09,377.49,377.88,377.93,375.75,373.30,371.86,371.28,368.09,367.58,367.62,371.00,370.27,373.21,383.45,393.03,377.21,363.56,369.22,368.96,358.34,353.99,379.57,384.00,383.70,383.85,385.79,386.71,388.63,390.28,389.07,396.26,391.48,385.34,385.38,381.76,377.26,373.55,373.39,371.94,370.11,369.30,367.31,366.40,369.99,370.92,370.46,373.72,373.81,378.68,381.00,381.36,380.74,380.61,380.00,379.35,374.73,370.01,369.41,366.24,368.23,368.43,364.31,370.83,370.72,373.53,372.54,371.76,369.07,368.94,367.89,364.54,363.86,361.05,358.56,357.76,352.97,346.99,349.27,343.87,344.13,342.34,339.25,343.59,359.83,L7
1999-12-07 22:13:17+00:00,120.31,141.01,162.60,181.91,197.22,226.44,245.20,263.00,283.07,300.74,316.69,327.77,330.04,333.11,335.79,340.39,343.56,347.85,351.94,355.61,360.95,365.85,368.46,371.97,375.90,377.31,374.97,375.56,373.57,374.19,375.02,373.44,373.95,375.35,375.90,378.38,376.06,375.22,374.56,371.86,372.74,374.16,374.10,375.87,375.61,373.79,373.86,376.15,375.95,375.06,374.20,375.51,376.26,375.51,375.37,375.06,375.98,373.21,373.75,373.65,370.71,371.75,371.54,371.57,373.44,373.79,375.56,374.94,372.28,375.21,376.75,379.33,380.20,382.41,382.74,384.28,381.56,379.57,377.83,375.68,374.11,376.15,376.51,377.93,372.39,370.96,368.98,368.94,366.24,366.39,367.15,370.24,368.39,372.24,383.59,385.46,370.37,361.48,367.89,356.39,361.06,362.49,377.35,381.84,381.96,383.52,383.90,385.16,387.41,389.64,388.74,390.75,386.79,381.63,381.79,378.19,374.37,371.34,369.41,368.20,367.47,367.50,364.14,362.80,363.71,365.72,365.18,369.22,369.54,374.64,376.44,378.20,378.46,376.86,375.09,374.25,370.42,368.69,367.94,364.49,367.04,366.36,362.93,369.25,370.70,373.21,370.60,369.10,366.04,365.44,364.60,362.33,361.40,358.60,354.65,354.41,350.46,344.91,347.04,342.57,343.84,341.67,338.59,344.21,358.45,L7
1999-12-14 22:19:07+00:00,118.87,139.33,160.79,180.70,196.75,224.61,243.71,261.40,280.95,299.02,315.84,326.20,328.46,331.73,334.11,338.78,342.61,346.70,350.11,354.74,360.67,364.48,367.69,370.82,375.25,375.41,372.82,373.86,372.18,372.70,372.53,371.80,372.29,374.25,374.78,377.31,375.50,374.41,373.29,370.57,372.14,372.79,372.68,374.35,374.04,373.15,372.90,374.86,375.54,375.32,373.53,374.50,374.98,374.69,375.00,374.93,375.96,373.59,373.79,373.33,370.22,370.18,369.74,370.44,372.07,371.85,373.87,373.39,371.02,374.75,375.26,377.98,379.39,380.85,381.05,382.56,379.75,377.34,376.39,373.91,372.26,373.35,373.40,374.70,370.23,368.83,367.55,366.82,365.38,366.18,366.04,368.00,367.97,372.14,381.34,383.53,371.58,361.48,367.89,356.39,361.06,362.49,377.35,381.84,381.96,383.52,383.90,385.16,387.41,389.64,387.00,390.40,385.37,381.98,380.52,376.50,372.31,369.21,367.10,366.12,365.85,363.54,361.25,360.98,361.35,363.80,363.43,365.31,367.70,372.64,374.40,376.73,376.48,374.87,374.78,372.92,368.97,367.38,366.73,362.94,365.84,363.71,363.28,367.69,367.53,370.84,368.38,368.16,366.04,365.44,364.60,362.33,361.40,358.60,354.65,354.41,350.46,344.91,347.04,342.57,345.33,342.95,341.12,347.41,360.50,L7
2000-05-15 22:12:30+00:00,119.04,138.06,161.04,180.11,197.75,224.03,244.15,261.16,280.58,299.29,316.23,326.32,330.32,334.07,336.48,341.55,344.31,348.40,352.89,357.70,362.66,366.16,369.92,373.18,376.23,376.81,375.19,374.65,374.26,374.09,375.28,374.30,373.96,375.88,377.11,379.33,377.34,377.04,375.44,372.43,376.17,376.10,375.60,377.69,376.55,375.70,375.71,376.51,375.82,375.39,373.90,376.22,375.78,376.59,377.12,376.41,378.39,376.42,375.96,375.87,374.02,372.44,372.26,372.45,374.19,373.29,376.00,375.56,373.30,375.13,376.55,379.42,380.72,381.08,381.85,382.95,380.30,378.68,377.11,374.61,374.24,372.76,373.50,376.52,370.58,370.04,368.39,368.77,367.71,370.03,369.79,370.68,370.28,374.08,383.62,383.96,375.62,363.44,370.00,336.45,361.70,362.03,374.07,376.65,375.71,383.27,380.56,385.44,385.68,390.52,388.50,390.78,387.19,382.33,380.90,376.65,374.01,371.36,367.70,366.58,365.27,363.66,361.21,361.38,361.64,363.36,363.58,366.34,367.70,372.50,374.04,377.06,375.46,374.71,372.95,371.18,367.62,366.96,366.82,362.94,365.03,364.16,363.31,366.85,368.48,371.25,366.90,366.95,363.74,363.12,364.45,363.00,362.72,361.34,355.27,355.73,352.39,349.00,350.36,347.68,348.93,347.85,348.61,355.80,367.26,L7
2000-08-19 22:11:01+00:00,122.51,134.97,159.13,180.69,200.88,221.25,244.53,262.16,280.00,302.45,320.12,330.12,334.58,339.15,344.51,347.71,350.58,354.46,361.45,367.07,367.56,373.40,379.29,382.26,385.82,388.42,385.11,384.62,384.58,382.77,383.88,384.80,384.34,380.86,384.02,384.52,386.25,389.13,385.77,383.36,386.20,384.29,386.25,385.95,382.88,383.30,384.89,385.78,384.73,382.39,382.86,385.58,382.37,382.90,382.91,382.36,384.31,382.33,380.27,380.29,380.19,377.84,378.62,379.03,378.62,377.38,380.61,382.62,382.06,380.61,382.80,385.25,384.69,384.71,387.11,385.79,382.77,382.70,382.63,382.70,383.40,384.11,384.87,382.83,381.79,381.53,381.06,384.96,382.73,385.00,384.20,379.88,374.77,373.66,374.52,385.66,387.34,375.29,,282.57,362.98,361.11,369.93,366.04,359.72,378.59,369.45,381.70,377.57,389.37,392.59,392.33,394.49,383.75,382.44,383.61,386.37,382.44,378.07,376.94,371.57,370.59,369.70,370.31,369.62,372.34,373.20,376.31,377.19,377.28,381.26,385.59,381.28,380.92,377.10,374.83,372.82,371.48,370.08,368.99,371.47,370.77,372.12,376.00,379.33,379.45,377.21,375.84,373.73,371.54,371.67,366.13,367.61,367.49,367.00,365.52,365.85,364.56,366.16,366.49,365.62,370.79,372.59,373.94,378.06,L7
2000-09-20 22:10:50+00:00,113.13,129.09,152.55,173.45,193.43,214.75,237.58,258.84,276.24,298.93,316.54,326.37,330.07,334.80,340.25,343.74,348.70,352.11,357.56,362.84,364.77,369.36,374.55,378.25,382.68,383.55,379.94,380.75,380.65,379.65,380.09,381.65,380.71,378.08,380.68,378.89,380.51,382.81,380.30,379.02,380.29,378.69,380.08,381.02,379.20,378.76,382.17,382.28,382.88,381.43,380.10,380.84,377.75,377.59,379.24,379.12,381.81,379.16,376.71,376.79,376.95,375.47,374.64,373.54,373.71,373.30,374.86,377.65,378.03,376.78,377.81,380.91,379.64,382.67,385.05,382.51,379.52,379.19,379.99,379.89,380.92,381.63,381.16,380.32,380.08,378.12,376.78,380.13,378.43,380.87,378.94,371.69,371.97,376.68,372.11,377.75,373.38,366.86,358.71,323.16,362.51,361.25,366.27,366.02,365.13,372.96,373.12,378.14,383.17,388.38,390.94,392.40,391.32,383.75,383.34,383.67,384.73,380.04,376.53,374.93,369.75,367.56,367.37,370.41,370.30,372.08,372.94,375.27,376.53,375.77,378.59,381.15,378.41,377.89,374.67,373.37,368.81,369.45,367.37,365.00,365.38,364.53,368.17,370.06,371.70,374.14,371.91,371.54,371.49,368.20,367.53,362.73,362.85,362.03,362.53,360.15,362.42,358.70,359.32,358.51,358.03,359.21,359.17,361.25,370.55,L7
2000-09-27 22:16:36+00:00,112.73,128.47,151.95,173.20,192.51,213.12,236.21,256.08,274.50,295.74,313.99,324.66,329.15,333.41,339.45,343.93,349.27,351.72,359.71,364.75,366.56,371.16,376.16,379.25,383.16,385.02,382.06,380.20,380.49,379.85,381.66,382.50,380.16,377.82,380.98,379.69,380.73,382.55,378.35,379.23,380.84,378.98,380.72,381.86,380.02,379.27,381.68,381.56,381.30,380.82,379.76,380.10,378.68,377.66,379.16,379.88,380.90,378.39,377.03,377.63,376.22,374.37,374.13,372.42,373.34,374.68,375.71,377.91,377.82,377.16,378.64,380.75,380.18,382.35,384.67,383.17,382.35,381.36,381.87,381.47,382.41,383.01,382.43,381.89,381.32,379.83,377.55,381.78,381.32,382.88,382.14,378.71,377.23,377.42,375.32,371.91,376.26,375.79,374.87,343.97,369.30,368.80,372.92,373.16,372.48,379.63,379.02,384.24,385.18,391.57,393.78,393.87,395.15,390.44,387.43,386.23,385.71,382.00,378.79,376.98,372.19,370.59,370.13,372.12,372.30,373.61,374.97,377.71,379.45,379.38,380.14,384.09,381.43,380.07,375.56,375.26,371.41,371.42,368.98,366.89,368.66,369.45,369.69,373.25,376.08,377.76,374.31,373.16,371.88,369.11,369.15,365.66,365.83,364.57,364.50,363.18,362.35,361.38,360.90,359.80,359.57,359.57,357.94,362.49,371.33,L7
2000-10-06 22:10:47+00:00,109.20,126.77,146.27,167.71,188.55,209.11,232.44,252.32,270.68,290.89,309.46,321.72,326.05,330.32,335.91,340.88,346.24,349.91,358.17,362.37,364.53,369.27,373.26,375.93,379.79,381.71,378.91,377.57,376.99,376.89,378.55,379.55,376.61,374.63,377.06,375.89,376.86,377.81,374.59,375.20,376.38,374.47,376.77,377.24,375.80,375.83,377.68,377.17,377.10,377.28,376.84,377.27,376.40,375.26,376.67,377.10,378.78,375.68,374.45,374.78,372.46,370.55,369.83,369.49,370.75,371.97,372.51,374.29,375.33,374.40,375.93,377.43,376.88,379.31,381.87,381.12,378.70,378.02,378.23,377.97,378.93,379.39,379.13,378.56,378.04,377.49,375.74,378.65,378.44,380.57,381.07,378.95,375.17,377.42,375.32,364.50,366.53,369.81,368.00,347.50,366.00,367.14,370.87,371.41,371.31,376.08,376.11,382.05,382.95,389.11,391.50,391.95,392.10,390.44,384.54,383.78,382.71,379.83,375.68,373.26,369.42,367.60,368.15,371.20,370.92,372.36,373.45,375.91,377.56,378.20,378.77,381.42,379.17,377.98,372.55,372.27,371.41,368.55,366.25,363.64,366.08,366.39,367.78,370.25,372.50,375.21,372.15,370.13,368.72,366.86,366.28,363.05,362.53,362.08,362.07,359.55,358.94,357.73,356.46,355.86,355.54,355.25,354.22,358.46,367.94,L7
