,dates,jap0075-0000,jap0075-0001,jap0075-0002,jap0075-0003,jap0075-0004,jap0075-0005,jap0075-0006,jap0075-0007,jap0075-0008,jap0075-0009,jap0075-0010,jap0075-0011,jap0075-0012,jap0075-0013,jap0075-0014,jap0075-0015,jap0075-0016,jap0075-0017,jap0075-0018,jap0075-0019,jap0075-0020,jap0075-0021,jap0075-0022,jap0075-0023,jap0075-0024,jap0075-0025,jap0075-0026,jap0075-0027,jap0075-0028,jap0075-0029,jap0075-0030,jap0075-0031,jap0075-0032,jap0075-0033,jap0075-0034,jap0075-0035,jap0075-0036,jap0075-0037,jap0075-0038,jap0075-0039,jap0075-0040,jap0075-0041,jap0075-0042,jap0075-0043,jap0075-0044,jap0075-0045,jap0075-0046,jap0075-0047,jap0075-0048,jap0075-0049,jap0075-0050,jap0075-0051,jap0075-0052,jap0075-0053,jap0075-0054,jap0075-0055
0,1984-10-10 00:50:30+00:00,4.2484851555768595,3.69004897709992,14.63054025498763,24.841169366871352,,,,,,61.693091036221304,60.90063451953565,,,,,,94.98922512917706,103.3736995053138,109.49860863554923,116.55857856588217,112.57850630504791,116.0934225370759,109.16871582229189,113.7214535979742,115.65090117950292,114.40835584169223,,,129.1841983327901,,141.09699748402582,157.14088634823258,150.66523070447587,,,151.54143230098254,149.90419538249924,145.1168850284608,149.3165287717182,145.72924388045723,138.55804384277872,143.4006315566254,157.99191930373811,175.58408182772132,189.88007297071186,197.97050495030038,210.6207572121848,215.6838176003831,226.71615542979868,,,,,,205.24637195776376,166.2238248498798
1,1985-09-27 00:49:33+00:00,23.48091908748303,26.059893014696847,29.01974145707885,36.59888285588969,45.915143573893225,48.136434213239035,,,67.3977963894563,78.99320461681938,84.1922709184892,,,107.49631110135657,,,,138.16560973611038,,132.80025730376096,130.66605819706254,129.2897664320157,136.66152726287945,140.7191991155065,130.87997462182787,138.60424543368566,,149.23907702757688,,,159.92674182308636,,,172.8381035092265,164.6200597105939,162.99137838430957,162.0466021320345,162.52474782185436,163.18648345860262,,162.42617558227084,167.34985315113715,175.2319893198179,183.3109997924197,193.73844327121645,205.10258945247125,,227.9537236905888,229.22755523576782,,,,,,224.0223319797489,185.58346525590062
2,1985-10-29 00:49:11+00:00,21.66601301524476,27.68363062557402,38.140143053503365,45.36169511204405,47.777963744818706,53.993044168974336,,,76.3601092036922,85.65844265124598,89.66270596000216,92.82792852001973,,109.44799381820425,,,,,145.19949267860696,145.09997297515554,133.23572789949398,145.16954928479282,140.90455439387182,141.75518663740397,142.16649390452216,145.991144747649,,,,,,,175.5448821585714,181.0796073788975,184.55726079749098,183.16193393157334,176.02268684591147,174.28223240518724,169.70420256658875,,,,180.14306149972703,191.84876705344323,205.4109834718147,,,239.8471670077717,,,,,,,210.54156017642663,203.70123586197533
3,1986-06-10 00:44:19+00:00,,19.592074469773348,32.605166593167915,33.32508721716763,36.16863879955625,,,,71.6225576531993,78.81198756600425,76.48842982186149,,,,,,,,,122.44800696458921,106.99129600296037,118.82149941133154,124.6873863964186,133.62585327154656,131.02439444881952,132.62792172092472,,,,,158.8683191780592,,,,160.4570715731636,166.88059466350145,165.67821253240814,166.70213251236302,,,,167.0553157311382,,181.89336788594818,195.66199777893462,200.35219664791975,,232.51962928548718,,,,,,,206.42417577315177,175.0924960094006
4,1986-06-26 00:43:49+00:00,,20.69080375088523,29.79656732936394,26.11144235896159,,,,,,64.64504696575676,,,,87.83156431179387,,103.67531837483716,,118.63078295902913,114.81438914131394,114.66673603829311,108.318570916318,125.29870253542268,130.87125971747793,132.48520822973776,135.13183136739744,134.2294077277223,,,,,,,,,,165.59598724675143,167.5649299773189,160.85847975794243,167.10170668966862,,,,174.94074034126695,175.73728864902148,190.10535110741847,201.25953934689338,,217.5189471458095,219.76657811833275,,,,,,199.01663361440595,171.05425790615448
5,1986-09-30 00:40:30+00:00,,26.928681187396492,31.899843863267865,,,,61.04563160176842,,68.71881560645974,74.57977647495792,,,101.13741857238139,,,,,122.20652617317039,111.63946979667207,112.57075676287704,114.59381781868791,127.42152216710542,,,130.2004700510233,132.7438414678091,,,148.57911573721103,,172.04066120850126,,156.74356845490883,177.92597997269698,162.5597881106663,151.85086023947687,158.10099868203596,151.81594110042795,160.7033122001201,151.7006139092414,,,,,,,,,,,,,,,176.04253852612982,
6,1988-05-30 00:50:53+00:00,,27.200370968452944,35.30384241524864,38.7156830917025,35.675803640448805,51.41220694699269,,,71.76746864713957,74.55779520475451,76.86700252482126,,,,91.36579404535541,,,103.69519868221226,109.56653644164115,106.8993111714953,98.99164325663192,112.3652446425383,118.50701443994899,121.06230932996104,122.34615239860102,124.74459253079795,,,,,,154.42063338072148,,,161.87796369442344,160.10986817318866,152.28320552926104,151.16995863496447,152.44053465938433,,,165.46326068597577,170.20206465898178,180.39785346636248,193.110252502933,198.95813887017158,,238.16950529705832,,,,99.4640918667184,,,185.90900125650384,161.4214600864071
7,1988-10-05 00:51:03+00:00,,,57.80200722568927,63.71667916680036,65.64309042419028,76.42938126203681,77.3607182300373,84.35510874273292,86.95872241487793,89.80311200068205,92.7090025532513,96.70376819097416,,,,,114.74654748573107,,124.08031862970698,129.89130429527864,125.40956126553098,130.9660954068257,136.56723377506393,131.66505859642842,138.3050308185331,139.30271582978736,,,,151.04608696192452,,160.8448646024205,,,164.74562115693445,162.19459041136233,160.8247350079422,164.4231988249982,168.4221717575729,,,169.11450642788924,182.11114346054467,190.23680548196253,199.15163245291262,,,237.49432265679238,249.99593560210633,221.80479729851697,,102.44829609531921,,,178.3857210750988,157.66545002006265
8,1989-03-30 00:49:23+00:00,22.78395605542901,27.669040099633133,25.70630677376706,26.85335677486539,,,,,53.1300586395372,,,,,73.6085084850724,,,84.61728897037948,91.30510799360634,94.91667134040371,98.3570506094445,101.53700779251545,111.11719426970296,108.69742124541555,112.30838515498085,119.3101197257357,123.2593636205,,,,,,,140.4724451943563,,,,140.78822991629295,139.31974052351606,147.3729726455581,146.25327737159196,147.44091781533578,155.93133234568245,163.6942201566602,172.9571646663837,168.8440420525777,188.9573757005158,,215.25792343271567,218.04059975364362,192.6168530997708,,104.7081469227918,,,,
9,1989-05-17 00:48:52+00:00,,28.0141664320033,31.763433148124353,28.335344066886563,,,,,49.722692306555025,,,,64.19067760234205,,,73.31447000271989,79.03839893632225,81.28342059660135,82.1133455912833,87.89731373214636,92.00347610260799,96.95638539702915,101.10240255214963,104.38710053529005,113.82639920363036,,,,,,126.43674339266602,,,153.49695815527772,144.7295370713242,,138.90653511559205,141.57694276212075,145.94704481035137,143.71519220861143,,,161.14914576463653,,173.14267836381447,191.5765078333589,208.5032281105228,211.41081853980702,216.2735730712932,188.28893981653758,,100.70781698291228,143.87895780161287,,,112.65701279255629
