dates,satname,nzd0008-0000,nzd0008-0001,nzd0008-0002,nzd0008-0003,nzd0008-0004,nzd0008-0005,nzd0008-0006,nzd0008-0007,nzd0008-0008,nzd0008-0009,nzd0008-0010,nzd0008-0011,nzd0008-0012,nzd0008-0013,nzd0008-0014,nzd0008-0015,nzd0008-0016,nzd0008-0017,nzd0008-0018,nzd0008-0019,nzd0008-0020,nzd0008-0021,nzd0008-0022,nzd0008-0023,nzd0008-0024,nzd0008-0025,nzd0008-0026,nzd0008-0027,nzd0008-0028,nzd0008-0029,nzd0008-0030,nzd0008-0031,nzd0008-0032,nzd0008-0033
1999-08-17 22:10:26+00:00,L7,369.35,351.11,339.25,339.46,358.42,379.46,380.38,384.81,386.63,390.11,389.65,392.22,398.39,,,421.24,418.73,411.41,399.68,403.77,409.14,409.80,421.78,423.92,424.81,403.01,394.69,383.26,379.26,380.90,356.33,338.80,332.92,286.53
1999-11-21 22:10:24+00:00,L7,358.59,340.30,338.95,338.59,350.94,369.05,368.14,369.21,377.72,377.34,376.37,384.92,389.19,399.05,408.64,410.70,404.90,405.60,399.28,404.87,406.08,408.06,415.45,404.55,398.94,386.40,385.61,376.11,368.53,365.02,343.82,329.47,325.69,301.38
1999-12-07 22:10:30+00:00,L7,338.75,330.36,322.22,329.50,332.72,344.53,338.43,338.56,347.08,354.71,350.85,367.39,372.13,378.39,385.29,386.08,382.40,381.44,374.54,379.05,384.73,382.52,390.01,378.67,371.56,356.10,347.01,342.59,342.55,342.71,320.57,302.13,299.18,278.29
2000-04-29 22:09:53+00:00,L7,392.08,367.54,360.34,364.27,367.39,383.86,380.50,383.15,388.89,394.75,404.18,409.64,413.18,416.79,420.74,422.03,425.44,428.16,435.99,444.83,447.95,443.87,447.49,437.41,430.45,415.83,415.22,405.33,404.63,396.77,371.46,349.49,347.74,
2000-05-15 22:09:42+00:00,L7,370.58,357.26,346.85,350.50,352.64,365.79,360.90,360.80,373.79,,,392.33,395.73,,,406.62,410.17,416.42,414.85,419.61,419.65,421.17,427.49,423.00,407.69,396.70,389.35,387.67,378.82,379.24,357.65,340.27,331.91,289.64
2000-06-16 22:09:26+00:00,L7,353.87,335.89,329.20,326.37,335.90,348.91,342.44,344.50,353.99,,,,372.50,,,395.36,401.64,406.67,399.60,407.35,411.32,410.54,409.89,404.22,389.85,372.80,363.51,367.06,368.24,371.11,348.47,329.81,318.73,284.47
2000-09-04 22:08:22+00:00,L7,382.79,363.73,358.28,363.97,371.89,379.02,366.80,365.90,376.81,388.23,393.74,389.28,393.87,400.84,410.64,414.44,418.22,422.44,431.93,437.88,438.17,440.09,442.44,432.64,416.12,401.36,401.19,394.89,385.35,383.27,357.62,339.86,339.76,282.95
2000-09-20 22:08:03+00:00,L7,395.53,370.88,364.29,369.24,371.24,377.62,372.54,375.10,384.08,391.46,386.10,398.01,409.55,412.03,413.78,416.45,415.20,423.13,428.44,432.85,438.09,434.95,440.62,422.91,414.94,402.19,394.43,381.88,374.10,376.50,353.31,337.07,337.02,
2000-10-06 22:07:59+00:00,L7,401.98,367.97,360.29,366.52,373.21,396.52,390.28,389.72,390.26,392.41,392.90,400.89,409.73,421.69,425.28,433.91,434.78,440.77,444.09,446.84,440.95,443.10,446.76,439.51,428.51,419.98,413.73,403.48,393.22,399.78,377.44,356.88,366.33,
2000-10-22 22:07:50+00:00,L7,408.38,374.33,359.98,366.09,383.70,407.42,400.28,401.70,393.74,392.67,397.48,396.63,406.60,423.05,426.82,433.00,429.14,428.01,419.91,426.55,430.25,433.22,435.95,428.52,427.07,424.08,417.93,397.69,382.55,381.99,361.12,339.45,352.80,300.09
