dates,nzd0008-0000,nzd0008-0001,nzd0008-0002,nzd0008-0003,nzd0008-0004,nzd0008-0005,nzd0008-0006,nzd0008-0007,nzd0008-0008,nzd0008-0009,nzd0008-0010,nzd0008-0011,nzd0008-0012,nzd0008-0013,nzd0008-0014,nzd0008-0015,nzd0008-0016,nzd0008-0017,nzd0008-0018,nzd0008-0019,nzd0008-0020,nzd0008-0021,nzd0008-0022,nzd0008-0023,nzd0008-0024,nzd0008-0025,nzd0008-0026,nzd0008-0027,nzd0008-0028,nzd0008-0029,nzd0008-0030,nzd0008-0031,nzd0008-0032,nzd0008-0033,satname
1999-08-17 22:10:26+00:00,362.68,346.11,334.25,333.75,351.75,372.79,374.67,378.14,380.92,385.11,382.98,386.51,393.39,,,416.80,413.73,406.41,394.68,398.06,403.43,404.80,416.07,418.92,419.81,398.01,389.69,378.26,374.26,375.90,352.33,334.80,327.92,282.09,L7
1999-11-21 22:10:24+00:00,365.80,347.08,340.48,340.60,356.51,376.09,375.84,378.84,383.75,385.10,384.84,390.14,395.16,406.80,416.39,417.19,413.19,409.88,400.86,405.89,409.19,410.31,420.19,415.61,413.25,396.08,391.52,381.06,375.27,374.33,351.17,335.24,330.68,295.18,L7
1999-12-07 22:10:30+00:00,367.01,349.17,342.06,345.66,358.80,375.79,372.13,375.64,380.29,382.64,383.73,391.32,395.15,404.10,412.34,413.64,410.59,408.07,399.75,405.71,409.80,408.71,418.89,410.96,407.02,390.42,384.35,375.90,372.03,371.46,347.11,330.33,327.85,296.36,L7
2000-04-29 22:09:53+00:00,371.47,352.32,346.75,351.27,358.68,374.15,369.50,371.97,378.38,381.85,385.47,394.46,397.75,404.33,411.14,411.82,410.50,411.32,409.52,416.73,420.07,417.73,424.80,413.13,406.57,392.36,388.86,380.93,378.15,374.42,350.28,332.03,330.45,303.50,L7
2000-05-15 22:09:42+00:00,372.58,354.55,347.78,352.22,358.50,373.39,368.50,370.51,378.37,381.85,385.47,395.07,398.25,404.33,411.14,411.41,411.41,413.59,411.85,418.59,421.11,419.59,426.61,416.60,407.85,394.44,389.99,383.61,379.32,376.62,352.93,334.89,331.82,300.07,L7
2000-06-16 22:09:26+00:00,377.40,357.48,349.38,351.52,357.20,371.41,365.76,368.04,376.70,382.75,388.18,396.41,397.72,404.79,408.74,411.49,416.33,421.00,420.73,428.41,430.78,429.11,432.77,425.46,413.25,399.03,393.28,390.60,387.81,386.29,362.33,342.99,336.71,297.62,L7
2000-09-04 22:08:22+00:00,376.25,357.17,349.73,352.49,358.37,370.81,363.88,365.00,374.59,381.74,385.96,391.18,394.88,399.06,405.94,410.56,414.93,419.49,421.66,428.63,430.49,429.98,433.04,425.38,412.09,397.74,393.38,389.80,385.32,383.66,359.65,340.71,335.60,290.50,L7
2000-09-20 22:08:03+00:00,376.77,357.41,350.14,352.98,357.61,368.84,362.75,363.69,373.63,380.81,380.45,389.31,395.32,399.22,404.39,409.51,412.48,417.71,420.51,426.62,429.15,428.47,431.70,422.39,410.16,396.13,391.09,385.72,380.58,379.73,356.38,337.98,333.38,290.50,L7
2000-10-06 22:07:59+00:00,377.08,356.25,348.92,351.91,356.32,369.56,364.00,364.14,373.06,379.34,377.73,387.63,394.80,400.46,405.24,410.99,413.28,418.64,421.53,426.65,427.78,428.00,430.88,422.32,410.30,397.19,391.95,385.76,379.77,380.15,357.56,338.80,335.96,290.50,L7
2000-10-22 22:07:50+00:00,377.36,355.69,347.35,350.34,356.04,370.78,365.60,365.31,372.43,377.60,375.81,384.94,393.34,400.58,405.15,411.34,412.41,416.84,418.15,423.05,424.54,425.60,428.01,420.07,409.55,397.88,392.52,384.32,377.02,377.27,355.55,336.38,335.22,288.01,L7
2000-12-25 22:08:03+00:00,375.87,353.81,345.42,348.06,353.65,368.32,364.13,361.91,369.98,375.79,372.58,380.96,391.12,399.27,404.50,409.18,408.91,412.79,412.34,416.34,417.27,417.87,419.47,412.03,404.03,391.44,386.19,375.39,366.55,369.47,347.98,328.79,330.30,283.64,L7
