,dates,mex0079-0000,mex0079-0001,mex0079-0002,mex0079-0003,mex0079-0004,mex0079-0005,mex0079-0006,mex0079-0007,mex0079-0008,mex0079-0009,mex0079-0010,mex0079-0011,mex0079-0012,mex0079-0013,mex0079-0014,mex0079-0015,mex0079-0016,mex0079-0017,mex0079-0018,mex0079-0019,mex0079-0020,mex0079-0021,mex0079-0022,mex0079-0023,mex0079-0024,mex0079-0025,mex0079-0026,mex0079-0027,mex0079-0028,mex0079-0029,mex0079-0030,mex0079-0031,mex0079-0032,mex0079-0033,mex0079-0034,mex0079-0035,mex0079-0036,mex0079-0037,mex0079-0038,mex0079-0039,mex0079-0040,mex0079-0041,mex0079-0042,mex0079-0043,mex0079-0044,mex0079-0045,mex0079-0046,mex0079-0047,mex0079-0048,mex0079-0049,mex0079-0050,mex0079-0051,mex0079-0052,mex0079-0053,mex0079-0054,mex0079-0055,mex0079-0056,mex0079-0057,mex0079-0058,mex0079-0059,mex0079-0060,mex0079-0061,mex0079-0062,mex0079-0063,mex0079-0064,mex0079-0065,mex0079-0066,mex0079-0067,mex0079-0068,mex0079-0069,mex0079-0070,mex0079-0071,mex0079-0072,mex0079-0073,mex0079-0074,mex0079-0075,mex0079-0076,mex0079-0077,mex0079-0078,mex0079-0079,mex0079-0080,mex0079-0081,mex0079-0082,mex0079-0083,mex0079-0084,mex0079-0085,mex0079-0086,mex0079-0087,mex0079-0088,mex0079-0089,mex0079-0090,mex0079-0091,mex0079-0092,mex0079-0093,mex0079-0094,mex0079-0095,mex0079-0096,mex0079-0097,mex0079-0098,mex0079-0099,mex0079-0100,mex0079-0101,mex0079-0102,mex0079-0103,mex0079-0104,mex0079-0105,mex0079-0106,mex0079-0107,mex0079-0108,mex0079-0109,mex0079-0110,mex0079-0111,mex0079-0112,mex0079-0113,mex0079-0114,mex0079-0115,mex0079-0116,mex0079-0117,mex0079-0118,mex0079-0119,mex0079-0120,mex0079-0121
0,1984-12-23 16:24:48+00:00,174.80282588608563,,,,,156.2782644318356,160.67168589737733,158.956731311843,,,,,,,,,,,,,,,,,,,,,171.5911269212567,,,,,,,,,,,,,,,165.33568518391226,,,,,,,,,,,,,,,,,,,,,,,,,,210.1136343750501,,,196.67126793360742,,,,191.70125424212986,,195.22142231591596,,,,,,,,207.24082452479487,,207.33189584825368,,,,,221.0981463478713,,,,,,,,257.2439442309436,,273.76185739217647,,,,,,,328.03948201068056,330.4914156504793,,,,,,,,,,
1,1985-09-30 16:17:33+00:00,151.85733593338722,116.30259311466989,114.9392233777198,104.5356366069257,124.84164973520224,129.29626283390732,123.77328006052444,128.28309028121356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1985-10-07 16:23:40+00:00,146.28243137904252,101.08617994452429,94.9834918149413,103.58415208861486,115.7412743522623,110.17869058423135,107.06032033856944,107.74802099892109,,,,,,,,,,,,,,,,,,,,,151.95072029138728,,,,,,,,,,,,,,,139.5962350528275,,,,,,,,,,,,,,,,,,,,,,,,,,178.19124670639576,,,175.7151315521326,,,,162.14421651410757,,163.16710361881707,,,,,,,,178.40508058017306,,176.7523095695313,,,,,192.72719285442943,,,,,,,,222.90236904112902,,239.912144997042,,255.39083074515912,,,,277.99973192471316,294.2369003759729,296.1437656875121,288.9258792498249,283.1949293578885,280.0233108388329,272.64293644921156,262.75311879760136,,,,,
3,1986-01-20 16:15:42+00:00,181.21170213339536,175.23225810551477,173.79483292900971,175.84837014768206,164.828178622255,163.36903677508718,155.90600735869035,158.24814930575673,156.8875118459018,165.81863050795963,168.423726779198,173.8051756887167,177.78762967155743,179.86942028889584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-01-27 16:21:44+00:00,182.13185485438623,178.88942251192566,175.19115239225096,173.2717412549049,171.48854727476885,168.29938334128798,156.93437383751456,163.69062099137304,162.91368504742837,166.38717844850197,169.03276494285853,178.83433300153422,176.0661437885933,181.76438982880373,180.4265144442161,183.21189110286167,172.2558747023246,176.6047334904235,174.24007427322067,173.444056259411,164.1887393958624,174.6804201056331,177.81524578931766,175.46735034373575,182.23346106867675,189.09528584854203,193.59327299395935,195.47548199092986,199.35931799425137,201.9062737234157,198.0413378855633,198.39788893054893,201.8273554156756,199.21209666084982,193.65935893997639,189.6591656182451,192.1521417106239,188.11122534895645,189.2854338471366,187.8377254206292,180.34178322173025,190.84492849867672,187.09501516344667,187.63386760292096,188.51218272051355,183.3676830774788,182.31851729048302,186.10044669685695,185.6363671292537,183.6909740436316,182.82185610554762,183.24169740179718,186.83569286963748,190.55128603123765,189.80328291831935,195.9036505201849,192.5694701198013,199.19592663893948,193.36558137698137,198.36588666197108,199.8087532488723,205.27897440422507,205.82437851654328,208.08619754589873,208.5422060302836,215.4319132022222,212.02007736114058,213.9503023756818,216.9439078667495,217.86804536982982,217.28225720485537,219.82984062935427,216.26705126198323,214.43374350007662,217.32531696408023,212.53799402583297,210.5841946624286,207.35115718808493,210.6149833324127,209.83621688218392,207.69427541425867,208.5990754915235,207.0437431412025,208.80254459962802,212.2765972624954,218.12563743474385,220.6842463288746,221.91815788622822,219.68773550375164,214.5959264773354,219.42719491571057,226.48497651200265,225.72143305546646,231.64399535992726,230.74134879131861,240.2935979481802,247.3039322038686,250.66967595598547,253.37566713425693,254.5117044218735,261.28987966438126,260.6150943160906,267.635792020311,277.41821848562444,290.9988757496765,291.4096159303473,290.7972854166653,292.2448308611185,300.9052523418177,307.1064736315878,324.3938620794992,327.74123075363497,322.87622921181503,317.25480538792027,313.16073287893585,293.8134696382469,281.5020234815257,264.8527079439114,246.98757268560794,231.9886582750042,222.18100018926793,218.9842025893863
5,1986-03-16 16:20:40+00:00,185.33827751854125,188.28968138488858,178.94021015265255,178.03706105012557,174.6640868588761,173.82657103722394,165.98545260326682,169.5429849997168,169.834535331333,172.39807292288813,174.8718825385562,183.748779821877,183.24316079300877,187.91711681781157,184.64798653928383,187.70514023716424,180.08194363499413,181.33314395180767,181.75571681937828,175.17576460108302,172.24402414966426,175.5668226494334,173.92657140876918,173.939245206902,179.55602888486754,182.8503284057653,188.87590544086396,188.22449777094607,195.3732622901406,189.24335432835093,192.9878807634644,191.9411273085596,192.93113823968127,187.44189385578528,191.80584093737386,188.1367575098936,189.57051690813665,183.65605045169346,183.78902636001231,179.0222022359244,174.04432523608685,177.68025873829768,177.10698949003614,176.42273122617422,174.31108232737535,184.6008635267666,180.24455658941042,181.27313391193263,175.70226744435502,174.56894677048987,174.11399599390873,181.03551822849698,179.1512999441346,185.4092087426567,186.24337183359782,194.5574541695317,192.9316338346836,194.4656885498866,190.38655988714265,194.83307976084143,193.7353159481815,197.6541731670313,202.47061425952703,199.08104555149515,204.24937331175028,206.9634694960229,211.63937765119337,211.61432519949398,213.04071935072585,207.5176026224262,212.31085827073764,211.90752770090575,214.27768318967128,207.11525273509463,206.87420644567678,197.0213079154192,199.56521824132224,196.23012953757615,199.78347163341107,196.0885222514601,197.5025533093289,200.21143053044585,204.2532248454832,205.84755404338213,213.3239602398764,215.06978668230497,220.5986789905656,220.36922256797993,222.09461731429985,219.88752443757008,223.79559624554287,227.46456262535995,226.71255735767255,232.17197677766512,241.006904340868,249.4455177735262,252.3915882208594,256.0976154597153,253.3612827225505,256.7428063229072,264.0153085730573,261.13447255995146,268.9831985945947,280.3143478771069,289.97969959278026,291.3989815342808,291.0325082409042,298.9779592397555,303.3450086152829,309.26178057190197,309.0143094516349,316.1596614958092,314.5297898094843,320.43650950859785,308.8863849331676,300.71821946748884,288.2857403546118,271.13590002544964,251.72202277957385,239.67288251738537,223.51428762318233,218.02717077865833
6,1986-03-25 16:14:19+00:00,177.67404836212125,181.6743540534158,174.96500592359126,177.9415065218295,174.4123585679023,167.63951295911863,162.15678131447177,163.23275197796724,163.99322879067836,169.71812262009524,169.4140750602652,173.1672435920757,178.44927803751142,180.32770047536957,182.6388801701684,175.04333685085209,177.89337882300455,173.522750332829,173.41651290916548,169.6894255124219,162.41170533291597,166.33402981228838,166.36076605699245,172.06264969574545,175.8198740345968,190.11116313553555,189.1864873860154,192.76930456281772,194.04385026118035,199.4682079540909,198.07804737368951,198.3726227233629,198.60614454636612,191.81120426424934,195.01516011508065,190.15358744633124,189.49838638074584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-04-10 16:13:58+00:00,161.4944651249277,166.4748207346757,165.2722726504256,164.6175274989031,165.36839075951175,158.2063152221496,155.40502917188817,153.41099465632882,158.80189382976909,158.51992130213688,163.6302762749589,168.48516648595646,164.63053269686935,170.0210404402223,172.7550853225656,173.0074153161942,169.27035228929643,175.98151019459326,174.26438675970923,174.3111459409974,164.45857275196406,169.37695035251178,170.20831441459757,169.9933658134156,176.32099485942808,180.96497247850718,182.42258623543472,184.94890123859093,184.485397955492,181.53951899357278,188.387814560212,185.44900539237435,187.61092414407668,184.89525341688858,183.25430376008126,181.8463365295792,181.69699689508928,183.51910896869273,175.5706563741479,179.87058791614035,174.54703133985558,181.29971385342088,179.09865404849975,176.132391128663,175.45254251246118,178.63705880772514,174.41600410812947,167.76570635170927,173.8594690195625,171.32181163535702,175.12440442147332,178.60031917153023,178.67483707395937,181.61687013810854,182.89025769462032,185.89519279403203,185.56248878429386,187.14697759283953,184.9817334085842,190.64262310155397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-04-17 16:20:00+00:00,162.65798048427655,166.5009791370579,164.24747504608254,167.34067271122174,159.41799355968905,158.67804778611085,152.27965706727014,155.57871653914634,156.54868576318307,159.61782978968057,162.7782131025594,165.95171864061436,168.0311077880882,165.3514686038428,167.04249560589028,169.77848515287596,168.209080803718,164.51746495198503,168.83261132160126,163.16730663406392,161.01316816268945,154.46973401102665,157.2397708165709,158.53698915655687,166.73008943247208,168.85577402666394,173.40414916016698,176.6100243279099,180.40259508659446,178.22268471432966,179.17143122777063,179.31548415116777,182.21439283444352,178.25200717889714,174.4647985104285,174.347555294384,175.74391220096342,174.78329881881768,168.12039199685336,169.13964795292458,164.90574042915165,166.29430192958966,164.90584176685792,168.1832766260104,168.11616569773915,169.78914193013827,164.86402281525562,165.41560495792513,162.6500720002249,164.4628146033024,162.07863572901238,165.42991187007854,163.8557457314393,165.47771271294644,168.85345770502047,171.43344836187765,171.3818211564719,172.51413663739484,174.01567883880787,173.83715607879276,174.62050383192025,175.11302503069422,182.43364366804684,185.77153578859793,189.39670862390832,191.88540426183292,195.45442078972522,192.3126111407837,194.41487487627077,191.88164348005634,194.50315097845353,195.6797305128401,194.4730667929339,188.69910083513054,192.02126028154694,184.52736020732416,187.98853858214656,182.27329535876325,188.96330674695977,189.44627754345728,189.0302142202669,188.906953593824,187.75972295604046,190.73654491896025,196.22779563956504,202.1991590500501,199.22871125953534,206.0225327721081,202.45247543696695,209.2151855764552,206.53071116851964,215.4927304248275,215.4986659239667,217.4598077449677,220.9625483071958,230.72007160893014,235.70831792017722,238.0921134051691,234.83867256409346,241.5335910471414,246.257036759717,248.18530730101978,259.01569415759843,267.7375751010149,283.9047176895673,285.62240655659855,285.415033003887,285.25236453895917,286.56213390235814,296.8429293787994,303.8591362731602,311.22156907796597,310.0378442655557,305.79568165452866,293.020587557242,290.18048652367224,280.5609458493953,258.6070905405283,243.82844450199676,224.0656118136162,204.24141203863294,201.3902131086219
9,1986-04-26 16:13:36+00:00,137.44999509994005,135.59655162239378,139.46027494194604,144.7760198798567,134.77497366908273,136.00014366665644,134.25316709924545,132.17531735810445,138.59956200055572,139.276388796579,151.33044560391795,154.96334630188352,155.9719101825734,162.13771395907096,156.9747425880834,157.1708342652362,152.77123290197886,155.14030224631034,151.829570235185,143.57869878448727,145.22246813051086,144.33167424505646,144.82893859898408,148.0158785079287,152.16352786809173,153.80176648693825,156.92389744171564,164.9673524118768,172.45904889888945,162.9217963279913,169.5604521348391,164.47374342222395,161.08640081311418,165.52811888673284,162.3117967367746,163.76960932750814,159.2644321009478,157.38517946138452,155.42745384709517,157.25114129301278,149.9582574388117,154.8803914661558,154.3695000776217,149.30392849971628,156.53909817265594,152.79677915924321,154.65130559984718,146.15694681541305,154.3073416219685,152.4495706351624,152.35771515195876,153.43979427749184,156.04077015279745,157.851412392152,157.43082834331727,164.9152141997708,163.8106978937492,168.6931787190261,168.50120469041963,172.00847793295193,170.2822587134295,175.40823116269857,175.06300445842626,177.91236814817185,179.31472397389666,186.8248403807461,187.98658878857512,188.36459272960724,189.5911126324001,185.76020063036935,189.56283770096942,190.5240978978588,189.87283034288376,184.26812050512171,184.12651269593354,181.9787645011702,180.3631574902215,181.3738877931486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
