dates,satname,nzd0168-0000,nzd0168-0001,nzd0168-0002,nzd0168-0003,nzd0168-0004
1999-07-18 21:58:49+00:00,L7,341.08,,,339.39,340.65
1999-09-20 21:58:56+00:00,L7,357.22,349.25,351.31,342.42,349.08
1999-10-22 21:58:52+00:00,L7,366.15,360.24,359.65,352.17,407.64
1999-12-09 21:58:33+00:00,L7,338.32,345.88,337.48,340.64,346.30
2000-02-27 21:58:16+00:00,L7,324.24,333.22,338.52,345.58,350.44
2000-03-14 21:58:11+00:00,L7,361.10,355.17,362.06,363.38,407.47
2000-03-30 21:58:33+00:00,L7,364.45,356.39,359.31,353.04,357.90
2000-05-01 21:58:18+00:00,L7,364.27,357.40,359.14,361.15,361.79
2000-08-05 21:56:44+00:00,L7,324.89,328.12,324.48,322.33,333.91
2000-09-22 21:56:05+00:00,L7,364.04,352.41,359.96,343.73,348.90
2000-10-24 21:56:17+00:00,L7,365.40,351.54,353.76,341.33,348.67
2001-01-12 21:56:06+00:00,L7,323.96,326.23,321.72,313.85,333.36
2001-06-05 21:55:16+00:00,L7,352.39,346.98,341.47,346.55,407.43
2001-06-21 21:55:29+00:00,L7,364.09,355.60,362.31,362.67,392.59
2001-09-09 21:54:36+00:00,L7,334.90,325.71,330.09,320.76,407.78
2001-10-11 21:53:46+00:00,L7,361.61,350.83,355.81,348.87,348.83
2002-01-15 21:54:47+00:00,L7,356.85,349.55,344.21,344.46,407.40
2002-01-31 21:54:26+00:00,L7,325.32,321.24,325.74,322.09,325.02
2002-02-16 21:54:54+00:00,L7,309.68,301.88,303.08,295.91,303.34
2002-04-05 21:54:49+00:00,L7,355.97,,,,605.39
2002-08-27 21:53:36+00:00,L7,337.72,332.47,338.58,335.79,348.34
2002-10-14 21:53:43+00:00,L7,362.97,351.31,343.89,341.23,349.67
2002-11-15 21:53:36+00:00,L7,371.34,353.27,354.82,348.91,351.52
2003-01-18 21:54:30+00:00,L7,348.97,349.48,338.35,337.06,407.39
2003-03-23 21:54:40+00:00,L7,319.05,312.64,312.38,306.12,321.86
2003-05-26 21:54:19+00:00,L7,368.62,353.04,350.68,,366.23
2003-08-06 21:42:27+00:00,L5,382.26,355.09,351.06,333.87,354.76
2003-10-17 21:54:15+00:00,L7,,,336.51,335.32,407.40
2003-10-25 21:44:04+00:00,L5,355.99,348.17,329.52,314.59,333.17
2003-11-02 21:54:26+00:00,L7,365.94,351.14,351.96,339.08,348.27
2003-12-04 21:54:43+00:00,L7,,356.44,360.76,341.18,407.47
2004-02-06 21:54:44+00:00,L7,329.54,324.78,322.41,,
2004-02-14 21:44:33+00:00,L5,356.18,343.35,346.05,344.78,441.46
2004-03-25 21:54:54+00:00,L7,338.17,335.01,336.84,334.75,341.06
2004-04-02 21:44:54+00:00,L5,362.47,360.39,354.82,359.61,420.47
2004-04-18 21:45:25+00:00,L5,340.89,335.72,338.09,334.81,342.11
2004-05-04 21:46:16+00:00,L5,,,348.21,321.26,326.30
2004-05-12 21:55:13+00:00,L7,,353.14,351.91,350.44,348.96
2004-05-20 21:46:44+00:00,L5,324.73,325.15,321.68,314.58,326.78
2004-05-28 21:54:47+00:00,L7,503.98,,,,
2004-06-21 21:47:40+00:00,L5,,,,338.48,351.99
2004-06-29 21:55:03+00:00,L7,367.16,356.02,355.36,349.23,
2004-07-23 21:48:09+00:00,L5,358.55,349.21,354.21,341.81,347.60
2004-08-16 21:54:26+00:00,L7,,,340.21,338.10,334.14
2004-09-25 21:49:43+00:00,L5,365.12,359.36,352.81,348.65,357.70
2004-10-11 21:50:27+00:00,L5,359.50,349.58,355.94,349.85,353.36
2004-10-27 21:50:23+00:00,L5,354.69,335.73,347.75,352.07,360.24
2005-01-15 21:51:45+00:00,L5,366.39,368.78,362.30,366.13,368.88
2005-02-08 21:55:11+00:00,L7,340.05,335.71,334.23,335.68,334.07
2005-02-24 21:55:17+00:00,L7,350.55,344.17,340.81,346.24,348.24
2005-03-04 21:52:28+00:00,L5,,397.19,372.86,401.42,429.61
2005-03-12 21:55:20+00:00,L7,326.90,322.13,328.63,324.82,320.00
2005-04-13 21:55:12+00:00,L7,323.37,317.02,322.27,322.33,
2005-04-21 21:53:10+00:00,L5,367.95,357.22,357.09,365.81,435.50
2005-05-23 21:53:00+00:00,L5,361.34,351.33,352.77,364.49,415.00
2005-05-31 21:55:35+00:00,L7,369.19,,,,407.64
2005-06-08 21:53:09+00:00,L5,368.13,361.65,363.33,361.70,415.02
2005-08-03 21:55:25+00:00,L7,374.42,359.33,363.31,351.59,
2005-08-19 21:55:20+00:00,L7,365.82,,,342.01,348.72
2005-10-30 21:53:39+00:00,L5,352.71,348.30,349.37,339.45,384.84
2006-01-10 21:55:28+00:00,L7,,348.66,351.87,337.81,348.25
2006-02-11 21:55:41+00:00,L7,356.72,336.35,336.51,326.58,333.91
2006-02-19 21:56:39+00:00,L5,332.57,325.22,319.34,322.94,324.88
2006-04-08 21:57:36+00:00,L5,362.78,355.24,356.76,339.17,404.48
2006-05-02 21:56:05+00:00,L7,,344.71,341.29,332.85,333.87
2006-05-26 21:57:54+00:00,L5,,,,,572.75
2006-06-19 21:55:36+00:00,L7,358.68,366.64,,,
2006-06-27 21:58:48+00:00,L5,342.68,338.49,340.06,329.63,334.34
2006-07-05 21:55:30+00:00,L7,,354.73,363.59,,348.42
2006-07-13 21:59:02+00:00,L5,344.32,346.54,341.93,344.54,348.93
2006-07-21 21:55:21+00:00,L7,363.17,354.19,359.29,344.76,377.51
2006-08-22 21:55:41+00:00,L7,364.83,352.77,355.29,339.92,348.63
2006-09-23 21:55:06+00:00,L7,,,360.37,347.70,407.52
2006-11-26 21:56:05+00:00,L7,,,,337.96,337.33
2006-12-13 21:54:31+00:00,L5,373.48,367.72,364.46,359.59,355.85
2007-01-05 22:00:52+00:00,L5,346.62,344.02,340.97,344.66,430.10
2007-01-29 21:55:57+00:00,L7,367.45,351.99,355.94,345.34,348.80
2007-03-02 21:56:31+00:00,L7,,343.20,349.51,337.55,336.16
2007-03-18 21:56:33+00:00,L7,362.38,352.68,360.16,347.35,355.72
2007-04-19 21:56:31+00:00,L7,341.28,339.18,341.91,344.73,343.98
2007-05-05 21:56:27+00:00,L7,352.88,348.00,343.44,351.92,352.28
2007-05-21 21:56:21+00:00,L7,,,,,207.65
2007-06-06 21:56:17+00:00,L7,351.03,346.61,352.97,,
2007-09-10 21:55:51+00:00,L7,363.03,356.22,358.46,349.44,348.93
2007-09-26 21:55:23+00:00,L7,346.71,333.42,337.71,331.11,362.48
2007-10-12 21:55:23+00:00,L7,360.16,,,345.51,422.45
2008-01-16 21:55:59+00:00,L7,,328.71,330.28,328.46,334.01
2008-02-01 21:56:21+00:00,L7,,350.53,354.54,343.54,348.50
2008-03-04 21:55:48+00:00,L7,364.54,351.55,356.15,342.25,345.34
2008-04-21 21:55:44+00:00,L7,340.27,340.08,333.60,335.36,337.83
2008-05-07 21:55:40+00:00,L7,328.65,326.20,,,335.12
2008-08-27 21:54:42+00:00,L7,372.88,359.47,361.17,350.57,377.51
2008-09-28 21:54:48+00:00,L7,362.40,,,352.26,348.84
2008-12-09 21:49:42+00:00,L5,364.97,352.61,348.35,346.93,353.58
2008-12-25 21:50:34+00:00,L5,372.44,357.73,356.39,349.15,436.15
2009-01-02 21:55:15+00:00,L7,348.34,335.07,332.32,330.58,333.87
2009-03-23 21:56:15+00:00,L7,369.59,355.97,359.71,343.35,348.36
2009-04-08 21:55:56+00:00,L7,368.14,356.37,350.32,,351.31
2009-05-10 21:56:03+00:00,L7,337.33,338.30,332.09,320.48,333.06
2009-07-13 21:56:21+00:00,L7,308.74,306.84,305.92,303.73,316.56
2009-07-29 21:56:16+00:00,L7,,,354.21,345.84,358.08
2009-11-26 21:56:28+00:00,L5,350.45,345.71,340.13,335.26,371.68
2009-12-20 21:57:07+00:00,L7,317.65,316.17,,,323.55
2010-01-05 21:57:24+00:00,L7,,344.47,332.23,332.30,333.63
2010-01-13 21:56:49+00:00,L5,354.37,346.94,336.59,334.72,345.86
2010-02-06 21:57:27+00:00,L7,,,345.66,346.52,348.64
2010-03-10 21:58:08+00:00,L7,,,,343.25,348.61
2010-03-26 21:57:49+00:00,L7,375.01,374.81,363.02,366.89,
2010-04-11 21:57:51+00:00,L7,,360.16,347.54,337.43,348.45
2010-04-27 21:57:49+00:00,L7,371.44,352.00,357.35,333.30,348.40
2010-05-13 21:58:09+00:00,L7,,,346.91,,349.49
2010-05-29 21:58:09+00:00,L7,358.24,348.94,353.16,341.91,407.66
2010-06-30 21:58:13+00:00,L7,345.28,,,343.87,437.71
2010-07-16 21:58:15+00:00,L7,,347.73,,,
2010-09-18 21:58:19+00:00,L7,,,370.16,,379.86
2010-10-04 21:58:17+00:00,L7,384.77,372.31,364.09,357.47,352.60
2010-10-28 21:55:51+00:00,L5,355.44,351.64,349.20,347.86,415.44
2010-11-05 21:58:13+00:00,L7,364.94,348.81,,337.29,349.09
2010-11-21 21:58:50+00:00,L7,361.94,349.03,346.66,334.83,407.39
2010-12-31 21:55:56+00:00,L5,377.54,357.08,356.30,345.58,399.98
2011-01-16 21:55:34+00:00,L5,369.77,360.79,368.02,359.65,435.72
2011-02-01 21:55:59+00:00,L5,366.12,359.03,359.50,353.35,356.83
2011-02-17 21:55:37+00:00,L5,,,344.12,341.99,369.92
2011-02-25 21:59:08+00:00,L7,354.22,345.37,336.10,340.59,341.72
2011-04-06 21:55:50+00:00,L5,349.08,338.72,333.89,331.57,353.92
2011-08-20 21:59:26+00:00,L7,344.86,344.57,342.26,340.18,348.70
2011-09-13 21:54:33+00:00,L5,,,,,
2012-01-27 22:00:03+00:00,L7,346.59,,,345.55,344.06
2012-03-15 22:00:09+00:00,L7,362.09,357.22,357.10,353.17,348.71
2012-04-16 22:00:05+00:00,L7,371.60,354.75,358.11,350.30,352.25
2012-05-02 22:00:07+00:00,L7,,358.84,361.58,353.25,407.62
2012-05-11 21:54:32+00:00,L7,360.41,355.63,,,
2012-05-18 22:00:44+00:00,L7,361.87,365.04,361.88,354.27,351.15
2012-08-06 22:00:40+00:00,L7,294.57,293.09,306.60,313.32,333.91
2012-08-22 22:01:14+00:00,L7,331.20,335.74,350.44,342.03,336.23
2012-10-25 22:01:27+00:00,L7,361.66,353.46,359.84,350.22,348.67
2012-11-26 22:02:01+00:00,L7,363.95,361.63,362.77,,
2012-12-12 22:01:41+00:00,L7,,340.69,344.10,338.90,343.78
2013-04-11 22:08:15+00:00,L8,360.76,350.01,363.12,343.78,348.58
2013-05-29 22:07:41+00:00,L8,357.04,351.88,362.19,345.02,348.60
2013-06-22 22:01:14+00:00,L7,366.95,359.29,,,437.90
2013-06-30 22:08:00+00:00,L8,362.63,359.25,364.50,351.60,437.50
2013-07-08 22:01:03+00:00,L7,364.55,362.07,367.98,367.09,437.65
2013-07-16 22:08:00+00:00,L8,356.04,351.12,350.17,349.46,342.46
2013-07-24 22:01:20+00:00,L7,349.53,344.22,352.24,345.63,338.44
2013-08-17 22:07:39+00:00,L8,358.44,352.82,356.46,355.34,392.48
2013-08-25 22:01:25+00:00,L7,330.84,341.02,339.87,,
2013-09-02 22:08:04+00:00,L8,358.09,351.52,353.57,351.22,344.07
2013-09-26 22:01:23+00:00,L7,368.39,352.06,360.90,336.78,338.77
2013-10-20 22:07:26+00:00,L8,341.92,353.01,344.85,348.71,437.56
2013-11-05 22:07:46+00:00,L8,326.24,319.90,328.64,322.68,333.31
2013-11-13 22:01:48+00:00,L7,358.52,349.83,,,353.46
2013-11-21 22:07:13+00:00,L8,329.95,326.18,335.83,331.06,348.45
2013-12-15 22:01:57+00:00,L7,,,352.62,344.32,348.80
2014-02-01 22:02:54+00:00,L7,304.05,297.79,299.27,286.91,
2014-02-09 22:06:57+00:00,L8,360.41,351.56,362.18,351.85,422.59
2014-02-25 22:06:44+00:00,L8,365.89,352.36,360.26,353.98,352.83
2014-03-05 22:02:49+00:00,L7,335.19,,,333.20,335.21
2014-03-29 22:06:15+00:00,L8,366.63,359.41,361.14,350.68,437.48
2014-04-06 22:03:00+00:00,L7,332.65,332.20,331.89,325.68,327.18
2014-04-22 22:02:48+00:00,L7,360.03,354.54,359.74,352.65,348.71
2014-04-30 22:05:22+00:00,L8,361.43,351.72,351.99,347.73,437.52
2014-05-08 22:02:53+00:00,L7,366.41,,,345.51,348.98
2014-05-16 22:05:09+00:00,L8,357.69,350.34,354.08,344.63,348.55
2014-07-27 22:03:38+00:00,L7,358.35,,,358.19,437.78
2014-08-04 22:05:38+00:00,L8,366.95,354.33,362.24,349.76,422.50
2014-08-12 22:03:41+00:00,L7,339.09,338.48,342.65,341.07,343.51
2014-08-20 22:06:06+00:00,L8,371.35,356.89,361.88,352.08,437.51
2014-09-05 22:05:45+00:00,L8,,,584.25,,568.02
2014-10-07 22:06:13+00:00,L8,371.75,356.69,357.28,351.29,422.49
2014-11-08 22:05:52+00:00,L8,352.30,350.35,342.21,342.11,348.43
2014-12-18 22:04:33+00:00,L7,,343.20,336.50,324.76,333.65
2015-02-20 22:04:48+00:00,L7,327.41,306.20,299.34,,344.25
2015-02-28 22:05:24+00:00,L8,372.73,357.58,360.81,345.58,422.45
2015-03-16 22:05:13+00:00,L8,357.17,345.71,337.16,327.64,334.06
2015-03-24 22:04:40+00:00,L7,325.98,323.65,321.32,315.76,318.50
2015-05-27 22:05:30+00:00,L7,361.41,352.66,358.69,,351.68
2015-06-04 22:05:12+00:00,L8,358.36,348.56,343.45,341.84,348.62
2015-06-12 22:05:14+00:00,L7,371.71,359.33,362.48,354.75,409.54
2015-06-20 22:04:57+00:00,L8,360.11,342.30,339.86,340.76,348.56
2015-07-22 22:05:37+00:00,L8,357.04,346.81,339.06,341.92,407.44
2015-08-07 22:05:16+00:00,L8,348.48,336.50,337.14,330.88,333.84
2015-08-15 22:05:52+00:00,L7,322.94,317.89,323.26,307.32,329.01
2015-08-23 22:05:24+00:00,L8,358.38,348.64,317.35,,
2015-09-16 22:05:58+00:00,L7,360.63,354.48,357.86,,
2015-12-21 22:06:54+00:00,L7,,,359.05,353.19,356.42
2015-12-29 22:06:09+00:00,L8,341.54,334.74,340.44,339.40,347.72
2016-01-22 22:07:21+00:00,L7,353.57,347.79,344.79,343.91,348.39
2016-05-13 22:08:02+00:00,L7,,,365.76,367.51,365.54
2016-05-21 22:05:14+00:00,L8,344.50,348.55,351.40,354.86,349.04
2016-05-29 22:08:31+00:00,L7,356.80,,,,483.92
2016-06-30 22:08:12+00:00,L7,364.80,358.55,360.12,364.52,407.48
2016-07-16 22:08:36+00:00,L7,,,,,392.42
2016-07-24 22:06:01+00:00,L8,332.36,343.77,340.40,339.90,348.55
2016-08-01 22:08:38+00:00,L7,356.92,343.99,345.66,,
2016-08-17 22:08:39+00:00,L7,354.29,347.10,352.48,336.87,348.68
2016-09-02 22:08:19+00:00,L7,,,,,
2016-09-10 22:05:51+00:00,L8,354.47,338.45,334.10,337.55,340.96
2016-09-18 22:08:45+00:00,L7,331.13,342.96,332.57,334.74,334.40
2016-10-04 22:08:47+00:00,L7,344.52,349.93,336.47,338.25,338.34
2016-10-12 22:06:21+00:00,L8,380.63,357.95,366.12,348.23,422.77
2016-11-05 22:08:15+00:00,L7,336.96,,,338.73,339.58
2016-11-21 22:08:33+00:00,L7,,350.60,357.24,342.94,350.53
2017-01-16 22:05:47+00:00,L8,349.72,346.68,338.44,337.39,346.40
2017-02-01 22:05:40+00:00,L8,348.93,353.27,349.91,342.22,348.91
