dates,satname,nzd0576-0000,nzd0576-0001,nzd0576-0002,nzd0576-0003
1999-07-02 21:59:57+00:00,L7,204.80,212.94,213.09,
1999-07-25 22:05:51+00:00,L7,,,,
1999-08-26 22:05:56+00:00,L7,192.97,212.64,218.40,211.92
1999-09-20 22:00:08+00:00,L7,214.94,219.30,224.81,216.83
1999-09-27 22:06:00+00:00,L7,193.87,205.32,209.86,199.31
1999-11-07 22:00:08+00:00,L7,193.90,203.44,203.17,198.88
1999-11-30 22:06:11+00:00,L7,212.83,211.94,208.85,211.31
1999-12-09 22:00:09+00:00,L7,205.77,206.40,213.78,210.97
1999-12-25 22:00:04+00:00,L7,215.64,213.35,217.89,214.27
2000-01-17 22:05:47+00:00,L7,193.32,201.60,206.80,203.95
2000-02-11 21:59:57+00:00,L7,224.95,228.61,231.79,229.59
2000-02-18 22:05:41+00:00,L7,,212.93,211.81,200.59
2000-02-27 21:59:52+00:00,L7,220.32,225.05,227.65,223.09
2000-03-05 22:05:36+00:00,L7,,211.44,211.40,209.03
2000-03-21 22:05:37+00:00,L7,201.31,212.52,214.21,199.26
2000-03-30 21:59:45+00:00,L7,219.89,220.60,227.66,218.05
2000-04-15 21:59:31+00:00,L7,,,,
2000-05-01 21:59:30+00:00,L7,221.30,219.22,218.92,216.84
2000-05-08 22:05:09+00:00,L7,224.12,218.91,224.02,
2000-05-17 21:59:19+00:00,L7,199.17,207.11,211.24,213.01
2000-05-24 22:04:58+00:00,L7,,,227.63,
2000-06-18 21:59:03+00:00,L7,220.98,229.54,233.98,220.91
2000-07-04 21:58:50+00:00,L7,221.43,229.85,231.24,219.00
2000-07-27 22:04:12+00:00,L7,,,215.47,
2000-08-05 21:58:20+00:00,L7,,,231.29,226.63
2000-08-12 22:04:29+00:00,L7,210.98,221.43,219.43,214.61
2000-09-13 22:03:38+00:00,L7,204.72,212.04,211.55,199.27
2000-09-22 21:57:41+00:00,L7,,,,
2000-10-15 22:03:08+00:00,L7,,202.77,203.15,193.36
2000-11-09 21:57:33+00:00,L7,197.13,203.59,205.17,214.47
2000-11-16 22:03:44+00:00,L7,210.35,218.89,221.33,217.48
2000-12-11 21:57:36+00:00,L7,,,200.88,193.90
2001-01-03 22:03:48+00:00,L7,214.46,215.32,222.45,215.82
2001-01-12 21:57:42+00:00,L7,204.45,214.14,212.66,210.49
2001-01-19 22:03:31+00:00,L7,208.42,209.12,214.23,212.28
2001-01-28 21:57:44+00:00,L7,207.65,214.41,217.94,207.96
2001-02-20 22:03:24+00:00,L7,208.07,213.33,215.56,212.19
2001-04-02 21:57:18+00:00,L7,235.26,226.90,221.18,
2001-05-20 21:57:04+00:00,L7,208.56,222.46,223.51,216.87
2001-05-27 22:02:48+00:00,L7,,,229.55,
2001-06-05 21:56:52+00:00,L7,218.87,223.65,232.32,
2001-06-28 22:02:45+00:00,L7,,,233.63,
2001-07-07 21:56:36+00:00,L7,220.40,230.09,233.04,
2001-07-14 22:02:21+00:00,L7,,,,
2001-08-08 21:56:12+00:00,L7,217.09,221.96,231.73,217.94
2001-08-15 22:01:50+00:00,L7,225.24,231.14,234.33,227.63
2001-09-25 21:55:40+00:00,L7,218.22,220.11,225.81,217.42
2001-10-02 22:01:16+00:00,L7,205.53,213.95,213.98,214.16
2001-11-03 22:01:22+00:00,L7,196.29,208.87,207.04,198.77
2001-12-30 21:55:49+00:00,L7,,200.65,204.51,194.66
2002-01-22 22:02:16+00:00,L7,219.70,221.10,218.80,217.03
2002-01-31 21:56:02+00:00,L7,205.17,209.15,208.54,200.89
2002-03-04 21:56:09+00:00,L7,208.88,214.33,227.58,217.05
2002-03-11 22:02:19+00:00,L7,205.97,210.53,217.56,201.41
2002-03-27 22:01:49+00:00,L7,,206.92,210.96,203.70
2002-05-07 21:56:03+00:00,L7,217.63,224.22,226.70,
2002-05-14 22:02:07+00:00,L7,,246.65,,
2002-05-30 22:01:37+00:00,L7,222.94,229.56,232.84,
2002-07-17 22:01:20+00:00,L7,,,,
2002-08-02 22:01:13+00:00,L7,,,235.37,
2002-08-18 22:01:09+00:00,L7,214.89,218.66,224.35,216.21
2002-08-27 21:55:12+00:00,L7,220.43,229.89,235.19,228.99
2002-09-12 21:55:07+00:00,L7,221.53,217.27,220.25,216.62
2002-10-05 22:00:43+00:00,L7,195.14,202.55,204.57,198.30
2002-10-14 21:54:55+00:00,L7,216.43,218.39,219.59,217.23
2002-10-21 22:00:48+00:00,L7,196.76,202.38,206.13,199.30
2002-10-30 21:55:01+00:00,L7,214.11,214.21,217.45,215.61
2002-11-15 21:55:12+00:00,L7,221.11,224.99,226.33,217.10
2002-11-22 22:01:33+00:00,L7,190.31,197.68,202.31,191.51
2003-01-25 22:01:54+00:00,L7,217.07,219.84,226.25,218.18
2003-02-03 21:55:49+00:00,L7,221.05,225.63,227.67,217.63
2003-02-19 21:55:54+00:00,L7,,,402.12,
2003-02-26 22:02:04+00:00,L7,210.98,219.05,219.31,214.10
2003-03-07 21:55:58+00:00,L7,218.79,220.00,222.24,215.80
2003-03-14 22:01:44+00:00,L7,209.11,213.74,218.07,212.55
2003-03-23 21:55:52+00:00,L7,226.55,228.18,231.33,215.37
2003-04-08 21:55:59+00:00,L7,209.55,217.73,219.04,214.38
2003-04-15 22:02:09+00:00,L7,,210.23,215.71,202.91
2003-04-24 21:55:58+00:00,L7,223.04,226.26,221.07,227.56
2003-07-20 22:01:56+00:00,L7,,,234.63,
2003-07-21 21:43:45+00:00,L5,237.54,241.34,238.85,236.77
2003-07-29 21:55:41+00:00,L7,,,222.88,215.88
2003-08-13 21:49:56+00:00,L5,212.69,217.46,222.51,221.03
2003-08-22 21:44:19+00:00,L5,218.24,219.74,220.87,214.73
2003-08-29 21:50:14+00:00,L5,210.25,217.34,224.36,219.75
2003-08-30 21:55:34+00:00,L7,,,,
2003-09-14 21:50:54+00:00,L5,220.65,222.28,216.24,212.05
2003-09-22 22:01:36+00:00,L7,218.04,230.15,,
2003-09-30 21:50:42+00:00,L5,216.59,223.53,225.32,222.18
2003-10-16 21:50:55+00:00,L5,229.86,228.68,235.94,232.43
2003-10-17 21:55:27+00:00,L7,,,,
2003-11-09 22:01:54+00:00,L7,205.98,206.40,210.15,199.04
2003-11-17 21:51:21+00:00,L5,223.99,227.60,228.85,221.55
2003-11-18 21:55:51+00:00,L7,,,,
2003-11-26 21:45:42+00:00,L5,206.40,215.16,217.23,217.03
2003-12-03 21:51:31+00:00,L5,218.46,223.07,227.47,222.89
2003-12-04 21:55:54+00:00,L7,,,,
2003-12-19 21:52:03+00:00,L5,,,,
2004-01-04 21:51:46+00:00,L5,198.09,203.16,210.07,219.34
2004-01-21 21:56:14+00:00,L7,,204.83,208.11,199.24
2004-02-13 22:02:31+00:00,L7,216.68,216.18,218.26,215.22
2004-02-14 21:46:09+00:00,L5,221.79,224.54,223.22,215.77
2004-02-21 21:51:58+00:00,L5,199.42,203.62,209.28,200.27
2004-03-17 21:46:20+00:00,L5,248.79,259.82,275.20,280.45
2004-03-25 21:56:30+00:00,L7,219.87,219.97,222.65,216.65
2004-04-09 21:52:55+00:00,L5,221.57,229.46,231.54,222.78
2004-04-10 21:56:26+00:00,L7,,,230.34,222.94
2004-04-18 21:47:01+00:00,L5,209.99,219.77,219.53,220.38
2004-05-03 22:02:35+00:00,L7,211.71,218.09,219.07,213.88
2004-05-19 22:02:35+00:00,L7,221.98,230.01,232.46,223.33
2004-05-28 21:56:22+00:00,L7,233.35,229.65,235.27,
2004-06-05 21:48:24+00:00,L5,217.64,224.96,229.43,229.88
2004-06-28 21:55:16+00:00,L5,227.40,217.05,208.64,
2004-06-29 21:56:14+00:00,L7,,,226.96,218.89
2004-07-07 21:49:21+00:00,L5,236.83,236.98,239.26,238.15
2004-07-22 22:01:56+00:00,L7,,,224.84,
2004-07-23 21:49:45+00:00,L5,231.20,232.43,234.96,233.83
2004-07-30 21:55:39+00:00,L5,219.99,225.23,227.01,208.60
2004-07-31 21:56:03+00:00,L7,,,48.09,
2004-08-07 22:01:48+00:00,L7,220.53,220.83,223.05,206.48
2004-08-08 21:50:02+00:00,L5,232.33,234.16,230.46,226.62
2004-08-15 21:56:01+00:00,L5,213.88,220.09,220.15,211.45
2004-08-16 21:56:01+00:00,L7,218.79,221.84,219.08,213.66
2004-08-24 21:50:29+00:00,L5,228.03,223.08,227.91,228.85
2004-09-16 21:56:53+00:00,L5,207.21,210.86,210.61,205.74
2004-09-24 22:01:37+00:00,L7,,,,213.43
2004-09-25 21:51:19+00:00,L5,222.93,220.81,216.04,213.93
2004-10-02 21:57:38+00:00,L5,209.97,216.18,220.15,220.17
2004-10-10 22:01:56+00:00,L7,,,,
2004-10-18 21:57:59+00:00,L5,219.11,221.92,220.13,217.25
2004-10-19 21:55:55+00:00,L7,,,,
2004-10-26 22:02:12+00:00,L7,,207.28,208.40,199.20
2004-11-04 21:56:07+00:00,L7,219.65,218.58,217.80,212.93
2004-11-19 21:58:07+00:00,L5,226.51,221.39,226.85,218.64
2004-11-20 21:56:13+00:00,L7,215.78,216.78,216.56,210.79
2004-11-27 22:02:05+00:00,L7,194.79,198.56,201.15,184.07
2004-12-06 21:56:23+00:00,L7,,,,
2004-12-13 22:02:12+00:00,L7,,199.17,199.60,
2005-01-06 21:59:00+00:00,L5,223.20,224.65,224.53,220.49
2005-01-14 22:02:24+00:00,L7,,,224.26,217.85
2005-01-15 21:53:21+00:00,L5,216.87,218.30,222.15,215.47
2005-01-22 21:59:38+00:00,L5,,,,
2005-01-23 21:56:37+00:00,L7,201.16,203.00,204.94,
2005-01-31 21:53:33+00:00,L5,201.24,204.21,203.22,218.93
2005-02-07 21:59:26+00:00,L5,,,,
2005-02-08 21:56:46+00:00,L7,199.65,206.90,204.96,193.40
2005-02-23 22:00:07+00:00,L5,208.22,217.59,215.55,208.41
2005-02-24 21:56:53+00:00,L7,221.35,218.94,219.25,210.62
2005-03-03 22:02:41+00:00,L7,217.30,217.95,215.25,212.81
2005-03-04 21:54:04+00:00,L5,222.00,223.46,223.16,220.37
2005-03-11 22:00:19+00:00,L5,214.10,212.15,215.04,205.38
2005-03-12 21:56:56+00:00,L7,216.99,218.76,217.89,212.78
2005-03-19 22:02:42+00:00,L7,221.18,224.25,,
2005-03-20 21:54:13+00:00,L5,222.20,227.41,230.96,222.51
2005-03-27 22:00:03+00:00,L5,210.92,215.26,217.80,207.69
2005-03-28 21:56:54+00:00,L7,,,220.48,214.55
