dates,nzd0576-0000,nzd0576-0001,nzd0576-0002,nzd0576-0003,satname
1999-07-02 21:59:57+00:00,207.20,215.04,215.19,,L7
1999-08-26 22:05:56+00:00,201.71,220.29,226.05,220.42,L7
1999-09-20 22:00:08+00:00,212.83,217.45,222.96,214.77,L7
1999-09-27 22:06:00+00:00,202.67,213.02,217.56,207.87,L7
1999-11-07 22:00:08+00:00,202.76,211.19,210.92,207.49,L7
1999-11-30 22:06:11+00:00,206.72,206.59,203.50,205.37,L7
1999-12-09 22:00:09+00:00,213.14,212.85,220.23,218.14,L7
1999-12-25 22:00:04+00:00,220.10,217.25,221.79,218.60,L7
2000-01-17 22:05:47+00:00,192.52,200.90,206.10,203.17,L7
2000-02-11 21:59:57+00:00,220.72,224.91,228.09,225.48,L7
2000-02-18 22:05:41+00:00,,221.48,220.36,210.09,L7
2000-02-27 21:59:52+00:00,216.09,221.35,223.95,218.98,L7
2000-03-05 22:05:36+00:00,,219.74,219.70,218.25,L7
2000-03-21 22:05:37+00:00,210.91,220.92,222.61,208.59,L7
2000-03-30 21:59:45+00:00,219.15,219.95,227.01,217.33,L7
2000-05-01 21:59:30+00:00,226.61,223.87,223.57,222.01,L7
2000-05-08 22:05:09+00:00,222.86,217.81,222.92,,L7
2000-05-17 21:59:19+00:00,207.97,214.81,218.94,221.57,L7
2000-05-24 22:04:58+00:00,,,225.13,,L7
2000-06-18 21:59:03+00:00,227.67,235.39,239.83,227.41,L7
2000-07-04 21:58:50+00:00,225.37,233.30,234.69,222.83,L7
2000-07-27 22:04:12+00:00,,,214.52,,L7
2000-08-05 21:58:20+00:00,,,227.24,222.13,L7
2000-08-12 22:04:29+00:00,215.32,225.23,223.23,218.83,L7
2000-09-13 22:03:38+00:00,213.52,219.74,219.25,207.83,L7
2000-10-15 22:03:08+00:00,,209.62,210.00,200.97,L7
2000-11-09 21:57:33+00:00,202.33,208.14,209.72,219.53,L7
2000-11-16 22:03:44+00:00,208.35,217.14,219.58,215.54,L7
2000-12-11 21:57:36+00:00,,,210.33,204.40,L7
2001-01-03 22:03:48+00:00,209.09,210.62,217.75,210.60,L7
2001-01-12 21:57:42+00:00,208.96,218.09,216.61,214.88,L7
2001-01-19 22:03:31+00:00,207.68,208.47,213.58,211.56,L7
2001-01-28 21:57:44+00:00,209.71,216.21,219.74,209.96,L7
2001-02-20 22:03:24+00:00,213.84,218.38,220.61,217.80,L7
2001-04-02 21:57:18+00:00,230.97,223.15,217.43,,L7
2001-05-20 21:57:04+00:00,213.70,226.96,228.01,221.87,L7
2001-05-27 22:02:48+00:00,,,227.90,,L7
2001-06-05 21:56:52+00:00,227.61,231.30,239.97,,L7
2001-06-28 22:02:45+00:00,,,227.53,,L7
2001-07-07 21:56:36+00:00,226.51,235.44,238.39,,L7
2001-08-08 21:56:12+00:00,218.35,223.06,232.83,219.16,L7
2001-08-15 22:01:50+00:00,224.44,230.44,233.63,226.85,L7
2001-09-25 21:55:40+00:00,213.65,216.11,221.81,212.98,L7
2001-10-02 22:01:16+00:00,214.33,221.65,221.68,222.72,L7
2001-11-03 22:01:22+00:00,203.38,215.07,213.24,205.66,L7
2001-12-30 21:55:49+00:00,,209.30,213.16,204.27,L7
2002-01-22 22:02:16+00:00,215.13,217.10,214.80,212.59,L7
2002-01-31 21:56:02+00:00,210.08,213.45,212.84,205.67,L7
2002-03-04 21:56:09+00:00,204.88,210.83,224.08,213.16,L7
2002-03-11 22:02:19+00:00,212.66,216.38,223.41,207.91,L7
2002-03-27 22:01:49+00:00,,216.27,220.31,214.09,L7
2002-05-07 21:56:03+00:00,218.20,224.72,227.20,,L7
2002-05-14 22:02:07+00:00,,252.45,,,L7
2002-05-30 22:01:37+00:00,223.40,229.96,233.24,,L7
2002-08-02 22:01:13+00:00,,,230.97,,L7
2002-08-18 22:01:09+00:00,213.75,217.66,223.35,215.10,L7
2002-08-27 21:55:12+00:00,221.29,230.64,235.94,229.82,L7
2002-09-12 21:55:07+00:00,217.13,213.42,216.40,212.34,L7
2002-10-05 22:00:43+00:00,205.08,211.25,213.27,207.97,L7
2002-10-14 21:54:55+00:00,212.26,214.74,215.94,213.17,L7
2002-10-21 22:00:48+00:00,205.56,210.08,213.83,207.86,L7
2002-10-30 21:55:01+00:00,209.14,209.86,213.10,210.78,L7
2002-11-15 21:55:12+00:00,221.68,225.49,226.83,217.66,L7
2002-11-22 22:01:33+00:00,196.37,202.98,207.61,197.40,L7
2003-01-25 22:01:54+00:00,210.50,214.09,220.50,211.79,L7
2003-02-03 21:55:49+00:00,227.51,231.28,233.32,223.91,L7
2003-02-26 22:02:04+00:00,211.21,219.25,219.51,214.32,L7
2003-03-07 21:55:58+00:00,220.10,221.15,223.39,217.08,L7
2003-03-14 22:01:44+00:00,210.48,214.94,219.27,213.88,L7
2003-03-23 21:55:52+00:00,223.06,225.13,228.28,211.98,L7
2003-04-08 21:55:59+00:00,207.04,215.53,216.84,211.94,L7
2003-04-15 22:02:09+00:00,,219.18,224.66,212.85,L7
2003-04-24 21:55:58+00:00,219.38,223.06,217.87,224.00,L7
2003-07-20 22:01:56+00:00,,,229.98,,L7
2003-07-21 21:43:45+00:00,231.94,236.44,233.95,231.33,L5
2003-07-29 21:55:41+00:00,,,230.08,223.88,L7
2003-08-13 21:49:56+00:00,220.29,224.11,229.16,228.42,L5
2003-08-22 21:44:19+00:00,216.18,217.94,219.07,212.73,L5
2003-08-29 21:50:14+00:00,217.74,223.89,230.91,227.03,L5
2003-09-14 21:50:54+00:00,223.05,224.38,218.34,214.38,L5
2003-09-22 22:01:36+00:00,218.90,230.90,,,L7
2003-09-30 21:50:42+00:00,215.16,222.28,224.07,220.79,L5
2003-10-16 21:50:55+00:00,227.63,226.73,233.99,230.26,L5
2003-11-09 22:01:54+00:00,214.61,213.95,217.70,207.43,L7
2003-11-17 21:51:21+00:00,218.73,223.00,224.25,216.44,L5
2003-11-26 21:45:42+00:00,211.43,219.56,221.63,221.92,L5
2003-12-03 21:51:31+00:00,217.26,222.02,226.42,221.72,L5
