dates,nzd0070-0000,nzd0070-0001,nzd0070-0002,nzd0070-0003,nzd0070-0004,nzd0070-0005,nzd0070-0006,nzd0070-0007,nzd0070-0008,nzd0070-0009,nzd0070-0010,nzd0070-0011,nzd0070-0012,nzd0070-0013,nzd0070-0014,nzd0070-0015,nzd0070-0016,nzd0070-0017,nzd0070-0018,nzd0070-0019,nzd0070-0020,nzd0070-0021,nzd0070-0022,nzd0070-0023,nzd0070-0024,nzd0070-0025,nzd0070-0026,nzd0070-0027,nzd0070-0028,nzd0070-0029,nzd0070-0030,nzd0070-0031,nzd0070-0032,nzd0070-0033,nzd0070-0034,nzd0070-0035,nzd0070-0036,satname
1999-08-26 22:04:44+00:00,410.57,429.53,,,392.34,384.66,385.51,385.88,401.45,385.33,365.40,383.57,,,,375.85,370.06,372.70,354.33,351.24,391.07,386.29,366.48,383.21,375.90,370.08,367.93,368.95,370.47,389.07,380.58,359.66,364.02,385.90,388.77,368.52,385.59,L7
1999-10-04 22:10:38+00:00,410.57,429.53,,,392.34,384.66,385.51,385.88,401.45,385.33,365.40,383.57,,,,375.85,370.06,372.70,354.33,370.73,391.77,391.73,373.93,384.01,383.03,383.78,380.46,379.41,374.84,390.35,379.75,368.97,377.88,385.90,388.77,368.52,385.59,L7
2000-03-28 22:10:07+00:00,448.81,436.06,434.66,420.44,409.24,416.60,413.56,414.37,404.69,407.14,394.60,407.96,412.70,416.19,416.23,408.07,405.32,398.08,392.95,388.29,393.27,396.88,384.19,384.35,388.96,393.05,395.63,395.86,394.08,400.18,387.02,380.24,389.00,390.74,385.63,386.86,400.62,L7
2000-04-29 22:09:53+00:00,447.03,439.48,432.04,425.01,413.55,417.76,414.09,413.54,409.42,407.56,396.36,411.63,411.73,416.81,412.75,402.87,382.80,398.08,392.95,386.36,394.08,397.89,389.17,389.94,389.97,388.74,402.01,394.54,398.64,399.48,391.02,378.98,380.31,392.56,385.63,386.86,399.91,L7
2000-05-24 22:03:46+00:00,446.38,443.16,437.09,429.50,425.15,421.74,411.20,411.29,408.31,405.80,396.36,411.63,411.73,416.81,412.75,402.87,382.80,398.08,392.95,386.36,394.08,397.89,389.17,389.94,389.97,388.74,402.01,394.54,398.64,399.48,391.02,378.98,380.31,392.56,385.63,386.86,399.91,L7
2000-05-31 22:09:54+00:00,442.36,440.01,429.38,429.50,416.23,412.98,406.06,407.62,408.31,405.80,396.36,407.06,399.25,402.97,398.73,392.04,375.20,387.08,392.95,386.36,396.62,400.33,393.60,393.20,389.97,386.26,395.21,386.96,391.71,392.97,393.21,372.24,377.08,386.78,383.12,386.86,399.91,L7
2000-06-16 22:09:50+00:00,444.65,443.05,432.74,430.82,416.91,414.39,408.04,411.14,412.67,408.60,400.37,410.17,400.18,402.88,396.88,390.07,378.45,390.62,392.95,386.36,404.15,406.95,402.95,402.95,407.73,389.19,400.62,391.87,397.84,397.94,403.37,372.24,383.33,390.06,383.12,386.86,399.91,L7
2000-07-11 22:03:17+00:00,444.65,443.05,432.74,430.82,416.91,414.39,408.04,411.14,412.67,408.60,400.37,410.17,400.18,402.88,391.16,382.79,378.45,381.84,392.95,378.60,403.18,404.21,398.90,399.97,407.73,389.19,400.62,391.87,397.84,397.94,403.37,372.24,383.33,390.06,383.12,386.86,399.91,L7
2000-08-12 22:02:54+00:00,444.65,443.05,432.74,430.82,416.91,414.39,408.04,411.14,412.67,408.60,400.37,410.17,400.18,402.88,391.16,382.79,376.98,382.85,383.42,383.29,400.99,403.37,400.27,401.12,411.75,390.61,404.67,391.87,397.84,397.94,403.37,372.24,383.33,390.06,383.12,386.86,399.91,L7
2000-10-15 22:01:56+00:00,443.62,444.80,432.26,426.75,415.16,411.10,405.43,408.50,411.94,409.97,397.47,406.52,394.68,395.41,384.74,377.67,373.63,381.61,378.04,385.87,401.33,402.97,400.21,401.48,414.20,389.90,403.00,388.77,393.42,394.34,406.11,367.25,382.36,389.84,380.60,,399.21,L7
2000-11-23 22:08:18+00:00,438.91,435.73,419.20,409.52,400.52,397.01,395.42,398.52,402.76,404.40,383.56,394.17,383.15,382.73,376.75,372.58,374.38,378.26,370.37,381.69,394.79,399.81,397.89,397.91,409.87,386.69,396.70,384.11,388.95,389.27,404.97,362.00,381.63,383.65,374.20,364.61,380.22,L7
2001-03-08 22:02:09+00:00,424.75,423.13,411.96,396.64,397.81,392.28,392.21,389.80,394.78,401.94,371.13,384.81,379.08,377.47,377.26,377.11,376.46,378.12,371.93,385.91,383.84,389.24,388.01,386.59,388.04,379.68,386.52,379.34,381.69,379.10,396.52,366.24,373.51,381.80,380.62,377.44,382.23,L7
2001-03-24 22:01:59+00:00,429.73,428.79,418.05,402.39,403.04,397.92,399.07,396.12,402.68,411.00,386.48,391.99,384.70,381.14,380.16,380.25,380.48,383.26,380.26,385.91,383.84,389.24,388.01,386.59,388.04,387.11,393.20,381.64,386.72,387.44,396.52,366.24,373.51,381.80,380.62,377.44,382.23,L7
2001-05-18 22:07:26+00:00,430.93,430.19,422.62,410.68,410.88,404.31,403.38,400.02,406.44,411.66,389.89,395.24,388.58,387.06,390.15,390.14,389.56,390.50,390.83,389.09,391.12,394.66,396.25,397.57,398.93,398.18,399.94,387.18,391.11,392.80,398.64,379.67,388.52,393.44,390.40,377.44,384.37,L7
2001-06-03 22:07:40+00:00,429.80,430.91,426.43,415.87,416.06,410.29,410.37,408.29,410.44,416.32,404.11,403.72,396.79,392.39,394.95,394.69,398.22,397.91,404.38,405.45,406.33,406.46,407.56,411.00,412.67,407.25,409.22,394.61,396.93,398.63,404.06,388.28,393.41,400.26,401.70,390.28,385.97,L7
2001-06-28 22:01:09+00:00,429.80,430.91,426.43,415.87,416.06,410.29,410.37,408.29,402.72,416.32,404.11,403.72,396.79,392.39,394.95,394.69,398.22,397.91,404.38,405.45,406.33,406.46,407.56,411.00,412.67,407.25,409.22,394.61,396.93,398.63,404.06,388.28,393.41,400.26,401.70,390.28,385.97,L7
2001-08-06 22:06:37+00:00,430.39,431.94,424.60,417.02,414.74,409.33,407.79,405.97,401.33,413.73,404.96,401.77,393.78,390.99,392.59,392.47,397.40,397.60,403.36,406.89,406.76,408.50,407.76,408.78,413.38,404.47,407.03,394.79,396.64,399.63,403.04,391.75,391.80,396.99,401.70,390.28,385.78,L7
2001-10-02 22:00:04+00:00,435.84,436.71,425.53,418.72,415.68,411.03,405.94,403.93,400.88,410.00,402.17,401.29,397.12,395.59,399.29,398.66,405.05,403.77,407.40,408.87,412.17,413.18,412.94,412.48,419.82,407.14,406.17,398.89,396.90,400.42,396.94,400.69,399.08,402.22,410.05,409.21,391.97,L7
2001-12-05 22:00:18+00:00,439.99,442.26,424.79,419.95,417.70,417.23,401.77,397.41,404.72,412.95,406.76,401.02,398.04,399.05,398.44,396.76,404.23,407.25,403.10,408.52,415.82,419.03,417.79,414.53,423.72,406.84,405.11,396.13,393.94,397.03,399.05,407.72,401.35,399.41,398.59,394.49,391.31,L7
2001-12-12 22:06:38+00:00,435.77,436.84,417.93,411.52,417.70,409.82,397.38,396.41,403.75,405.08,406.76,392.32,391.78,392.60,392.09,388.74,395.55,407.25,403.10,408.52,408.18,409.70,410.71,414.53,423.72,406.84,405.11,389.67,389.09,397.03,395.03,401.73,395.25,393.18,387.21,384.01,387.42,L7
2002-02-14 22:06:53+00:00,440.35,436.62,422.83,412.59,426.00,414.13,409.64,409.03,420.05,411.20,407.61,396.00,395.80,395.46,395.53,392.28,396.41,410.42,412.29,418.17,415.24,409.88,415.31,425.02,432.36,423.90,415.49,395.91,398.05,393.73,393.38,410.02,401.80,396.47,390.16,386.25,391.13,L7
2002-02-23 22:00:43+00:00,439.68,435.53,422.89,412.10,424.97,415.66,414.74,413.59,419.45,410.28,402.13,395.88,395.85,394.44,392.44,390.97,395.09,402.99,407.27,416.51,415.06,408.81,411.75,421.86,430.04,425.26,412.75,393.76,397.31,394.62,398.04,408.09,397.84,393.85,387.36,382.27,388.62,L7
2002-03-18 22:06:46+00:00,441.55,436.52,426.22,417.21,427.01,417.45,416.40,414.36,419.35,408.73,400.11,396.98,395.30,395.92,393.49,390.35,393.71,399.66,405.91,415.43,414.17,409.07,413.02,422.55,430.01,426.51,416.01,398.24,402.45,400.49,406.55,412.42,397.42,392.94,385.68,381.85,387.79,L7
2002-04-12 22:00:37+00:00,445.19,434.95,427.02,419.65,429.75,418.72,418.93,418.02,422.24,409.10,403.04,396.60,392.81,394.69,394.02,390.92,393.64,396.72,411.48,417.92,417.66,411.96,418.64,428.66,435.15,432.32,423.11,401.91,409.36,409.80,417.07,421.30,398.39,393.21,384.25,379.20,386.01,L7
2002-05-21 22:06:41+00:00,443.92,435.02,430.64,425.01,430.86,421.43,420.34,415.22,417.54,406.64,399.62,395.67,392.17,395.68,394.43,392.64,395.04,396.44,409.86,413.36,415.07,409.62,415.84,423.91,430.60,429.95,423.59,404.52,409.61,410.34,414.07,419.20,403.01,398.57,390.03,379.20,384.25,L7
2002-07-17 22:00:08+00:00,444.82,434.92,441.05,433.37,432.71,429.86,427.05,419.63,419.45,411.07,399.62,399.87,392.58,396.74,395.43,395.14,395.94,391.99,409.16,411.87,419.23,411.04,419.42,423.18,429.10,429.86,424.52,411.73,419.19,413.77,422.35,426.53,406.20,402.63,395.75,383.10,385.50,L7
2002-10-28 22:05:46+00:00,427.49,423.17,440.78,440.54,433.49,435.10,419.93,405.87,401.27,404.82,385.97,390.06,388.35,401.63,396.92,402.99,403.41,395.02,401.75,396.78,399.57,395.99,395.43,399.13,399.84,408.36,405.76,403.74,395.42,394.05,377.67,387.43,406.75,404.25,396.26,363.74,373.75,L7
2002-11-06 21:59:41+00:00,427.49,423.17,440.78,440.54,433.49,435.10,419.93,405.87,401.27,404.82,385.97,377.84,378.31,382.15,383.97,387.53,385.52,373.78,401.75,396.78,399.57,384.77,389.56,399.13,387.45,390.92,394.55,391.51,389.00,384.53,367.98,382.55,392.00,390.45,388.07,368.13,373.95,L7
2002-12-08 22:00:03+00:00,425.89,415.94,423.34,421.91,421.39,420.07,404.40,397.46,398.46,417.75,396.06,374.57,379.78,375.64,374.58,372.37,369.65,361.64,376.74,390.49,381.61,379.83,381.52,390.32,381.58,376.98,378.67,378.10,379.81,377.05,359.25,376.25,375.18,375.39,373.77,368.41,376.14,L7
2003-01-16 22:06:26+00:00,428.78,414.51,409.56,415.78,410.53,404.15,399.01,394.48,401.97,426.87,419.01,387.98,386.40,379.44,375.00,374.65,374.27,371.43,393.30,394.67,393.02,385.17,386.56,397.70,389.50,383.90,388.64,388.71,391.61,385.43,371.01,389.62,382.86,380.82,378.62,373.38,379.23,L7
2003-02-10 22:00:29+00:00,428.12,417.62,414.48,419.56,413.88,406.12,400.50,399.43,406.87,422.75,417.63,397.50,398.82,388.99,377.50,376.86,378.31,374.82,391.57,391.29,396.47,388.27,386.88,393.81,390.73,388.72,394.00,395.83,398.75,391.50,374.97,392.20,387.87,384.24,379.52,374.01,379.44,L7
2003-04-22 22:06:43+00:00,426.83,418.97,420.79,422.42,420.19,410.68,405.90,404.07,409.09,419.62,417.63,403.28,405.44,396.23,385.30,387.47,389.94,383.76,397.21,394.73,397.99,391.48,389.08,396.87,395.09,395.94,400.97,397.72,398.68,393.91,378.68,393.97,394.27,391.28,379.52,380.90,382.67,L7
2003-05-24 22:06:41+00:00,424.58,423.41,428.30,428.76,428.99,416.11,407.87,409.37,409.86,417.96,415.38,418.12,414.42,407.75,391.51,394.36,397.79,388.08,390.20,394.73,397.99,397.55,391.19,396.56,404.02,405.25,412.03,408.00,409.03,405.59,392.89,402.42,410.21,409.47,386.03,387.28,395.40,L7
2003-07-28 21:48:28+00:00,419.73,427.00,433.12,438.97,433.70,420.77,407.30,409.69,405.99,405.48,411.75,425.01,415.62,411.28,396.48,400.70,403.85,388.80,383.56,384.68,394.45,398.06,393.87,388.14,395.43,405.85,414.74,404.62,405.74,406.43,396.15,390.81,411.66,414.85,388.52,390.24,397.18,L5
2003-08-13 21:48:45+00:00,424.54,431.13,435.89,441.13,433.70,421.97,409.67,409.23,405.95,401.09,411.87,422.18,408.79,409.16,400.30,406.44,408.32,390.07,382.04,384.75,390.00,396.74,396.72,391.15,395.31,408.12,416.17,398.52,402.00,408.03,406.48,390.98,410.23,419.20,406.64,404.53,406.26,L5
2003-08-29 21:49:02+00:00,424.54,431.13,435.89,441.13,433.70,421.97,409.67,397.12,399.42,401.09,411.87,422.18,408.79,409.16,400.30,406.44,408.32,390.07,382.04,386.98,397.11,403.46,406.57,391.88,399.54,405.86,414.37,396.40,400.73,406.52,408.30,391.33,407.42,416.40,407.36,405.58,406.59,L5
2003-11-09 22:00:18+00:00,422.66,429.82,423.43,425.93,418.88,411.97,398.43,390.74,394.78,394.97,411.87,420.79,397.23,401.13,392.23,389.45,389.78,375.38,366.00,377.96,394.39,401.42,409.83,383.24,390.88,397.14,407.22,392.80,401.53,406.71,411.07,388.44,402.70,413.88,401.12,398.20,405.59,L7
2004-02-05 21:50:41+00:00,424.87,422.02,411.37,408.97,401.32,398.04,392.49,381.27,393.47,,407.84,392.47,379.98,382.76,382.36,378.98,379.31,375.25,378.13,382.54,397.62,401.56,410.80,385.32,395.37,396.52,402.33,391.14,402.27,405.53,410.32,398.59,392.07,400.78,397.36,399.54,403.69,L5
2004-03-23 22:07:16+00:00,414.61,408.19,389.12,389.26,383.76,380.09,374.47,382.75,385.68,,400.57,358.76,364.42,382.76,382.36,378.98,379.31,375.25,378.13,373.64,383.90,386.22,395.33,377.32,382.73,375.66,360.05,377.36,365.56,371.08,383.23,399.88,377.83,381.86,380.64,385.02,395.12,L7
2004-04-08 22:07:13+00:00,409.64,406.49,389.02,389.26,383.76,380.09,374.47,382.75,371.86,,400.57,359.36,362.93,367.16,370.67,373.78,376.14,375.91,368.04,370.11,378.88,377.92,395.33,377.32,382.73,375.66,361.46,377.36,365.99,371.94,383.23,399.88,377.83,381.30,381.04,384.30,392.25,L7
2004-04-17 22:00:57+00:00,409.64,406.49,389.02,389.26,383.76,380.09,374.47,382.75,371.86,,400.57,359.36,362.93,367.16,378.13,379.75,380.25,375.91,368.04,370.11,378.88,377.92,395.33,377.32,382.73,375.66,354.20,374.69,370.75,376.91,397.38,404.12,393.00,386.16,384.36,386.64,392.25,L7
2004-05-03 22:00:59+00:00,406.72,405.42,387.12,385.34,383.00,381.77,374.47,382.75,371.86,,400.57,359.36,362.93,367.16,378.13,379.75,380.25,375.91,368.04,370.11,378.88,377.92,395.33,377.32,382.73,375.66,354.20,374.69,370.75,376.91,397.38,404.12,393.00,385.06,382.97,384.99,389.26,L7
2004-05-18 21:58:38+00:00,410.13,405.82,392.72,384.37,390.62,387.70,385.91,397.01,384.89,405.71,405.56,369.07,362.93,367.16,378.13,380.02,380.05,376.13,368.04,370.11,378.88,377.92,395.33,377.32,382.73,383.43,362.68,381.88,376.86,381.82,400.60,407.55,398.48,390.75,388.59,389.99,391.16,L5
2004-05-26 22:06:45+00:00,416.30,409.33,397.87,384.37,390.62,387.70,385.91,397.01,400.31,405.71,414.79,384.97,362.93,367.16,389.88,388.04,380.05,399.51,368.04,390.41,397.74,395.80,395.33,377.32,382.73,383.43,375.81,397.66,386.69,386.90,402.30,407.55,398.48,399.63,395.25,389.99,391.16,L7
2004-06-11 22:07:02+00:00,422.56,413.00,397.87,384.37,390.62,387.70,403.41,397.01,410.50,425.44,419.23,394.57,362.93,367.16,389.88,388.04,380.05,409.08,368.04,400.84,409.30,404.43,420.28,377.32,382.73,383.43,388.43,407.72,394.95,392.87,404.06,407.55,398.48,399.63,395.25,396.77,400.11,L7
2004-06-12 21:53:11+00:00,422.56,413.00,397.87,384.37,390.62,397.34,409.92,410.04,413.27,427.05,417.82,398.40,372.99,375.30,389.56,389.49,388.15,408.23,368.04,401.88,412.36,408.03,418.08,377.32,382.73,383.43,395.75,411.49,394.95,392.87,404.06,407.55,398.48,399.63,395.25,396.77,400.11,L5
2004-07-13 22:06:58+00:00,422.56,413.00,401.30,392.75,393.98,396.76,406.02,406.12,412.46,422.88,415.16,398.43,375.00,375.73,386.11,389.49,388.15,408.23,368.04,401.88,410.13,406.10,411.97,384.89,392.94,391.74,397.49,411.52,396.24,394.54,401.91,399.62,394.58,397.62,395.25,396.77,400.11,L7
2004-07-29 22:06:51+00:00,422.56,413.00,401.30,390.74,391.82,393.90,401.21,398.87,411.08,414.65,409.94,394.29,372.72,371.91,381.89,389.49,388.15,408.23,368.04,401.88,410.13,400.54,402.57,374.30,381.74,384.14,397.49,406.71,394.06,393.49,398.26,389.99,388.67,394.40,389.74,396.77,400.11,L7
2004-09-16 21:55:41+00:00,422.97,414.62,400.24,388.69,392.22,393.98,402.27,399.61,412.49,409.13,410.48,396.50,372.86,371.25,381.06,388.79,391.60,416.53,344.94,402.75,408.38,399.15,403.75,378.55,383.97,390.52,398.38,408.17,394.39,394.75,399.53,384.40,387.36,395.49,389.39,396.34,398.19,L5
2004-11-03 21:56:42+00:00,435.04,424.46,414.96,397.20,409.75,407.76,412.81,405.41,422.76,413.36,411.73,409.97,388.34,382.59,387.59,401.10,430.08,429.63,379.89,411.80,414.95,405.70,405.76,388.82,393.68,396.84,424.98,417.46,415.23,410.56,401.94,382.95,388.93,401.03,393.58,405.76,406.32,L5
