dates,nzd0091-0000,nzd0091-0001,nzd0091-0002,nzd0091-0003,nzd0091-0004,nzd0091-0005,nzd0091-0006,nzd0091-0007,nzd0091-0008,satname
1999-09-27 22:04:48+00:00,321.34,290.82,286.00,275.09,285.03,299.72,298.12,303.95,308.40,L7
1999-11-14 22:04:42+00:00,319.06,289.47,285.58,276.06,285.49,299.10,300.30,305.28,311.23,L7
1999-11-30 22:04:35+00:00,313.01,284.78,278.29,269.33,275.83,299.10,303.39,305.41,311.81,L7
2000-01-01 22:04:37+00:00,313.15,284.31,282.05,269.33,280.97,302.70,305.95,307.59,310.25,L7
2000-01-17 22:04:35+00:00,310.82,282.43,281.98,273.01,282.52,302.50,305.74,306.86,306.95,L7
2000-08-12 22:02:54+00:00,301.96,267.23,,,,,,,,L7
2000-10-15 22:01:56+00:00,302.13,277.49,282.51,274.60,284.93,292.54,277.21,282.39,286.98,L7
2001-01-03 22:02:12+00:00,306.32,280.08,280.69,277.19,278.75,288.86,285.25,284.15,282.76,L7
2001-03-08 22:02:09+00:00,301.60,276.73,270.58,271.17,274.29,284.65,282.70,282.55,276.61,L7
2001-03-24 22:01:59+00:00,302.63,274.19,270.77,268.68,272.66,282.95,281.26,281.19,277.35,L7
2001-06-12 22:01:24+00:00,305.18,271.03,268.32,268.23,271.44,282.79,284.74,284.75,281.77,L7
2001-08-15 22:00:38+00:00,301.86,268.90,264.91,266.30,272.55,283.01,281.75,286.78,282.85,L7
2001-10-02 22:00:04+00:00,306.12,278.47,272.54,273.20,276.83,287.82,284.26,292.78,294.27,L7
2001-12-05 22:00:18+00:00,306.38,281.04,274.73,273.29,275.77,286.53,283.41,292.44,295.39,L7
2002-01-22 22:00:40+00:00,307.78,283.37,276.73,277.37,279.65,291.50,288.77,296.59,299.24,L7
2002-02-23 22:00:43+00:00,311.53,286.93,284.00,283.67,284.31,297.61,291.24,297.44,299.24,L7
2002-03-27 22:00:37+00:00,310.62,284.31,281.57,281.01,282.23,295.59,289.94,295.92,295.94,L7
2002-07-17 22:00:08+00:00,312.73,286.06,283.98,285.58,286.19,301.69,300.91,303.41,301.77,L7
2002-08-18 21:59:57+00:00,308.45,284.28,281.75,275.82,283.93,294.29,291.93,297.91,289.46,L7
2003-01-09 22:00:09+00:00,300.60,281.65,273.88,262.38,278.07,286.49,292.43,299.13,292.06,L7
2003-02-10 22:00:29+00:00,296.19,274.96,267.44,265.92,277.12,281.98,286.56,295.87,286.56,L7
2003-02-26 22:00:28+00:00,291.44,270.47,261.22,268.97,268.09,277.34,282.45,288.89,287.44,L7
2003-07-28 21:48:28+00:00,310.05,274.93,267.36,280.66,275.04,283.20,287.57,290.47,291.12,L5
2003-08-05 22:00:11+00:00,306.75,275.30,268.91,276.48,274.23,284.90,288.62,293.12,292.84,L7
2003-09-14 21:49:18+00:00,311.26,284.58,280.34,278.92,284.36,296.84,296.90,300.52,303.97,L5
2003-12-19 21:50:27+00:00,312.07,283.04,279.39,275.87,281.44,293.57,294.52,300.04,305.17,L5
2004-04-01 22:01:04+00:00,317.11,282.38,281.81,275.95,272.68,295.77,296.15,301.28,308.42,L7
2004-06-20 22:00:50+00:00,314.36,281.13,282.44,285.20,277.52,298.38,298.05,300.70,300.46,L7
2004-07-06 22:00:48+00:00,314.36,280.52,282.44,285.20,277.80,296.96,295.81,298.64,298.75,L7
2004-07-22 22:00:44+00:00,313.90,280.52,282.44,279.52,278.75,296.22,295.30,298.03,299.98,L7
2004-07-30 21:54:28+00:00,312.78,281.80,282.86,278.90,281.08,297.46,296.76,298.84,298.46,L5
2004-11-19 21:56:55+00:00,312.80,283.88,288.07,286.82,285.65,300.14,299.86,302.28,299.96,L5
2005-02-23 21:58:31+00:00,316.41,290.62,295.50,295.69,299.83,315.91,312.38,315.48,313.81,L5
2005-03-03 22:01:30+00:00,318.77,291.72,295.53,294.80,299.51,311.94,310.26,310.96,309.86,L7
2005-03-11 21:58:44+00:00,321.05,293.26,296.79,295.16,299.95,310.34,308.51,310.67,312.18,L5
2005-03-19 22:01:30+00:00,318.78,292.31,293.82,292.78,297.47,308.90,308.01,309.10,310.21,L7
2005-04-20 22:01:20+00:00,318.78,292.31,293.82,292.59,297.45,309.01,307.92,308.71,311.63,L7
2005-04-28 21:58:59+00:00,319.26,290.78,293.11,295.84,298.92,310.42,307.61,308.12,312.49,L5
2005-05-06 22:01:25+00:00,319.26,287.20,293.11,295.84,296.42,308.74,306.30,307.28,312.49,L7
2005-07-09 22:01:14+00:00,319.15,285.96,288.34,293.66,293.00,305.25,303.07,304.82,311.65,L7
2005-07-17 21:59:35+00:00,313.73,282.74,284.79,288.37,290.79,305.25,303.07,304.82,311.65,L5
2005-07-25 22:01:13+00:00,313.77,282.24,284.79,287.06,290.24,304.49,302.78,304.95,311.04,L7
2005-08-10 22:01:10+00:00,313.77,282.24,284.45,285.52,288.97,302.76,302.11,304.68,310.25,L7
2005-10-13 22:00:54+00:00,306.50,273.29,277.49,283.03,285.42,300.19,300.68,303.75,311.34,L7
2005-11-30 22:01:24+00:00,302.09,273.40,274.67,271.65,279.05,293.45,298.80,304.19,306.08,L7
2006-01-17 22:01:43+00:00,307.24,276.72,282.78,278.41,282.78,296.15,301.80,308.65,310.21,L7
2006-02-18 22:01:53+00:00,303.92,275.92,282.53,277.83,281.96,297.18,302.15,309.33,312.67,L7
2006-03-14 22:02:55+00:00,302.81,275.57,281.09,276.82,283.06,296.53,300.99,307.56,310.50,L5
2006-04-15 22:03:30+00:00,306.06,279.92,284.10,277.67,282.45,297.80,301.75,308.55,311.97,L5
2006-05-17 22:03:57+00:00,311.95,285.34,287.59,280.00,285.26,299.83,303.28,308.89,313.04,L5
2006-06-10 22:01:49+00:00,314.30,287.94,290.13,282.58,288.12,302.41,304.51,309.33,313.82,L7
2006-06-26 22:01:44+00:00,312.86,287.94,290.13,280.59,286.42,301.08,303.37,308.04,311.87,L7
2006-07-04 22:04:41+00:00,311.87,286.92,288.15,281.02,286.38,300.47,302.87,306.51,309.97,L5
2006-07-28 22:01:30+00:00,311.87,285.63,286.50,278.53,285.48,298.91,301.87,304.67,308.70,L7
2006-08-29 22:01:26+00:00,313.73,288.35,287.86,280.68,287.13,299.50,302.19,304.57,307.77,L7
2006-11-25 22:06:19+00:00,305.35,280.12,279.20,272.34,280.30,293.19,300.64,300.62,306.10,L5
2006-12-11 22:06:28+00:00,302.75,277.89,276.33,272.34,277.94,290.45,299.05,295.90,305.57,L5
2007-01-04 22:02:01+00:00,307.08,283.55,282.95,276.73,283.08,294.18,305.78,298.25,312.65,L7
2007-02-13 22:06:47+00:00,308.46,286.35,283.50,276.86,283.19,293.44,304.25,297.54,308.35,L5
2007-05-12 22:02:11+00:00,305.81,285.69,286.77,280.54,286.02,297.47,307.01,296.70,310.98,L7
2007-05-28 22:02:04+00:00,313.64,295.45,296.16,291.05,295.30,307.81,309.18,302.81,312.31,L7
2007-09-09 22:04:57+00:00,306.52,292.83,297.97,300.14,296.92,304.81,309.32,309.86,305.32,L5
2007-11-20 22:01:58+00:00,305.75,275.39,292.24,,285.23,295.18,304.21,309.29,312.57,L7
2008-03-27 22:01:57+00:00,303.69,275.74,273.42,269.09,274.35,284.20,294.00,308.14,327.07,L7
