dates,nzd0091-0000,nzd0091-0001,nzd0091-0002,nzd0091-0003,nzd0091-0004,nzd0091-0005,nzd0091-0006,nzd0091-0007,nzd0091-0008,satname
1999-09-27 22:04:48+00:00,321.34,290.82,286.00,275.09,285.03,299.72,298.12,303.95,308.40,L7
1999-11-14 22:04:42+00:00,316.78,288.11,285.16,277.03,285.95,298.47,302.47,306.62,314.06,L7
1999-11-30 22:04:35+00:00,300.92,275.41,263.71,255.87,256.52,,309.57,305.67,312.98,L7
2000-01-01 22:04:37+00:00,313.56,282.90,293.31,,296.38,309.92,313.65,314.11,305.57,L7
2000-01-17 22:04:35+00:00,301.50,274.93,281.71,284.04,288.73,301.88,304.88,303.96,293.73,L7
2000-08-12 22:02:54+00:00,301.96,267.23,,,,,,,,L7
2000-10-15 22:01:56+00:00,302.31,287.74,282.51,274.60,284.93,292.54,277.21,282.39,286.98,L7
2001-01-03 22:02:12+00:00,314.69,285.27,278.87,279.77,272.58,285.18,293.30,285.91,278.54,L7
2001-03-08 22:02:09+00:00,287.81,257.18,250.37,259.13,265.35,276.23,277.60,279.35,264.30,L7
2001-03-24 22:01:59+00:00,305.72,266.57,271.35,261.22,267.79,277.85,276.94,277.10,279.59,L7
2001-06-12 22:01:24+00:00,312.48,275.09,272.69,272.79,280.06,291.91,291.12,296.64,304.66,L7
2001-08-15 22:00:38+00:00,301.41,276.75,265.22,272.06,277.01,286.04,281.34,294.04,,L7
2001-10-02 22:00:04+00:00,304.48,283.58,279.72,274.74,273.41,285.52,280.33,287.65,283.88,L7
2001-12-05 22:00:18+00:00,307.16,288.75,281.27,273.56,272.60,282.66,280.86,291.43,297.64,L7
2002-01-22 22:00:40+00:00,318.06,284.39,280.70,289.13,295.59,311.76,312.54,313.24,316.20,L7
2002-02-23 22:00:43+00:00,316.42,291.01,294.30,297.24,295.66,310.51,,,,L7
2002-03-27 22:00:37+00:00,307.00,273.84,271.85,270.38,273.89,287.49,286.04,291.35,286.05,L7
2002-07-17 22:00:08+00:00,309.42,295.02,289.07,,279.61,297.02,304.16,305.64,303.06,L7
2002-08-18 21:59:57+00:00,300.95,277.26,271.78,259.84,286.57,282.16,285.60,296.75,279.26,L7
2003-01-09 22:00:09+00:00,291.44,272.66,260.78,264.91,268.03,280.28,287.52,294.99,293.86,L7
2003-02-10 22:00:29+00:00,,,269.77,273.02,276.75,283.49,,,,L7
2003-02-26 22:00:28+00:00,,268.28,253.10,,259.48,268.26,277.39,282.79,281.01,L7
2003-07-28 21:48:28+00:00,310.05,281.58,279.22,288.30,288.88,297.84,297.75,298.15,301.22,L5
2003-08-05 22:00:11+00:00,303.44,276.05,273.55,268.12,271.82,290.01,290.73,298.41,296.30,L7
2003-09-14 21:49:18+00:00,320.30,296.10,288.24,280.34,292.37,302.68,302.22,305.00,314.40,L5
2003-12-19 21:50:27+00:00,314.48,278.41,276.57,266.70,272.68,283.74,287.40,298.59,308.74,L5
2004-04-01 22:01:04+00:00,319.74,286.36,287.05,285.20,,307.80,304.90,303.98,308.10,L7
2004-06-20 22:00:50+00:00,308.98,275.91,277.84,,277.52,288.95,291.21,297.41,292.81,L7
2004-07-06 22:00:48+00:00,,279.28,,,278.08,294.13,291.32,294.52,295.34,L7
2004-07-22 22:00:44+00:00,312.98,,,273.84,280.66,294.00,293.77,296.21,303.68,L7
2004-07-30 21:54:28+00:00,309.42,285.65,283.70,277.66,288.08,302.42,302.59,302.09,292.39,L5
2004-11-19 21:56:55+00:00,319.83,294.69,302.68,308.96,303.90,321.20,320.42,321.16,315.56,L5
2005-02-23 21:58:31+00:00,312.99,286.54,288.31,282.43,295.77,310.63,304.34,309.80,312.07,L5
2005-03-03 22:01:30+00:00,323.50,293.93,295.61,293.00,298.85,303.98,306.03,301.92,301.94,L7
2005-03-11 21:58:44+00:00,327.87,297.90,300.57,296.24,301.29,305.55,303.25,309.80,319.15,L5
2005-03-19 22:01:30+00:00,309.73,288.50,281.92,283.25,287.53,303.15,306.00,302.80,302.35,L7
2005-04-20 22:01:20+00:00,,,,291.69,297.34,309.57,307.45,306.77,318.74,L7
2005-04-28 21:58:59+00:00,321.64,283.10,289.58,315.34,307.78,318.86,305.75,304.61,317.65,L5
2005-05-06 22:01:25+00:00,,265.77,,,278.91,296.97,297.12,301.36,,L7
2005-07-09 22:01:14+00:00,,,274.07,,276.56,293.29,294.60,301.48,309.62,L7
2005-07-17 21:59:35+00:00,286.63,263.43,263.45,256.66,273.08,,,,,L5
2005-07-25 22:01:13+00:00,314.02,278.78,,277.91,285.26,298.39,300.50,306.03,306.80,L7
2005-08-10 22:01:10+00:00,,,282.12,273.18,276.31,287.24,296.04,302.23,303.89,L7
2005-10-13 22:00:54+00:00,303.71,275.35,278.24,283.41,288.14,296.98,303.30,,,L7
2005-11-30 22:01:24+00:00,304.00,276.03,275.46,267.11,274.95,291.35,299.58,307.01,304.02,L7
2006-01-17 22:01:43+00:00,,,295.30,290.44,289.26,306.78,309.56,319.34,326.14,L7
2006-02-18 22:01:53+00:00,304.06,276.39,281.11,270.38,275.50,293.61,296.15,301.63,307.86,L7
2006-03-14 22:02:55+00:00,299.49,274.51,275.32,272.75,287.43,293.95,296.34,302.26,303.99,L5
2006-04-15 22:03:30+00:00,316.70,292.75,293.31,287.69,285.13,303.29,307.11,312.52,317.86,L5
2006-05-17 22:03:57+00:00,335.50,307.01,305.06,291.65,299.31,310.00,310.92,310.56,318.35,L5
2006-06-10 22:01:49+00:00,315.76,289.05,290.70,,292.11,306.84,306.97,309.66,308.75,L7
2006-06-26 22:01:44+00:00,305.66,,,270.61,276.19,293.09,296.56,300.33,300.13,L7
2006-07-04 22:04:41+00:00,305.89,281.83,276.27,283.60,286.10,296.21,299.37,295.77,296.70,L5
2006-07-28 22:01:30+00:00,,277.86,283.75,273.04,282.03,294.31,301.54,304.60,315.93,L7
2006-08-29 22:01:26+00:00,317.10,295.47,290.58,285.43,288.72,298.31,298.74,300.90,300.44,L7
2006-11-25 22:06:19+00:00,282.33,256.40,254.71,249.02,256.66,270.35,,292.45,314.67,L5
2006-12-11 22:06:28+00:00,,,,,,,,281.34,,L5
2007-01-04 22:02:01+00:00,321.81,304.48,302.77,299.41,304.92,313.73,317.07,311.98,319.56,L7
2007-02-13 22:06:47+00:00,312.60,289.03,285.92,273.59,282.45,291.36,296.95,301.05,298.72,L5
2007-05-12 22:02:11+00:00,306.52,292.83,303.70,300.14,300.04,314.43,,,,L7
2007-05-28 22:02:04+00:00,,,292.24,,293.79,311.72,313.51,316.89,318.66,L7
2007-09-09 22:04:57+00:00,,,,,,288.29,305.13,302.83,291.98,L5
2007-11-20 22:01:58+00:00,305.75,275.39,,,276.66,285.54,294.00,308.14,327.07,L7
2008-03-27 22:01:57+00:00,301.64,276.08,273.42,269.09,272.03,282.85,,,,L7
