,dates,nzd0122-0000,nzd0122-0001,nzd0122-0002,nzd0122-0003,nzd0122-0004,nzd0122-0005,nzd0122-0006,nzd0122-0007,nzd0122-0008,nzd0122-0009,nzd0122-0010,nzd0122-0011,nzd0122-0012,nzd0122-0013,nzd0122-0014,nzd0122-0015,nzd0122-0016,nzd0122-0017,nzd0122-0018,nzd0122-0019,nzd0122-0020,nzd0122-0021,nzd0122-0022
0,1999-08-19 21:58:28+00:00,,,171.10106670035537,176.198214945155,203.2591956122768,195.20641858867657,179.28489764479147,183.90219649030118,177.68732499314163,239.2239067284368,194.43332302372954,191.11180974702748,196.3264354895539,189.3759547906379,194.70540378600677,208.05586020052894,185.29351022626176,185.76777210742998,185.43825772206412,201.95682198146355,209.01580136602854,200.20755162884797,208.20383453641992
1,1999-10-22 21:58:28+00:00,192.07815541932817,177.696781966013,174.4419951183828,180.74538257271817,197.54108151955847,195.71056752580475,185.1353502207554,181.82294200774606,178.21703980548747,245.70145107629577,194.69340938115175,189.63022169209202,193.5523832463191,199.26158218475868,205.83339550446635,212.8510184774978,203.5168025482062,192.85056027829054,,221.54422520532077,233.9964247856278,222.37345804099763,232.5428697653651
2,1999-12-09 21:58:33+00:00,191.20488945636328,167.36773625583717,164.85230528874962,179.58109461610766,191.10455252504806,191.98685044366485,181.48432748846136,178.9551142416582,173.38123034280986,,188.9688448705129,181.8140560645115,188.1213087710999,182.55697826717676,191.23243083310612,195.94602333139426,181.8131772117694,172.02052848194447,183.19185824492473,205.6886651507404,,,
3,2000-03-14 21:58:11+00:00,190.88574825155473,177.60717810530974,178.9973377314942,195.09398949253554,207.29355819186333,206.81473480960187,196.35047311686196,190.2536788071869,189.5474964890778,260.3625351958191,202.50065221952792,203.58619295347222,206.30419670128833,201.84783638581015,211.938817426592,205.45972058889095,203.20773249768263,199.36131410884445,,222.88896602312974,228.7305777845171,221.92619080669678,
4,2000-04-15 21:57:55+00:00,183.75616778510272,167.37745261687832,171.51816737755112,189.73045023811832,194.42756505207757,195.94335809789948,180.1745542850167,174.26766541720008,183.28677058402738,228.23589473789036,195.2194852628859,197.38082846453818,190.06526139693162,194.982751056459,193.50776084406442,195.30666652113013,165.1460475032918,174.20285203669917,166.4867739562801,,,,
5,2000-05-01 21:57:54+00:00,189.63111986917488,,,,,,,,,,213.971598052879,223.07185046111928,,211.90804263803247,221.54424662051196,220.88327414835487,,,,,,,
6,2000-12-11 21:56:00+00:00,166.62674154949931,163.96351325713738,163.97000619192954,169.1239209239132,177.22999585970527,186.77677596900932,174.17260028901714,147.80864148035306,157.33577618603522,234.3369814344541,174.2540387490787,175.83153482665176,178.6442929243092,180.75839071914965,191.48584995494298,184.21951343799924,,175.86325597445426,182.3813573895101,197.0511186559563,201.27914898109728,205.28698566808077,
7,2000-12-27 21:56:05+00:00,,,,,,,,154.2511567563827,156.32842350880986,246.6803687036745,169.8325063505615,170.41750878487773,169.90874196352019,174.22563589997142,182.3709627000709,187.040873059629,170.96854868927232,171.88782732494326,180.67135613451728,,198.8427122634299,,202.41481153127359
8,2001-01-12 21:56:06+00:00,146.35966348814847,139.341301731654,146.06217591501786,151.15786168386327,165.62271693257912,,,143.18386908219625,158.5056288304216,234.27038349010348,165.67912106418984,169.97252481998134,168.75093055352602,172.54404547220386,183.22670406057097,188.80751975563052,172.82852058662425,,166.9418911192423,185.6549960350576,202.38017727325496,191.69398822882917,211.48649477295686
9,2001-03-01 21:55:57+00:00,,140.6434511089773,141.20298532906062,149.55590208895728,,,,,141.80715633583713,199.94440185152672,170.91427879106877,170.84606500373835,171.01428791190673,170.23441020457858,177.16745791579692,181.26126389610212,159.71669209640902,,183.56231755112032,,206.96126786264566,194.42984326208665,208.07821967745215
10,2001-06-05 21:55:16+00:00,,169.39367538296042,163.33363323885663,171.10312444332718,189.75929503839805,190.35663237274085,171.10440431521312,163.06175041198594,174.6758286561118,242.49327364347295,183.11225094088724,182.7223923396184,179.60482251493912,177.74836798240443,186.0768782745311,196.282400568784,183.10607047794994,185.68247106758872,185.29077248384502,,202.30002197588416,194.23753336661488,
11,2001-08-24 21:54:24+00:00,,,,,170.79016218282203,185.9226491967539,158.977916063509,149.68013967532602,167.62013409923136,229.33995111190228,176.76350731917427,,,,185.89661357783626,189.77713641984442,,186.25072226715358,180.46868173695518,,201.36912356494634,,194.6788929908986
12,2001-10-11 21:53:46+00:00,183.32616801557265,163.3605463708074,157.14569004908338,173.55551557633382,183.68743224437446,186.96491503990873,169.51182211602386,164.39392574125358,168.23181798038908,252.42866098931688,191.60795071354136,181.65967754839758,189.45095184153683,185.74391035417528,192.83340517173937,195.39898714095443,190.82993513902238,180.9086799266376,184.94969411694225,205.3529601788021,212.58747803235622,208.58240677669087,
