,dates,chi0173-0000,chi0173-0001,chi0173-0002,chi0173-0003,chi0173-0004,chi0173-0005,chi0173-0006,chi0173-0007,chi0173-0008,chi0173-0009,chi0173-0010,chi0173-0011,chi0173-0012,chi0173-0013,chi0173-0014,chi0173-0015,chi0173-0016,chi0173-0017,chi0173-0018,chi0173-0019,chi0173-0020,chi0173-0021,chi0173-0022,chi0173-0023,chi0173-0024,chi0173-0025,chi0173-0026,chi0173-0027,chi0173-0028
0,1986-07-30 14:00:05+00:00,219.00238771876639,193.2594992939153,199.16786324697517,190.38890367412384,184.5920844371448,202.14654693639034,220.4016616433055,227.00468603302443,193.51092881579717,194.1076770822669,197.57758268885152,180.17985485452425,163.9850701791517,174.92269728864892,170.70825008178645,162.94923545958207,155.3602429808176,172.94270908525544,188.54209535545667,194.41843515888922,207.68361621729247,204.29321970093207,214.430501514467,208.61087368634878,206.3514425744567,198.24395848551848,177.2824790168624,160.34408525818532,219.20132418312988
1,1986-08-15 13:59:05+00:00,216.36615999765388,210.48371320824342,206.2889962748211,201.58926058890054,195.80836371610468,211.75152640609252,240.5034795956009,237.9296873380555,219.05237762853432,212.91854400668288,204.19054705382723,173.84583596109954,170.4657372565286,179.00763470682807,174.66890177249905,173.78878730797223,161.81695212721255,173.49105740567785,189.1612461793883,197.6876107819919,216.4870323635852,209.11270419000218,226.16672537430193,213.57670527611737,208.8883261579242,202.52385957229137,188.57932481727306,174.06915532967005,217.9644602041607
2,1986-09-16 13:57:58+00:00,211.37380514934006,199.53601127222169,202.4035373797126,185.58503383187477,185.42576821598317,196.94175910097385,217.98333091258476,224.53801991191153,191.3331149587195,198.91866361707017,188.13697876166097,149.67038916086216,156.52946158838876,173.70768449320218,153.9009473887042,149.2897446720355,150.38076100422865,153.11006990410942,169.53806874126525,188.06743367758023,205.08109587832126,190.2318765676962,208.89896757810862,206.12194686296652,194.72344474798038,181.379609944758,179.05848654518837,155.5976827331988,205.17709232621212
3,1986-10-18 13:57:20+00:00,161.85599004155375,151.92650349307286,161.5396220983162,149.26513749605107,139.49124589615303,150.60143021594564,181.0963484061373,173.75016700379527,159.4999152252973,167.85118295136385,178.6381742178583,141.8464267219877,138.28177363909685,150.95133342276972,128.583714874862,117.52675004078719,,113.96043963033841,142.04734891744405,157.69850549192432,186.67062218750874,178.1486936930968,195.9111361917124,190.98342943179213,177.23582418873065,173.87362288610248,149.86772771849746,120.77093839338991,169.59691770371967
4,1988-06-17 14:08:27+00:00,190.3527886927501,175.6228135465839,188.96102049548918,183.87259981493938,173.04221832120962,184.389059067446,206.59404692287,209.52665848088006,181.27584223937097,178.99696985132232,175.93631257564027,152.94045562079918,147.52292197655123,153.39173924635583,146.9488427405861,143.01514404317922,149.4380488995626,157.07778436596712,163.6792715708724,179.84943649431045,196.86748671078593,191.011432783585,198.58136045903348,194.77508443441283,185.6994863115596,182.11810124909852,172.02615699212498,173.8170443677538,182.7631680784268
5,1988-08-20 14:08:12+00:00,206.92929700786317,199.30957760931324,199.23951931176697,184.65535976865885,183.0985099253043,197.49188493182572,230.7933731109123,222.24125225995806,193.12508818341553,193.0567451986801,196.06462735239694,161.2462182168014,159.12993145421527,175.05376683855684,160.67465941063125,159.0031607912782,144.68660516465485,164.36048816869948,181.0538690634561,,,,,,,,,,
6,1988-09-21 14:08:34+00:00,205.77020255386358,201.99771674958265,205.75449981839398,193.35397807328735,196.5814778751055,207.96882390016697,233.87932789882382,230.6559663729009,203.80961809789554,205.13752948916834,204.91526159561317,177.5645843676262,175.6896154881145,179.26206877163807,169.13348396142214,165.91596473895578,157.0506251101637,175.74272614062792,188.53595736212674,197.86408026723086,209.72056998744628,203.77148971904012,223.9294701899371,211.41204040651047,210.87249021925402,203.7614565196203,187.27380665417357,166.70486413979648,208.83320190184995
7,1988-11-08 14:08:03+00:00,203.2435211320505,191.86873220860116,202.39865452120114,189.01309791572697,181.73777663894273,197.70566079040958,223.75150905616118,223.7114396632678,189.795920329675,199.07987215229258,198.48784552453236,174.4930263408135,163.85570523954715,171.5814133244162,159.25440655643746,159.30400811605972,164.58050430722153,162.27714061524117,173.41908001455715,190.40149702689575,206.51910022337142,196.65025919208867,217.79852840269191,205.04596433296695,204.54334980687992,199.46183342098257,181.17340778111932,162.16689037871274,201.26749177966695
8,1988-12-26 14:08:11+00:00,215.310679212396,202.85453008299567,206.2004100799551,192.65706681509468,191.99395899258514,203.21132100319386,231.65304720797096,233.43232481172635,203.82527794513206,208.02284984368643,209.93152558031267,175.20044596555488,174.8355088778232,185.13851507207983,167.53935519744246,170.70491718439402,167.8710646530305,173.90864802566045,177.90704347665496,193.4501337012917,211.82073189428897,205.9968256574407,224.0877955632573,216.79019051227283,204.12801103531115,206.3772936216283,185.5215679722731,184.55679946209236,214.3179907588716
9,1989-01-27 14:07:50+00:00,216.8925771550197,205.99783764851756,206.45045376852687,196.28344986339806,198.75520217940542,208.51599967305447,232.83143305083541,227.75178236339866,209.08463870014975,210.25419173885894,210.3513743466411,179.40385706254838,179.1983404023425,183.60350883949505,177.47282038818776,180.77193986324298,181.10174965616181,173.81681790658428,193.05240520570476,203.52141115888236,210.2552586194572,214.1395961028898,238.87512432328901,214.51368325789815,211.3018468812351,205.80405468478017,192.93125203841953,190.2437784318378,214.59363806397133
10,1989-02-28 14:07:14+00:00,200.07922710469268,191.38244193222158,197.4009999720862,187.8124823474755,187.05963221041554,199.67679781139685,219.72107995657842,222.26376090918492,196.4562093402461,193.8271811603806,193.5655719101498,164.15746191943273,162.82511379025243,167.7976089171048,158.195920940829,156.97146290994232,164.53865831081708,170.0122013965166,177.78985499089185,189.18569179158834,200.92226825384205,200.46633455971093,208.64110517598812,207.05701420511946,198.8253851594672,194.1481907319739,176.3992325956773,184.48185328849527,200.13279785207027
11,1989-05-03 14:06:13+00:00,210.49023864483584,193.34450057051492,193.4805382117143,183.9772920750401,189.9306550949919,194.63655447641833,225.28673046576358,225.24885949880243,195.90140195049435,195.8048028355551,194.78120259911623,162.6580275048873,160.00067994760084,174.15592515756617,161.34979474044923,153.3842138663404,154.54575872935683,167.74991345309866,169.6947797538907,191.07576472543298,203.68487071589806,207.767532068152,213.24761408327126,206.78338514122925,198.00347659081382,196.55756830756908,178.15502890284074,176.7989960131795,209.52305021025623
