,dates,usa_CA_0206-0000,usa_CA_0206-0001,usa_CA_0206-0002,usa_CA_0206-0003,usa_CA_0206-0004,usa_CA_0206-0005,usa_CA_0206-0006,usa_CA_0206-0007,usa_CA_0206-0008,usa_CA_0206-0009,usa_CA_0206-0010,usa_CA_0206-0011
0,1984-05-02 18:13:15+00:00,169.35363660821662,213.77233626508038,222.1698505050525,217.5846748581154,206.90805539142582,175.55452088807343,180.55132594758587,216.75645006595516,177.7730978130732,182.92161233901328,201.80265425341338,197.00329453756316
1,1984-06-03 18:14:10+00:00,205.18939408189482,235.89666706681834,232.98628894733005,218.1246298150187,206.6044409186863,176.3771747901298,186.03614435399345,218.3510230835265,194.2112335532375,193.6195013079287,199.61814075243967,206.4157672959328
2,1984-09-07 18:16:09+00:00,182.48931792743156,226.53495084676644,218.70399917979742,227.73617042396455,215.0144956680668,185.6664555672485,196.19962882543433,213.2513051274367,187.99283646450868,199.5589374446123,203.90326650834697,201.1318783349518
3,1984-09-23 18:16:11+00:00,176.7085609987245,215.1586539053653,209.45079308331748,207.73912549749548,195.63702940011854,180.78658294881402,173.95330648357637,194.26157553239668,176.02310681425485,176.0015019229841,184.3055664573249,182.8383460760715
4,1984-10-25 18:16:05+00:00,179.65749550972492,209.4518390905746,210.6795353772967,211.6844011509149,204.4072916655553,195.7945813271228,190.4629954288372,200.15225230020638,185.0895167893438,193.18500109456915,200.52276401506776,198.69362679219557
5,1985-04-19 18:16:20+00:00,182.80196092456322,225.3035843004219,219.10474219548297,214.87982642107133,201.21901330032915,171.38984627559643,181.77200815453605,205.88637201932198,162.14230785134055,173.5008097860109,193.8207079652503,188.57233177405578
6,1985-10-12 18:15:03+00:00,176.45433592513143,216.571653535035,213.47963741323076,216.2080790318159,228.551773816457,179.14341185430487,176.53248672087307,199.83196833299397,160.24250933412102,171.31667110470727,190.3484771514781,206.35785893016845
7,1985-10-28 18:14:51+00:00,171.49077060239904,198.8742099514346,216.07709648655074,216.70613432316975,210.25257295624738,185.08319726874544,174.68481173057802,199.36222347121947,178.591218787294,182.62559468317104,196.8855106647343,200.670607996628
8,1986-03-21 18:12:01+00:00,177.0138736953939,222.26858598042602,220.44343064113627,227.31858250749042,229.52857791041504,177.0728786529504,173.4175677956513,222.66012802052575,201.30207203543378,199.9189149047551,210.43171491975923,203.02630558126828
9,1986-05-08 18:10:55+00:00,189.48193783340787,223.15200680692305,225.13897298000802,229.8049740388341,227.91654866051823,176.12122584608775,182.1945775868757,213.0575611562494,192.21694481848635,191.4211180765945,198.31389815743884,201.60620196746282
10,1986-06-09 18:10:00+00:00,181.35399378677818,216.05304428259404,215.722307412396,225.9913839168231,210.52895278982362,165.66955119028876,183.60601756371375,214.83116771455553,182.78205677670263,177.1444481241455,197.43147901554175,198.69331870649165
11,1986-07-11 18:08:57+00:00,196.62644269577345,242.4253966278196,235.44224366900968,229.69583498001325,227.48968241696116,173.12076629528514,177.81448799811466,218.30110548294618,193.0067684315619,200.2856557140628,210.9166057722565,207.2638836510218
12,1986-09-13 18:06:40+00:00,184.90743013711747,235.48420395924558,227.35973067448347,231.90434384582449,236.1763021155107,185.6641690320343,186.86824430805183,207.4308447733571,189.6364453495425,189.84184140027276,205.4205396215237,203.84243935481123
13,1986-09-29 18:06:10+00:00,175.75030839014693,230.6477984219242,229.8961597300758,231.37033253872454,225.90423684359394,183.79919056082613,184.5725567921632,215.95407069663258,190.84170274134846,197.97774047671192,207.41285599239538,210.07209961697964
14,1986-10-31 18:05:05+00:00,175.12045830775554,163.5300096596971,204.5312282420848,211.22285238999973,212.30624198739616,174.3492681095188,177.2419631280626,184.23062100126833,150.26839056537221,167.1647598406051,189.03145113382146,188.43494811688282
15,1986-12-02 18:04:29+00:00,172.6056433274386,164.05198264795268,193.68051672227543,190.49539252482663,195.28731570154983,181.04474599782446,168.5974879536059,150.6285439202176,138.32494490298765,155.1549083943011,172.2337598312816,167.9802781942939
16,1987-01-19 18:05:54+00:00,175.93808085699226,167.53385899896793,228.74976111911033,230.8709793508851,220.7141106207045,181.3295791309606,167.8522728770289,146.27455117004777,146.77939423311852,181.83841315232127,196.80942871875519,188.20599183417033
17,1987-02-04 18:06:27+00:00,169.68429860128353,209.82265405840607,233.8409561619453,231.84143936543214,222.4688838753333,172.36473911711494,156.97140468378495,,155.17566799231224,190.56522278134565,199.27078803110885,198.4803763074027
18,1987-02-20 18:07:05+00:00,165.41487267930881,222.8922702932589,223.4152204562552,233.46243358462672,226.21865180088417,174.01370598440073,156.91906097632025,,,183.54772670321708,195.87044308732797,195.93499858866838
19,1987-04-09 18:08:50+00:00,176.3722727997964,222.1946821143676,224.48004248671717,228.93192245343587,220.87233564332115,171.03569726927662,174.63240309517136,209.8456874132846,173.21811392281722,181.78579373933619,190.62526884378835,193.14407917575159
20,1987-07-30 18:11:39+00:00,225.59655952336283,255.51156962762767,245.21964290311186,246.7959587205912,240.13990184728746,180.52052151617784,186.79387065950553,229.14265774723793,205.28343192465178,198.68607973614098,208.98616525680933,205.88009442242108
21,1987-08-15 18:12:08+00:00,190.9793283673037,236.71623627035623,230.78236257870708,232.82258987226854,249.27043392968386,177.6148440939436,185.56751410681557,228.57779265436446,194.37826559039095,202.00156568254621,212.17324129221203,208.59620480450107
22,1987-09-16 18:12:57+00:00,182.45073873708418,228.8015375847952,226.96773675914903,231.64449131122402,222.95837557765776,182.36476613554933,179.22677443271422,199.17403945473046,178.06824543586046,188.9263598186842,208.73452736166266,208.59071870414823
23,1987-10-02 18:13:18+00:00,172.35864442726108,236.40371075562376,,240.9545480469194,235.228550741038,183.54195606602724,176.36849655301523,221.66616192380548,204.13429259707536,,,
24,1988-03-26 18:16:06+00:00,192.64387515457895,243.54770035446828,244.47520030591465,246.07955402653326,240.0430823785088,172.8831134083569,173.45631100192634,219.6836787798368,188.7630192881077,189.45406396847162,198.41231592952445,207.70760821138782
25,1988-04-11 18:16:10+00:00,227.0874234461869,260.0217306057506,257.05431400673024,252.038349083276,253.55228495907713,184.2689928148231,184.94129847805164,230.07284783463834,193.64544462553093,196.31724167537996,202.899140860916,199.78869570955015
