dates,satname,sar1319-0000,sar1319-0001,sar1319-0002,sar1319-0003,sar1319-0004
1984-05-06 09:33:51+00:00,L5,224.27,242.42,240.97,252.02,250.00
1984-09-11 09:36:38+00:00,L5,228.15,244.88,240.60,247.13,251.19
1984-09-27 09:36:39+00:00,L5,234.99,254.21,248.65,254.50,257.23
1984-10-29 09:36:32+00:00,L5,226.02,241.38,239.97,249.38,255.38
1985-05-25 09:36:39+00:00,L5,222.33,239.76,238.24,247.02,250.39
1985-06-26 09:36:35+00:00,L5,219.55,241.41,238.11,245.00,253.28
1985-07-28 09:36:22+00:00,L5,234.28,259.80,251.69,260.21,260.39
1985-08-13 09:36:12+00:00,L5,224.84,241.55,245.80,246.67,244.55
1985-08-29 09:36:02+00:00,L5,233.23,252.98,248.41,256.09,260.68
1985-12-03 09:34:43+00:00,L5,236.49,255.23,248.42,256.36,264.72
1986-01-04 09:34:08+00:00,L5,,,269.56,251.87,247.53
1986-04-10 09:32:04+00:00,L5,212.95,241.41,244.22,248.73,246.09
1986-05-12 09:31:17+00:00,L5,234.95,253.96,245.25,252.55,258.99
1986-06-29 09:29:50+00:00,L5,220.35,236.13,238.59,243.79,249.55
1986-09-01 09:27:32+00:00,L5,223.84,241.34,238.38,246.76,250.67
1986-09-17 09:27:01+00:00,L5,234.17,247.39,244.46,253.30,259.12
1986-11-04 09:25:25+00:00,L5,400.92,391.71,,,258.16
1986-12-22 09:25:33+00:00,L5,226.53,246.71,243.22,252.54,248.53
1987-03-28 09:28:52+00:00,L5,218.45,241.33,241.43,244.35,251.51
1987-05-15 09:30:21+00:00,L5,219.02,243.16,240.57,249.98,255.28
1987-07-02 09:31:27+00:00,L5,228.80,243.99,238.71,241.34,251.09
1987-07-18 09:31:44+00:00,L5,232.83,247.66,239.42,251.94,252.79
1987-08-03 09:32:13+00:00,L5,226.01,243.00,239.58,251.84,256.27
1987-08-19 09:32:41+00:00,L5,220.32,241.35,233.43,247.96,252.72
1987-09-04 09:33:07+00:00,L5,228.97,242.86,237.49,247.50,251.63
1987-09-20 09:33:30+00:00,L5,225.92,242.65,241.56,247.10,256.11
1987-10-06 09:33:50+00:00,L5,224.53,240.11,236.14,245.68,243.91
1987-11-07 09:34:26+00:00,L5,236.26,258.16,249.21,254.25,256.61
1987-12-09 09:34:58+00:00,L5,231.90,247.51,244.31,257.93,245.07
1987-12-25 09:35:13+00:00,L5,236.67,246.69,246.16,254.35,258.52
1988-01-10 09:35:29+00:00,L5,228.65,257.05,250.15,254.24,262.68
1988-02-11 09:36:05+00:00,L5,235.79,256.32,252.14,256.25,256.81
1988-04-15 09:36:38+00:00,L5,232.46,254.14,242.43,251.44,252.40
1988-05-17 09:36:55+00:00,L5,225.22,245.25,243.74,251.85,257.45
1988-06-02 09:37:02+00:00,L5,218.97,239.36,240.27,248.38,252.70
1988-07-04 09:37:12+00:00,L5,224.02,241.38,239.42,251.11,253.78
1988-08-05 09:37:16+00:00,L5,223.95,247.43,245.33,251.69,256.40
1988-08-21 09:37:17+00:00,L5,237.73,248.43,246.55,254.40,250.85
1988-09-06 09:37:19+00:00,L5,225.40,247.81,246.75,256.33,263.09
1988-09-22 09:37:13+00:00,L5,226.39,256.40,250.18,253.34,259.97
1988-10-08 09:37:09+00:00,L5,223.20,243.68,238.72,253.60,254.71
1988-10-24 09:37:05+00:00,L5,230.03,241.51,247.54,254.07,264.22
1988-12-11 09:36:57+00:00,L5,227.94,248.96,245.17,253.16,257.03
1988-12-27 09:36:51+00:00,L5,232.58,248.98,246.61,252.93,258.54
1989-01-12 09:36:44+00:00,L5,234.01,257.19,250.99,260.65,265.63
1989-01-28 09:36:31+00:00,L5,236.69,254.50,245.55,253.52,259.61
1989-03-01 09:36:18+00:00,L5,196.15,212.70,217.58,231.30,222.56
1989-03-17 09:35:40+00:00,L5,227.75,251.75,246.49,253.42,259.06
1989-04-18 09:35:31+00:00,L5,218.77,240.15,238.18,245.05,245.89
1989-05-20 09:34:56+00:00,L5,238.48,253.75,245.19,246.18,254.49
1989-06-21 09:34:19+00:00,L5,228.96,249.32,247.37,259.04,257.21
1989-07-23 09:33:45+00:00,L5,217.30,241.40,236.51,246.04,246.38
1989-08-24 09:33:03+00:00,L5,226.56,245.55,247.16,,
1989-09-09 09:32:39+00:00,L5,223.66,249.95,249.93,256.82,244.82
1989-09-25 09:32:16+00:00,L5,233.91,255.97,246.63,258.77,263.08
1989-10-11 09:31:53+00:00,L5,236.69,251.95,242.01,252.94,244.22
