dates,sar1319-0000,sar1319-0001,sar1319-0002,sar1319-0003,sar1319-0004,satname
1984-05-06 09:33:51+00:00,224.27,242.42,240.97,252.02,250.00,L5
1984-09-11 09:36:38+00:00,226.21,243.65,240.78,249.57,250.59,L5
1984-09-27 09:36:39+00:00,229.14,247.17,243.41,251.22,252.81,L5
1984-10-29 09:36:32+00:00,228.36,245.72,242.55,250.76,253.45,L5
1985-05-25 09:36:39+00:00,222.33,239.76,238.24,247.02,250.39,L5
1985-06-26 09:36:35+00:00,220.94,240.58,238.18,246.01,251.83,L5
1985-07-28 09:36:22+00:00,225.39,246.99,242.68,250.74,254.69,L5
1985-08-13 09:36:12+00:00,225.25,245.63,243.46,249.72,252.15,L5
1985-08-29 09:36:02+00:00,226.85,247.10,244.45,251.00,253.86,L5
1985-12-03 09:34:43+00:00,229.68,250.19,246.49,252.87,256.72,L5
1986-01-04 09:34:08+00:00,232.21,252.39,252.78,254.24,255.57,L5
1986-04-10 09:32:04+00:00,224.72,248.32,254.07,252.32,252.78,L5
1986-05-12 09:31:17+00:00,228.13,250.20,251.86,252.38,254.33,L5
1986-06-29 09:29:50+00:00,222.75,243.83,249.40,249.24,250.54,L5
1986-09-01 09:27:32+00:00,223.02,243.21,241.61,247.96,251.33,L5
1986-09-17 09:27:01+00:00,225.25,244.05,242.18,249.03,252.88,L5
1986-11-04 09:25:25+00:00,228.33,244.71,241.67,249.10,255.30,L5
1986-12-22 09:25:33+00:00,226.22,242.89,241.16,249.10,253.21,L5
1987-03-28 09:28:52+00:00,222.49,244.02,242.32,248.44,252.73,L5
1987-05-15 09:30:21+00:00,221.33,243.73,241.74,248.96,251.77,L5
1987-07-02 09:31:27+00:00,222.09,242.83,240.24,245.22,252.63,L5
1987-07-18 09:31:44+00:00,224.78,244.03,240.03,246.90,252.67,L5
1987-08-03 09:32:13+00:00,225.02,243.83,239.94,247.89,253.39,L5
1987-08-19 09:32:41+00:00,224.24,243.41,238.86,247.90,253.28,L5
1987-09-04 09:33:07+00:00,224.91,243.34,238.66,247.84,253.04,L5
1987-09-20 09:33:30+00:00,225.04,243.25,239.02,247.75,253.43,L5
1987-10-06 09:33:50+00:00,225.80,243.10,238.36,247.92,252.47,L5
1987-11-07 09:34:26+00:00,226.96,244.77,239.57,248.62,252.93,L5
1987-12-09 09:34:58+00:00,228.39,245.25,239.98,249.50,251.80,L5
1987-12-25 09:35:13+00:00,229.22,245.40,240.60,249.99,252.47,L5
1988-01-10 09:35:29+00:00,229.21,246.70,241.74,251.28,253.63,L5
1988-02-11 09:36:05+00:00,229.89,248.08,243.40,251.70,253.78,L5
1988-04-15 09:36:38+00:00,233.62,253.31,247.40,254.74,255.35,L5
1988-05-17 09:36:55+00:00,231.78,251.16,246.49,254.34,255.49,L5
1988-06-02 09:37:02+00:00,229.95,249.47,245.60,253.49,255.09,L5
1988-07-04 09:37:12+00:00,227.52,248.92,244.69,252.21,255.97,L5
1988-08-05 09:37:16+00:00,226.74,247.31,243.89,251.79,254.92,L5
1988-08-21 09:37:17+00:00,227.06,246.00,242.96,251.48,253.93,L5
1988-09-06 09:37:19+00:00,226.82,246.26,243.50,252.17,255.24,L5
1988-09-22 09:37:13+00:00,226.77,247.52,244.33,252.32,255.83,L5
1988-10-08 09:37:09+00:00,226.37,247.10,243.71,252.46,255.71,L5
1988-10-24 09:37:05+00:00,226.10,245.69,244.28,252.75,257.02,L5
1988-12-11 09:36:57+00:00,227.33,246.95,244.96,253.46,257.51,L5
1988-12-27 09:36:51+00:00,227.92,247.18,245.14,253.40,257.62,L5
1989-01-12 09:36:44+00:00,229.03,248.93,246.43,254.46,258.94,L5
1989-01-28 09:36:31+00:00,229.79,249.49,246.34,254.37,259.00,L5
1989-03-01 09:36:18+00:00,225.82,245.75,243.23,252.10,256.15,L5
1989-03-17 09:35:40+00:00,226.08,246.19,243.20,251.78,255.70,L5
1989-04-18 09:35:31+00:00,225.49,244.47,242.26,250.51,254.07,L5
1989-05-20 09:34:56+00:00,226.55,246.00,241.97,249.53,252.85,L5
1989-06-21 09:34:19+00:00,226.67,246.04,242.25,250.26,252.87,L5
1989-07-23 09:33:45+00:00,223.44,243.37,239.55,247.79,249.31,L5
1989-08-24 09:33:03+00:00,222.00,242.09,239.78,246.84,247.60,L5
1989-09-09 09:32:39+00:00,225.93,247.41,244.40,251.09,251.31,L5
1989-09-25 09:32:16+00:00,226.81,248.01,244.42,251.98,251.98,L5
1989-10-11 09:31:53+00:00,228.04,248.50,244.12,252.12,250.87,L5
1989-10-27 09:31:15+00:00,230.17,250.12,245.22,253.76,252.58,L5
1989-11-12 09:30:54+00:00,230.35,250.68,245.22,254.20,253.25,L5
1989-12-14 09:30:02+00:00,229.24,251.61,246.67,256.63,254.32,L5
1990-01-15 09:28:57+00:00,229.72,251.95,246.09,255.15,254.43,L5
1990-01-31 09:28:30+00:00,230.54,252.22,245.46,254.69,255.01,L5
1990-02-16 09:27:59+00:00,229.25,251.27,245.80,254.33,254.54,L5
1990-03-04 09:27:26+00:00,230.22,251.61,245.62,254.23,254.74,L5
1990-04-21 09:26:46+00:00,230.99,251.64,245.83,253.22,257.23,L5
1990-05-07 09:26:43+00:00,230.04,252.68,246.82,254.31,259.06,L5
1990-05-23 09:26:44+00:00,227.18,250.62,245.59,252.52,257.88,L5
1990-06-08 09:26:43+00:00,226.61,249.36,244.65,251.75,256.73,L5
1990-06-24 09:26:42+00:00,226.61,247.42,242.96,249.71,254.88,L5
1990-07-10 09:26:40+00:00,227.41,247.25,242.69,249.51,255.63,L5
1990-07-26 09:26:36+00:00,226.46,246.23,242.35,249.48,254.55,L5
1990-08-11 09:26:31+00:00,226.76,246.49,243.58,250.71,255.28,L5
