dates,satname,sar1463-0000,sar1463-0001,sar1463-0002,sar1463-0003,sar1463-0004,sar1463-0005,sar1463-0006,sar1463-0007
1984-05-06 09:33:27+00:00,L5,164.25,162.90,168.95,161.99,179.48,182.63,158.48,160.69
1984-05-31 09:27:59+00:00,L5,426.94,460.48,456.17,439.83,382.53,343.49,,66.13
1984-07-18 09:28:46+00:00,L5,162.77,163.29,175.69,162.09,176.89,168.90,157.62,147.43
1984-08-03 09:29:20+00:00,L5,165.39,163.88,175.65,165.16,178.27,170.44,156.65,143.45
1984-09-20 09:30:04+00:00,L5,172.37,169.28,175.40,162.28,179.03,167.41,153.47,149.62
1984-10-22 09:30:00+00:00,L5,178.33,178.88,184.76,167.84,188.15,174.85,156.14,156.47
1984-11-07 09:29:53+00:00,L5,164.68,171.75,176.53,164.13,182.52,179.07,160.00,149.73
1984-12-09 09:29:58+00:00,L5,163.70,169.25,180.06,175.99,189.60,182.26,155.93,144.80
1985-01-10 09:30:15+00:00,L5,131.99,152.02,207.43,157.21,178.85,179.56,152.47,137.89
1985-06-03 09:30:04+00:00,L5,161.00,161.74,167.20,160.23,184.12,176.32,155.74,156.37
1985-07-05 09:29:57+00:00,L5,152.94,147.40,146.39,145.64,169.39,175.16,148.17,143.68
1985-08-22 09:29:32+00:00,L5,163.11,168.64,176.82,164.96,178.70,176.93,153.19,151.14
1985-10-09 09:28:59+00:00,L5,163.51,168.12,175.29,166.31,190.45,185.38,162.90,159.79
1985-11-10 09:28:33+00:00,L5,170.05,169.88,177.25,163.73,188.57,179.59,164.24,155.65
1986-01-13 09:27:22+00:00,L5,167.86,171.52,178.80,170.72,179.50,177.61,154.22,144.78
1986-04-19 09:25:17+00:00,L5,162.44,157.73,166.30,154.26,166.48,160.37,145.13,142.06
1986-05-21 09:24:27+00:00,L5,173.45,165.67,167.18,170.87,179.23,178.45,155.43,152.34
1986-07-08 09:22:57+00:00,L5,169.20,161.33,165.40,169.80,176.86,171.81,162.85,154.32
1986-10-12 09:19:38+00:00,L5,175.99,174.33,178.53,176.62,184.00,169.06,155.16,157.79
1986-12-31 09:19:14+00:00,L5,170.35,168.93,174.15,167.61,183.35,173.21,162.68,157.99
1987-02-01 09:20:12+00:00,L5,163.89,170.95,178.48,161.98,172.33,169.96,155.43,158.82
1987-02-17 09:20:59+00:00,L5,155.05,164.54,172.75,158.67,175.67,178.84,,153.72
1987-03-21 09:22:02+00:00,L5,166.38,172.54,178.11,158.97,166.71,177.47,153.67,151.66
1987-04-06 09:22:36+00:00,L5,170.49,170.68,178.47,166.75,172.75,173.72,162.53,155.58
1987-05-08 09:23:35+00:00,L5,165.05,170.15,180.75,167.04,168.99,177.50,160.85,155.43
1987-06-16 09:30:43+00:00,L5,,,164.29,164.08,166.32,167.16,154.85,148.88
1987-06-25 09:24:44+00:00,L5,172.07,176.88,177.47,176.36,177.83,178.82,163.22,150.53
