,dates,chi0377-0000,chi0377-0001,chi0377-0002,chi0377-0003,chi0377-0004,chi0377-0005,chi0377-0006,chi0377-0007,chi0377-0008,chi0377-0009,chi0377-0010,chi0377-0011,chi0377-0012,chi0377-0013,chi0377-0014,chi0377-0015,chi0377-0016,chi0377-0017,chi0377-0018,chi0377-0019,chi0377-0020,chi0377-0021,chi0377-0022,chi0377-0023,chi0377-0024,chi0377-0025,chi0377-0026,chi0377-0027,chi0377-0028,chi0377-0029,chi0377-0030,chi0377-0031,chi0377-0032,chi0377-0033,chi0377-0034,chi0377-0035,chi0377-0036,chi0377-0037,chi0377-0038,chi0377-0039,chi0377-0040,chi0377-0041,chi0377-0042,chi0377-0043,chi0377-0044,chi0377-0045,chi0377-0046,chi0377-0047,chi0377-0048,chi0377-0049,chi0377-0050,chi0377-0051,chi0377-0052,chi0377-0053,chi0377-0054,chi0377-0055,chi0377-0056,chi0377-0057,chi0377-0058,chi0377-0059,chi0377-0060,chi0377-0061,chi0377-0062,chi0377-0063,chi0377-0064,chi0377-0065,chi0377-0066,chi0377-0067,chi0377-0068,chi0377-0069,chi0377-0070,chi0377-0071,chi0377-0072,chi0377-0073,chi0377-0074,chi0377-0075,chi0377-0076,chi0377-0077,chi0377-0078,chi0377-0079,chi0377-0080,chi0377-0081,chi0377-0082,chi0377-0083,chi0377-0084,chi0377-0085,chi0377-0086,chi0377-0087
0,1986-08-15 14:02:17+00:00,201.34612362427245,170.83504528087852,184.93027472458792,,224.8850297505673,227.36381290739027,184.02937944530981,199.31949858508028,247.23505699959958,261.40776033414136,258.87766650322783,,,249.34865196630759,237.07777058505684,233.14322061275078,255.7006944855628,247.27984459604212,151.93245269604236,237.34683905618874,180.49622857115264,,237.30937278448124,207.8485266165913,224.83441163659114,249.81253659023045,254.55353227874141,252.09599624168877,257.140796898072,265.03428068832886,253.0708669541613,249.13876614897023,256.39736539150215,260.2022286946345,252.20210456247392,244.03789529326318,246.26611042858283,256.987266435087,251.04135381283987,249.956695167747,237.99061020715865,231.7439649360007,232.28701585812593,233.12956561038123,236.34535703524168,233.47855632244523,249.03938262535337,237.7134706494665,231.500672929458,222.16547573705324,207.58580598156018,223.67831413318862,220.01069531915672,233.09354195566408,240.73787907938967,236.75340818160583,236.21497660305144,236.02777802051438,242.1238372284447,234.48473252254357,228.185960158557,222.8318526118889,243.117671715767,241.5744835832525,209.49121391849036,193.69482482218956,113.59749236055028,46.84811869246045,183.3221627825938,206.5331015690194,211.19661238428242,210.86873659220512,201.93776559812642,212.31711657566893,214.75770499904596,217.5238420217098,223.75047968829892,215.51843683790483,216.96075271842977,206.02942841290215,184.3185691507439,204.89230463226073,203.71677352475848,208.02266549682176,197.83979489458557,186.76057764149792,206.76387684646113,202.34702107170472
1,1986-09-16 14:00:46+00:00,,,,,,,,,,,,,,,225.05438321730526,233.6863520792987,260.19002262662883,237.6289367924293,160.45963901582385,215.17097815915486,198.7553189305191,187.99781091088224,226.61888551852977,,,,234.60236625913976,243.62889374067808,241.2475413755738,242.78635523947227,241.21429817562935,250.75343868460845,253.1103734435865,247.99129779619696,,,,,,,,221.936043391376,238.45394004013045,237.5862657748708,224.54171360654257,231.5996246781351,240.93357829055185,246.45531552763995,219.94767288038818,214.38170823641184,216.34843965116357,225.68337412207728,222.97615538237218,230.39751675194225,232.33889907927409,222.5569175502243,226.84857689037216,237.55635282247158,237.20294946896263,235.90933893854026,233.72920289271937,250.94984243170504,249.14056612555666,232.34484847380747,187.39260906317904,177.89974395049796,103.881690402272,53.25077703916422,194.3874823777293,209.54358730654843,201.13974610717813,196.47763317927274,198.59130058075178,207.3235342912296,209.42130080861313,217.64990123150977,203.901868681281,217.07470348546346,211.41739530436186,201.84419747643767,192.9761643788082,201.38291924415824,193.05469758781464,187.80907870732932,192.07582130743234,184.9249086497736,196.4651471232469,186.53271905628097
2,1986-11-03 13:59:34+00:00,206.4130971183027,183.94094306563207,193.2660228562266,220.92744134453517,221.82099979077987,214.63427165829586,185.44624648414919,210.62224599957358,258.9581181817409,254.39915312566401,260.95046149403413,263.7246485019632,264.8723354442824,241.4362441583001,236.0098300125632,240.406796254271,263.4397325308596,218.0660432794258,159.63902012855874,216.148098713378,204.68551465666505,187.70342650083285,241.52534661388853,228.9098007748835,234.79702247893158,250.35315149415533,242.06408117215378,251.30902122018657,257.73304456773957,259.2452121033034,257.1108871658676,256.27568189434385,259.43906868067165,257.7390485682808,258.8062137519749,250.73488887620863,253.91591090696127,260.30987830622104,258.13968481656576,247.5594092063225,243.3607994651581,239.46318639042659,240.90285353783304,245.63631420904852,254.44846324494614,241.52440579667208,241.69601520793123,243.03635711640425,236.8504557964525,230.47576775885813,230.1462367781974,230.8481490761517,234.8448151037931,238.7145240489841,241.71950867281078,232.16713930336715,241.17781606190297,239.55526678504248,241.01114467237198,238.60172217501793,240.37989472648445,258.3907960387578,257.8748664221577,243.70758972523487,209.01674421161977,212.28946194274604,118.79116108141343,67.8876264859541,225.36341962451195,216.96015162345648,212.82519663086143,211.20724961366918,224.63233855581396,229.38910153787978,224.65219768933707,226.35300560999613,234.06601615258492,223.56039977859865,223.50311210280353,208.1075961785756,197.47652022517153,214.1322860823335,214.4122857058284,213.7906903698687,205.59242727887823,208.74155189841264,219.0813829990058,204.7771710687246
3,1986-12-21 13:59:13+00:00,206.99261513874475,195.64767829980642,199.569611906134,211.18349751487062,214.62549878387694,222.54917496269297,209.84289869169322,231.84339463239718,260.31978894532085,261.9023542318384,268.87317345267337,263.1260045708941,268.5423631064841,250.5003398968325,232.59471499941478,225.09922355999151,249.1716969441267,228.32937248716306,158.10540745989888,205.6506482218876,204.2653470785266,214.6442297402127,235.66536206289322,233.95066407332453,241.5342611142368,245.91286725927097,251.25504162961363,251.08079273236714,251.30929147179538,257.2232515224934,255.06667696624797,245.52280698332774,245.98256262941305,245.6778880402916,254.6390794974744,250.91661606435594,238.17215363396042,252.47704117650065,262.13886950129546,244.0074979226364,238.57007478736764,233.3098102485964,228.5229859494663,226.48268464539908,244.2373845574824,235.97668233208262,235.46862667294818,243.48720406293634,236.41626179868604,227.16479561572584,225.49127237348594,226.57034606277642,229.11203122666774,222.55963412729525,238.1204160594003,228.41020335791475,237.36142123790373,240.1266851743896,233.3026859824836,232.50687070751147,232.00665822718258,234.47175167501112,241.42792315225375,235.20760492963862,199.86000731710791,203.8497037575701,102.6274137971905,37.82660798728859,222.01737969931062,206.70450752057013,206.18302627574246,204.7568894088368,197.08530886201788,214.996557781869,205.77733228955412,215.43838881950091,213.378413194677,210.48547209950223,210.5013823351656,210.32876730809485,208.60146762488833,200.07259941317864,202.85679115299865,199.54669682434724,205.1617363555535,203.131409090453,215.56663996735415,208.96408738553558
4,1987-01-06 14:00:06+00:00,204.77947248771608,193.2567930440796,203.51213265466015,208.60841276139146,209.77644621840187,211.51022330223054,193.13165741958284,218.06199061770377,260.1485103385716,250.7912761138756,255.91631221860786,260.992162487225,270.3345624007275,258.17915067807746,242.8294517462182,228.02170257593585,243.93154239621364,192.12589268759655,154.27431521919272,208.81173597710583,177.76470898790055,,239.7757529102822,228.71806482849294,239.65801199019938,253.06551143658498,256.1630747213471,252.88217677251137,252.39783851557033,257.17117610583813,255.3539142313571,248.07179593359547,246.29778916948342,252.19200017792903,256.33915730811316,256.0171301722977,255.40615887600003,245.28369230397956,242.44736313993803,245.74618352248027,244.0555169561302,234.40185249549992,228.27393623731498,236.26572196644972,234.7393629722999,237.60285478909472,243.37701765166918,231.53763096789288,232.05661325664096,227.98836395329675,222.64171416628884,226.14626731834883,235.57887647304264,239.39383018733008,237.30750831511523,239.52332810968684,242.0698270666533,244.6287321886747,242.00144023421558,242.25626149445293,242.61868206431214,,,,180.5639899566232,176.103740749631,77.53383621581106,43.30029673108051,208.10958195577234,216.26594654667463,210.4124892291323,210.44785518356142,208.09437986701374,211.77785073767694,219.28052146521577,210.3883497195235,222.06481576977004,214.0930353439576,220.1411095987963,214.08458536963843,197.15288621896104,208.66581143893708,209.97701574894288,212.94416646073876,205.5905375521525,204.177661889038,214.44893149066607,212.17093856294326
5,1987-02-07 14:01:09+00:00,212.8920215490018,212.23689462327042,221.63199045006743,240.7899109008847,223.16605741452662,220.97394532927936,216.50300127178832,245.67917604288542,290.80196877282003,296.84827534284864,,278.93888859020046,274.84703322430875,267.41065863509965,292.4355381763362,256.0060922951473,247.7844242133974,227.8792419433392,155.22775736420212,228.56365074129985,,,262.731110575508,248.16656728376634,251.20758715709513,269.81824100431373,279.87088977270673,284.0779952196688,276.35531441925224,269.31448263940393,255.51056467846882,266.85509724498684,276.9043524506383,272.33803312751706,264.60153862915854,262.74227238538606,286.58267812914755,267.7277066554029,248.17364414901292,259.2058880759514,259.3862171323206,267.88479625575076,253.70925692013964,244.9740705109117,253.04660229780578,255.95692993874297,247.8426261868207,245.97798193040668,250.73936329461756,245.09473527460796,237.2075155751695,244.10263424035665,251.97044137178676,247.04934956799676,243.33992874861755,248.3348747043638,251.01081319467932,252.0953173921432,255.29005299395652,255.2667249195139,260.8033785347337,247.2571766387801,261.84718340964866,249.46508976244604,186.97901728714314,193.07852640821145,102.11338068112713,,242.34531540029013,236.3799970801332,218.619433628379,226.72635244916697,215.39992204918764,226.62760052851453,228.98654149225155,224.44962884436623,229.75191601163556,238.9227441177088,226.89017218147785,219.784170155733,220.61926579708143,227.62429426584106,225.43592501526888,225.37969493142572,230.9113487233894,223.92658714621373,234.55245922513032,231.18309629803798
6,1987-12-08 14:08:41+00:00,206.39501413684903,183.38412198181823,206.49184893915012,209.0331586986268,223.34659516112606,224.8906936572626,195.03520396264577,,258.66025309368314,259.7954638647105,260.79064541016936,269.3844290483018,268.1306502707765,263.28459583014967,255.4631331409906,253.16346063520962,250.6466535221761,,157.53947179712108,206.220729289577,185.71549741102774,200.85090068590398,247.73897968847012,236.18193720655373,236.87676189198464,255.40858135198908,248.86202353638626,258.28255114835713,261.82475441166497,254.99124686034926,260.6611503322883,258.0309452355811,245.51520850406,249.64212064306258,257.6341698842853,245.97117986732053,247.16589385536457,247.3672257079926,241.40811004742136,242.05626007188195,232.05105025059427,233.02991263704573,235.95286021821252,237.66858356738751,239.1372105902499,237.69548149260066,232.33400031884818,230.88748203798616,225.10772865425818,222.09999177720266,212.0419516646104,215.89518606700494,223.12202560723662,232.6026143353419,232.28973665987738,231.26160874483588,233.20355927226598,239.9710847082927,236.0170785278534,226.80093744726577,185.88561777075583,172.53699978398464,,,171.45833900843562,172.47192874392513,72.93804792195785,26.804223420625313,196.54422387642825,203.63930137884242,203.71490240861098,206.77210310385524,199.8992058103631,202.68126153907485,193.82678807618055,200.52380360208093,209.67036672443166,212.62774876743134,204.6305613172891,195.15936425086298,181.5679503600732,197.50597536867363,190.7575441040701,188.9777789136672,191.17943106454624,180.63447557590592,205.6314540531548,196.8681837809873
7,1988-06-01 14:10:45+00:00,,194.5156871150686,201.67313209546745,204.85837448126617,213.95262186253822,218.4861246781028,201.91421480860345,,254.20015826907542,258.0113765661877,262.38490604908964,262.3362286972934,265.1047466939092,255.92983796067196,262.5226664968616,259.45479199918793,257.5203806149182,,154.69485883288374,212.33836388060575,199.43393507835077,232.78302399044262,252.92651234658004,232.27721920504464,241.12344436851276,251.2699108785813,255.2498648413476,253.73767510624967,248.97192422974135,256.4892160389809,248.4760764900911,246.36197029524078,247.72523490281927,250.03295758492868,251.23336010431143,248.47636102999164,248.7399103740223,258.3980981928832,242.10827278152834,240.80127057391013,240.90836366503632,248.27661069103087,236.0249768477949,235.75010651055075,237.55031899450273,235.24300188740935,239.35442575056862,233.7617255032638,223.89029323422045,211.9871959379632,218.42781774902053,210.85288470931715,212.14628798212829,227.10735106526712,227.20664281134825,233.81212105811525,238.26800163285495,237.92523329422727,233.18541585703306,228.0292805420036,202.47029780413348,168.62059549017764,,,171.87976874910285,170.59647910104354,105.11243343166079,54.88782598834038,195.34031758910075,201.17113090871294,196.64076552908398,191.20533064514362,188.4327435123645,203.5375883967273,206.8400206353639,199.39582016551134,212.10789016226784,209.8568004743096,218.10138744944308,202.34260032077617,181.93219807263364,204.82751725794012,204.97030352447732,210.41852630798493,201.98273474539485,193.2321720283479,212.3613229409861,199.28974225914405
8,1988-07-03 14:10:55+00:00,192.26686708593985,169.97232205964426,183.9230373568597,194.70128222561684,209.42628166534513,214.78523934499523,188.96973064512224,208.98676769223187,254.77510943817856,265.8060276563582,267.56306949985276,260.89092582642627,268.7640925359374,275.37093769899997,268.5339520501544,259.61780006631113,261.4644556613673,250.19578503853577,148.24475813769826,216.73148235315261,233.80117614207361,234.09924923821552,250.14977224642672,249.245160301057,244.31449719223613,244.6363490314774,255.30593600264908,261.0429151545106,259.7153861128684,262.73420308608945,262.7215902649963,249.77517935322993,236.7217400748035,237.60103010397725,246.76559759271137,261.8178746911491,248.88375788112663,250.94590256776547,228.99401303024055,233.55939469634822,231.90400809691263,223.3974648512978,222.64937093472597,236.65540506288636,236.29099912414802,227.60370662679432,242.03911714420585,221.187873108932,212.63467493011365,218.52234296845208,210.3165794626763,221.51611287400456,225.7140752689974,216.06362620757264,218.49575919937251,236.89709617511966,235.57373566769922,242.13422401729716,235.95700962209438,208.93718657155026,191.01526896852144,164.298770008869,,,178.6332411223297,165.92460449254835,78.18100747645266,,208.5840650474599,199.58594371443135,202.12243142773877,193.57886843879135,187.1803344391746,193.5917586612689,209.99921191869493,209.28377074767732,211.61596076980157,206.71049004469964,212.92288941285196,197.94690463743558,194.44987021841865,198.19084939125716,207.98700081495554,197.97467758103892,196.80764002989224,205.14876285026003,197.1737286740636,202.32346180227952
9,1988-08-04 14:10:58+00:00,201.8163128515386,176.95971477020524,197.89752535329697,,226.82492501852244,227.7595747760836,196.4978595852351,222.8434770183474,277.78466304641864,269.82106537853,260.38454577651584,275.67669938491144,295.10196408145833,302.0405375275635,,,275.2720105723374,254.34634191216298,,,263.5971021830447,263.59211743871964,265.7288389759035,247.5671996336644,246.69389614182973,251.82225037226303,247.71273289895365,248.14366331110975,255.47801637854903,251.28247654060576,247.38669271980928,244.32180637759893,251.88292162762824,250.65406572224435,245.72304914407678,256.20896558690833,247.19278871384978,249.24822307082675,247.11533198130047,228.71209604976465,222.9074090372573,233.44001806825756,230.20108114238877,229.0386557706823,241.4082333219611,230.81235236981928,223.62284395659103,224.4724682519031,223.21700519578775,219.67808353373096,214.32400489080842,213.044174693031,226.58744080301224,225.46987914750693,234.1691848599273,238.61883212288532,234.06852128776137,228.23731323192132,227.27503247520443,205.542380815586,176.50859455061854,,226.89424010783094,245.173878833043,,183.31520818384854,,,199.77020090408774,213.31443759564934,203.51189241390395,200.700863951744,197.05251035073044,204.66677656572605,205.26650822420115,195.66113453956,210.1687964942757,219.6862031880029,209.13743537306541,202.5776355210631,217.16765201656116,197.83757960059,218.58367286076214,201.09522211883655,203.3679510951822,181.92899922642334,209.29469602462788,203.213315315115
